logged_at,contract_ticker,close_ts,spot,strike,p_market,tau_minutes,spread,p_model_yes,p_model_no,bp_5m,vol_ratio,vol_ratio_5m,body_15m,bp_15m,dir_15m,upper_wick_15m,lower_wick_15m,atr_ratio_15m,range_ratio_15m,consec_dir_15m,stoch_k_5m,stoch_k_15m,chg_1m,chg_5m,chg_15m,vwap_dist,ema_bias,ema_bias_1h,nearest_res_dist_pct,composite_p_up,realized_vol_annual,vol_ratio_1h,bp_1h,chg_1h,dir_1h,consec_dir_1h,stoch_k_1h,stoch_cross_1h,rsi_1h,macd_hist_1h,donchian_breakout_1h,engulfing_1h,liq_score,liq_bias,oi_chg_pct,ls_long_pct,fear_greed,cg_composite,offset_pct,resolved_yes,spot_at_expiry,price_move_pct,miss_pct,p_up_v2_btc,z_drift_6h,hmm_vol_state,vwap_hmm_state,edge_yes,edge_no,model_side,be,won,trade_edge,close_ts_dt,iso_week,donchian_breakout_1h_recon,donch_1h_pos_recon,kc_pct_1h_recon,kc_bo_1h_recon,arima_forecast_1h_recon,hurst_exponent_recon,ou_theta_recon,autocorr1_15_recon,autocorr1_30_recon,kalman_velocity_recon,kalman_residual_recon,macro_bull_recon,macro_sideways_recon,macro_bear_recon
2026-05-28 18:39:07+00:00,KXSOL15M-26MAY281445-45,2026-05-28T18:45:00Z,82.52,82.51,0.52,5.9,0.06,0.6963,0.6963,0.5,0.002063,1.0,0.75,0.0,-1.0,0.25,0.0,0.003689,0.786885,1.0,71.212121,91.402715,0.060511,0.060511,0.060511,0.274122,1.0,,999.0,0.4402,0.240896,,0.461538,0.121758,1.0,4.0,86.434109,,71.428571,,,0.0,-2.0,-1.0,0.30842,78.41,23.0,1.0,0.013696,1.0,82.89,0.4484,0.4606,,1.13623,,5,0.1763,0.2163,NO,0.48,False,-0.48,2026-05-28 18:45:00+00:00,2026-W22,1,1.0,1.0500506574341433,1,-8.729609380467209e-05,0.6720911559754207,2.2745400816901493,-0.11621009899415641,-0.08420424136329857,0.0013898521692645776,0.0012591554455835211,1.1696040870323153e-10,0.9425470056876019,0.05745299419544504
2026-05-28 18:49:13+00:00,KXSOL15M-26MAY281500-00,2026-05-28T19:00:00Z,82.69,82.65,0.63,10.8,0.04,0.6963,0.6963,0.888889,0.025667,1.0,0.928571,0.928571,1.0,0.071429,0.0,0.003466,0.487562,2.0,92.424242,97.512438,0.0,0.096665,0.254145,0.432057,1.0,,999.0,0.4402,0.391818,,0.461538,0.121758,1.0,4.0,86.434109,,71.428571,,,0.0,-2.0,-1.0,-0.11848,78.17,23.0,1.0,0.050453,1.0,82.96,0.3265,0.3751,,1.096028,,5,0.0663,0.3263,NO,0.37,False,-0.37,2026-05-28 19:00:00+00:00,2026-W22,1,1.0,1.0500506574341433,1,-8.729609380467209e-05,0.6720911559754207,2.2745400816901493,-0.11621009899415641,-0.08420424136329857,0.0013898521692645776,0.0012591554455835211,1.1696040870323153e-10,0.9425470056876019,0.05745299419544504
2026-05-28 18:54:15+00:00,KXSOL15M-26MAY281500-00,2026-05-28T19:00:00Z,82.73,82.65,0.84,5.8,0.02,0.8017,0.8017,0.444444,0.166733,1.0,0.928571,0.928571,1.0,0.071429,0.0,0.003466,0.487562,2.0,92.424242,97.512438,0.0,0.0,0.193517,0.426975,1.0,,999.0,0.4402,0.357719,,0.461538,0.121758,1.0,4.0,86.434109,,71.428571,,,0.0,0.0,1.0,-0.11848,78.17,23.0,1.0,0.0928,1.0,82.96,0.278,0.3751,,1.096028,,5,-0.0383,0.6416999999999999,NO,0.16,False,-0.16,2026-05-28 19:00:00+00:00,2026-W22,1,1.0,1.0500506574341433,1,-8.729609380467209e-05,0.6720911559754207,2.2745400816901493,-0.11621009899415641,-0.08420424136329857,0.0013898521692645776,0.0012591554455835211,1.1696040870323153e-10,0.9425470056876019,0.05745299419544504
2026-06-01 17:24:50+00:00,KXSOL15M-26JUN011330-30,2026-06-01T17:30:00Z,80.5,80.46,0.56,5.2,0.02,0.6775,0.6775,0.0,0.190269,1.0,0.387097,0.709677,1.0,0.290323,0.322581,0.005567,0.691083,5.0,92.913386,94.039735,0.0,0.074516,-0.037216,1.00749,1.0,,0.039745,0.5,0.499752,,0.921875,0.942329,1.0,1.0,30.890052,1.0,26.717557,,,1.0,0.0,1.0,-0.223753,79.88,30.0,0.0,0.04934,1.0,80.97,0.5839,0.6339,,0.625948,,5,0.1174999999999999,0.2375,NO,0.4399999999999999,False,-0.4399999999999999,2026-06-01 17:30:00+00:00,2026-W23,0,0.48337595907928443,0.6856871028633376,0,-0.00028651547346300854,0.5303839553030442,2.0927174609800514,-0.11651125758068175,-0.10194861591846731,0.003797948541724544,-0.0006471511076431933,1.0659173871274784e-08,0.004736675102040971,0.9952633142387871
2026-06-01 17:34:57+00:00,KXSOL15M-26JUN011345-45,2026-06-01T17:45:00Z,80.56,80.51,0.595,10.1,0.03,0.6963,0.6963,1.0,0.764295,1.0,0.5,1.0,1.0,0.0,0.5,0.004902,0.707581,-1.0,82.638889,86.187845,0.0,-0.09901,0.248385,1.139177,1.0,,999.0,0.3659,0.712259,,0.921875,0.942329,1.0,1.0,30.890052,1.0,26.717557,,,1.0,0.0,1.0,-0.13233,79.75,30.0,0.0,0.071671,1.0,81.18,0.7696,0.8322,,0.723037,,5,0.1013,0.2913,NO,0.405,False,-0.405,2026-06-01 17:45:00+00:00,2026-W23,0,0.48337595907928443,0.6856871028633376,0,-0.00028651547346300854,0.5303839553030442,2.0927174609800514,-0.11651125758068175,-0.10194861591846731,0.003797948541724544,-0.0006471511076431933,1.0659173871274784e-08,0.004736675102040971,0.9952633142387871
2026-06-01 17:39:59+00:00,KXSOL15M-26JUN011345-45,2026-06-01T17:45:00Z,80.62,80.51,0.835,5.0,0.03,0.8126,0.8126,0.0,0.35613,1.0,0.5,1.0,1.0,0.0,0.5,0.004903,0.707581,-1.0,79.2,85.635359,0.0,-0.012389,0.16133,1.060029,1.0,,999.0,0.3659,0.705863,,0.921875,0.942329,1.0,1.0,30.890052,,26.717557,,,1.0,0.0,1.0,-0.13233,79.75,30.0,0.0,0.136882,1.0,81.18,0.6946,0.8322,,0.737793,,5,-0.0223999999999999,0.6476,NO,0.165,False,-0.165,2026-06-01 17:45:00+00:00,2026-W23,0,0.48337595907928443,0.6856871028633376,0,-0.00028651547346300854,0.5303839553030442,2.0927174609800514,-0.11651125758068175,-0.10194861591846731,0.003797948541724544,-0.0006471511076431933,1.0659173871274784e-08,0.004736675102040971,0.9952633142387871
2026-06-01 17:50:05+00:00,KXSOL15M-26JUN011400-00,2026-06-01T18:00:00Z,80.96,80.95,0.565,9.9,0.05,0.6237,0.6237,0.0,0.653564,1.0,0.552632,1.0,1.0,0.0,0.447368,0.004714,0.994393,-1.0,91.269841,94.554455,0.0,-0.135501,0.433598,1.278322,1.0,,999.0,0.4402,0.654443,,0.921875,0.942329,1.0,1.0,30.890052,,26.717557,,,1.0,0.0,1.0,-0.615866,79.74,30.0,0.0,0.006424,0.0,80.98,0.0247,0.0371,,0.875395,,5,0.0587,0.1886999999999999,NO,0.435,True,0.565,2026-06-01 18:00:00+00:00,2026-W23,0,0.48337595907928443,0.6856871028633376,0,-0.00028651547346300854,0.5303839553030442,2.0927174609800514,-0.11651125758068175,-0.10194861591846731,0.003797948541724544,-0.0006471511076431933,1.0659173871274784e-08,0.004736675102040971,0.9952633142387871
2026-06-01 19:25:56+00:00,KXSOL15M-26JUN011530-30,2026-06-01T19:30:00Z,80.73,80.67,0.775,4.1,0.05,0.8017,0.8017,0.5,0.0,1.0,0.821429,0.178571,-1.0,0.0,0.178571,0.004267,0.811594,1.0,36.538462,83.663366,0.0,0.03712,0.173461,-0.231508,1.0,,999.0,0.4321,0.272314,,0.634615,0.012349,1.0,-1.0,62.033898,0.0,40.037951,,,0.0,-2.0,-1.0,-0.035884,79.57,30.0,0.0,0.067805,1.0,81.04,0.384,0.4587,,1.090468,,5,0.0266999999999999,0.5767,NO,0.2249999999999999,False,-0.2249999999999999,2026-06-01 19:30:00+00:00,2026-W23,0,0.5115089514066501,0.681766368200233,0,-0.00029670378880999925,0.5431468770260192,2.1567504622719493,-0.11696235665650175,-0.10667669080687313,-0.0009097950572220902,3.017644626952462e-05,9.120366513682497e-08,0.003893161572478495,0.9961067472238535
2026-06-01 19:36:01+00:00,KXSOL15M-26JUN011545-45,2026-06-01T19:45:00Z,81.01,80.9,0.805,9.0,0.01,0.8126,0.8126,1.0,0.004958,1.0,1.0,1.0,1.0,0.0,0.0,0.004237,0.640333,2.0,78.723404,94.382022,0.0,0.049358,0.321703,0.047607,1.0,,999.0,0.4146,0.329008,,0.634615,0.012349,1.0,-1.0,62.033898,0.0,40.037951,,,0.0,0.0,1.0,-0.016052,79.56,30.0,0.0,0.141784,1.0,81.22,0.2592,0.3956,,1.246165,,5,0.0075999999999999,0.6176,NO,0.1949999999999999,False,-0.1949999999999999,2026-06-01 19:45:00+00:00,2026-W23,0,0.5115089514066501,0.681766368200233,0,-0.00029670378880999925,0.5431468770260192,2.1567504622719493,-0.11696235665650175,-0.10667669080687313,-0.0009097950572220902,3.017644626952462e-05,9.120366513682497e-08,0.003893161572478495,0.9961067472238535
2026-06-01 19:41:04+00:00,KXSOL15M-26JUN011545-45,2026-06-01T19:45:00Z,81.08,80.9,0.96,3.9,0.02,0.9067,0.9067,1.0,1.033541,1.0,1.0,1.0,1.0,0.0,0.0,0.004231,0.640333,2.0,96.078431,98.901099,-0.024624,0.061614,0.445324,0.187439,1.0,,999.0,0.4146,0.351593,,0.634615,0.012349,1.0,-1.0,62.033898,,40.037951,,,0.0,0.0,0.969202,-0.016052,79.56,30.0,0.0,0.222132,1.0,81.22,0.1727,0.3956,,1.285505,,5,-0.0533,0.8666999999999999,NO,0.04,False,-0.04,2026-06-01 19:45:00+00:00,2026-W23,0,0.5115089514066501,0.681766368200233,0,-0.00029670378880999925,0.5431468770260192,2.1567504622719493,-0.11696235665650175,-0.10667669080687313,-0.0009097950572220902,3.017644626952462e-05,9.120366513682497e-08,0.003893161572478495,0.9961067472238535
2026-06-01 20:21:54+00:00,KXSOL15M-26JUN011630-30,2026-06-01T20:30:00Z,81.08,81.0,0.87,8.1,0.02,0.842,0.842,0.0,0.006497,1.0,0.764706,0.0,-1.0,0.235294,0.0,0.003545,0.59204,-3.0,45.0,75.0,0.0,-0.037023,-0.135618,-0.05926,-1.0,,999.0,0.483,0.240652,,0.882353,0.209902,1.0,1.0,74.349442,0.0,43.263757,,,0.0,0.0,0.964297,-0.034942,79.18,30.0,0.0,0.100372,1.0,81.22,0.1727,0.2716,,1.51086,,5,-0.028,0.712,NO,0.13,False,-0.13,2026-06-01 20:30:00+00:00,2026-W23,0,0.5052356020942417,0.6343263590386241,0,-0.00028743697899599545,0.5738066294397525,2.152624635347375,-0.1250528738851317,-0.1059525978694208,-0.0015953703301798546,-0.0005303666140018934,1.4330301106359834e-08,0.0036429799468674037,0.9963570057228283
2026-06-03 05:06:20+00:00,KXSOL15M-26JUN030115-15,2026-06-03T05:15:00Z,74.44,73.97,0.95,8.7,0.02,0.9113,0.9113,0.962264,2.724414,1.0,0.952381,0.952381,1.0,0.047619,0.0,0.006586,0.427948,5.0,94.845361,87.449393,0.0,0.41779,0.79816,1.720357,1.0,,999.0,0.4162,0.911961,,0.993007,1.954039,1.0,1.0,32.58427,1.0,33.19714,,,0.0,0.0,1.0,-0.079102,79.13,12.0,1.0,0.632944,1.0,74.82,0.5105,1.1491,,-0.103401,,5,-0.0386999999999999,0.8613,NO,0.05,False,-0.05,2026-06-03 05:15:00+00:00,2026-W23,0,0.33520336605890566,0.5071903710112292,0,-0.0033381424043292147,0.7317381798535791,2.691296399617561,-0.12058470341688102,-0.09424441992074761,0.0040605161265791015,0.0005281183714561134,2.5336268145850194e-100,1.0,3.5511642612044433e-59
2026-06-03 05:11:22+00:00,KXSOL15M-26JUN030115-15,2026-06-03T05:15:00Z,74.69,73.97,0.9945,3.6,0.009,0.9437,0.9437,0.740741,1.320717,1.0,0.952381,0.952381,1.0,0.047619,0.0,0.006558,0.427948,5.0,100.0,100.0,0.133851,0.429473,1.231061,2.082846,1.0,,999.0,0.4162,1.021291,,0.993007,1.954039,1.0,1.0,32.58427,1.0,33.19714,,,0.0,0.0,1.0,-0.079102,79.13,12.0,1.0,0.967531,1.0,74.82,0.1741,1.1491,,-0.103401,,5,-0.0508,0.9382,NO,0.0054999999999999,False,-0.0054999999999999,2026-06-03 05:15:00+00:00,2026-W23,0,0.33520336605890566,0.5071903710112292,0,-0.0033381424043292147,0.7317381798535791,2.691296399617561,-0.12058470341688102,-0.09424441992074761,0.0040605161265791015,0.0005281183714561134,2.5336268145850194e-100,1.0,3.5511642612044433e-59
2026-06-03 05:16:25+00:00,KXSOL15M-26JUN030130-30,2026-06-03T05:30:00Z,74.75,74.72,0.505,13.6,0.05,0.6188,0.6188,0.636364,1.728403,1.0,0.846154,0.948718,1.0,0.051282,0.102564,0.006476,1.608247,5.0,100.0,100.0,0.0,0.080182,0.929919,2.009409,1.0,,999.0,0.322,0.972444,,0.993007,1.954039,1.0,1.0,32.58427,1.0,33.19714,,,0.0,0.0,1.0,-0.491749,79.45,12.0,1.0,0.037204,0.0,74.63,-0.1605,-0.1204,,0.0641,,5,0.1138,0.1238,NO,0.495,True,0.505,2026-06-03 05:30:00+00:00,2026-W23,0,0.33520336605890566,0.5071903710112292,0,-0.0033381424043292147,0.7317381798535791,2.691296399617561,-0.12058470341688102,-0.09424441992074761,0.0040605161265791015,0.0005281183714561134,2.5336268145850194e-100,1.0,3.5511642612044433e-59
2026-06-03 06:22:08+00:00,KXSOL15M-26JUN030230-30,2026-06-03T06:30:00Z,74.88,74.8,0.635,7.9,0.05,0.7238,0.7238,0.566667,1.485126,1.0,0.833333,0.0,-1.0,0.166667,0.0,0.006107,0.131045,1.0,94.520548,98.496241,0.200374,0.374883,0.374883,0.507375,1.0,,999.0,0.322,0.769632,,0.814815,0.782093,1.0,2.0,44.756554,0.0,41.845494,,,0.0,0.0,1.0,-0.113094,79.25,12.0,1.0,0.11725,1.0,75.04,0.2137,0.3209,,0.209846,,5,0.0887999999999999,0.3588,NO,0.365,False,-0.365,2026-06-03 06:30:00+00:00,2026-W23,0,0.37428571428571494,0.5628389898911015,0,-0.0006014199442234311,0.5856857769603335,2.8551668852288397,-0.09294489331255763,-0.0800650152129901,0.0018996444625569392,-0.00352254317840522,2.1933794315916854e-93,1.0,3.686615263297597e-54
2026-06-03 06:27:10+00:00,KXSOL15M-26JUN030230-30,2026-06-03T06:30:00Z,74.92,74.8,0.924,2.8,0.028,0.8193,0.8193,1.0,0.25582,1.0,0.833333,0.0,-1.0,0.166667,0.0,0.006098,0.131045,1.0,100.0,100.0,0.0,0.146725,0.522158,0.636277,1.0,,999.0,0.322,0.756408,,0.814815,0.782093,1.0,2.0,44.756554,0.0,41.845494,,,0.0,0.0,1.0,-0.113094,79.25,12.0,1.0,0.160701,1.0,75.04,0.1602,0.3209,,0.219497,,5,-0.1047,0.7433000000000001,NO,0.0759999999999999,False,-0.0759999999999999,2026-06-03 06:30:00+00:00,2026-W23,0,0.37428571428571494,0.5628389898911015,0,-0.0006014199442234311,0.5856857769603335,2.8551668852288397,-0.09294489331255763,-0.0800650152129901,0.0018996444625569392,-0.00352254317840522,2.1933794315916854e-93,1.0,3.686615263297597e-54
2026-06-03 06:37:16+00:00,KXSOL15M-26JUN030245-45,2026-06-03T06:45:00Z,75.09,74.96,0.755,7.7,0.03,0.7703,0.7703,1.0,0.764556,1.0,1.0,1.0,1.0,0.0,0.0,0.006284,0.826021,2.0,82.692308,93.939394,-0.23898,0.133262,0.226757,0.679523,1.0,,999.0,0.322,0.772232,,0.814815,0.782093,1.0,2.0,44.756554,0.0,41.845494,,,0.0,0.0,0.987168,-0.277072,79.33,12.0,1.0,0.171154,1.0,75.14,0.0666,0.2401,,0.271859,,5,0.0152999999999999,0.5253,NO,0.245,False,-0.245,2026-06-03 06:45:00+00:00,2026-W23,0,0.37428571428571494,0.5628389898911015,0,-0.0006014199442234311,0.5856857769603335,2.8551668852288397,-0.09294489331255763,-0.0800650152129901,0.0018996444625569392,-0.00352254317840522,2.1933794315916854e-93,1.0,3.686615263297597e-54
2026-06-03 06:42:18+00:00,KXSOL15M-26JUN030245-45,2026-06-03T06:45:00Z,75.12,74.96,0.9535,2.7,0.027,0.8733,0.8733,0.0,5.447943,1.0,1.0,1.0,1.0,0.0,0.0,0.006284,0.826021,2.0,80.645161,93.939394,0.0,0.0,0.079915,0.513386,1.0,,999.0,0.322,0.74028,,0.814815,0.782093,1.0,2.0,44.756554,,41.845494,,,0.0,0.0,0.987168,-0.277072,79.33,12.0,1.0,0.21451,1.0,75.14,0.0266,0.2401,,0.286173,,5,-0.0802,0.8268,NO,0.0464999999999999,False,-0.0464999999999999,2026-06-03 06:45:00+00:00,2026-W23,0,0.37428571428571494,0.5628389898911015,0,-0.0006014199442234311,0.5856857769603335,2.8551668852288397,-0.09294489331255763,-0.0800650152129901,0.0018996444625569392,-0.00352254317840522,2.1933794315916854e-93,1.0,3.686615263297597e-54
