,-2.00%,-1.50%,-1.00%,-0.75%,-0.50%,-0.25%,-0.10%,+0.10%,+0.25%,+0.50%,+0.75%,+1.00%,+1.50%,+2.00%
trend_stoch_4h,0.7756003757853326,0.7619959896600874,0.7066603542346082,0.6793398782834045,0.6473645315113699,0.5945081087601979,0.5700618710405726,0.5573873372743064,0.5519869784551317,0.5588184725024273,0.58081558201717,0.6029081079196597,0.6431481536673322,0.6945932015889777
trend_bb_4h,0.7907218209930911,0.7720315029111202,0.7115856677657044,0.6815446157602041,0.6418943018485112,0.5831253252236729,0.5596056976703867,0.5454686086192863,0.5356280872870941,0.5318166810687375,0.545131119500788,0.5670515448988103,0.6090339661629859,0.6927025192336702
trend_keltner_4h,0.8008895543420821,0.7780164117926541,0.7202634158140493,0.6872146999414013,0.6509145096470325,0.5877167632659749,0.5607589052868078,0.5403383732416905,0.5268208572263238,0.5212338733145795,0.5297997626089027,0.551165093586957,0.5958160720849601,0.6454052898878665
trend_wpr_4h,0.7756003757853326,0.7619959896600874,0.7066603542346082,0.6793398782834045,0.647362943943508,0.5945064882685407,0.5700606776556643,0.5573867498876134,0.5519861907981714,0.5588168706243142,0.58081558201717,0.6029081079196597,0.6431481536673322,0.6945932015889777
trend_macd_4h,0.5620182803906602,0.5475897696067773,0.5300902739651393,0.5238058500634505,0.5279278764392406,0.520193171608266,0.5187178444922668,0.5083205119871266,0.5179175330163919,0.5297432278377938,0.535357459006411,0.553346710880062,0.5738920513813967,0.5536481118318499
trend_vol_4h,0.777873681326209,0.7281287496275538,0.6567287272735981,0.6289848572595353,0.6001564812722557,0.568955588625589,0.548414763842055,0.5435571544221341,0.5509483871148423,0.5668767203503485,0.5875249705987673,0.606374123900308,0.6943681141278971,0.7965668527178559
rev_rsi_1h,0.6151625467285147,0.5895296306138719,0.5818982678630551,0.5654834461246853,0.546869236797918,0.5013712060239076,0.4813703831169981,0.4644791929359049,0.4601876382666156,0.4569399144419101,0.46669726454929317,0.48097252932176776,0.48082635432499826,0.48141750892542867
rev_rsi_4h,0.7754692423619673,0.7599843773907021,0.7102508368512719,0.6783787773273439,0.6430912398181776,0.5822044808394867,0.5551367695348988,0.5335347710732156,0.5154652505878109,0.5028509870683939,0.5081628183012904,0.5258079828152383,0.5636947515870414,0.6045595112384975
rev_stoch_15m,0.5815953261699254,0.5318568356968569,0.5460253231703776,0.5434370142848473,0.5143746332056752,0.4748875783912839,0.45577666915266424,0.4306697043695827,0.4364629073958713,0.4580516178523976,0.48032198666901754,0.4912495625367905,0.530297837252506,0.499519786795394
rev_stoch_1h,0.5997798132816629,0.5675863068634793,0.5620528735535839,0.5549277082696857,0.5384983883540255,0.49230018887730537,0.4693837764758243,0.45516488792922954,0.4555602630214136,0.46419553236194255,0.49070530240099464,0.5116826142399136,0.5308338052235766,0.5315457333936743
rev_keltner_15m,0.5975573953379132,0.551705199751971,0.554960667541187,0.5484125032959625,0.5274912070790003,0.48466681791255467,0.4656612111517577,0.447020037195936,0.4546606712552644,0.4711665499372153,0.4943635064809951,0.5096862064665443,0.5393069670868973,0.536342837029215
rev_dc_15m,0.5679701720392226,0.5262242408136641,0.5439081238785355,0.5452895252339576,0.5222046942970505,0.48089620390826576,0.46223760532201935,0.44101400825891796,0.44590245096091524,0.4705858691212186,0.48763348704982484,0.5011799773927058,0.5361607009805383,0.5231633730577764
rev_wpr_1h,0.5997837277122111,0.567589125375466,0.5620548193712435,0.5549293369637782,0.5384994026334928,0.4922977131261625,0.4693797985261299,0.4551613472927739,0.45555919093277314,0.4641946424296575,0.49070439355299583,0.511681776187788,0.5308333084970047,0.5315457333936743
composite_trend,0.8099172097939052,0.781402652622424,0.7168883202444666,0.6850482796361463,0.6533905863223267,0.6013558338599931,0.5740599756801416,0.5550531930862759,0.5527018427847209,0.5623950213628245,0.582927562996799,0.6078053493202391,0.6528050149514698,0.7294815708754463
composite_rev,0.39769146458418964,0.43770001368991535,0.45103125342389067,0.4553700101527646,0.4761929205409937,0.5212168496921966,0.541157276395967,0.5638798692398903,0.5580834870868893,0.5436689327309085,0.5173769010828015,0.4950497937050888,0.4582575825311199,0.43564011665912405
composite_p_up,0.6852719550623373,0.6977733755304842,0.6647094235649894,0.6326400754068221,0.627193247050784,0.6247990815413397,0.6173754555332518,0.6141464481640381,0.6002883787166687,0.5915442194003458,0.5893030408236344,0.5890561119476734,0.5524861164923156,0.5701890682355307
