asset,variant,C,n_nonzero,auc,ic,log_loss
BTC,A_individual,0.05,14,0.6682864028411972,0.3466848636266947,0.6501901579236298
BTC,B_composite,0.1,13,0.6558853373921867,0.31980680260975425,0.6573671932131799
BTC,C_agreement,0.1,14,0.6555936073059361,0.319550240040067,0.658255172179288
BTC,D_hybrid,0.05,15,0.6683054287163877,0.34748198387422585,0.6502014328000869
