,-3.00%,-2.00%,-1.50%,-1.00%,-0.50%,-0.25%,+0.25%,+0.50%,+1.00%,+1.50%,+2.00%,+3.00%
trend_stoch_4h,0.8125410368588747,0.7572670941634569,0.742763833384699,0.6790349289807104,0.6082926211647801,0.5799746144616662,0.5587349584977561,0.5643920786654002,0.5749070713863662,0.612398704752016,0.6413086150338376,0.719777995675567
trend_bb_4h,0.831157083912169,0.7644050962394685,0.7415435452718376,0.6722795588092784,0.5993673572345593,0.5721452251581733,0.5419687481547506,0.5433276140158989,0.5410396192683885,0.563722406924851,0.6052908607768954,0.6627734198219942
trend_keltner_4h,0.838158404003124,0.772986822068951,0.74120129702437,0.6707027486841131,0.6019972083394801,0.5714734616627047,0.5378749825499191,0.5382738268469984,0.5276328152072081,0.547046255528599,0.5847983016938355,0.6612372404083069
trend_wpr_4h,0.8125410368588747,0.7572670941634569,0.742763833384699,0.6790349289807104,0.6082926211647801,0.5799746144616662,0.5587349584977561,0.5643920786654002,0.5749070713863662,0.612398704752016,0.6413086150338376,0.719777995675567
trend_macd_4h,0.534519341751505,0.5340452718047074,0.5537839147864297,0.5417710877463547,0.5294385588087872,0.5210470488109931,0.5229363647603087,0.5235311001877301,0.5371754999305333,0.576789202716959,0.58359575395517,0.6485606174888118
trend_vol_4h,0.7558928929344032,0.6830209656088141,0.6725193671075028,0.6264609882328067,0.5808636711954474,0.554577946012209,0.5531933306420113,0.5637555447529926,0.5916013805764602,0.6357627552973046,0.6638922729584281,0.7180557650726606
rev_rsi_1h,0.6799885269581926,0.6258247403668323,0.6237491337373339,0.5802053649115115,0.5201066258321045,0.4960641729192526,0.46671402012680285,0.4679285410463632,0.4712877478569386,0.4844119301258307,0.4917016172747746,0.5651003167898627
rev_rsi_4h,0.8140390981912681,0.756591600056906,0.7204529936505287,0.6547865664224302,0.593011489935009,0.5635488932301681,0.5301147041196288,0.5285666580317233,0.510285870363773,0.5218474922042179,0.5575144738827448,0.6142542867199678
rev_stoch_15m,0.6655711985181806,0.5685879433259391,0.5689455689068319,0.5574192213555877,0.508066761510847,0.4790881950369002,0.4540207359823797,0.4650182186644834,0.49882089050371203,0.5144570574708054,0.5341756872300117,0.6110951878111329
rev_stoch_1h,0.6880801315944073,0.6012853883564206,0.6070970253916416,0.5788223686017473,0.5201356309437394,0.4924417824691729,0.46254230902922744,0.4752451097970362,0.494959339001312,0.5186328344698369,0.5418125464533399,0.6408709207019662
rev_keltner_15m,0.6573413644625986,0.5842244200076928,0.5931539566565014,0.5773641010174189,0.5188904208609109,0.48797599918117845,0.45744693934751046,0.469849123020226,0.49838050672313383,0.5230322514085656,0.5437995618716575,0.6442248705184291
rev_dc_15m,0.6556255917947017,0.574120724812553,0.5746765243243152,0.5632035143523276,0.5130149846707441,0.481871056759005,0.4568016189935131,0.4668427235677454,0.49280587109898494,0.510663332035423,0.5403602683536098,0.6397194146930155
rev_wpr_1h,0.6880697643879546,0.6012814365578254,0.6070784372820154,0.5788190649571666,0.5201363370606893,0.4924420413090732,0.46254121221837224,0.47524497654173714,0.4949677858284675,0.518651138333949,0.5418135942730367,0.6408709207019662
composite_trend,0.8203665498628073,0.7692903096629379,0.7614607756832337,0.6883154496040031,0.6190115850978472,0.5867913481210294,0.5613553654944168,0.5665079862565815,0.5830159578810113,0.6221574931027712,0.6530976344422526,0.718336098959119
composite_rev,0.3195622274288637,0.4168889333832138,0.41058920618271744,0.4281553174167624,0.48828505810907963,0.5188985482187674,0.5433151464113032,0.5321207634142779,0.502997812744789,0.4786736687266834,0.4481283844576206,0.3121310403781365
composite_p_up,0.5843821490527829,0.619192568511015,0.614186473645466,0.5837515358708433,0.5873616309519956,0.5924074713915352,0.597249309854245,0.5869704834182436,0.5669342801708502,0.5594762432483701,0.5447181504724968,0.49198722783728066
