,-5.00%,-3.00%,-2.00%,-1.00%,-0.50%,+0.50%,+1.00%,+2.00%,+3.00%,+5.00%
trend_stoch_4h,,0.7485189715395383,0.6943660903730287,0.6309869615293424,0.5886376614532981,0.5661739112371901,0.5863060359144301,0.6108027269228038,0.638049472396612,
trend_bb_4h,,0.7345686796211996,0.6987392506684728,0.6293448058380261,0.5829424726759364,0.5493500071799957,0.5647602025260059,0.5921772873527137,0.624896257760787,
trend_keltner_4h,,0.7375143437196575,0.6969898260526239,0.6283476856784869,0.5845471356701433,0.5435344364335561,0.5583358074135865,0.5758487299647597,0.6173978988401112,
trend_wpr_4h,,0.7485794988840271,0.6944038073257557,0.6309991443884345,0.5886378446549186,0.5661749046957172,0.5863134481386703,0.6108017926611882,0.638049472396612,
trend_macd_4h,,0.5545628790840195,0.5355727038400673,0.5252495377542118,0.528023252682484,0.5297861219262618,0.5395187242800827,0.5558562320855335,0.5478457761365378,
trend_vol_4h,,0.7243578427045635,0.6443871155679531,0.5815799387670759,0.5587035471680968,0.5552813158448506,0.5772683810139683,0.641567027665355,0.633728445471344,
rev_rsi_1h,,0.631842427146514,0.5858650503481194,0.5317347079346961,0.5024481232551191,0.4773079396302347,0.48747469326413123,0.48930130310810155,0.4925030869641912,
rev_rsi_4h,,0.7172868617832869,0.6802033746240342,0.6181744360507669,0.5765224008865493,0.5320367796409641,0.5419693157956101,0.5527939560747559,0.5873639783811294,
rev_stoch_15m,,0.5750526461798419,0.5460674459363595,0.5114904978384797,0.4908292245789889,0.4611115852617718,0.46432130870231186,0.491574361619038,0.4676729061418297,
rev_stoch_1h,,0.6256894442833184,0.5683601712189156,0.5240397798463647,0.49909003755083614,0.47839356401440336,0.4867031207868016,0.5112328609706605,0.5020292994109465,
rev_keltner_15m,,0.5986129150221303,0.5607608071106889,0.5227972219332698,0.49400802459738236,0.4689141859555671,0.476916630907693,0.5086283731515634,0.48467362040895406,
rev_dc_15m,,0.5896101030225843,0.5564709049821687,0.5166676038096738,0.4927332161209365,0.4656114330819883,0.4695164765731645,0.505260827157864,0.48533511273564306,
rev_wpr_1h,,0.625679986885742,0.5683551556666913,0.5240446061328513,0.4990898772494182,0.4783968604904253,0.48671033268065694,0.5112375322787388,0.5020329141231142,
composite_trend,,0.7627132643153475,0.7041594576462695,0.6397723492207187,0.5972166040391927,0.5730597980750386,0.5923068825106366,0.6260933196557433,0.6515583747097387,
composite_rev,,0.38775330063175417,0.4355437340104195,0.4826646349406273,0.5076906666285608,0.5352307262272148,0.5247473633516395,0.4925291769902575,0.49102611557246917,
composite_p_up,,0.5901113450941327,0.5894289011366445,0.5935634675415834,0.5848599982376004,0.5937803399976338,0.59452143475019,0.5971839953511142,0.5920956366086482,
