logged_at,decision_time,contract_ticker,close_ts,spot,strike,offset_pct,p_market,p_market_source,p_yes_model,z_score,vol_60m,vol_60m_model,vol_implied_kalshi,vol_ratio,spread,vol_eff,structure_bias,confirmation_bias,confirmation_score,no_score,obi_score,obi_raw,obi_exchanges,vpin_score,vpin_raw,funding_bias,avg_funding_rate,vol_score,vwap_score,vwap_signal,vwap_total,vwap_stretch_score,vwap_distance_pct,bearish_rejection,bullish_rejection,ema_stretch_score,stoch_bias,stoch_k,stoch_d,stoch_crossover_active,ema_stack_bias,ema_alignment,z_shift,direction_strength,raw_edge,net_edge,decision,side,neutral_gate,pure_edge_gate,contracts_scanned,tau_minutes,gate_blocked,kelly_fraction,bet_fraction,bet_amount,bankroll,composite_trend,composite_rev,composite_p_up,chg_30m,chg_10m,chg_5m,sharp_move_active,stoch_flipped,resolved_yes,would_win,would_pnl,logged_at_parsed,asset,cmf_raw,cmf_score,p_up_v2,bp_5m,body_15m,dir_15m,p_gbdt,smc_4h,smc_1h,choch_1h,choch_4h,supply_pct,demand_pct,in_supply_zone,in_demand_zone,squeeze_1h,adx_1h,rvol_1h,pm_drift_5m,hour_utc,liq_score,liq_bias,ls_long_pct,oi_chg_pct,markov_regime_daily,ob_imbalance,ob_path_ask_usd,ob_path_bid_usd,ob_ask_frac,ob_bid_wall_pct,ob_ask_wall_pct,spot_at_expiry,price_move_pct,miss_pct,stoch_k_4h,bp_1h,chg_1h,chg_2h,chg_3h,arima_forecast_1h,markov_regime_7state,hmm_vol_state,hmm_r1_prob,hmm_vol_k10,hmm_time_in_state,ou_z_score,ou_halflife_min,ou_tau_drift,hs_pattern_type,hs_bars_since_break,hs_r2,hs_neck_slope,hs_head_height,hs_head_width,flag_signal,flag_bull_bars_ago,flag_bear_bars_ago,flag_bull_tip_y,flag_bear_tip_y,flag_bull_pole_pct,flag_bear_pole_pct,pip_last_slope,pip_up_frac,pip_n_turns,v_hawk,hawk_vol_regime,pc1_rsi,ou_theta,hurst_exponent,autocorr1_15,autocorr1_30,kalman_velocity,kalman_residual,hmm_ms_state,hmm_ms_prob,hmm_of_state,hmm_of_prob,hmm_vd_state,hmm_vd_prob,hmm_pnl_state,hmm_ps_state,hmm_gd_state,hmm_zdrift_state,loss_margin_pct,loss_category,kc_pct_1h,kc_bo_1h,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,cg_spot_cb_ratio_4h,cg_liq_ratio_4h,cg_liq_total_4h,hl_ls_ratio,hl_squeeze_idx,hl_liq_ratio_4h,all_liq_ratio_1h,all_liq_ratio_4h,max_pain_nearest,max_pain_dist_pct,opt_pc_ratio,p_up_v3,state3,week,yw,be,macro_bull,macro_sideways,macro_bear,garch_ratio,macd_hist_1h_recon,donch_1h_recon,hmm_ms_state_recon,hmm_vd_state_recon,hmm_of_state_recon
2026-04-10 08:03:32,2026-04-10 08:00,KXBTCD-26APR1005-T71399.99,2026-04-10T09:00:00Z,71497.04,71399.99,-0.1357,0.665,real,0.673515,-0.4496,0.00031667,0.0003874,0.00042435,0.9129,0.03,0.00040218,1.0,1.0,2,0.0,0,0.0389,2.0,0.0,0.5832,0,2.512e-05,0,-1.0,1,2.0,2.0,-0.7424,False,False,1.0,1.0,4.06,4.17,False,-1,neutral,0.0,0.0,0.051602,0.021007,trade,yes,False,False,107.0,56.42,,0.154035,0.05,50.0,1000.0,-1.0,10.0,0.549,,,,,,True,True,25.19,2026-04-10 08:03:32+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.665,0.0009024824783914,0.0001058008136147,0.9989917167079798,0.903488104084794,-86.49664128753773,0.3825242643242782,1,3,
2026-04-10 08:04:36,2026-04-10 08:00,KXBTCD-26APR1005-T71299.99,2026-04-10T09:00:00Z,71449.45,71299.99,-0.2092,0.745,real,0.758188,-0.7005,0.00031662,0.00038482,0.00042715,0.9009,0.01,0.00040175,1.0,1.0,2,1.0,-1,-0.1341,2.0,0.0,0.5804,0,2.512e-05,0,-1.0,1,2.0,2.0,-0.7711,False,False,1.0,1.0,1.38,3.27,False,-1,neutral,0.0,0.0,0.049922,0.021624,trade,yes,False,False,108.0,55.37,,0.195774,0.05,50.0,1000.0,-1.0,10.0,0.549,,,,,,True,True,17.11,2026-04-10 08:04:36+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.745,0.0009024824783914,0.0001058008136147,0.9989917167079798,0.903488104084794,-86.49664128753773,0.3825242643242782,1,3,
2026-04-12 01:27:12,2026-04-12 01:00,KXBTCD-26APR1122-T72999.99,2026-04-12T02:00:00Z,73064.22,72999.99,-0.0879,0.675,real,0.772084,-0.7457,0.00034476,0.00027935,0.00033872,0.8247,0.01,0.00020611,0.0,-1.0,0,1.0,0,-0.0521,2.0,0.0,0.6951,0,-2.164e-05,0,1.0,-1,-2.0,-2.0,0.1385,False,False,0.0,0.0,33.67,34.47,False,0,neutral,0.0,0.0,0.097084,0.066728,trade,yes,False,False,113.0,32.74,,0.29872,0.05,50.0,1000.0,-1.0,0.0,0.488,,,,,,False,False,-50.0,2026-04-12 01:27:12+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.675,0.0068928178218433,0.0001019901626953,0.9930051920154626,0.4393044117560939,-114.12406017945574,0.1496060772056484,6,2,
2026-04-12 01:37:56,2026-04-12 01:00,KXBTCD-26APR1122-T72599.99,2026-04-12T02:00:00Z,72217.19,72599.99,0.5301,0.115,real,0.18412,0.8998,0.0009766,0.00146111,0.00093855,1.5568,0.03,0.00125208,0.0,1.0,3,0.0,1,0.1139,2.0,-1.0,0.8834,0,-2.476e-05,0,-1.0,1,2.0,2.0,-0.4717,False,False,1.0,1.0,7.27,24.56,False,-1,neutral,0.0,0.0,0.06912,0.046996,trade,yes,False,False,111.0,22.02,,0.078102,0.039051,39.05,1000.0,-1.0,11.0,0.6598,,,,,,False,False,-39.05,2026-04-12 01:37:56+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.115,0.0068928178218433,0.0001019901626953,0.9930051920154626,0.4393044117560939,-114.12406017945574,0.1496060772056484,6,2,
2026-04-12 03:11:11,2026-04-12 03:00,KXBTCD-26APR1200-T71599.99,2026-04-12T04:00:00Z,71727.68,71599.99,-0.178,0.705,real,0.792923,-0.8166,0.00041393,0.00036972,0.00047377,0.7804,0.01,0.00031262,0.0,-1.0,0,0.0,0,0.0493,2.0,0.0,0.8487,0,-4.417e-05,1,0.0,0,0.0,0.0,-0.3338,False,False,1.0,0.0,23.12,26.39,False,-1,bearish,0.0,0.0,0.087923,0.058365,trade,yes,False,False,102.0,48.72,,0.298045,0.05,50.0,1000.0,-3.0,5.0,0.3974,,,,,,True,True,20.92,2026-04-12 03:11:11+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.705,4.584263400668895e-06,4.983794507448795e-05,0.9999455777915222,1.2454812054540714,-200.3019701037844,0.134739318167173,6,2,
2026-04-12 04:37:38,2026-04-12 04:00,KXBTCD-26APR1201-T71499.99,2026-04-12T05:00:00Z,71559.51,71499.99,-0.0832,0.72,real,0.760059,-0.7065,0.00052948,0.0003455,0.00030241,1.1425,0.02,0.00024948,0.0,0.0,1,0.0,0,-0.0842,2.0,0.0,0.0,0,-4.34e-05,0,0.0,0,1.0,1.0,-0.3144,False,False,1.0,1.0,12.89,12.85,True,-1,bearish,0.0,0.0,0.040059,0.010947,trade,yes,False,False,89.0,22.28,,0.143069,0.05,50.0,1000.0,-3.0,7.0,0.4675,,,,,,False,False,-50.0,2026-04-12 04:37:38+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.72,1.5347864133327049e-06,4.7126905768434346e-05,0.9999513383078152,1.048725018081863,-223.73701656687396,0.0612191467422847,6,2,
2026-04-12 06:00:59,2026-04-12 06:00,KXBTCD-26APR1203-T71699.99,2026-04-12T07:00:00Z,71738.33,71699.99,-0.0534,0.615,real,0.658986,-0.4097,0.00030306,0.00025779,0.00023816,1.0824,0.03,0.00016996,0.0,0.0,1,0.0,1,0.3096,2.0,0.0,0.4485,0,-4.079e-05,0,0.0,0,0.0,0.0,-0.0571,False,False,-1.0,0.0,61.6,55.15,False,0,bearish,0.0,0.0,0.043986,0.012412,trade,yes,False,False,93.0,58.95,,0.114249,0.05,50.0,1000.0,-3.0,2.0,0.359,,,,,,False,False,-50.0,2026-04-12 06:00:59+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.615,6.0397734923748216e-06,6.136873582670987e-05,0.9999325914906791,0.8048337451769376,-194.00821117876112,0.1430326416188698,6,2,
2026-04-12 07:00:05,2026-04-12 07:00,KXBTCD-26APR1204-T71599.99,2026-04-12T08:00:00Z,71675.87,71599.99,-0.1059,0.705,real,0.883187,-1.1911,0.0001866,0.00011233,0.00025406,0.4421,0.01,0.00011494,0.0,0.0,1,0.0,1,0.1514,2.0,0.0,0.6249,0,-4.303e-05,0,0.0,0,0.0,0.0,-0.1502,False,False,0.0,0.0,63.71,67.69,False,-1,bearish,0.0,0.0,0.178187,0.148629,trade,yes,False,False,55.0,59.86,,0.604025,0.05,50.0,1000.0,-3.0,2.0,0.359,,,,,,True,True,20.92,2026-04-12 07:00:05+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.705,6.8046062261502005e-06,6.191994646653966e-05,0.9999312754473048,0.6660006380325515,-171.77890377376062,0.1481520268093086,6,2,
2026-04-12 08:01:16,2026-04-12 08:00,KXBTCD-26APR1205-T71699.99,2026-04-12T09:00:00Z,71721.66,71699.99,-0.0302,0.555,real,0.598656,-0.2499,0.00023335,0.0001968,0.00028523,0.69,0.03,0.00015788,0.0,0.0,1,1.0,1,0.1611,2.0,0.0,0.7017,0,-8.08e-06,0,0.0,0,0.0,0.0,-0.0447,False,False,0.0,-1.0,86.8,80.68,False,0,bearish,0.0,0.0,0.043656,0.011367,trade,yes,False,False,91.0,58.66,,0.098103,0.049051,49.05,1000.0,-2.0,0.0,0.4392,,,,,,False,False,-49.05,2026-04-12 08:01:16+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.555,6.175184055511452e-06,5.8041238752183634e-05,0.9999357835771892,0.5542656652293303,-151.63009832715218,0.1220032867177968,6,2,
2026-04-12 08:11:59,2026-04-12 08:00,KXBTCD-26APR1205-T71599.99,2026-04-12T09:00:00Z,71683.68,71599.99,-0.1167,0.735,real,0.815539,-0.8985,0.00024491,0.00028107,0.00026859,1.0465,0.03,0.00018774,0.0,-1.0,0,1.0,-1,-0.4845,2.0,0.0,0.7571,0,-2.703e-05,0,0.0,0,0.0,0.0,-0.109,False,False,0.0,0.0,71.33,75.53,False,0,bearish,0.0,0.0,0.080539,0.051904,trade,yes,False,False,90.0,47.96,,0.303919,0.05,50.0,1000.0,-2.0,2.0,0.5341,,,,,,True,True,18.03,2026-04-12 08:11:59+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.735,6.175184055511452e-06,5.8041238752183634e-05,0.9999357835771892,0.5542656652293303,-151.63009832715218,0.1220032867177968,6,2,
2026-04-12 09:18:31,2026-04-12 09:00,KXBTCD-26APR1206-T71599.99,2026-04-12T10:00:00Z,71628.91,71599.99,-0.0404,0.625,real,0.669345,-0.4381,0.00036858,0.0001828,0.00019691,0.9283,0.03,0.00014322,0.0,1.0,2,0.0,1,0.1098,2.0,0.0,0.72,0,-3.421e-05,0,0.0,0,1.0,1.0,-0.2638,False,False,0.0,1.0,6.61,15.88,False,-1,bearish,0.0,0.0,0.044345,0.012939,trade,yes,False,False,89.0,41.42,,0.118254,0.05,50.0,1000.0,-2.0,4.0,0.3338,,,,,,False,False,-50.0,2026-04-12 09:18:31+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.625,1.5756461209837625e-06,4.2091847140964894e-05,0.999956332506738,0.4954379833159202,-133.70702262970295,0.0951617580717959,6,2,
2026-04-12 10:11:01,2026-04-12 10:00,KXBTCD-26APR1207-T71599.99,2026-04-12T11:00:00Z,71673.54,71599.99,-0.1026,0.64,real,0.707131,-0.545,0.00032006,0.00038715,0.00040953,0.9453,0.04,0.00026935,0.0,-1.0,0,1.0,-1,-0.28,2.0,0.0,0.6965,0,-2.443e-05,0,0.0,0,0.0,0.0,-0.1193,False,False,0.0,0.0,72.95,44.27,False,0,bearish,0.0,0.0,0.067131,0.036003,trade,yes,False,False,90.0,48.91,,0.186474,0.05,50.0,1000.0,-2.0,2.0,0.5341,,,,,,False,False,-50.0,2026-04-12 10:11:01+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.64,2.1844222005042987e-06,4.407524572824942e-05,0.9999537403320724,0.4504867901704231,-118.87541886586148,0.0615333182960639,6,2,
2026-04-12 10:49:41,2026-04-12 10:00,KXBTCD-26APR1207-T71499.99,2026-04-12T11:00:00Z,71520.11,71499.99,-0.0281,0.785,real,0.95854,-1.734,0.00020183,4.995e-05,0.00011129,0.4488,0.01,5.065e-05,0.0,0.0,1,0.0,1,0.2137,2.0,0.0,0.6969,0,-2.375e-05,0,0.0,0,0.0,0.0,-0.1368,False,False,0.0,0.0,67.26,67.26,False,0,bearish,0.0,0.0,0.17354,0.146726,trade,yes,False,False,86.0,10.26,,0.807164,0.05,50.0,1000.0,-2.0,2.0,0.5341,,,,,,False,False,-50.0,2026-04-12 10:49:41+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.785,2.1844222005042987e-06,4.407524572824942e-05,0.9999537403320724,0.4504867901704231,-118.87541886586148,0.0615333182960639,6,2,
2026-04-12 11:03:38,2026-04-12 11:00,KXBTCD-26APR1208-T71499.99,2026-04-12T12:00:00Z,71503.9,71499.99,-0.0055,0.42,real,0.507078,-0.0177,0.00037467,0.00054001,,,0.02,0.00041041,0.0,1.0,2,1.0,-1,-0.3316,2.0,0.0,0.7614,0,-2.142e-05,0,-1.0,1,2.0,2.0,-0.4363,False,False,1.0,1.0,0.0,22.42,False,-1,bearish,0.0,0.0,0.087078,0.055026,trade,yes,False,False,89.0,56.29,,0.150134,0.05,50.0,1000.0,-2.0,8.0,0.5472,,,,,,True,True,69.05,2026-04-12 11:03:38+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.42,1.3665275032309288e-06,4.108233162012144e-05,0.9999575511408766,0.414283338420136,-100.48331594037715,0.0658390797190204,6,2,
2026-04-12 12:16:25,2026-04-12 12:00,KXBTCD-26APR1209-T71399.99,2026-04-12T13:00:00Z,71433.54,71399.99,-0.047,0.585,real,0.636156,-0.3482,0.00025959,0.00022735,0.00033164,0.6855,0.01,0.00020449,0.0,1.0,2,0.0,0,0.0233,2.0,0.0,0.634,0,-2.425e-05,0,-1.0,1,2.0,2.0,-0.4926,False,False,1.0,1.0,3.3,7.75,False,-1,bearish,0.0,0.0,0.051156,0.019162,trade,yes,False,False,89.0,43.53,,0.123268,0.05,50.0,1000.0,-3.0,8.0,0.4855,,,,,,False,False,-50.0,2026-04-12 12:16:25+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.585,4.288783237208581e-08,3.215987104420087e-05,0.9999677972411206,0.4250566334966143,-103.80043656632944,0.0094017632475163,6,2,
2026-04-12 13:09:59,2026-04-12 13:00,KXBTCD-26APR1210-T70999.99,2026-04-12T14:00:00Z,71148.61,70999.99,-0.2089,0.665,real,0.711515,-0.5578,0.00067584,0.00070019,0.00069417,1.0087,0.03,0.00053031,0.0,1.0,2,0.0,0,0.0232,2.0,0.0,0.2436,0,-1.628e-05,-1,-1.0,1,2.0,2.0,-0.8943,False,False,1.0,1.0,13.25,10.38,True,-1,bearish,0.0,0.0,0.046515,0.015921,trade,yes,False,False,89.0,49.97,,0.138852,0.05,50.0,1000.0,-3.0,10.0,0.4855,,,,,,False,False,-50.0,2026-04-12 13:09:59+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.665,5.7624316049888535e-08,3.405567488840057e-05,0.9999658867007936,0.5968867423670012,-110.48737890210816,0.0120814742701046,6,2,
2026-04-12 13:22:47,2026-04-12 13:00,KXBTCD-26APR1210-T70899.99,2026-04-12T14:00:00Z,71097.09,70899.99,-0.2772,0.75,real,0.798952,-0.8379,0.00076782,0.0007419,0.00067527,1.0987,0.04,0.00054359,0.0,1.0,2,1.0,-1,-0.1287,2.0,0.0,0.3109,0,-1.457e-05,-1,-1.0,1,2.0,2.0,-0.8362,False,False,1.0,1.0,18.66,9.62,True,-1,bearish,0.0,0.0,0.048952,0.020827,trade,yes,False,False,85.0,37.15,,0.195807,0.05,50.0,1000.0,-3.0,10.0,0.4855,,,,,,True,True,16.67,2026-04-12 13:22:47+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.75,5.7624316049888535e-08,3.405567488840057e-05,0.9999658867007936,0.5968867423670012,-110.48737890210816,0.0120814742701046,6,2,
2026-04-12 14:01:24,2026-04-12 14:00,KXBTCD-26APR1211-T70799.99,2026-04-12T15:00:00Z,70923.61,70799.99,-0.1743,0.69,real,0.731566,-0.6176,0.00047436,0.00042596,0.00045979,0.9264,0.02,0.00036917,0.0,1.0,3,0.0,1,0.113,2.0,0.0,0.1886,0,-1.002e-05,0,-1.0,1,2.0,2.0,-1.0704,False,False,1.0,1.0,1.9,7.63,False,-1,bearish,0.0,0.0,0.041566,0.011593,trade,yes,False,False,86.0,58.56,,0.134085,0.05,50.0,1000.0,-3.0,12.0,0.4855,,,,,,False,False,-50.0,2026-04-12 14:01:24+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.69,7.647400977262722e-09,2.5601676750046835e-05,0.9999743906758471,0.5737375828334833,-117.9623744751375,0.0084520005444545,6,2,
2026-04-12 14:13:09,2026-04-12 14:00,KXBTCD-26APR1211-T70899.99,2026-04-12T15:00:00Z,71024.84,70899.99,-0.1758,0.725,real,0.828861,-0.9497,0.00035021,0.00030709,0.0004303,0.7137,0.03,0.00027084,0.0,1.0,2,0.0,0,0.098,2.0,0.0,0.259,0,-9.08e-06,0,-1.0,1,2.0,2.0,-0.8944,False,False,0.0,1.0,18.05,13.02,True,-1,bearish,0.0,0.0,0.103861,0.074905,trade,yes,False,False,85.0,46.79,,0.377676,0.05,50.0,1000.0,-3.0,10.0,0.4855,,,,,,False,False,-50.0,2026-04-12 14:13:09+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.725,7.647400977262722e-09,2.5601676750046835e-05,0.9999743906758471,0.5737375828334833,-117.9623744751375,0.0084520005444545,6,2,
2026-04-12 15:16:33,2026-04-12 15:00,KXBTCD-26APR1212-T70799.99,2026-04-12T16:00:00Z,70863.19,70799.99,-0.0892,0.635,real,0.681348,-0.4715,0.00045224,0.00030834,0.00039242,0.7858,0.01,0.00028726,0.0,1.0,2,0.0,0,0.0278,2.0,0.0,0.379,0,-5.05e-06,0,-1.0,1,2.0,2.0,-1.0949,False,False,1.0,1.0,18.55,13.05,True,-1,bearish,0.0,0.0,0.046348,0.015123,trade,yes,False,False,83.0,43.41,,0.12698,0.05,50.0,1000.0,-3.0,9.0,0.4855,,,,,,True,True,28.74,2026-04-12 15:16:33+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.635,1.208269001050249e-08,2.8087106148791936e-05,0.999971900811159,0.5484916486857918,-102.86215895599032,0.0933044359817546,7,2,
2026-04-12 15:42:14,2026-04-12 15:00,KXBTCD-26APR1212-T70999.99,2026-04-12T16:00:00Z,70851.07,70999.99,0.2102,0.09,real,0.148047,1.0448,0.00049441,0.0006994,0.00037214,1.8794,0.02,0.00047754,0.0,1.0,3,0.0,1,0.2756,2.0,0.0,0.3542,0,-3.09e-06,0,-1.0,1,2.0,2.0,-1.1209,False,False,0.0,1.0,25.24,16.17,True,-1,bearish,0.0,0.0,0.058047,0.037314,trade,yes,False,False,81.0,17.71,,0.063788,0.031894,31.89,1000.0,-3.0,6.0,0.3721,,,,,,False,False,-31.89,2026-04-12 15:42:14+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.09,1.208269001050249e-08,2.8087106148791936e-05,0.999971900811159,0.5484916486857918,-102.86215895599032,0.0933044359817546,7,2,
2026-04-12 16:07:56,2026-04-12 16:00,KXBTCD-26APR1213-T70799.99,2026-04-12T17:00:00Z,70928.51,70799.99,-0.1812,0.735,real,0.785226,-0.79,0.00048531,0.00043117,0.00040045,1.0767,0.03,0.00031835,0.0,0.0,1,0.0,0,0.0758,2.0,0.0,0.5627,0,-1.58e-06,0,-1.0,1,2.0,2.0,-0.9951,False,False,0.0,0.0,35.3,33.99,False,0,bearish,0.0,0.0,0.050226,0.021592,trade,yes,False,False,84.0,52.01,,0.189532,0.05,50.0,1000.0,-3.0,3.0,0.4701,,,,,,True,True,18.03,2026-04-12 16:07:56+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.735,4.2150264822329944e-09,1.712704822365406e-05,0.9999828687367516,0.5289367705501455,-82.15064603619874,0.1095699760159444,7,2,
2026-04-12 18:43:29,2026-04-12 18:00,KXBTCD-26APR1215-T71099.99,2026-04-12T19:00:00Z,71150.08,71099.99,-0.0704,0.735,real,0.794021,-0.8205,0.000434,0.0002355,0.00027639,0.8521,0.01,0.00021156,0.0,0.0,1,1.0,1,0.3035,2.0,1.0,0.8742,0,-4.21e-06,1,0.0,0,1.0,1.0,-0.3974,False,False,0.0,-1.0,86.81,87.44,True,0,bearish,0.0,0.0,0.059021,0.030387,trade,yes,False,False,85.0,16.46,,0.222721,0.05,50.0,1000.0,-3.0,-2.0,0.3023,,,,,,True,True,18.03,2026-04-12 18:43:29+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.735,5.451193889032158e-09,9.55868231265994e-06,0.9999904358664924,0.4780881221778791,-23.185847680021197,0.1865485573899956,7,2,
2026-04-12 22:00:17,2026-04-12 22:00,KXBTCD-26APR1219-T71199.99,2026-04-12T23:00:00Z,71357.33,71199.99,-0.2205,0.695,real,0.752933,-0.6837,0.00040336,0.00045578,0.00056028,0.8135,0.03,0.00041797,0.0,-1.0,0,0.0,0,0.0419,2.0,0.0,0.2313,0,3.833e-05,0,0.0,0,0.0,0.0,0.2343,False,False,-1.0,0.0,78.69,72.59,False,0,bearish,0.0,0.0,0.057933,0.028094,trade,yes,False,False,72.0,59.66,,0.189943,0.05,50.0,1000.0,0.0,0.0,0.4797,0.0287,,,False,,False,False,-50.0,2026-04-12 22:00:17+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rising,15,2026-W15,0.695,5.215999394398596e-10,8.502444157465057e-06,0.9999914970342424,0.4914190922564214,34.92041925916055,0.2337931663146943,7,2,
