logged_at,decision_time,contract_ticker,close_ts,spot,strike,offset_pct,p_market,p_market_source,p_yes_model,z_score,vol_60m,vol_60m_model,vol_implied_kalshi,vol_ratio,spread,vol_eff,structure_bias,confirmation_bias,confirmation_score,no_score,obi_score,obi_raw,obi_exchanges,vpin_score,vpin_raw,funding_bias,avg_funding_rate,vol_score,vwap_score,vwap_signal,vwap_total,vwap_stretch_score,vwap_distance_pct,bearish_rejection,bullish_rejection,ema_stretch_score,stoch_bias,stoch_k,stoch_d,stoch_crossover_active,ema_stack_bias,ema_alignment,z_shift,direction_strength,raw_edge,net_edge,decision,side,neutral_gate,pure_edge_gate,contracts_scanned,tau_minutes,gate_blocked,kelly_fraction,bet_fraction,bet_amount,bankroll,composite_trend,composite_rev,composite_p_up,chg_30m,chg_10m,chg_5m,sharp_move_active,stoch_flipped,resolved_yes,would_win,would_pnl,logged_at_parsed,asset,cmf_raw,cmf_score,p_up_v2,bp_5m,body_15m,dir_15m,p_gbdt,smc_4h,smc_1h,choch_1h,choch_4h,supply_pct,demand_pct,in_supply_zone,in_demand_zone,squeeze_1h,adx_1h,rvol_1h,pm_drift_5m,hour_utc,liq_score,liq_bias,ls_long_pct,oi_chg_pct,markov_regime_daily,ob_imbalance,ob_path_ask_usd,ob_path_bid_usd,ob_ask_frac,ob_bid_wall_pct,ob_ask_wall_pct,spot_at_expiry,price_move_pct,miss_pct,stoch_k_4h,bp_1h,chg_1h,chg_2h,chg_3h,arima_forecast_1h,markov_regime_7state,hmm_vol_state,hmm_r1_prob,hmm_vol_k10,hmm_time_in_state,ou_z_score,ou_halflife_min,ou_tau_drift,hs_pattern_type,hs_bars_since_break,hs_r2,hs_neck_slope,hs_head_height,hs_head_width,flag_signal,flag_bull_bars_ago,flag_bear_bars_ago,flag_bull_tip_y,flag_bear_tip_y,flag_bull_pole_pct,flag_bear_pole_pct,pip_last_slope,pip_up_frac,pip_n_turns,v_hawk,hawk_vol_regime,pc1_rsi,ou_theta,hurst_exponent,autocorr1_15,autocorr1_30,kalman_velocity,kalman_residual,hmm_ms_state,hmm_ms_prob,hmm_of_state,hmm_of_prob,hmm_vd_state,hmm_vd_prob,hmm_pnl_state,hmm_ps_state,hmm_gd_state,hmm_zdrift_state,loss_margin_pct,loss_category,kc_pct_1h,kc_bo_1h,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,cg_spot_cb_ratio_4h,cg_liq_ratio_4h,cg_liq_total_4h,hl_ls_ratio,hl_squeeze_idx,hl_liq_ratio_4h,all_liq_ratio_1h,all_liq_ratio_4h,max_pain_nearest,max_pain_dist_pct,opt_pc_ratio,p_up_v3,state3,week,yw,be,macro_bull,macro_sideways,macro_bear,garch_ratio,macd_hist_1h_recon,donch_1h_recon
2026-04-13 00:21:06,2026-04-13 00:00,KXBTCD-26APR1221-T71099.99,2026-04-13T01:00:00Z,70891.69,71099.99,0.2938,0.215,real,0.197632,0.8501,0.000433,0.0005252,0.00059644,0.8806,0.01,0.0005537,-1.0,-1.0,0,0.0,0,-0.013,2.0,-1.0,1.0,0,4.909e-05,0,0.0,0,0.0,0.0,,False,False,-1.0,0.0,40.36,30.81,False,0,bearish,0.0,0.0,0.118007,0.096876,trade,no,False,False,86.0,38.85,,0.548868,0.05,50.0,1000.0,-3.0,0.0,0.3268,,,,,,True,False,-50.0,2026-04-13 00:21:06+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.785,1.3584947982425101e-08,2.7297643700986885e-05,0.9999726887713524,0.6911000579540938,37.802489509776194,0.5066647052573872
2026-04-13 11:00:41,2026-04-13 11:00,KXBTCD-26APR1308-T70899.99,2026-04-13T12:00:00Z,70779.16,70899.99,0.1707,0.285,real,0.301902,0.5189,0.00036983,0.00045161,0.00039008,1.1577,0.01,0.000427,-1.0,-1.0,0,2.0,-1,-0.2189,2.0,1.0,0.8199,-1,5.662e-05,0,0.0,0,1.0,1.0,-0.2471,False,False,1.0,0.0,53.59,63.73,True,-1,bearish,0.0,0.0,0.133404,0.109401,trade,no,False,False,93.0,59.25,,0.468084,0.05,50.0,1000.0,-3.0,0.0,0.3268,,,,,,True,False,-50.0,2026-04-13 11:00:41+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.7150000000000001,0.9998927102007945,6.585278553515506e-07,0.00010663127135362528,0.6253381426481249,32.53146130571679,0.43848940389280683
2026-04-13 11:11:20,2026-04-13 11:00,KXBTCD-26APR1308-T70999.99,2026-04-13T12:00:00Z,70877.64,70999.99,0.1726,0.255,real,0.293486,0.5432,0.00040604,0.00050868,0.0003755,1.3547,0.01,0.00045541,-1.0,-1.0,0,2.0,0,-0.0349,2.0,0.0,0.7957,-1,5.66e-05,0,0.0,0,0.0,0.0,-0.0109,False,False,-1.0,-1.0,99.81,79.13,True,0,bearish,0.0,0.0,0.125661,0.102778,trade,no,False,False,95.0,48.6,,0.492789,0.05,50.0,1000.0,-3.0,-2.0,0.3023,,,,,,False,True,17.11,2026-04-13 11:11:20+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.745,0.9998927102007945,6.585278553515506e-07,0.00010663127135362528,0.6253381426481249,32.53146130571679,0.43848940389280683
2026-04-14 19:08:17,2026-04-14 19:00,KXBTCD-26APR1417-T74749.99,2026-04-14T21:00:00Z,74374.19,74749.99,0.5053,0.245,real,0.199569,0.8432,0.0008176,0.0006617,0.00069087,0.9578,0.03,0.00067337,1.0,1.0,2,0.0,1,0.1846,2.0,-1.0,0.892,1,-0.00010753,-1,0.0,0,1.0,1.0,-0.413,False,False,1.0,0.0,26.86,14.82,True,-1,neutral,0.0,0.0,0.038735,0.012275,trade,no,False,False,214.0,111.68,,0.158103,0.05,50.0,1000.0,-1.0,0.0,0.488,0.1305,,,False,,False,True,16.23,2026-04-14 19:08:17+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.755,2.163791082910368e-07,0.9765795752583653,0.023420208362537265,1.3350721200193474,-158.02755684119745,0.1656055897077797
2026-04-14 19:09:20,2026-04-14 19:00,KXBTCD-26APR1416-T74599.99,2026-04-14T20:00:00Z,74367.06,74599.99,0.3132,0.235,real,0.182637,0.9054,0.00081693,0.00065904,0.00060834,1.0833,0.01,0.00063876,1.0,0.0,1,0.0,0,0.0271,2.0,-1.0,0.9577,1,-0.00010792,-1,0.0,0,1.0,1.0,-0.4231,False,False,1.0,0.0,26.45,14.68,True,-1,neutral,0.0,0.0,0.045221,0.019457,trade,no,False,False,213.0,50.63,,0.192428,0.05,50.0,1000.0,-1.0,0.0,0.488,0.2019,,,False,,False,True,15.36,2026-04-14 19:09:20+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.765,2.163791082910368e-07,0.9765795752583653,0.023420208362537265,1.3350721200193474,-158.02755684119745,0.1656055897077797
2026-04-14 19:19:50,2026-04-14 19:00,KXBTCD-26APR1417-T74499.99,2026-04-14T21:00:00Z,74379.28,74499.99,0.1623,0.4,real,0.353372,0.3762,0.00079389,0.00051816,0.00063967,0.81,0.02,0.00056677,1.0,0.0,1,0.0,0,0.0472,2.0,-1.0,0.8725,1,-0.00010807,-1,0.0,0,1.0,1.0,-0.4522,False,False,1.0,0.0,25.3,21.5,False,-1,neutral,0.0,0.0,0.042745,0.011671,trade,no,False,False,211.0,100.12,,0.106862,0.05,50.0,1000.0,-1.0,0.0,0.488,0.5144,,,False,,False,True,33.33,2026-04-14 19:19:50+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.6,2.163791082910368e-07,0.9765795752583653,0.023420208362537265,1.3350721200193474,-158.02755684119745,0.1656055897077797
2026-04-16 15:01:07,2026-04-16 15:00,KXBTCD-26APR1612-T73899.99,2026-04-16T16:00:00Z,73770.43,73899.99,0.1756,0.57,real,0.374535,0.3199,0.00093622,0.00094127,,,0.02,0.00094127,0.0,1.0,2,0.0,0,-0.0871,2.0,0.0,0.4699,1,-5.127e-05,0,-1.0,1,2.0,2.0,-0.9231,False,False,0.0,0.0,41.34,36.96,False,-1,bearish,0.0,0.0,0.195664,0.164269,trade,no,False,False,105.0,58.8,,0.34327,0.05,50.0,1000.0,-1.0,1.0,0.4839,0.2654,-0.2031,0.1249,False,,True,False,-50.0,2026-04-16 15:01:07+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.43000000000000005,0.4987095908701887,6.131236539934999e-05,0.5012290967644046,1.051285120105405,-77.88781867649215,0.6784247844692697
2026-04-16 15:06:33,2026-04-16 15:00,KXBTCD-26APR1612-T73999.99,2026-04-16T16:00:00Z,73847.83,73999.99,0.206,0.62,real,0.361428,0.3546,0.00092745,0.00094546,,,0.02,0.00094546,0.0,1.0,2,0.0,0,0.0325,2.0,0.0,0.471,1,-5.124e-05,0,-1.0,1,2.0,2.0,-0.8177,False,False,0.0,0.0,46.04,38.53,False,-1,bearish,0.0,0.0,0.258583,0.227427,trade,no,False,False,106.0,53.4,,0.417069,0.05,50.0,1000.0,-1.0,1.0,0.4839,0.2622,0.2315,0.1663,False,,True,False,-50.0,2026-04-16 15:06:33+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.38,0.4987095908701887,6.131236539934999e-05,0.5012290967644046,1.051285120105405,-77.88781867649215,0.6784247844692697
2026-04-16 18:52:52,2026-04-16 18:00,KXBTCD-26APR1615-T74999.99,2026-04-16T19:00:00Z,74843.07,74999.99,0.2097,0.2,real,0.15015,1.0358,0.00078757,0.00084772,0.00093505,0.9066,0.02,0.00090448,-1.0,0.0,1,1.0,1,0.4093,2.0,0.0,0.552,0,-3.136e-05,0,0.0,0,0.0,0.0,0.2597,False,False,-1.0,-1.0,91.84,66.62,False,0,neutral,0.0,0.0,0.076808,0.054247,trade,no,False,False,107.0,7.08,,0.384042,0.05,20.0,400.0,-1.0,-5.0,0.4509,0.57,0.4052,0.1654,False,,True,False,-20.0,2026-04-16 18:52:52+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.8,0.00019305100333302428,0.00014919664962835853,0.9996577523470431,1.0729080026566364,-18.02326772600141,0.8651343376300644
2026-04-19 04:00:57,2026-04-19 04:00,KXBTCD-26APR1901-T75699.99,2026-04-19T05:00:00Z,75571.68,75699.99,0.1698,0.185,real,0.071736,1.463,0.00026308,0.00017678,0.00024637,0.7175,0.01,0.00022201,-1.0,0.0,1,0.0,0,0.0117,2.0,0.0,0.5801,1,-6.879e-05,0,0.0,0,0.0,0.0,0.0193,False,False,0.0,0.0,53.27,51.72,False,0,bearish,0.0,0.0,0.104973,0.084819,trade,no,False,False,90.0,59.0,,0.56742,0.05,20.0,400.0,0.0,0.0,0.4797,0.146,-0.034,0.0,False,,True,False,-20.0,2026-04-19 04:00:57+00:00,BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crashing,16,2026-W16,0.815,0.9999999994848849,5.151192580178024e-10,6.1569765791610965e-37,0.5287958909182534,-22.035697952068688,0.23290581781657763
