logged_at,decision_time,asset,contract_ticker,close_time,spot,floor_strike,offset_pct,tau_minutes,spread,p_market,p_model_15m,raw_edge,side,decision,z_score,bp_5m,body_5m,dir_5m,vol_ratio,vol_ratio_5m,body_15m,bp_15m,dir_15m,upper_wick_15m,lower_wick_15m,atr_ratio_15m,range_ratio_15m,consec_dir_15m,stoch_k_5m,stoch_k_15m,chg_1m,chg_5m,chg_15m,vwap_dist,ema_bias,ema_bias_1h,ema20_dist_1h,ema50_dist_1h,nearest_res_dist_pct,composite_p_up,realized_vol_annual,vol_ratio_1h,bp_1h,chg_1h,dir_1h,consec_dir_1h,stoch_k_1h,stoch_cross_1h,rsi_1h,macd_hist_1h,donchian_breakout_1h,engulfing_1h,bb_pct_1h,mu6h,mu12h,mu24h,regime_z,arima_forecast_1h,stoch_k_4h,rsi_4h,chg_4h,bp_4h,liq_score,liq_bias,oi_chg_pct,ls_long_pct,fear_greed,cg_composite,kelly_fraction,bet_fraction,bet_amount,bankroll,resolved_yes,would_win,would_pnl,spot_at_expiry,price_move_pct,miss_pct,markov_regime_1h,markov_regime_15m,markov_eth_daily,markov_sol_6h,markov_sol_4h,markov_sol_1h,p_up_v2_btc,z_drift_6h,p_gbdt,autocorr1_15,autocorr1_30,hurst_exponent,ou_theta,ou_halflife,ou_mu_distance,kalman_velocity,kalman_residual,kc_pct_1h,kc_bo_1h,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,vwap_hmm_state,p_up_v3,v3_agree,logged_at_parsed,p_w15,agree,week
2026-05-27 01:50:00.165600+00:00,2026-05-27T01:50:00.161814+00:00,BTC,KXBTC15M-26MAY262200-00,2026-05-27 02:00:00+00:00,75859.3813,75799.6,0.0789,10.0,0.01,0.845,0.1629,0.6821,no,trade,-0.9028,0.2298,0.2298,1.0,4.195,1.0,0.3346,0.2461,-1,0.4193,0.2461,0.001325,0.4883,2.0,43.05,66.13,0.0,0.1031,0.1086,0.0235,1,,-0.308,,999.0,0.442,0.2002,,1.0,0.1529,1,2.0,16.86,,26.29,,,0,0.3464,0.000552,-0.0010816,-0.0004923,-0.0592,,,,-0.1892,0.4638,-1.0,-1.0,0.0579,57.77,26.0,0.0,0.8072,0.03,30.07,1000.0,0.0,True,163.93,75880.72,0.0281,0.107,Bear,Sideways,Bear,Bear,Sideways,Sideways,0.5061,2.0543,,-0.1163713351124154,-0.0808791156501882,0.5147,2.026051,0.3421,0.8247,0.001163,-0.000183,0.3007,0.0,-22311.39,-5731984.738999963,0.993062377922414,-179057208.3916998,,,,2026-05-27 01:50:00.165600+00:00,0.48631000266440505,True,22
2026-05-27 02:35:32.026960+00:00,2026-05-27T02:35:32.022936+00:00,BTC,KXBTC15M-26MAY262245-45,2026-05-27 02:45:00+00:00,75721.5338,75665.48,0.0741,9.47,0.01,0.815,0.2083,0.6067,no,trade,-0.6014,0.1871,0.8129,-1.0,14.469,1.0,0.1342,0.8658,-1,0.0,0.8658,0.001324,1.2288,0.0,39.01,26.99,0.0,0.0,0.1411,-0.0621,1,,-0.5298,,0.0622,0.4944,0.2901,,0.1101,-0.2781,-1,-1.0,7.94,-1.0,26.21,,,-1,0.2687,-0.0003216,-0.0014559,-0.0006355,-0.1813,,,,-0.1892,0.4638,-1.0,-1.0,0.0634,57.81,26.0,0.0,0.7445,0.03,29.97,1000.0,0.0,True,132.03,75708.11,-0.0177,0.0563,Bear,Sideways,Bear,Bear,Sideways,Sideways,0.5305,1.949,,-0.1377877447574715,-0.1231335623297573,0.6376,2.049138,0.3383,-0.83,-0.00156,-0.001012,0.3007,0.0,-22311.39,-5731984.738999963,0.993062377922414,-179057208.3916998,,,,2026-05-27 02:35:32.026960+00:00,0.46503866936384963,True,22
2026-05-27 02:50:40.938757+00:00,2026-05-27T02:50:40.935300+00:00,BTC,KXBTC15M-26MAY262300-00,2026-05-27 03:00:00+00:00,75629.0688,75617.69,0.015,9.32,0.01,0.725,0.3736,0.3514,no,trade,-0.1375,0.5105,0.5105,1.0,1.892,1.0,0.9649,0.0351,-1,0.0,0.0351,0.001236,1.0551,1.0,17.66,12.22,0.0,0.0487,-0.0771,-0.0848,-1,,-0.7353,,0.1269,0.4944,0.2599,,0.1101,-0.2781,-1,-1.0,7.94,,26.21,,,-1,0.2811,-0.0003216,-0.0014559,-0.0013558,-0.2669,,,,-0.1892,0.4638,0.0,0.0,0.0897,57.8,26.0,0.0,0.4847,0.03,29.98,1000.0,1.0,False,-29.98,75892.26,0.348,0.3631,Bear,Bear,Bear,Bear,Sideways,Sideways,0.5305,1.8926,,-0.1377877447574715,-0.1231335623297573,0.6376,2.049138,0.3383,-0.83,-0.00156,-0.001012,0.255,0.0,10646.12,-5731984.738999963,0.993062377922414,-179057208.3916998,,,,2026-05-27 02:50:40.938757+00:00,0.5129448335380188,False,22
2026-05-27 03:31:08.130272+00:00,2026-05-27T03:31:08.126102+00:00,BTC,KXBTC15M-26MAY262345-45,2026-05-27 03:45:00+00:00,75743.0838,75726.96,0.0213,13.87,0.01,0.625,0.4631,0.1619,no,trade,-0.2411,0.0,1.0,-1.0,0.024,1.0,1.0,0.0,-1,0.0,0.0,0.001406,0.4889,1.0,62.92,44.45,0.0411,0.0184,0.0271,0.1073,-1,,-0.7025,,999.0,0.442,0.1719,,0.7725,-0.0489,-1,-2.0,6.63,0.0,27.35,,,0,0.2804,-0.0005376,-0.0011601,-0.0012966,-0.26,,,,-0.1892,0.4638,0.0,0.0,-0.1252,58.05,26.0,0.0,0.259,0.03,30.0,1000.0,0.0,True,50.0,75783.05,0.0528,0.0741,Bear,Sideways,Bear,Bear,Sideways,Sideways,0.398,2.0199,,-0.1290534871228911,-0.1239988110252022,0.6758,2.115919,0.3276,-0.27,-0.000627,0.000346,0.255,0.0,10646.12,-5731984.738999963,0.993062377922414,-179057208.3916998,,,,2026-05-27 03:31:08.130272+00:00,0.48540572277763966,True,22
2026-05-27 04:11:33.481554+00:00,2026-05-27T04:11:33.476872+00:00,BTC,KXBTC15M-26MAY270015-15,2026-05-27 04:15:00+00:00,75571.8562,75549.4,0.0297,3.44,0.01,0.875,0.201,0.674,no,trade,-0.5573,0.0763,0.8048,-1.0,0.476,1.0,0.7675,0.2325,-1,0.0,0.2325,0.001485,1.226,-4.0,7.81,5.78,0.0,0.0,-0.0068,-0.1388,-1,,-0.7924,,0.2182,0.4944,0.2083,,0.0968,-0.2832,-1,-3.0,1.32,0.0,22.2,,,0,0.2294,-0.0004413,-0.000938,-0.0012745,-0.3559,,50.0,50.0,-0.3934,0.0717,0.0,0.0,0.027,58.01,26.0,0.0,0.7703,0.03,30.0,1000.0,0.0,True,210.0,75624.07,0.0691,0.0988,Bear,Sideways,Bear,Bear,Sideways,Sideways,0.4998,1.9683,,-0.1195006831227691,-0.1192075994353535,0.5536,2.194596,0.3158,-0.4562,-0.000447,6.6e-05,0.1908,0.0,20170.11,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 04:11:33.481554+00:00,0.4925320073552898,True,22
2026-05-27 05:02:13.896350+00:00,2026-05-27T05:02:13.891979+00:00,BTC,KXBTC15M-26MAY270115-15,2026-05-27 05:15:00+00:00,75476.9787,75476.72,0.0003,12.77,0.01,0.615,0.4624,0.1526,no,trade,-0.0031,0.5,0.0,0.0,0.154,1.0,1.0,1.0,1,0.0,0.0,0.001598,2.0551,0.0,67.26,39.75,0.0,0.0,0.1824,0.2293,1,,-0.7903,,999.0,0.442,0.2274,,0.6726,-0.1049,-1,-4.0,15.4,1.0,24.05,,,0,0.2114,-0.0003199,-0.0010362,-0.0012285,-0.3831,,,,-0.3934,0.0717,1.0,1.0,0.0652,58.1,26.0,-1.0,0.2481,0.03,30.03,1000.0,1.0,False,-30.03,75620.08,0.1896,0.1899,Bear,Bear,Bear,Bear,Sideways,Sideways,0.5474,1.9252,,-0.096249885092896,-0.1214190041482416,0.4874,2.092914,0.3312,-0.1926,8.2e-05,0.000182,0.1836,0.0,93719.01,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 05:02:13.896350+00:00,0.4469295111542772,True,22
2026-05-27 05:22:26.687310+00:00,2026-05-27T05:22:26.682928+00:00,BTC,KXBTC15M-26MAY270130-30,2026-05-27 05:30:00+00:00,75525.7012,75504.99,0.0274,7.56,0.02,0.73,0.2661,0.4639,no,trade,-0.48,1.0,1.0,1.0,0.002,1.0,0.7107,0.7107,1,0.2893,0.0,0.001603,0.4538,-1.0,94.39,45.53,0.0,0.0045,0.0173,0.2713,1,,-0.7903,,999.0,0.442,0.1507,,0.6726,-0.1049,-1,-4.0,15.4,1.0,24.05,,,0,0.2114,-0.0003199,-0.0010362,-0.0012285,-0.3831,,,,-0.3934,0.0717,1.0,1.0,0.0071,58.57,26.0,-1.0,0.6355,0.03,29.97,1000.0,1.0,False,-29.97,75675.61,0.1985,0.226,Bear,Bear,Bear,Bear,Sideways,Sideways,0.5474,1.92,,-0.096249885092896,-0.1214190041482416,0.4874,2.092914,0.3312,-0.1926,8.2e-05,0.000182,0.1836,0.0,93719.01,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 05:22:26.687310+00:00,0.471494208481074,True,22
2026-05-27 05:37:36.043380+00:00,2026-05-27T05:37:36.041060+00:00,BTC,KXBTC15M-26MAY270145-45,2026-05-27 05:45:00+00:00,75571.2388,75566.34,0.0065,7.4,0.01,0.765,0.3688,0.3962,no,trade,-0.1246,1.0,1.0,1.0,0.013,1.0,0.6769,0.6769,1,0.3231,0.0,0.001588,0.6439,4.0,98.42,56.06,0.0,0.0,0.067,0.3307,1,,-0.7903,,999.0,0.442,0.1386,,0.6726,-0.1049,-1,-4.0,15.4,1.0,24.05,,,0,0.2114,-0.0003199,-0.0010362,-0.0012285,-0.3831,,,,-0.3934,0.0717,1.0,1.0,0.0433,58.69,26.0,-1.0,0.5179,0.03,30.08,1000.0,0.0,True,97.92,75643.05,0.095,0.1015,Bear,Sideways,Bear,Bear,Sideways,Sideways,0.5474,2.0043,,-0.096249885092896,-0.1214190041482416,0.4874,2.092914,0.3312,-0.1926,8.2e-05,0.000182,0.1836,0.0,93719.01,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 05:37:36.043380+00:00,0.4742743144526465,True,22
2026-05-27 05:47:43.157786+00:00,2026-05-27T05:47:43.156029+00:00,BTC,KXBTC15M-26MAY270200-00,2026-05-27 06:00:00+00:00,75558.1487,75518.13,0.053,12.28,0.01,0.705,0.2735,0.4315,no,trade,-0.4835,0.3715,0.6285,-1.0,9.517,1.0,0.1818,0.3274,-1,0.4908,0.3274,0.001597,0.8266,1.0,88.54,52.19,0.031,0.0743,-0.0332,0.2079,-1,,-0.8249,,999.0,0.442,0.2266,,0.6726,-0.1049,-1,-4.0,15.4,,24.05,,,0,0.2145,-0.0003199,-0.0010362,-0.0014242,-0.3984,,,,-0.3934,0.0717,0.0,0.5,-0.0248,58.69,26.0,-1.0,0.612,0.03,30.09,1000.0,1.0,False,-30.09,75704.72,0.194,0.2471,Bear,Bear,Bear,Bear,Sideways,Sideways,0.5474,1.9533,,-0.096249885092896,-0.1214190041482416,0.4874,2.092914,0.3312,-0.1926,8.2e-05,0.000182,0.3191,0.0,6332.72,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 05:47:43.157786+00:00,0.5156573774455656,False,22
2026-05-27 06:07:55.070169+00:00,2026-05-27T06:07:55.066802+00:00,BTC,KXBTC15M-26MAY270215-15,2026-05-27 06:15:00+00:00,75648.4188,75615.66,0.0433,7.08,0.01,0.715,0.2513,0.4637,no,trade,-0.694,0.7536,0.1901,1.0,0.011,1.0,1.0,1.0,1,0.0,0.0,0.001524,0.4877,2.0,100.0,66.16,0.0023,0.0691,0.1233,0.3337,1,,-0.6121,,999.0,0.442,0.17,,0.9123,0.15,1,1.0,27.31,0.0,31.79,,,1,0.2879,-0.0004951,-0.0002897,-0.0012415,-0.2367,,,,-0.3934,0.0717,1.0,1.0,0.09,58.86,26.0,-1.0,0.6485,0.03,29.93,1000.0,1.0,False,-29.93,75710.92,0.0826,0.126,Bear,Bear,Bear,Bear,Sideways,Bear,0.5474,1.9135,,-0.0278769709991018,-0.1230244584112403,0.5156,2.066306,0.3355,0.6909,0.001255,0.000412,0.3191,0.0,6332.72,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 06:07:55.070169+00:00,0.48631000266440505,True,22
2026-05-27 06:33:12.372344+00:00,2026-05-27T06:33:12.369262+00:00,BTC,KXBTC15M-26MAY270245-45,2026-05-27 06:45:00+00:00,75633.1212,75629.41,0.0049,11.8,0.01,0.575,0.4283,0.1467,no,trade,-0.0519,0.2781,0.2781,1.0,0.007,1.0,0.2718,0.2532,-1,0.4751,0.2532,0.001437,0.3351,1.0,99.77,83.07,0.0,0.1026,0.0946,0.1904,1,,-0.6121,,999.0,0.442,0.1996,,0.9123,0.15,1,1.0,27.31,0.0,31.79,,,1,0.2879,-0.0004951,-0.0002897,-0.0012415,-0.2367,,,,-0.3934,0.0717,1.0,1.0,0.0737,58.82,26.0,-1.0,0.2551,0.03,30.18,1000.0,1.0,False,-30.18,75819.81,0.2468,0.2518,Bear,Sideways,Bear,Bear,Sideways,Bear,0.5474,1.885,,-0.0278769709991018,-0.1230244584112403,0.5156,2.066306,0.3355,0.6909,0.001255,0.000412,0.3191,0.0,6332.72,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 06:33:12.372344+00:00,0.5129448335380188,False,22
2026-05-27 06:48:21.583476+00:00,2026-05-27T06:48:21.579212+00:00,BTC,KXBTC15M-26MAY270300-00,2026-05-27 07:00:00+00:00,75738.3663,75698.77,0.0523,11.64,0.02,0.68,0.2582,0.4218,no,trade,-0.9365,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.001411,0.9311,2.0,99.33,94.78,0.0,0.061,0.061,0.2474,1,,-0.5318,,999.0,0.442,0.1186,,0.9123,0.15,1,1.0,27.31,,31.79,,,1,0.2812,-0.0004951,-0.0002897,-0.0010604,-0.2206,,,,-0.3934,0.0717,1.0,1.0,0.047,58.82,26.0,-1.0,0.6203,0.03,30.08,1000.0,1.0,False,-30.08,75865.0,0.1672,0.2196,Bear,Sideways,Bear,Bear,Sideways,Bear,0.5474,1.8479,,-0.0278769709991018,-0.1230244584112403,0.5156,2.066306,0.3355,0.6909,0.001255,0.000412,0.5095,0.0,-11697.07,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 06:48:21.583476+00:00,0.4525525660504549,True,22
2026-05-27 07:08:33.327260+00:00,2026-05-27T07:08:33.311888+00:00,BTC,KXBTC15M-26MAY270315-15,2026-05-27 07:15:00+00:00,75721.5488,75726.3,-0.0063,6.45,0.01,0.465,0.1982,0.2668,no,trade,0.1035,0.296,0.704,-1.0,0.051,1.0,1.0,1.0,1,0.0,0.0,0.001409,0.4929,-1.0,81.07,93.68,-0.0698,0.0016,-0.0198,0.2623,-1,,-0.2754,,999.0,,0.1731,,1.0,0.1867,1,2.0,41.41,0.0,36.62,,,0,0.4048,-0.0004822,3.49e-05,-0.0008513,-0.0358,,,,-0.3934,0.0717,1.0,0.9931,0.0229,58.96,26.0,-1.0,0.5738,0.03,29.96,1000.0,0.0,True,26.04,75795.95,0.0983,0.092,Bear,Sideways,Bear,Bear,Sideways,Sideways,,1.8705,,-0.0122700204180521,-0.1122171722657171,0.3801,2.195694,0.3157,0.9415,0.001229,-7e-06,0.5095,0.0,-11697.07,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 07:08:33.327260+00:00,0.4525525660504549,True,22
2026-05-27 07:33:50.547202+00:00,2026-05-27T07:33:50.533831+00:00,BTC,KXBTC15M-26MAY270345-45,2026-05-27 07:45:00+00:00,75743.7838,75752.19,-0.0111,11.16,0.01,0.445,0.1982,0.2468,no,trade,0.1329,1.0,1.0,1.0,0.015,1.0,0.9719,1.0,1,0.0,0.0281,0.001329,0.8155,-1.0,88.5,96.34,0.0,-0.0024,0.0927,0.1274,1,,-0.2754,,999.0,,0.1812,,1.0,0.1867,1,2.0,41.41,0.0,36.62,,,0,0.4048,-0.0004822,3.49e-05,-0.0008513,-0.0358,,,,-0.3934,0.0717,-1.0,-1.0,-0.0338,59.02,26.0,-1.0,0.5546,0.03,29.97,1000.0,1.0,False,-29.97,75922.44,0.2359,0.2247,Bear,Sideways,Bear,Bear,Sideways,Sideways,,1.8584,,-0.0122700204180521,-0.1122171722657171,0.3801,2.195694,0.3157,0.9415,0.001229,-7e-06,0.5095,0.0,-11697.07,-22493580.202499863,0.9843173674892596,-138010959.3407998,,,,2026-05-27 07:33:50.547202+00:00,0.48631000266440505,True,22
2026-05-27 08:19:18.791531+00:00,2026-05-27T08:19:18.778996+00:00,BTC,KXBTC15M-26MAY270430-30,2026-05-27 08:30:00+00:00,75796.5813,75810.86,-0.0188,10.69,0.03,0.425,0.2282,0.1968,no,trade,0.2706,0.0,1.0,-1.0,0.081,1.0,0.7551,0.0,-1,0.2449,0.0,0.001227,1.0149,1.0,58.75,79.56,-0.0291,0.0138,-0.1105,0.0334,-1,,-0.0428,,999.0,,0.1544,,1.0,0.1316,1,3.0,70.07,0.0,50.17,,,0,0.5187,0.0001951,-6.32e-05,-0.0004625,0.0782,,50.0,50.0,0.4021,1.0,1.0,1.0,0.0404,59.23,26.0,-1.0,0.4629,0.03,29.9,1000.0,1.0,False,-29.9,76050.64,0.3352,0.3163,Bear,Sideways,Bear,Bear,Sideways,Sideways,,1.9209,,0.0030082382841312,-0.0981941944231224,0.4281,2.32562,0.298,0.5774,0.000238,-0.000355,0.6065,0.0,-11304.87,-110294758.66680002,0.8890490819481244,-138520323.60829985,,,,2026-05-27 08:19:18.791531+00:00,0.4807033685749011,True,22
2026-05-27 08:49:36.561220+00:00,2026-05-27T08:49:36.555063+00:00,BTC,KXBTC15M-26MAY270500-00,2026-05-27 09:00:00+00:00,75857.3838,75858.86,-0.0019,10.39,0.01,0.565,0.2282,0.3368,no,trade,0.0291,0.5,0.0,0.0,0.0,1.0,1.0,0.0,-1,0.0,0.0,0.001127,0.741,-2.0,60.73,85.29,0.0,-0.0017,-0.0631,0.1169,-1,,-0.0422,,999.0,,0.1504,,1.0,0.1316,1,3.0,70.07,,50.17,,,0,0.5638,0.0001951,-6.32e-05,-0.0004914,0.078,,,,0.4021,1.0,1.0,1.0,0.0052,59.49,26.0,-1.0,0.596,0.03,30.02,1000.0,0.0,True,38.99,75880.54,0.0305,0.0286,Bear,Sideways,Bear,Bear,Sideways,Sideways,,2.0155,,0.0030082382841312,-0.0981941944231224,0.4281,2.32562,0.298,0.5774,0.000238,-0.000355,0.4818,0.0,-86447.22,-110294758.66680002,0.8890490819481244,-138520323.60829985,,,,2026-05-27 08:49:36.561220+00:00,0.5129448335380188,False,22
2026-05-27 09:50:14.016052+00:00,2026-05-27T09:50:14.009051+00:00,BTC,KXBTC15M-26MAY270600-00,2026-05-27 10:00:00+00:00,75806.2762,75823.54,-0.0228,9.77,0.01,0.445,0.2282,0.2168,no,trade,0.201,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.001266,1.4222,0.0,83.14,67.3,0.0,0.0,0.1804,0.0462,1,,-0.0104,,999.0,,0.2628,,0.0171,-0.1422,-1,-1.0,62.21,,50.65,,,-1,0.4899,3.63e-05,-0.0002506,-8.5e-05,0.0184,,,,0.4021,1.0,-1.0,-1.0,-0.0388,59.3,26.0,-1.0,0.4871,0.03,29.97,1000.0,0.0,True,24.03,75906.14,0.1317,0.1089,Bear,Bull,Bear,Bear,Sideways,Bear,,2.0325,,0.0027646646012143,-0.1267406185292301,0.4421,2.198626,0.3153,-0.3246,-0.001193,-0.000512,0.5276,0.0,2572.41,-110294758.66680002,0.8890490819481244,-138520323.60829985,,,,2026-05-27 09:50:14.016052+00:00,0.4671223926044633,True,22
2026-05-27 10:05:23.385404+00:00,2026-05-27T10:05:23.372825+00:00,BTC,KXBTC15M-26MAY270615-15,2026-05-27 10:15:00+00:00,75783.8488,75805.3,-0.0283,9.61,0.01,0.365,0.1667,0.1983,no,trade,0.4479,0.5,0.0,0.0,0.0,1.0,0.5904,0.4096,-1,0.0,0.4096,0.001273,0.5847,0.0,85.42,57.49,0.0,0.0,-0.0439,0.0032,1,,0.0381,,999.0,,0.1477,,0.8542,0.0337,1,1.0,66.82,1.0,46.68,,,0,0.5571,0.0005032,3.09e-05,-4.68e-05,0.0628,,,,0.4021,1.0,-1.0,-0.9907,-0.0054,59.3,26.0,-1.0,0.5434,0.03,29.84,1000.0,1.0,False,-29.84,75951.16,0.2208,0.1924,Bear,Bull,Bear,Bear,Sideways,Bear,,2.0545,,-0.0059884247859659,-0.0309132846468686,0.4955,2.207939,0.3139,0.3487,-5.3e-05,0.000404,0.5276,0.0,2572.41,-110294758.66680002,0.8890490819481244,-138520323.60829985,,,,2026-05-27 10:05:23.385404+00:00,0.4727823284938293,True,22
2026-05-27 10:50:51.415713+00:00,2026-05-27T10:50:51.403153+00:00,BTC,KXBTC15M-26MAY270700-00,2026-05-27 11:00:00+00:00,75792.9713,75793.91,-0.0012,9.15,0.01,0.615,0.2282,0.3868,no,trade,0.0128,0.482,0.482,1.0,87.676,1.0,1.0,0.0,-1,0.0,0.0,0.001272,1.3407,1.0,25.13,58.91,0.0,-0.0178,-0.1275,0.0156,-1,,0.0707,,999.0,,0.2318,,0.8542,0.0337,1,1.0,66.82,,46.68,,,0,0.5658,0.0005032,3.09e-05,5.75e-05,0.0752,,,,0.4021,1.0,-1.0,-1.0,0.0401,59.38,26.0,0.0,0.6289,0.03,30.03,1000.0,1.0,False,-30.03,75945.09,0.2007,0.1995,Bear,Sideways,Bear,Bear,Sideways,Bear,,2.3599,,-0.0059884247859659,-0.0309132846468686,0.4955,2.207939,0.3139,0.3487,-5.3e-05,0.000404,0.5296,0.0,141413.11,-110294758.66680002,0.8890490819481244,-138520323.60829985,,,,2026-05-27 10:50:51.415713+00:00,0.4904183608490554,True,22
2026-05-27 11:06:00.633526+00:00,2026-05-27T11:06:00.620696+00:00,BTC,KXBTC15M-26MAY270715-15,2026-05-27 11:15:00+00:00,75843.8938,75816.74,0.0358,8.99,0.01,0.815,0.8852,0.0702,yes,trade,-0.4993,0.9822,0.9822,1.0,0.105,1.0,1.0,1.0,1,0.0,0.0,0.001256,0.6983,2.0,78.76,79.34,0.0363,0.0465,0.0914,0.1056,1,,0.1104,,999.0,,0.1734,,0.5149,0.0513,1,2.0,76.99,0.0,45.83,,,0,0.629,0.0007899,0.000235,8.59e-05,0.1143,,,,0.4021,1.0,-1.0,-1.0,0.0476,59.37,26.0,0.0,0.3793,0.03,30.15,1000.0,1.0,True,6.84,75987.0,0.1887,0.2246,Sideways,Sideways,Bear,Bear,Sideways,Sideways,,2.2848,,-0.0170350181315054,-0.1112002200749724,0.4779,2.183981,0.3174,0.177,-5.5e-05,-1e-06,0.5296,0.0,141413.11,-110294758.66680002,0.8890490819481244,-138520323.60829985,,,,2026-05-27 11:06:00.633526+00:00,0.4807033685749011,False,22
2026-05-27 11:21:10.786511+00:00,2026-05-27T11:21:10.777929+00:00,BTC,KXBTC15M-26MAY270730-30,2026-05-27 11:30:00+00:00,75883.3463,75854.38,0.0382,8.82,0.01,0.825,0.8915,0.0665,yes,trade,-0.5254,0.0,1.0,-1.0,0.063,1.0,0.8263,0.8263,1,0.1737,0.0,0.001212,0.5512,-1.0,47.02,67.25,0.0,-0.0567,-0.0622,0.0466,-1,,0.1104,,999.0,,0.1774,,0.5149,0.0513,1,2.0,76.99,1.0,45.83,,,0,0.629,0.0007899,0.000235,8.59e-05,0.1143,,,,0.4021,1.0,1.0,1.0,0.0107,59.4,26.0,0.0,0.3798,0.03,29.7,1000.0,0.0,False,-29.7,75935.28,0.0684,0.1067,Sideways,Sideways,Bear,Bear,Sideways,Sideways,,2.3345,,-0.0170350181315054,-0.1112002200749724,0.4779,2.183981,0.3174,0.177,-5.5e-05,-1e-06,0.5296,0.0,141413.11,-110294758.66680002,0.8890490819481244,-138520323.60829985,,,,2026-05-27 11:21:10.786511+00:00,0.4807033685749011,False,22
2026-05-27 12:31:55.387394+00:00,2026-05-27T12:31:55.375307+00:00,BTC,KXBTC15M-26MAY270845-45,2026-05-27 12:45:00+00:00,75822.6487,75824.31,-0.0022,13.08,0.01,0.515,0.2282,0.2868,no,trade,0.0061,0.6942,0.6942,1.0,0.01,1.0,0.5109,0.5723,1,0.4277,0.0615,0.001782,4.0758,0.0,57.23,57.23,0.0,0.0177,0.3989,0.0732,1,,-0.136,,999.0,,0.7191,,0.0666,-0.2109,-1,-1.0,59.74,-1.0,47.33,,,-1,0.3497,0.0001882,-0.0001535,-0.0001996,-0.1151,,50.0,50.0,-0.2493,0.2183,0.0,0.4827,-0.1009,59.09,26.0,0.0,0.5568,0.03,30.07,1000.0,0.0,True,31.93,75905.45,0.1092,0.107,Bear,Sideways,Bear,Bear,Bear,Sideways,,2.024,,-0.0268338631790518,-0.1200852457672149,0.5187,2.213071,0.3132,-0.4367,-0.000798,-0.00026,0.3814,0.0,147540.1,-294100912.4024,0.9244100565231071,-426889251.2716999,,,,2026-05-27 12:31:55.387394+00:00,0.47373853219898276,True,22
2026-05-27 13:52:47.107262+00:00,2026-05-27T13:52:47.103610+00:00,BTC,KXBTC15M-26MAY271000-00,2026-05-27 14:00:00+00:00,74918.2513,74785.74,0.1772,7.22,0.02,0.88,0.174,0.706,no,trade,-0.6552,0.7277,0.2771,1.0,2.429,1.0,0.741,0.076,-1,0.183,0.076,0.002526,1.8128,1.0,9.95,8.03,0.1049,0.1357,-0.3342,-0.5312,-1,,-0.1977,,0.9361,0.4288,0.7291,,0.1615,-0.1049,-1,-2.0,43.71,,48.71,,,0,0.2193,-0.0004065,-0.0004444,-0.0001674,-0.2128,,,,-0.2493,0.2183,-1.0,-0.8182,0.9802,61.57,26.0,0.0,0.8023,0.03,30.0,1000.0,1.0,False,-30.0,75208.36,0.3872,0.5651,Sideways,Bear,Bear,Bear,Sideways,Sideways,0.5139,1.3866,,-0.0190231059228607,-0.1146697201319168,0.5015,2.232202,0.3105,-0.1286,-0.000183,0.000215,-0.1643,-1.0,151124.24,-294100912.4024,0.9244100565231071,-426889251.2716999,,,,2026-05-27 13:52:47.107262+00:00,0.5059899250772252,False,22
2026-05-27 14:02:54.369907+00:00,2026-05-27T14:02:54.367558+00:00,BTC,KXBTC15M-26MAY271015-15,2026-05-27 14:15:00+00:00,75067.2363,74922.44,0.1933,12.1,0.01,0.825,0.2632,0.5618,no,trade,-0.5231,0.606,0.394,-1.0,0.44,1.0,0.2246,0.4496,1,0.5504,0.225,0.00262,1.1129,2.0,39.19,27.83,-0.0859,0.3381,0.4702,0.0252,1,,-1.0201,,0.5715,0.442,0.7694,,0.1147,-0.9304,-1,-3.0,7.8,0.0,28.63,,,0,-0.327,-0.0021777,-0.0009913,-0.0007412,-0.5517,,,,-0.2493,0.2183,1.0,1.0,0.2926,61.57,26.0,0.0,0.681,0.03,29.93,1000.0,0.0,True,141.1,75044.1,-0.0308,0.1624,Bear,Bear,Bear,Bear,Sideways,Sideways,0.4437,1.3717,,-0.0040760531552001,-0.078979644871824,0.5612,2.331165,0.2973,-2.9226,-0.003848,-0.001495,-0.1643,-1.0,151124.24,-294100912.4024,0.9244100565231071,-426889251.2716999,,,,2026-05-27 14:02:54.369907+00:00,0.48198396642174646,True,22
