feature,split,n_rescued,wr_rescued,edge_rescued,pnl_rescued,n_weeks,worst_wk_share,edge_remainder,n_remainder,pnl_remainder
chg_5m,>=0(q0.5),55,0.45454545454545453,-0.14627272727272717,-652.2400000000001,6,39.92702072856618,-0.2592391304347825,46,-801.45
chg_5m,<0(q0.5),46,0.2391304347826087,-0.2592391304347825,-801.45,7,47.934145399655975,-0.14627272727272717,55,-652.2400000000001
chg_5m,>=0.0137(q0.6),40,0.425,-0.16099999999999998,-561.55,6,61.730382293762574,-0.22180327868852445,61,-892.1400000000001
chg_5m,<0.0137(q0.6),61,0.3114754098360656,-0.22180327868852445,-892.1400000000001,7,52.8943192637258,-0.16099999999999998,40,-561.55
chg_5m,>=0.0349(q0.7),31,0.4838709677419355,-0.13467741935483857,-359.28999999999996,6,61.76717484903463,-0.2256428571428572,70,-1094.4
chg_5m,<0.0349(q0.7),70,0.3,-0.2256428571428572,-1094.4,7,47.909477500087135,-0.13467741935483857,31,-359.28999999999996
chg_5m,>=0.0604(q0.8),21,0.5238095238095238,-0.10999999999999999,-206.61,6,45.3885129149984,-0.22075,80,-1247.08
chg_5m,<0.0604(q0.8),80,0.3125,-0.22075,-1247.08,7,46.33529194610226,-0.10999999999999999,21,-206.61
chg_5m,>=0.1486(q0.9),11,0.5454545454545454,-0.0795454545454547,-83.31,5,45.87215385381894,-0.21216666666666678,90,-1370.38
chg_5m,<0.1486(q0.9),90,0.3333333333333333,-0.21216666666666678,-1370.38,7,43.789426359638654,-0.0795454545454547,11,-83.31
choch_1h,==False,16,0.375,-0.229375,-290.52000000000004,3,65.60082688716992,-0.20695312500000007,128,-1943.3799999999999
choch_4h,==True,11,0.36363636363636365,-0.26454545454545453,-151.8,3,66.5694789081886,-0.20488721804511284,133,-2082.1
cmf_score,==0.0,19,0.3684210526315789,-0.24736842105263163,-339.71000000000004,4,56.35759502735528,-0.20367999999999997,125,-1894.1899999999998
composite_p_up,>=0.4701(q0.1),130,0.34615384615384615,-0.211923076923077,-2039.8700000000001,7,38.12595900719164,-0.18642857142857155,14,-194.03
composite_p_up,<0.4701(q0.1),14,0.42857142857142855,-0.18642857142857155,-194.03,4,84.0928083370201,-0.211923076923077,130,-2039.8700000000001
composite_p_up,>=0.4822(q0.2),115,0.3217391304347826,-0.23373913043478262,-2050.87,7,36.63420889671213,-0.1131034482758621,29,-183.02999999999997
composite_p_up,<0.4822(q0.2),29,0.4827586206896552,-0.1131034482758621,-183.02999999999997,6,60.49071506596084,-0.23373913043478262,115,-2050.87
composite_p_up,>=0.488(q0.3),101,0.2871287128712871,-0.2512376237623763,-1983.8799999999999,7,40.82706615319475,-0.11127906976744173,43,-250.02
composite_p_up,<0.488(q0.3),43,0.5116279069767442,-0.11127906976744173,-250.02,7,74.92688361728796,-0.2512376237623763,101,-1983.8799999999999
composite_p_up,>=0.516(q0.4),86,0.32558139534883723,-0.18866279069767433,-1374.4399999999998,7,46.536043770553825,-0.2402586206896552,58,-859.46
composite_p_up,<0.516(q0.4),58,0.39655172413793105,-0.2402586206896552,-859.46,7,48.66146444766705,-0.18866279069767433,86,-1374.4399999999998
composite_p_up,>=0.5472(q0.5),78,0.3333333333333333,-0.16307692307692306,-1118.8200000000002,6,52.25315752495793,-0.2642424242424243,66,-1115.08
composite_p_up,<0.5472(q0.5),66,0.3787878787878788,-0.2642424242424243,-1115.08,7,53.78219265793967,-0.16307692307692306,78,-1118.8200000000002
composite_p_up,>=0.5532(q0.6),58,0.25862068965517243,-0.19172413793103443,-1054.09,6,59.05662704323159,-0.2213953488372093,86,-1179.81
composite_p_up,<0.5532(q0.6),86,0.4186046511627907,-0.2213953488372093,-1179.81,7,41.57465880710723,-0.19172413793103443,58,-1054.09
composite_p_up,>=0.5789(q0.7),44,0.2727272727272727,-0.1961363636363636,-712.4,6,71.62266332626709,-0.21530000000000005,100,-1521.4999999999998
composite_p_up,<0.5789(q0.7),100,0.39,-0.21530000000000005,-1521.4999999999998,7,36.52622640276961,-0.1961363636363636,44,-712.4
composite_p_up,>=0.6279(q0.8),30,0.26666666666666666,-0.17666666666666664,-513.8199999999999,5,81.99590816094566,-0.21807017543859636,114,-1720.0800000000002
