ts,contract_ticker,p_market,tau_minutes,offset_pct,resolved_yes,d15,dir15
2026-07-07 19:14:44+00:00,KXBTCD-26JUL0716-T63699.99,0.225,45.1,0.003106,1.0,0.08960000000000005,1.0
2026-07-07 19:14:44+00:00,KXBTCD-26JUL0716-T63599.99,0.355,45.1,0.001531,1.0,0.08960000000000005,1.0
2026-07-07 19:14:44+00:00,KXBTCD-26JUL0716-T63499.99,0.515,45.1,-4.4e-05,1.0,0.08960000000000005,1.0
2026-07-07 19:14:44+00:00,KXBTCD-26JUL0716-T63299.99,0.785,45.1,-0.003193,1.0,0.08960000000000005,1.0
2026-07-07 19:14:44+00:00,KXBTCD-26JUL0716-T63199.99,0.875,45.1,-0.004768,1.0,0.08960000000000005,1.0
2026-07-07 19:14:44+00:00,KXBTCD-26JUL0716-T63099.99,0.925,45.1,-0.006343,1.0,0.08960000000000005,1.0
2026-07-07 19:14:44+00:00,KXBTCD-26JUL0716-T62999.99,0.955,45.1,-0.007917,1.0,0.08960000000000005,1.0
2026-07-07 19:14:44+00:00,KXBTCD-26JUL0716-T63399.99,0.665,45.1,-0.001618,1.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T63899.99,0.055,43.8,0.006875,0.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T63799.99,0.095,43.8,0.005299,0.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T63699.99,0.175,43.8,0.003724,1.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T63599.99,0.295,43.8,0.002148,1.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T63499.99,0.445,43.8,0.000572,1.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T63299.99,0.755,43.8,-0.002579,1.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T63199.99,0.845,43.8,-0.004155,1.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T63099.99,0.915,43.8,-0.005731,1.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T62999.99,0.955,43.8,-0.007306,1.0,0.08960000000000005,1.0
2026-07-07 19:15:56+00:00,KXBTCD-26JUL0716-T63399.99,0.615,43.8,-0.001003,1.0,0.08960000000000005,1.0
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T63799.99,0.085,42.6,0.005266,0.0,0.22340000000000002,1.0
