logged_at,logged_at_parsed,contract_ticker,side,would_win,would_pnl,p_up_v3_backfill,v3_agree_backfill
2026-05-26 12:17:52.991303+00:00,2026-05-26 12:17:52.991303+00:00,KXBTC15M-26MAY260830-30,no,1.0,41.18,0.5027610554693349,0
2026-05-26 12:33:01.616655+00:00,2026-05-26 12:33:01.616655+00:00,KXBTC15M-26MAY260845-45,no,0.0,-29.98,0.5027610554693349,0
2026-05-26 13:38:43.370582+00:00,2026-05-26 13:38:43.370582+00:00,KXBTC15M-26MAY260945-45,no,0.0,-30.08,0.5126909621486129,0
2026-05-26 14:04:00.751456+00:00,2026-05-26 14:04:00.751456+00:00,KXBTC15M-26MAY261015-15,no,0.0,-30.15,0.48645310381719375,1
2026-05-26 14:19:09.634220+00:00,2026-05-26 14:19:09.634220+00:00,KXBTC15M-26MAY261030-30,no,0.0,-30.07,0.48645310381719375,1
2026-05-26 14:49:28.327702+00:00,2026-05-26 14:49:28.327702+00:00,KXBTC15M-26MAY261100-00,no,0.0,-30.08,0.48645310381719375,1
2026-05-26 16:41:49.914653+00:00,2026-05-26 16:41:49.914653+00:00,KXBTC15M-26MAY261245-45,no,0.0,-30.02,0.5527928869944122,0
2026-05-26 16:46:53.086704+00:00,2026-05-26 16:46:53.086704+00:00,KXBTC15M-26MAY261300-00,no,1.0,55.9,0.5527928869944122,0
2026-05-26 17:02:03.164280+00:00,2026-05-26 17:02:03.164280+00:00,KXBTC15M-26MAY261315-15,no,1.0,54.82,0.5366057897905622,0
2026-05-26 17:52:32.981127+00:00,2026-05-26 17:52:32.981127+00:00,KXBTC15M-26MAY261400-00,no,1.0,66.93,0.5366057897905622,0
2026-05-26 18:07:41.541013+00:00,2026-05-26 18:07:41.541013+00:00,KXBTC15M-26MAY261415-15,no,0.0,-30.17,0.5606897444845815,0
2026-05-26 18:17:46.136588+00:00,2026-05-26 18:17:46.136588+00:00,KXBTC15M-26MAY261430-30,no,0.0,-29.98,0.5606897444845815,0
2026-05-26 18:48:03.420370+00:00,2026-05-26 18:48:03.420370+00:00,KXBTC15M-26MAY261500-00,no,1.0,103.06,0.5606897444845815,0
2026-05-26 19:03:11.563641+00:00,2026-05-26 19:03:11.563641+00:00,KXBTC15M-26MAY261515-15,no,0.0,-30.0,0.5679386878416477,0
2026-05-26 19:18:18.878243+00:00,2026-05-26 19:18:18.878243+00:00,KXBTC15M-26MAY261530-30,no,0.0,-30.22,0.5679386878416477,0
2026-05-26 19:33:27.674768+00:00,2026-05-26 19:33:27.674768+00:00,KXBTC15M-26MAY261545-45,no,0.0,-29.93,0.5679386878416477,0
2026-05-26 19:53:37.185272+00:00,2026-05-26 19:53:37.185272+00:00,KXBTC15M-26MAY261600-00,no,0.0,-30.02,0.5679386878416477,0
2026-05-26 20:49:06.042520+00:00,2026-05-26 20:49:06.042520+00:00,KXBTC15M-26MAY261700-00,no,0.0,-30.09,0.5386227168599961,0
2026-05-26 21:19:19.831182+00:00,2026-05-26 21:19:19.831182+00:00,KXBTC15M-26MAY261730-30,no,0.0,-30.0,0.5398062902164726,0
2026-05-26 21:49:35.385843+00:00,2026-05-26 21:49:35.385843+00:00,KXBTC15M-26MAY261800-00,no,1.0,50.0,0.5398062902164726,0
2026-05-26 22:04:43.183825+00:00,2026-05-26 22:04:43.183825+00:00,KXBTC15M-26MAY261815-15,no,1.0,95.0,0.5748685888429251,0
2026-05-26 23:18:25.963415+00:00,2026-05-26 23:18:25.963415+00:00,KXBTC15M-26MAY261930-30,no,1.0,40.46,0.5753702744277704,0
2026-05-26 23:38:38.156623+00:00,2026-05-26 23:38:38.156623+00:00,KXBTC15M-26MAY261945-45,no,0.0,-30.0,0.5753702744277704,0
2026-05-26 23:48:44.227231+00:00,2026-05-26 23:48:44.227231+00:00,KXBTC15M-26MAY262000-00,no,1.0,30.81,0.5753702744277704,0
2026-05-27 00:03:53.580774+00:00,2026-05-27 00:03:53.580774+00:00,KXBTC15M-26MAY262015-15,no,0.0,-30.09,0.5530710654672785,0
2026-05-27 00:34:12.925350+00:00,2026-05-27 00:34:12.925350+00:00,KXBTC15M-26MAY262045-45,no,0.0,-29.97,0.5530710654672785,0
2026-05-27 00:49:21.766770+00:00,2026-05-27 00:49:21.766770+00:00,KXBTC15M-26MAY262100-00,no,0.0,-30.01,0.5530710654672785,0
2026-05-27 01:50:00.165600+00:00,2026-05-27 01:50:00.165600+00:00,KXBTC15M-26MAY262200-00,no,1.0,163.93,0.45872616925566206,1
2026-05-27 02:35:32.026960+00:00,2026-05-27 02:35:32.026960+00:00,KXBTC15M-26MAY262245-45,no,1.0,132.03,0.5473287679433063,0
2026-05-27 02:50:40.938757+00:00,2026-05-27 02:50:40.938757+00:00,KXBTC15M-26MAY262300-00,no,0.0,-29.98,0.5473287679433063,0
2026-05-27 03:31:08.130272+00:00,2026-05-27 03:31:08.130272+00:00,KXBTC15M-26MAY262345-45,no,1.0,50.0,0.47923720298798594,1
2026-05-27 04:11:33.481554+00:00,2026-05-27 04:11:33.481554+00:00,KXBTC15M-26MAY270015-15,no,1.0,210.0,0.5784681523209614,0
2026-05-27 05:02:13.896350+00:00,2026-05-27 05:02:13.896350+00:00,KXBTC15M-26MAY270115-15,no,0.0,-30.03,0.47874599763495257,1
2026-05-27 05:22:26.687310+00:00,2026-05-27 05:22:26.687310+00:00,KXBTC15M-26MAY270130-30,no,0.0,-29.97,0.47874599763495257,1
2026-05-27 05:37:36.043380+00:00,2026-05-27 05:37:36.043380+00:00,KXBTC15M-26MAY270145-45,no,1.0,97.92,0.47874599763495257,1
2026-05-27 05:47:43.157786+00:00,2026-05-27 05:47:43.157786+00:00,KXBTC15M-26MAY270200-00,no,0.0,-30.09,0.47874599763495257,1
2026-05-27 06:07:55.070169+00:00,2026-05-27 06:07:55.070169+00:00,KXBTC15M-26MAY270215-15,no,0.0,-29.93,0.47547060000622865,1
2026-05-27 06:33:12.372344+00:00,2026-05-27 06:33:12.372344+00:00,KXBTC15M-26MAY270245-45,no,0.0,-30.18,0.47547060000622865,1
2026-05-27 06:48:21.583476+00:00,2026-05-27 06:48:21.583476+00:00,KXBTC15M-26MAY270300-00,no,0.0,-30.08,0.47547060000622865,1
2026-05-27 07:08:33.327260+00:00,2026-05-27 07:08:33.327260+00:00,KXBTC15M-26MAY270315-15,no,1.0,26.04,0.4668844376786407,1
2026-05-27 07:33:50.547202+00:00,2026-05-27 07:33:50.547202+00:00,KXBTC15M-26MAY270345-45,no,0.0,-29.97,0.4668844376786407,1
2026-05-27 08:19:18.791531+00:00,2026-05-27 08:19:18.791531+00:00,KXBTC15M-26MAY270430-30,no,0.0,-29.9,0.4457005073964688,1
2026-05-27 08:49:36.561220+00:00,2026-05-27 08:49:36.561220+00:00,KXBTC15M-26MAY270500-00,no,1.0,38.99,0.4457005073964688,1
2026-05-27 09:50:14.016052+00:00,2026-05-27 09:50:14.016052+00:00,KXBTC15M-26MAY270600-00,no,1.0,24.03,0.5507864152513819,0
2026-05-27 10:05:23.385404+00:00,2026-05-27 10:05:23.385404+00:00,KXBTC15M-26MAY270615-15,no,0.0,-29.84,0.4755978920117913,1
2026-05-27 10:50:51.415713+00:00,2026-05-27 10:50:51.415713+00:00,KXBTC15M-26MAY270700-00,no,0.0,-30.03,0.4755978920117913,1
2026-05-27 11:06:00.633526+00:00,2026-05-27 11:06:00.633526+00:00,KXBTC15M-26MAY270715-15,yes,1.0,6.84,0.47881350738726064,0
2026-05-27 11:21:10.786511+00:00,2026-05-27 11:21:10.786511+00:00,KXBTC15M-26MAY270730-30,yes,0.0,-29.7,0.47881350738726064,0
2026-05-27 12:31:55.387394+00:00,2026-05-27 12:31:55.387394+00:00,KXBTC15M-26MAY270845-45,no,1.0,31.93,0.5171364595631135,0
2026-05-27 13:52:47.107262+00:00,2026-05-27 13:52:47.107262+00:00,KXBTC15M-26MAY271000-00,no,0.0,-30.0,0.5535576965200102,0
2026-05-27 14:02:54.369907+00:00,2026-05-27 14:02:54.369907+00:00,KXBTC15M-26MAY271015-15,no,1.0,141.1,0.5502039885324047,0
2026-05-27 14:18:04.213367+00:00,2026-05-27 14:18:04.213367+00:00,KXBTC15M-26MAY271030-30,no,1.0,40.83,0.5502039885324047,0
2026-05-27 14:33:14.778909+00:00,2026-05-27 14:33:14.778909+00:00,KXBTC15M-26MAY271045-45,no,0.0,-30.09,0.5502039885324047,0
2026-05-27 14:48:22.790187+00:00,2026-05-27 14:48:22.790187+00:00,KXBTC15M-26MAY271100-00,no,1.0,27.82,0.5502039885324047,0
2026-05-27 15:18:41.150359+00:00,2026-05-27 15:18:41.150359+00:00,KXBTC15M-26MAY271130-30,no,0.0,-30.09,0.5238295494948041,0
2026-05-27 15:33:52.357766+00:00,2026-05-27 15:33:52.357766+00:00,KXBTC15M-26MAY271145-45,no,1.0,92.11,0.5238295494948041,0
2026-05-27 17:53:36.019224+00:00,2026-05-27 17:53:36.019224+00:00,KXBTC15M-26MAY271400-00,no,1.0,54.82,0.49388687953713994,1
2026-05-27 18:03:41.970794+00:00,2026-05-27 18:03:41.970794+00:00,KXBTC15M-26MAY271415-15,no,1.0,56.98,0.5548242089167982,0
2026-05-27 18:18:49.158316+00:00,2026-05-27 18:18:49.158316+00:00,KXBTC15M-26MAY271430-30,no,0.0,-30.0,0.5548242089167982,0
2026-05-27 18:38:58.183573+00:00,2026-05-27 18:38:58.183573+00:00,KXBTC15M-26MAY271445-45,no,0.0,-29.9,0.5548242089167982,0
2026-05-27 19:04:12.586434+00:00,2026-05-27 19:04:12.586434+00:00,KXBTC15M-26MAY271515-15,no,0.0,-29.88,0.5239106904084705,0
2026-05-27 19:49:36.871685+00:00,2026-05-27 19:49:36.871685+00:00,KXBTC15M-26MAY271600-00,no,0.0,-29.8,0.5239106904084705,0
2026-05-27 20:50:08.409175+00:00,2026-05-27 20:50:08.409175+00:00,KXBTC15M-26MAY271700-00,no,0.0,-29.89,0.46750036018037494,1
2026-05-27 22:10:50.490077+00:00,2026-05-27 22:10:50.490077+00:00,KXBTC15M-26MAY271815-15,no,1.0,42.12,0.5703374890873798,0
2026-05-27 22:20:56.082210+00:00,2026-05-27 22:20:56.082210+00:00,KXBTC15M-26MAY271830-30,no,0.0,-30.07,0.5703374890873798,0
2026-05-27 22:41:04.854883+00:00,2026-05-27 22:41:04.854883+00:00,KXBTC15M-26MAY271845-45,no,0.0,-29.89,0.5703374890873798,0
2026-05-27 22:46:08.300570+00:00,2026-05-27 22:46:08.300570+00:00,KXBTC15M-26MAY271900-00,no,1.0,40.83,0.5703374890873798,0
2026-05-27 23:11:21.260509+00:00,2026-05-27 23:11:21.260509+00:00,KXBTC15M-26MAY271915-15,no,0.0,-30.09,0.569985984591528,0
2026-05-27 23:16:25.204681+00:00,2026-05-27 23:16:25.204681+00:00,KXBTC15M-26MAY271930-30,no,1.0,48.98,0.569985984591528,0
2026-05-28 00:18:51.295560+00:00,2026-05-28 00:18:51.295560+00:00,KXBTC15M-26MAY272030-30,no,0.0,-29.92,0.5162519924579692,0
2026-05-28 00:34:01.916686+00:00,2026-05-28 00:34:01.916686+00:00,KXBTC15M-26MAY272045-45,no,0.0,-29.93,0.5162519924579692,0
2026-05-28 01:24:31.562165+00:00,2026-05-28 01:24:31.562165+00:00,KXBTC15M-26MAY272130-30,no,1.0,42.12,0.5080911371422256,0
2026-05-28 01:33:54.688043+00:00,2026-05-28 01:33:54.688043+00:00,KXBTC15M-26MAY272145-45,no,1.0,68.11,0.5080911371422256,0
2026-05-28 01:49:03.001646+00:00,2026-05-28 01:49:03.001646+00:00,KXBTC15M-26MAY272200-00,no,0.0,-29.92,0.5080911371422256,0
2026-05-28 02:34:33.489431+00:00,2026-05-28 02:34:33.489431+00:00,KXBTC15M-26MAY272245-45,no,0.0,-30.0,0.5185607072012931,0
2026-05-28 02:49:41.871612+00:00,2026-05-28 02:49:41.871612+00:00,KXBTC15M-26MAY272300-00,no,0.0,-29.97,0.5185607072012931,0
2026-05-28 04:35:56.152395+00:00,2026-05-28 04:35:56.152395+00:00,KXBTC15M-26MAY280045-45,no,0.0,-29.97,0.5725591960513878,0
2026-05-28 05:16:22.331908+00:00,2026-05-28 05:16:22.331908+00:00,KXBTC15M-26MAY280130-30,no,1.0,28.08,0.5308078247419393,0
2026-05-28 05:31:30.602908+00:00,2026-05-28 05:31:30.602908+00:00,KXBTC15M-26MAY280145-45,no,0.0,-30.0,0.5308078247419393,0
2026-05-28 05:56:46.571100+00:00,2026-05-28 05:56:46.571100+00:00,KXBTC15M-26MAY280200-00,no,1.0,132.03,0.5308078247419393,0
2026-05-28 09:01:36.376409+00:00,2026-05-28 09:01:36.376409+00:00,KXBTC15M-26MAY280515-15,no,1.0,37.18,0.50924044391118,0
2026-05-28 09:01:54.606599+00:00,2026-05-28 09:01:54.606599+00:00,KXBTC15M-26MAY280515-15,no,1.0,40.83,0.50924044391118,0
2026-05-28 09:16:45.246496+00:00,2026-05-28 09:16:45.246496+00:00,KXBTC15M-26MAY280530-30,no,0.0,-30.2,0.50924044391118,0
2026-05-28 09:17:03.606919+00:00,2026-05-28 09:17:03.606919+00:00,KXBTC15M-26MAY280530-30,no,0.0,-29.8,0.50924044391118,0
2026-05-28 10:02:20.219619+00:00,2026-05-28 10:02:20.219619+00:00,KXBTC15M-26MAY280615-15,no,0.0,-29.84,0.4611948708686197,1
2026-05-28 10:02:25.879520+00:00,2026-05-28 10:02:25.879520+00:00,KXBTC15M-26MAY280615-15,no,0.0,-30.32,0.4611948708686197,1
2026-05-28 10:17:30.945633+00:00,2026-05-28 10:17:30.945633+00:00,KXBTC15M-26MAY280630-30,no,1.0,29.21,0.4611948708686197,1
2026-05-28 10:17:35.198019+00:00,2026-05-28 10:17:35.198019+00:00,KXBTC15M-26MAY280630-30,no,1.0,29.21,0.4611948708686197,1
2026-05-28 10:32:41.306814+00:00,2026-05-28 10:32:41.306814+00:00,KXBTC15M-26MAY280645-45,no,0.0,-30.2,0.4611948708686197,1
2026-05-28 10:32:41.899725+00:00,2026-05-28 10:32:41.899725+00:00,KXBTC15M-26MAY280645-45,no,0.0,-30.2,0.4611948708686197,1
2026-05-28 11:33:24.428618+00:00,2026-05-28 11:33:24.428618+00:00,KXBTC15M-26MAY280745-45,no,0.0,-29.9,0.5117109692991989,0
2026-05-28 11:48:32.649595+00:00,2026-05-28 11:48:32.649595+00:00,KXBTC15M-26MAY280800-00,no,0.0,-30.07,0.5117109692991989,0
2026-05-28 11:48:33.021430+00:00,2026-05-28 11:48:33.021430+00:00,KXBTC15M-26MAY280800-00,no,0.0,-30.07,0.5117109692991989,0
2026-05-28 12:03:42.243320+00:00,2026-05-28 12:03:42.243320+00:00,KXBTC15M-26MAY280815-15,no,1.0,7.79,0.5093146498212424,0
2026-05-28 12:03:44.556866+00:00,2026-05-28 12:03:44.556866+00:00,KXBTC15M-26MAY280815-15,no,1.0,7.79,0.5093146498212424,0
2026-05-28 12:18:54.510845+00:00,2026-05-28 12:18:54.510845+00:00,KXBTC15M-26MAY280830-30,no,1.0,10.2,0.5093146498212424,0
2026-05-28 12:18:54.636849+00:00,2026-05-28 12:18:54.636849+00:00,KXBTC15M-26MAY280830-30,no,1.0,10.2,0.5093146498212424,0
2026-05-28 12:34:03.781447+00:00,2026-05-28 12:34:03.781447+00:00,KXBTC15M-26MAY280845-45,no,0.0,-30.02,0.5093146498212424,0
2026-05-28 12:34:04.370725+00:00,2026-05-28 12:34:04.370725+00:00,KXBTC15M-26MAY280845-45,no,0.0,-30.02,0.5093146498212424,0
2026-05-28 12:49:13.242428+00:00,2026-05-28 12:49:13.242428+00:00,KXBTC15M-26MAY280900-00,no,0.0,-29.9,0.5093146498212424,0
2026-05-28 12:49:14.290616+00:00,2026-05-28 12:49:14.290616+00:00,KXBTC15M-26MAY280900-00,no,0.0,-29.9,0.5093146498212424,0
2026-05-28 13:49:55.771346+00:00,2026-05-28 13:49:55.771346+00:00,KXBTC15M-26MAY281000-00,no,0.0,-30.03,0.5073867876117503,0
2026-05-28 13:49:56.374230+00:00,2026-05-28 13:49:56.374230+00:00,KXBTC15M-26MAY281000-00,no,0.0,-30.03,0.5073867876117503,0
2026-05-28 14:20:18.745695+00:00,2026-05-28 14:20:18.745695+00:00,KXBTC15M-26MAY281030-30,no,1.0,151.97,0.5205388590236438,0
2026-05-28 14:20:19.957186+00:00,2026-05-28 14:20:19.957186+00:00,KXBTC15M-26MAY281030-30,no,1.0,151.97,0.5205388590236438,0
2026-05-28 15:05:51.775729+00:00,2026-05-28 15:05:51.775729+00:00,KXBTC15M-26MAY281115-15,no,1.0,109.9,0.5149613040700273,0
2026-05-28 15:05:52.339429+00:00,2026-05-28 15:05:52.339429+00:00,KXBTC15M-26MAY281115-15,no,1.0,116.07,0.5149613040700273,0
2026-05-28 15:46:22.548279+00:00,2026-05-28 15:46:22.548279+00:00,KXBTC15M-26MAY281200-00,no,1.0,65.06,0.5149613040700273,0
2026-05-28 15:46:23.318654+00:00,2026-05-28 15:46:23.318654+00:00,KXBTC15M-26MAY281200-00,no,1.0,65.06,0.5149613040700273,0
2026-05-28 17:12:28.289616+00:00,2026-05-28 17:12:28.289616+00:00,KXBTC15M-26MAY281315-15,no,0.0,-30.02,0.48018522596852603,1
2026-05-28 17:12:30.538690+00:00,2026-05-28 17:12:30.538690+00:00,KXBTC15M-26MAY281315-15,no,0.0,-29.97,0.48018522596852603,1
2026-05-28 17:33:34.915073+00:00,2026-05-28 17:33:34.915073+00:00,KXBTC15M-26MAY281345-45,no,0.0,-30.08,0.48018522596852603,1
2026-05-28 17:53:48.351935+00:00,2026-05-28 17:53:48.351935+00:00,KXBTC15M-26MAY281400-00,no,0.0,-29.92,0.48018522596852603,1
2026-05-28 18:03:55.775351+00:00,2026-05-28 18:03:55.775351+00:00,KXBTC15M-26MAY281415-15,no,0.0,-29.89,0.5111376630747888,0
2026-05-28 18:19:02.674682+00:00,2026-05-28 18:19:02.674682+00:00,KXBTC15M-26MAY281430-30,no,1.0,40.83,0.5111376630747888,0
2026-05-28 18:34:11.423180+00:00,2026-05-28 18:34:11.423180+00:00,KXBTC15M-26MAY281445-45,no,0.0,-29.98,0.5111376630747888,0
2026-05-28 18:49:21.837894+00:00,2026-05-28 18:49:21.837894+00:00,KXBTC15M-26MAY281500-00,no,0.0,-30.02,0.5111376630747888,0
2026-05-28 19:19:36.955594+00:00,2026-05-28 19:19:36.955594+00:00,KXBTC15M-26MAY281530-30,no,0.0,-30.18,0.44677399240834115,1
2026-05-28 20:40:19.740718+00:00,2026-05-28 20:40:19.740718+00:00,KXBTC15M-26MAY281645-45,no,0.0,-29.92,0.5349049568585071,0
2026-05-28 21:20:41.741577+00:00,2026-05-28 21:20:41.741577+00:00,KXBTC15M-26MAY281730-30,no,0.0,-30.0,0.5214226201704688,0
2026-05-28 21:35:51.784054+00:00,2026-05-28 21:35:51.784054+00:00,KXBTC15M-26MAY281745-45,no,0.0,-30.15,0.5214226201704688,0
2026-05-28 22:01:06.100614+00:00,2026-05-28 22:01:06.100614+00:00,KXBTC15M-26MAY281815-15,no,1.0,141.1,0.5349489185580537,0
2026-05-28 22:16:12.424446+00:00,2026-05-28 22:16:12.424446+00:00,KXBTC15M-26MAY281830-30,no,1.0,31.11,0.5349489185580537,0
2026-05-29 02:10:08.279190+00:00,2026-05-29 02:10:08.279190+00:00,KXBTC15M-26MAY282215-15,no,0.0,-30.03,0.4953085643523343,1
2026-05-29 02:35:26.072022+00:00,2026-05-29 02:35:26.072022+00:00,KXBTC15M-26MAY282245-45,no,1.0,109.9,0.4953085643523343,1
2026-05-29 02:50:37.336366+00:00,2026-05-29 02:50:37.336366+00:00,KXBTC15M-26MAY282300-00,no,1.0,52.07,0.4953085643523343,1
2026-05-29 04:01:23.557902+00:00,2026-05-29 04:01:23.557902+00:00,KXBTC15M-26MAY290015-15,no,1.0,81.03,0.5103200420888313,0
2026-05-29 04:16:33.475076+00:00,2026-05-29 04:16:33.475076+00:00,KXBTC15M-26MAY290030-30,no,0.0,-30.17,0.5103200420888313,0
2026-05-29 04:33:44.187254+00:00,2026-05-29 04:33:44.187254+00:00,KXBTC15M-26MAY290045-45,no,0.0,-29.88,0.5103200420888313,0
2026-05-29 04:48:54.637929+00:00,2026-05-29 04:48:54.637929+00:00,KXBTC15M-26MAY290100-00,no,0.0,-29.93,0.5103200420888313,0
2026-05-29 05:04:05.033578+00:00,2026-05-29 05:04:05.033578+00:00,KXBTC15M-26MAY290115-15,no,0.0,-30.03,0.4590596540091648,1
2026-05-29 06:16:32.441292+00:00,2026-05-29 06:16:32.441292+00:00,KXBTC15M-26MAY290230-30,no,0.0,-29.92,0.4491592395340279,1
2026-05-29 06:16:33.280820+00:00,2026-05-29 06:16:33.280820+00:00,KXBTC15M-26MAY290230-30,no,0.0,-29.89,0.4491592395340279,1
2026-05-29 06:46:53.183635+00:00,2026-05-29 06:46:53.183635+00:00,KXBTC15M-26MAY290300-00,no,0.0,-30.02,0.4491592395340279,1
2026-05-29 06:46:53.649788+00:00,2026-05-29 06:46:53.649788+00:00,KXBTC15M-26MAY290300-00,no,0.0,-30.02,0.4491592395340279,1
2026-05-29 07:12:09.492045+00:00,2026-05-29 07:12:09.492045+00:00,KXBTC15M-26MAY290315-15,no,0.0,-29.97,0.4362482181479506,1
2026-05-29 07:12:10.685316+00:00,2026-05-29 07:12:10.685316+00:00,KXBTC15M-26MAY290315-15,no,0.0,-30.02,0.4362482181479506,1
2026-05-29 07:52:46.640384+00:00,2026-05-29 07:52:46.640384+00:00,KXBTC15M-26MAY290400-00,no,0.0,-30.02,0.4362482181479506,1
2026-05-29 08:18:06.806123+00:00,2026-05-29 08:18:06.806123+00:00,KXBTC15M-26MAY290430-30,no,0.0,-29.92,0.48638542259260653,1
2026-05-29 08:38:19.903068+00:00,2026-05-29 08:38:19.903068+00:00,KXBTC15M-26MAY290445-45,no,1.0,33.07,0.48638542259260653,1
2026-05-29 10:54:52.216333+00:00,2026-05-29 10:54:52.216333+00:00,KXBTC15M-26MAY290700-00,no,0.0,-30.03,0.5521879239338578,0
2026-05-29 11:20:14.475637+00:00,2026-05-29 11:20:14.475637+00:00,KXBTC15M-26MAY290730-30,no,1.0,52.07,0.5211448153346254,0
2026-05-29 11:35:24.172255+00:00,2026-05-29 11:35:24.172255+00:00,KXBTC15M-26MAY290745-45,no,1.0,35.97,0.5211448153346254,0
2026-05-29 12:20:54.798782+00:00,2026-05-29 12:20:54.798782+00:00,KXBTC15M-26MAY290830-30,no,1.0,54.82,0.5207091127441248,0
2026-05-29 12:31:01.595031+00:00,2026-05-29 12:31:01.595031+00:00,KXBTC15M-26MAY290845-45,no,1.0,34.77,0.5207091127441248,0
2026-05-29 12:51:14.720579+00:00,2026-05-29 12:51:14.720579+00:00,KXBTC15M-26MAY290900-00,no,0.0,-29.9,0.5207091127441248,0
2026-05-29 13:36:47.204787+00:00,2026-05-29 13:36:47.204787+00:00,KXBTC15M-26MAY290945-45,no,0.0,-29.95,0.5361574531262996,0
2026-05-29 14:32:31.262711+00:00,2026-05-29 14:32:31.262711+00:00,KXBTC15M-26MAY291045-45,no,1.0,42.12,0.5370274370314848,0
2026-05-29 14:47:43.106486+00:00,2026-05-29 14:47:43.106486+00:00,KXBTC15M-26MAY291100-00,no,0.0,-30.03,0.5370274370314848,0
2026-05-29 15:49:41.052512+00:00,2026-05-29 15:49:41.052512+00:00,KXBTC15M-26MAY291200-00,no,0.0,-30.15,0.5206500711835824,0
2026-05-29 16:04:48.955462+00:00,2026-05-29 16:04:48.955462+00:00,KXBTC15M-26MAY291215-15,no,0.0,-30.09,0.4780394455327865,1
2026-05-29 17:10:32.293636+00:00,2026-05-29 17:10:32.293636+00:00,KXBTC15M-26MAY291315-15,no,0.0,-30.03,0.4760559712810027,1
2026-05-29 17:40:50.876747+00:00,2026-05-29 17:40:50.876747+00:00,KXBTC15M-26MAY291345-45,no,0.0,-30.09,0.4760559712810027,1
2026-05-29 18:10:37.372925+00:00,2026-05-29 18:10:37.372925+00:00,KXBTC15M-26MAY291415-15,no,0.0,-45.73,0.5501130557235419,0
2026-05-29 18:35:51.435357+00:00,2026-05-29 18:35:51.435357+00:00,KXBTC15M-26MAY291445-45,no,0.0,-40.26,0.5501130557235419,0
2026-05-30 04:49:38.792362+00:00,2026-05-30 04:49:38.792362+00:00,KXBTC15M-26MAY300100-00,no,0.0,-60.0,0.5395730789119145,0
2026-05-30 05:05:02.246062+00:00,2026-05-30 05:05:02.246062+00:00,KXBTC15M-26MAY300115-15,no,0.0,-30.22,0.5029975377150776,0
2026-05-30 05:20:23.248051+00:00,2026-05-30 05:20:23.248051+00:00,KXBTC15M-26MAY300130-30,no,0.0,-55.5,0.5029975377150776,0
2026-05-30 05:35:43.060781+00:00,2026-05-30 05:35:43.060781+00:00,KXBTC15M-26MAY300145-45,no,0.0,-13.09,0.5029975377150776,0
2026-05-30 07:17:52.433866+00:00,2026-05-30 07:17:52.433866+00:00,KXBTC15M-26MAY300330-30,no,0.0,-16.17,0.5646009844509691,0
2026-05-30 09:04:36.652540+00:00,2026-05-30 09:04:36.652540+00:00,KXBTC15M-26MAY300515-15,no,0.0,-6.86,0.4972598228418897,1
2026-05-30 09:19:47.523877+00:00,2026-05-30 09:19:47.523877+00:00,KXBTC15M-26MAY300530-30,no,0.0,-17.01,0.4972598228418897,1
2026-05-30 09:50:12.308996+00:00,2026-05-30 09:50:12.308996+00:00,KXBTC15M-26MAY300600-00,no,0.0,-12.33,0.4972598228418897,1
2026-05-30 12:17:26.104032+00:00,2026-05-30 12:17:26.104032+00:00,KXBTC15M-26MAY300830-30,no,0.0,-35.64,0.5013786763989199,0
2026-05-30 12:32:39.279076+00:00,2026-05-30 12:32:39.279076+00:00,KXBTC15M-26MAY300845-45,no,0.0,-56.94,0.5013786763989199,0
2026-05-30 13:03:06.169940+00:00,2026-05-30 13:03:06.169940+00:00,KXBTC15M-26MAY300915-15,no,0.0,-60.06,0.4670830795411018,1
2026-05-30 13:48:44.915205+00:00,2026-05-30 13:48:44.915205+00:00,KXBTC15M-26MAY301000-00,no,0.0,-58.11,0.4670830795411018,1
2026-05-30 14:03:58.476892+00:00,2026-05-30 14:03:58.476892+00:00,KXBTC15M-26MAY301015-15,no,0.0,-60.03,0.40933533101044267,1
2026-05-30 14:19:08.216992+00:00,2026-05-30 14:19:08.216992+00:00,KXBTC15M-26MAY301030-30,no,0.0,-36.85,0.40933533101044267,1
2026-05-30 14:34:19.227792+00:00,2026-05-30 14:34:19.227792+00:00,KXBTC15M-26MAY301045-45,no,1.0,15.21,0.40933533101044267,1
2026-05-30 15:50:21.448751+00:00,2026-05-30 15:50:21.448751+00:00,KXBTC15M-26MAY301200-00,no,0.0,-45.43,0.4869315189761071,1
2026-05-30 16:10:42.578454+00:00,2026-05-30 16:10:42.578454+00:00,KXBTC15M-26MAY301215-15,no,0.0,-38.06,0.4635772876469664,1
2026-05-30 16:31:09.829593+00:00,2026-05-30 16:31:09.829593+00:00,KXBTC15M-26MAY301245-45,no,0.0,-23.87,0.4635772876469664,1
2026-05-30 17:16:43.016575+00:00,2026-05-30 17:16:43.016575+00:00,KXBTC15M-26MAY301330-30,no,0.0,-31.21,0.4600398154578453,1
2026-06-01 04:02:44.606033+00:00,2026-06-01 04:02:44.606033+00:00,KXBTC15M-26JUN010015-15,no,1.0,101.47,0.518024148377741,0
2026-06-01 04:33:04.485825+00:00,2026-06-01 04:33:04.485825+00:00,KXBTC15M-26JUN010045-45,no,0.0,-37.34,0.518024148377741,0
2026-06-01 04:53:16.710473+00:00,2026-06-01 04:53:16.710473+00:00,KXBTC15M-26JUN010100-00,no,0.0,-39.06,0.518024148377741,0
