logged_at_parsed,contract_ticker,logged_at,decision_time,close_ts,spot,strike,offset_pct,p_market,p_market_source,p_yes_model,z_score,vol_60m,vol_60m_model,vol_implied_kalshi,vol_ratio,spread,vol_eff,structure_bias,confirmation_bias,confirmation_score,no_score,obi_score,obi_raw,obi_exchanges,vpin_score,vpin_raw,funding_bias,avg_funding_rate,vol_score,vwap_score,vwap_signal,vwap_total,vwap_stretch_score,vwap_distance_pct,bearish_rejection,bullish_rejection,ema_stretch_score,stoch_bias,stoch_k,stoch_d,stoch_crossover_active,ema_stack_bias,ema_alignment,z_shift,direction_strength,raw_edge,net_edge,decision,side,neutral_gate,pure_edge_gate,contracts_scanned,tau_minutes,gate_blocked,kelly_fraction,bet_fraction,bet_amount,bankroll,resolved_yes,would_win,would_pnl,composite_trend,composite_rev,composite_p_up,chg_30m,chg_10m,chg_5m,sharp_move_active,stoch_flipped,cmf_raw,cmf_score,stoch_k_4h,p_up_v2,bp_5m,bp_1h,chg_1h,chg_2h,chg_3h,body_15m,dir_15m,p_gbdt,smc_4h,smc_1h,choch_1h,choch_4h,supply_pct,demand_pct,in_supply_zone,in_demand_zone,squeeze_1h,kc_pct_1h,kc_bo_1h,adx_1h,rvol_1h,pm_drift_5m,hour_utc,liq_score,liq_bias,ls_long_pct,oi_chg_pct,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,cg_spot_cb_ratio_4h,cg_liq_ratio_4h,cg_liq_total_4h,hl_ls_ratio,hl_squeeze_idx,hl_liq_ratio_4h,all_liq_ratio_1h,all_liq_ratio_4h,max_pain_nearest,max_pain_dist_pct,opt_pc_ratio,arima_forecast_1h,markov_regime_daily,markov_regime_7state,ob_imbalance,ob_path_ask_usd,ob_path_bid_usd,ob_ask_frac,ob_bid_wall_pct,ob_ask_wall_pct,hmm_vol_state,hmm_r1_prob,hmm_vol_k10,hmm_time_in_state,ou_z_score,ou_halflife_min,ou_tau_drift,hs_pattern_type,hs_bars_since_break,hs_r2,hs_neck_slope,hs_head_height,hs_head_width,flag_signal,flag_bull_bars_ago,flag_bear_bars_ago,flag_bull_tip_y,flag_bear_tip_y,flag_bull_pole_pct,flag_bear_pole_pct,pip_last_slope,pip_up_frac,pip_n_turns,v_hawk,hawk_vol_regime,pc1_rsi,ou_theta,hurst_exponent,autocorr1_15,autocorr1_30,kalman_velocity,kalman_residual,hmm_ms_state,hmm_ms_prob,hmm_of_state,hmm_of_prob,hmm_vd_state,hmm_vd_prob,hmm_pnl_state,hmm_ps_state,hmm_gd_state,hmm_zdrift_state,spot_at_expiry,price_move_pct,miss_pct,loss_margin_pct,loss_category,p_up_v3,pup_v3_hmm_state,eth_p_up_v1,agree,p_sol,be,would_win_bf,would_pnl_bf,yw,macro_bull,macro_sideways,macro_bear,garch_ratio,macd_hist_1h_recon,donch_1h_recon,kc_pct_1h_recon,kc_bo_1h_recon,kalman_velocity_recon,kalman_residual_recon,arima_forecast_recon,bp_1h_recon,stoch_k_4h_recon,hmm_ms_state_recon,hmm_vd_state_recon,hmm_of_state_recon
2026-04-02 18:31:50+00:00,KXSOLD-26APR0215-T77.9999,2026-04-02 18:31:50,2026-04-02 18:31,2026-04-02T19:00:00Z,78.63,78.0,-0.8045,0.565,real,0.637282,-0.3512,0.00102315,0.00102315,0.00930234,0.11,,0.00433483,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,30.37,,,,bearish,,,0.072282,0.040078,trade,yes,False,False,36.0,28.15,,0.166166,0.041542,41.54,1000.0,True,True,31.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4903530275479082,0.565,True,31.98,2026-W14,3.016544910672319e-74,1.0,1.4202791369319908e-39,1.1815295835348283,0.13976225349374183,0.4651639344262291,0.5319154248097969,0,0.00012004931783879489,0.005806803310766116,-0.000652527664821167,1.0,13.56275303643725,6,2,
2026-04-02 19:06:57+00:00,KXSOLD-26APR0216-T77.9999,2026-04-02 19:06:57,2026-04-02 19:06,2026-04-02T20:00:00Z,79.11,78.0,-1.4064,0.695,real,0.826221,-0.9393,0.00090888,0.00090888,0.00381307,0.2384,,0.00207055,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,44.0,,,,bearish,,,0.131221,0.101383,trade,yes,False,False,78.0,53.03,,0.430232,0.05,50.0,1000.0,True,True,21.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4918291130089187,0.695,True,21.94,2026-W14,5.856779874414339e-78,1.0,5.2934209731612e-42,1.1321932818558404,0.15483004687692747,0.4467213114754087,0.49830083136165887,0,-0.00037546830969954336,-0.0007670287138725966,-0.00023871733632746962,0.5370370370370302,13.56275303643725,1,2,
2026-04-02 19:11:06+00:00,KXSOLD-26APR0217-T77.9999,2026-04-02 19:11:06,2026-04-02 19:06,2026-04-02T21:00:00Z,79.17,78.0,-1.4748,0.895,real,0.93734,-1.5328,0.00079099,0.00079099,0.00113588,0.6964,,0.00092894,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,44.0,,,,bearish,,,0.04234,0.020761,trade,yes,False,False,78.0,108.89,,0.403234,0.05,50.0,1000.0,True,True,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4918291130089187,0.895,True,5.87,2026-W14,5.856779874414339e-78,1.0,5.2934209731612e-42,1.1321932818558404,0.15483004687692747,0.4467213114754087,0.49830083136165887,0,-0.00037546830969954336,-0.0007670287138725966,-0.00023871733632746962,0.5370370370370302,13.56275303643725,1,2,
2026-04-02 19:15:13+00:00,KXSOLD-26APR0216-T78.9999,2026-04-02 19:15:13,2026-04-02 19:06,2026-04-02T20:00:00Z,79.14,79.0,-0.1802,0.495,real,0.629109,-0.3295,0.00081811,0.00081811,,,,0.00081811,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,49.6,,,,bearish,,,0.134109,0.101611,trade,yes,False,False,78.0,44.76,,0.265562,0.05,50.0,1000.0,False,False,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4918291130089187,0.495,False,-50.0,2026-W14,5.856779874414339e-78,1.0,5.2934209731612e-42,1.1321932818558404,0.15483004687692747,0.4467213114754087,0.49830083136165887,0,-0.00037546830969954336,-0.0007670287138725966,-0.00023871733632746962,0.5370370370370302,13.56275303643725,1,2,
2026-04-02 19:30:48+00:00,KXSOLD-26APR0216-T75.9999,2026-04-02 19:30:48,2026-04-02 19:28,2026-04-02T20:00:00Z,78.98,76.0,-3.7763,0.545,real,0.609215,-0.2773,0.00080667,0.00080667,0.06304663,0.0128,,0.02570265,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,40.0,,,,bearish,,,0.064215,0.031857,trade,yes,False,False,77.0,29.18,,0.141133,0.035283,35.28,1000.0,True,True,29.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4918291130089187,0.545,True,29.45,2026-W14,5.856779874414339e-78,1.0,5.2934209731612e-42,1.1321932818558404,0.15483004687692747,0.4467213114754087,0.49830083136165887,0,-0.00037546830969954336,-0.0007670287138725966,-0.00023871733632746962,0.5370370370370302,13.56275303643725,1,2,
2026-04-02 19:39:11+00:00,KXSOLD-26APR0216-T77.9999,2026-04-02 19:39:11,2026-04-02 19:39,2026-04-02T20:00:00Z,78.78,78.0,-0.9934,0.595,real,0.701198,-0.5278,0.00084194,0.00084194,0.00910482,0.0925,,0.00414709,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,12.0,,,,bearish,,,0.106198,0.074329,trade,yes,False,False,77.0,20.8,,0.262216,0.05,50.0,1000.0,True,True,34.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4918291130089187,0.595,True,34.03,2026-W14,5.856779874414339e-78,1.0,5.2934209731612e-42,1.1321932818558404,0.15483004687692747,0.4467213114754087,0.49830083136165887,0,-0.00037546830969954336,-0.0007670287138725966,-0.00023871733632746962,0.5370370370370302,13.56275303643725,1,2,
2026-04-02 19:41:16+00:00,KXSOLD-26APR0216-T76.9999,2026-04-02 19:41:16,2026-04-02 19:39,2026-04-02T20:00:00Z,78.96,77.0,-2.4855,0.54,real,0.596935,-0.2454,0.00089156,0.00089156,0.05796149,0.0154,,0.02371951,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,26.4,,,,bearish,,,0.056935,0.024547,trade,yes,False,False,77.0,18.69,,0.123772,0.030943,30.94,1000.0,True,True,26.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4918291130089187,0.54,True,26.36,2026-W14,5.856779874414339e-78,1.0,5.2934209731612e-42,1.1321932818558404,0.15483004687692747,0.4467213114754087,0.49830083136165887,0,-0.00037546830969954336,-0.0007670287138725966,-0.00023871733632746962,0.5370370370370302,13.56275303643725,1,2,
2026-04-02 20:02:19+00:00,KXSOLD-26APR0217-T77.9999,2026-04-02 20:02:19,2026-04-02 20:00,2026-04-02T21:00:00Z,78.81,78.0,-1.0311,0.9,real,0.9425,-1.5761,0.00073325,0.00073325,0.00106497,0.6885,,0.00086594,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,26.4,,,,bearish,,,0.0425,0.0212,trade,yes,False,False,38.0,57.66,,0.424997,0.05,50.0,1000.0,True,True,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4819605050290281,0.9,True,5.56,2026-W14,6.786954944813765e-50,1.0,1.5473655629995048e-23,1.0470859831980592,0.1785921166678286,0.5206073752711479,0.5742145809107893,0,0.00048662225206251466,0.0013132327719998955,-0.000638728576008257,0.8367346938775285,0.0,1,2,
2026-04-02 22:32:20+00:00,KXSOLD-26APR0219-T76.9999,2026-04-02 22:32:20,2026-04-02 22:25,2026-04-02T23:00:00Z,79.01,77.0,-2.5472,0.535,real,0.585993,-0.2172,0.00040524,0.00040524,0.05587289,0.0073,,0.0225923,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,69.49,,,,bearish,,,0.050993,0.018578,trade,yes,False,False,38.0,27.64,,0.109662,0.027415,27.42,1000.0,True,True,23.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4962760833614819,0.535,True,23.83,2026-W14,6.07632823857601e-31,0.999999999999261,7.575794696240989e-13,0.9723256773835522,0.17722940525257003,0.7658862876254167,0.5415502454831801,0,0.0005096538697818322,0.0025623544593460787,-0.0007627695298570548,0.5,0.0,1,2,
2026-04-02 23:04:04+00:00,KXSOLD-26APR0220-T77.9999,2026-04-02 23:04:04,2026-04-02 22:57,2026-04-03T00:00:00Z,78.88,78.0,-1.1126,0.575,real,0.669799,-0.4394,0.00040147,0.00040147,0.00791304,0.0507,,0.0034061,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,61.22,,,,bearish,,,0.094799,0.062693,trade,yes,False,False,37.0,55.9,,0.223057,0.05,50.0,1000.0,True,True,36.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4978250110679372,0.575,True,36.96,2026-W14,5.3183268837903165e-34,1.0,2.486371509318766e-14,0.9487380859543084,0.16822868230453825,0.698996655518397,0.4494448473642148,0,-0.0004395686852924556,-0.0014534817333066818,-2.3929690813414726e-06,0.20000000000004547,0.0,1,2,
2026-04-02 23:20:57+00:00,KXSOLD-26APR0220-T76.9999,2026-04-02 23:20:57,2026-04-02 23:18,2026-04-03T00:00:00Z,78.96,77.0,-2.4793,0.54,real,0.597973,-0.2481,0.00032044,0.00032044,0.04001607,0.008,,0.01619869,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,30.61,,,,bearish,,,0.057973,0.025585,trade,yes,False,False,37.0,39.02,,0.126028,0.031507,31.51,1000.0,True,True,26.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4978250110679372,0.54,True,26.84,2026-W14,5.3183268837903165e-34,1.0,2.486371509318766e-14,0.9487380859543084,0.16822868230453825,0.698996655518397,0.4494448473642148,0,-0.0004395686852924556,-0.0014534817333066818,-2.3929690813414726e-06,0.20000000000004547,0.0,1,2,
2026-04-03 00:01:06+00:00,KXSOLD-26APR0221-T78.9999,2026-04-03 00:01:06,2026-04-03 00:01,2026-04-03T01:00:00Z,78.96,79.0,0.0537,0.335,real,0.425075,0.1889,0.00050781,0.00050781,0.0001642,3.0927,,0.00037037,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,18.42,,,,bearish,,,0.090075,0.059481,trade,yes,False,False,37.0,58.87,,0.135451,0.033863,33.86,1000.0,True,True,67.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.4963779570709073,0.335,True,67.21,2026-W14,5.7252742858445824e-36,1.0,3.3227797304607575e-15,0.9224446773207761,0.17913632537603774,0.7959866220735784,0.5906705660824247,0,0.0008264816362631749,0.00192900772201819,-0.0007920670036403663,0.7419354838709752,11.870503597122235,1,2,
