config,week,n,auc,rank_ic
E,2024-11-14/2024-11-20,168,0.46595588235294116,-0.058116848128844274
E,2024-11-21/2024-11-27,168,0.4764613852936993,-0.04082686097448774
E,2024-11-28/2024-12-04,168,0.45726070260275925,-0.07414961743810282
E,2024-12-05/2024-12-11,168,0.4399593436910121,-0.10311365935595102
E,2024-12-12/2024-12-18,168,0.4731800766283525,-0.04664019435292918
E,2024-12-19/2024-12-25,168,0.49865190861359443,-0.0023420596711627418
E,2024-12-26/2025-01-01,168,0.51328125,0.02310204470937472
E,2025-01-02/2025-01-08,168,0.5027698863636364,0.004792817657914236
E,2025-01-09/2025-01-15,168,0.4910803482232054,-0.015397911022330587
E,2025-01-16/2025-01-22,168,0.5068649885583525,0.011936945998571381
E,2025-01-23/2025-01-29,168,0.4883770375620128,-0.020375598118961114
E,2025-01-30/2025-02-05,168,0.5064380787037037,0.011036922824016884
E,2025-02-06/2025-02-12,168,0.5024889773858626,0.004304183867250508
E,2025-02-13/2025-02-19,168,0.4135706182643222,-0.15209692469228758
E,2025-02-20/2025-02-26,168,0.5268603827072998,0.04835201419814178
E,2025-02-27/2025-03-05,168,0.47428977272727274,-0.04475808897730575
E,2025-03-06/2025-03-12,168,0.5620028409090909,0.10727241372774621
E,2025-03-13/2025-03-19,168,0.4892229154849689,-0.018661532262862737
E,2025-03-20/2025-03-26,168,0.47987483999431085,-0.034796609232652674
E,2025-03-27/2025-04-02,168,0.46049026676279736,-0.06784597052851143
E,2025-04-03/2025-04-09,168,0.5396539293439078,0.06813955914308696
E,2025-04-10/2025-04-16,168,0.5023598398169337,0.004079293678339216
E,2025-04-17/2025-04-23,168,0.4800881809130991,-0.03459904871702845
E,2025-04-24/2025-04-30,168,0.4915412186379928,-0.014637358091371814
E,2025-05-01/2025-05-07,168,0.5315379163713678,0.05467126970740304
E,2025-05-08/2025-05-14,168,0.415921668795232,-0.14616962894312086
E,2025-05-15/2025-05-21,168,0.5343941772513201,0.06005298985263256
E,2025-05-22/2025-05-28,168,0.49460227272727275,-0.009375823612143026
E,2025-05-29/2025-06-04,168,0.5178495235386148,0.03095804078124613
E,2025-06-05/2025-06-11,168,0.5316951566951568,0.05495100937487949
E,2025-06-12/2025-06-18,168,0.5403168260311118,0.06985785700884242
E,2025-06-19/2025-06-25,168,0.4805102763997165,-0.03375554682553807
E,2025-06-26/2025-07-02,168,0.46138038548752835,-0.06690294535521789
E,2025-07-03/2025-07-09,168,0.5045512729341488,0.007900134409835667
E,2025-07-10/2025-07-16,168,0.5093039772727271,0.01623318580509117
E,2025-07-17/2025-07-23,168,0.5012053318207601,0.002095021751776668
E,2025-07-24/2025-07-30,168,0.6074415308291992,0.186780489388765
E,2025-07-31/2025-08-06,168,0.4832665903890161,-0.02885192115129666
E,2025-08-07/2025-08-13,168,0.44840873412301985,-0.08905007727835633
E,2025-08-14/2025-08-20,168,0.4967555875991348,-0.0055712755745621475
E,2025-08-21/2025-08-27,168,0.4775241066364152,-0.038931262356578324
E,2025-08-28/2025-09-03,168,0.5363571934798016,0.06317676017913569
E,2025-09-04/2025-09-10,168,0.49433691756272397,-0.009785543996921681
E,2025-09-11/2025-09-17,168,0.5872430900070872,0.1519437185340624
E,2025-09-18/2025-09-24,168,0.40077958894401133,-0.17211681852600966
E,2025-09-25/2025-10-01,168,0.5160898169336384,0.027875162225985472
E,2025-10-02/2025-10-08,168,0.4523333809048095,-0.08228029198227806
E,2025-10-09/2025-10-15,135,0.5330681818181817,0.05648363678816547
