contract_ticker,logged_at,gate_name,asset,side,pm,p_model,net_edge,offset_pct,strike,spot,tau_minutes,count,kelly_fraction,bankroll,close_ts,ema_stack_bias,composite_trend,composite_rev,composite_p_up,stoch_k,vwap_stretch,vol_score,vpin_score,obi_score,ema_stretch,structure_bias,funding_bias,sharp_move_active,liq_score,liq_bias,ls_long_pct,oi_chg_pct,ob_imbalance,ob_path_ask_usd,ob_path_bid_usd,ob_ask_frac,ob_bid_wall_pct,ob_ask_wall_pct,resolved_yes,would_pnl,won,be,bad_cluster,bull,sideways,bear,dominant,ms_state,vd_state,effective,p_up_v3,p_chg_1h,p_ma6h,chg_15m,bb_pctb_15m,bb_width_15m,rsi_15m,stoch_15m,donch_15m,kc_pctb_15m,chg_1h,bb_pctb_1h,bb_width_1h,rsi_1h,stoch_1h,donch_1h,kc_pctb_1h,chg_4h,bb_pctb_4h,bb_width_4h,rsi_4h,stoch_4h,donch_4h,kc_pctb_4h,chg_1d,bb_pctb_1d,bb_width_1d,rsi_1d,stoch_1d,donch_1d,kc_pctb_1d,chg_5m,bb_pctb_5m,bb_width_5m,rsi_5m,stoch_5m,donch_5m,kc_pctb_5m
KXBTCD-26JUL0611-T62499.99,2026-07-06 14:25:22+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.2,0.1425,0.0055,0.6797,62499.99,62078.07,34.4,0.0,0.0,2500.0,2026-07-06T15:00:00Z,0.0,-4.0,1.0,0.4186,52.85,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,-1,-1.0,63.15,0.5085,-0.9229,5149346.0,0.0,0.005266,-9e-05,0.00423,False,0.8,True,0.8,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2759603535232191,0.310139581637278,0.034785440277867,43.4033114834528,37.5519599787327,0.3629499427717179,0.4993825676193688,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,0.4008849862576547,0.9603181788459976,0.010597397348814075,61.76659396268732,97.9450454289292,0.979450454289292,0.8512173409069649
KXBTCD-26JUL0611-T62399.99,2026-07-06 14:25:22+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.28,0.2028,0.016,0.5186,62399.99,62078.07,34.4,54.0,0.1558,2500.0,2026-07-06T15:00:00Z,0.0,-4.0,1.0,0.4186,52.85,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,-1,-1.0,63.15,0.5085,-0.4004,3490594.96,0.0,0.007364,-9e-05,0.00423,False,15.12,True,0.72,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2759603535232191,0.310139581637278,0.034785440277867,43.4033114834528,37.5519599787327,0.3629499427717179,0.4993825676193688,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,0.4008849862576547,0.9603181788459976,0.010597397348814075,61.76659396268732,97.9450454289292,0.979450454289292,0.8512173409069649
KXBTCD-26JUL0611-T61299.99,2026-07-06 14:51:05+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.99,0.99,-0.0157,-0.9944,61299.99,61915.7,8.7,0.0,0.0,2500.0,2026-07-06T15:00:00Z,-1.0,-4.0,1.0,0.4186,38.95,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,-1.0,63.16,-0.2965,1.0,0.0,6868054.93,0.0,-0.00562,0.00963,True,0.0,False,0.01,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,-0.0732620781413784,0.3958848356664439,0.0340695019487884,49.61370348096075,45.19309778142988,0.4368036252365059,0.5901609568011318,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.05617494233490783,0.7522352474404317,0.013951556067042828,57.758008916428835,63.87055001213988,0.6953227835141984,0.6164120029000789
KXBTCD-26JUL0611-T61399.99,2026-07-06 14:53:33+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.99,0.99,-0.0157,-0.8299,61399.99,61913.82,6.2,0.0,0.0,2500.0,2026-07-06T15:00:00Z,-1.0,-4.0,1.0,0.4186,38.58,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,-1.0,63.16,-0.2965,1.0,0.0,13013311.47,0.0,-0.00171,0.00185,True,0.0,False,0.01,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,-0.0732620781413784,0.3958848356664439,0.0340695019487884,49.61370348096075,45.19309778142988,0.4368036252365059,0.5901609568011318,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.05617494233490783,0.7522352474404317,0.013951556067042828,57.758008916428835,63.87055001213988,0.6953227835141984,0.6164120029000789
KXBTCD-26JUL0704-T63499.99,2026-07-07 07:03:52+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.21,0.1523,0.0304,0.2451,63499.99,63344.72,55.9,82.0,0.26,2500.0,2026-07-07T08:00:00Z,0.0,-1.0,-2.0,0.3736,98.01,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1,1.0,60.4,0.0172,-0.2032,3570962.3,0.0,0.008769,-0.00176,0.00174,False,17.22,True,0.79,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-07 07:00:00+00:00,0.5165,-0.03,0.53105,0.17764747309712,0.616582386704173,0.0144035011253516,58.98364560457976,93.26225485869656,0.4902432008610889,0.855862797476385,0.347248510129039,0.4988979291947389,0.0491005417209473,46.89547913748736,28.99366720446057,0.6106825211520179,0.4278240898013782,-1.3411858737354063,0.5744046710908867,0.0272368645549602,50.52251924633907,55.629505710743864,0.5562950571074387,0.4519893767812032,0.6224156370595146,0.7710287308033195,0.1220079696475501,66.2538481039158,91.0085407693992,0.7216937771345873,0.772633035833174,-0.038166752577351026,0.9134862988625193,0.007452177974911601,72.00245250433282,89.59236537150696,0.9245353894820126,1.1277934766768318
KXBTCD-26JUL0704-T63399.99,2026-07-07 07:03:52+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.38,0.351,-0.0069,0.0872,63399.99,63344.72,55.9,0.0,0.0,2500.0,2026-07-07T08:00:00Z,0.0,-1.0,-2.0,0.3736,98.01,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1,1.0,60.4,0.0172,-0.1717,561154.26,0.0,0.012846,-0.00176,0.00174,False,0.0,True,0.62,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-07 07:00:00+00:00,0.5165,-0.03,0.53105,0.17764747309712,0.616582386704173,0.0144035011253516,58.98364560457976,93.26225485869656,0.4902432008610889,0.855862797476385,0.347248510129039,0.4988979291947389,0.0491005417209473,46.89547913748736,28.99366720446057,0.6106825211520179,0.4278240898013782,-1.3411858737354063,0.5744046710908867,0.0272368645549602,50.52251924633907,55.629505710743864,0.5562950571074387,0.4519893767812032,0.6224156370595146,0.7710287308033195,0.1220079696475501,66.2538481039158,91.0085407693992,0.7216937771345873,0.772633035833174,-0.038166752577351026,0.9134862988625193,0.007452177974911601,72.00245250433282,89.59236537150696,0.9245353894820126,1.1277934766768318
KXBTCD-26JUL0704-T63199.99,2026-07-07 07:03:52+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.77,0.8235,-0.0834,-0.2285,63199.99,63344.72,55.9,0.0,0.0,2500.0,2026-07-07T08:00:00Z,0.0,-1.0,-2.0,0.3736,98.01,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1,1.0,60.4,0.0172,0.1593,0.0,4048525.48,0.006184,-0.00176,0.00174,False,0.0,True,0.2299999999999999,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-07 07:00:00+00:00,0.5165,-0.03,0.53105,0.17764747309712,0.616582386704173,0.0144035011253516,58.98364560457976,93.26225485869656,0.4902432008610889,0.855862797476385,0.347248510129039,0.4988979291947389,0.0491005417209473,46.89547913748736,28.99366720446057,0.6106825211520179,0.4278240898013782,-1.3411858737354063,0.5744046710908867,0.0272368645549602,50.52251924633907,55.629505710743864,0.5562950571074387,0.4519893767812032,0.6224156370595146,0.7710287308033195,0.1220079696475501,66.2538481039158,91.0085407693992,0.7216937771345873,0.772633035833174,-0.038166752577351026,0.9134862988625193,0.007452177974911601,72.00245250433282,89.59236537150696,0.9245353894820126,1.1277934766768318
KXBTCD-26JUL0704-T63099.99,2026-07-07 07:03:52+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.89,0.9424,-0.0733,-0.3864,63099.99,63344.72,55.9,0.0,0.0,2500.0,2026-07-07T08:00:00Z,0.0,-1.0,-2.0,0.3736,98.01,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1,1.0,60.4,0.0172,0.5934,0.0,6407865.77,0.001426,-0.00176,0.00174,False,0.0,True,0.1099999999999999,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-07 07:00:00+00:00,0.5165,-0.03,0.53105,0.17764747309712,0.616582386704173,0.0144035011253516,58.98364560457976,93.26225485869656,0.4902432008610889,0.855862797476385,0.347248510129039,0.4988979291947389,0.0491005417209473,46.89547913748736,28.99366720446057,0.6106825211520179,0.4278240898013782,-1.3411858737354063,0.5744046710908867,0.0272368645549602,50.52251924633907,55.629505710743864,0.5562950571074387,0.4519893767812032,0.6224156370595146,0.7710287308033195,0.1220079696475501,66.2538481039158,91.0085407693992,0.7216937771345873,0.772633035833174,-0.038166752577351026,0.9134862988625193,0.007452177974911601,72.00245250433282,89.59236537150696,0.9245353894820126,1.1277934766768318
KXBTCD-26JUL0704-T63299.99,2026-07-07 07:03:52+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.59,0.6088,-0.0578,-0.0706,63299.99,63344.72,55.9,0.0,0.0,2500.0,2026-07-07T08:00:00Z,0.0,-1.0,-2.0,0.3736,98.01,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1,1.0,60.4,0.0172,0.2549,0.0,459365.04,0.007874,-0.00176,0.00174,False,0.0,True,0.41,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-07 07:00:00+00:00,0.5165,-0.03,0.53105,0.17764747309712,0.616582386704173,0.0144035011253516,58.98364560457976,93.26225485869656,0.4902432008610889,0.855862797476385,0.347248510129039,0.4988979291947389,0.0491005417209473,46.89547913748736,28.99366720446057,0.6106825211520179,0.4278240898013782,-1.3411858737354063,0.5744046710908867,0.0272368645549602,50.52251924633907,55.629505710743864,0.5562950571074387,0.4519893767812032,0.6224156370595146,0.7710287308033195,0.1220079696475501,66.2538481039158,91.0085407693992,0.7216937771345873,0.772633035833174,-0.038166752577351026,0.9134862988625193,0.007452177974911601,72.00245250433282,89.59236537150696,0.9245353894820126,1.1277934766768318
KXBTCD-26JUL0704-T62899.99,2026-07-07 07:03:52+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.98,0.99,-0.0064,-0.7021,62899.99,63344.72,55.9,0.0,0.0,2500.0,2026-07-07T08:00:00Z,0.0,-1.0,-2.0,0.3736,98.01,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1,1.0,60.4,0.0172,1.0,0.0,10151399.92,0.0,-0.00176,0.00174,True,0.0,False,0.02,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-07 07:00:00+00:00,0.5165,-0.03,0.53105,0.17764747309712,0.616582386704173,0.0144035011253516,58.98364560457976,93.26225485869656,0.4902432008610889,0.855862797476385,0.347248510129039,0.4988979291947389,0.0491005417209473,46.89547913748736,28.99366720446057,0.6106825211520179,0.4278240898013782,-1.3411858737354063,0.5744046710908867,0.0272368645549602,50.52251924633907,55.629505710743864,0.5562950571074387,0.4519893767812032,0.6224156370595146,0.7710287308033195,0.1220079696475501,66.2538481039158,91.0085407693992,0.7216937771345873,0.772633035833174,-0.038166752577351026,0.9134862988625193,0.007452177974911601,72.00245250433282,89.59236537150696,0.9245353894820126,1.1277934766768318
