contract_ticker,logged_at,gate_name,asset,side,pm,p_model,net_edge,offset_pct,strike,spot,tau_minutes,count,kelly_fraction,bankroll,close_ts,ema_stack_bias,composite_trend,composite_rev,composite_p_up,stoch_k,vwap_stretch,vol_score,vpin_score,obi_score,ema_stretch,structure_bias,funding_bias,sharp_move_active,liq_score,liq_bias,ls_long_pct,oi_chg_pct,ob_imbalance,ob_path_ask_usd,ob_path_bid_usd,ob_ask_frac,ob_bid_wall_pct,ob_ask_wall_pct,resolved_yes,would_pnl,won,be,bad_cluster,bull,sideways,bear,dominant,ms_state,vd_state,effective,p_up_v3,p_chg_1h,p_ma6h,chg_15m,bb_pctb_15m,bb_width_15m,rsi_15m,stoch_15m,donch_15m,kc_pctb_15m,chg_1h,bb_pctb_1h,bb_width_1h,rsi_1h,stoch_1h,donch_1h,kc_pctb_1h,chg_4h,bb_pctb_4h,bb_width_4h,rsi_4h,stoch_4h,donch_4h,kc_pctb_4h,chg_1d,bb_pctb_1d,bb_width_1d,rsi_1d,stoch_1d,donch_1d,kc_pctb_1d,chg_5m,bb_pctb_5m,bb_width_5m,rsi_5m,stoch_5m,donch_5m,kc_pctb_5m
KXBTCD-26JUL0611-T62199.99,2026-07-06 14:00:10+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.16,0.1251,0.0108,0.7719,62199.99,61723.52,59.6,0.0,0.0,2500.0,2026-07-06T15:00:00Z,-1.0,-7.0,8.0,0.4729,27.41,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.99,62.82,0.3513,-1.0,3216817.48,0.0,0.001202,-0.00532,0.03688,False,1.28,True,0.84,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2606449355439411,0.2115320640093277,0.0348311310742992,33.34993482437024,26.339608979000545,0.2633960897900054,0.283371646370658,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.2643494837726412,0.5122954095527682,0.01319770615559585,50.5313828479786,64.73348833204116,0.5290164434331802,0.5715611036919124
KXBTCD-26JUL0611-T62099.99,2026-07-06 14:01:24+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.26,0.2004,0.0189,0.5216,62099.99,61777.77,58.4,59.0,0.1756,2500.0,2026-07-06T15:00:00Z,-1.0,-6.0,6.0,0.3656,30.76,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.99,62.82,0.3513,-0.0683,3569367.92,0.0,0.000571,-0.00474,0.03597,False,15.34,True,0.74,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2606449355439411,0.2115320640093277,0.0348311310742992,33.34993482437024,26.339608979000545,0.2633960897900054,0.283371646370658,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.2643494837726412,0.5122954095527682,0.01319770615559585,50.5313828479786,64.73348833204116,0.5290164434331802,0.5715611036919124
KXBTCD-26JUL0611-T61799.99,2026-07-06 14:01:24+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.54,0.4457,0.0425,0.036,61799.99,61777.77,58.4,75.0,0.1388,2500.0,2026-07-06T15:00:00Z,-1.0,-6.0,6.0,0.3656,30.76,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.99,62.82,0.3513,0.1262,0.0,0.0,0.004981,-0.00474,0.03597,True,-34.5,False,0.4599999999999999,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2606449355439411,0.2115320640093277,0.0348311310742992,33.34993482437024,26.339608979000545,0.2633960897900054,0.283371646370658,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.2643494837726412,0.5122954095527682,0.01319770615559585,50.5313828479786,64.73348833204116,0.5290164434331802,0.5715611036919124
KXBTCD-26JUL0611-T61899.99,2026-07-06 14:01:24+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.43,0.3722,0.0075,0.1978,61899.99,61777.77,58.4,0.0,0.0,2500.0,2026-07-06T15:00:00Z,-1.0,-6.0,6.0,0.3656,30.76,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.99,62.82,0.3513,0.2569,1311813.3,0.0,0.003282,-0.00474,0.03597,True,-4.56,False,0.5700000000000001,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2606449355439411,0.2115320640093277,0.0348311310742992,33.34993482437024,26.339608979000545,0.2633960897900054,0.283371646370658,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.2643494837726412,0.5122954095527682,0.01319770615559585,50.5313828479786,64.73348833204116,0.5290164434331802,0.5715611036919124
KXBTCD-26JUL0611-T61999.99,2026-07-06 14:01:24+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.34,0.2784,0.0155,0.3597,61999.99,61777.77,58.4,50.0,0.1324,2500.0,2026-07-06T15:00:00Z,-1.0,-6.0,6.0,0.3656,30.76,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.99,62.82,0.3513,0.4247,2683020.66,0.0,0.001435,-0.00474,0.03597,False,17.0,True,0.6599999999999999,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2606449355439411,0.2115320640093277,0.0348311310742992,33.34993482437024,26.339608979000545,0.2633960897900054,0.283371646370658,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.2643494837726412,0.5122954095527682,0.01319770615559585,50.5313828479786,64.73348833204116,0.5290164434331802,0.5715611036919124
KXBTCD-26JUL0611-T62299.99,2026-07-06 14:01:24+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.14,0.093,0.0172,0.8453,62299.99,61777.77,58.4,0.0,0.0,2500.0,2026-07-06T15:00:00Z,-1.0,-6.0,6.0,0.3656,30.76,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.99,62.82,0.3513,-1.0,3707858.66,0.0,0.001148,-0.00474,0.03597,False,1.68,True,0.86,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2606449355439411,0.2115320640093277,0.0348311310742992,33.34993482437024,26.339608979000545,0.2633960897900054,0.283371646370658,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.2643494837726412,0.5122954095527682,0.01319770615559585,50.5313828479786,64.73348833204116,0.5290164434331802,0.5715611036919124
KXBTCD-26JUL0611-T61499.99,2026-07-06 14:03:51+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.74,0.781,-0.0671,-0.5112,61499.99,61815.99,55.9,0.0,0.0,2500.0,2026-07-06T15:00:00Z,-1.0,-4.0,3.0,0.4672,30.76,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.99,62.82,0.3513,0.82,0.0,8057591.86,0.000829,-0.00251,0.00062,True,0.0,False,0.26,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2606449355439411,0.2115320640093277,0.0348311310742992,33.34993482437024,26.339608979000545,0.2633960897900054,0.283371646370658,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.2643494837726412,0.5122954095527682,0.01319770615559585,50.5313828479786,64.73348833204116,0.5290164434331802,0.5715611036919124
KXBTCD-26JUL0611-T61599.99,2026-07-06 14:03:51+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.66,0.6991,-0.0678,-0.3494,61599.99,61815.99,55.9,0.0,0.0,2500.0,2026-07-06T15:00:00Z,-1.0,-4.0,3.0,0.4672,30.76,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.99,62.82,0.3513,0.3925,0.0,4973733.31,0.00486,-0.00251,0.00062,True,0.0,False,0.3399999999999999,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2606449355439411,0.2115320640093277,0.0348311310742992,33.34993482437024,26.339608979000545,0.2633960897900054,0.283371646370658,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.2643494837726412,0.5122954095527682,0.01319770615559585,50.5313828479786,64.73348833204116,0.5290164434331802,0.5715611036919124
KXBTCD-26JUL0611-T61699.99,2026-07-06 14:03:51+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.57,0.6041,-0.0647,-0.1877,61699.99,61815.99,55.9,0.0,0.0,2500.0,2026-07-06T15:00:00Z,-1.0,-4.0,3.0,0.4672,30.76,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.99,62.82,0.3513,0.3449,0.0,1367820.3,0.007393,-0.00251,0.00062,True,0.0,False,0.43,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2606449355439411,0.2115320640093277,0.0348311310742992,33.34993482437024,26.339608979000545,0.2633960897900054,0.283371646370658,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,-0.2643494837726412,0.5122954095527682,0.01319770615559585,50.5313828479786,64.73348833204116,0.5290164434331802,0.5715611036919124
KXBTCD-26JUL0611-T62599.99,2026-07-06 14:25:22+00:00,hmm_pup_v3_crashing_no_gate,BTC,no,0.14,0.0974,-0.0007,0.8407,62599.99,62078.07,34.4,0.0,0.0,2500.0,2026-07-06T15:00:00Z,0.0,-4.0,1.0,0.4186,52.85,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,-1,-1.0,63.15,0.5085,-1.0,8687737.0,0.0,0.000553,-9e-05,0.00423,False,0.0,True,0.86,False,0.9999998190855756,1.807690123113112e-07,1.454145078103375e-10,bull,5,0,2026-07-06 14:00:00+00:00,0.5761,0.0,0.53925,0.2759603535232191,0.310139581637278,0.034785440277867,43.4033114834528,37.5519599787327,0.3629499427717179,0.4993825676193688,0.0499788407791745,-0.0639217552910492,0.0344954602850724,19.700165703390994,17.466242773223318,0.1686786187089087,-0.1082276854256847,-0.5942139943918345,0.4949398275268019,0.0305326351472965,47.87583609096151,22.178656871511144,0.5139150418300322,0.3776474710053576,0.7350428243373397,0.6948913904431661,0.1299153079322024,64.05991411105384,75.01211108012842,0.6357307068623596,0.79252477773941,0.4008849862576547,0.9603181788459976,0.010597397348814075,61.76659396268732,97.9450454289292,0.979450454289292,0.8512173409069649
