logged_at,decision_time,contract_ticker,close_ts,spot,strike,offset_pct,p_market,p_market_source,p_yes_model,z_score,vol_60m,vol_60m_model,vol_implied_kalshi,vol_ratio,spread,vol_eff,structure_bias,confirmation_bias,confirmation_score,no_score,obi_score,obi_raw,obi_exchanges,vpin_score,vpin_raw,funding_bias,avg_funding_rate,vol_score,vwap_score,vwap_signal,vwap_total,vwap_stretch_score,vwap_distance_pct,bearish_rejection,bullish_rejection,ema_stretch_score,stoch_bias,stoch_k,stoch_d,stoch_crossover_active,ema_stack_bias,ema_alignment,z_shift,direction_strength,raw_edge,net_edge,decision,side,neutral_gate,pure_edge_gate,contracts_scanned,tau_minutes,gate_blocked,kelly_fraction,bet_fraction,bet_amount,bankroll,composite_trend,composite_rev,composite_p_up,chg_30m,chg_10m,chg_5m,sharp_move_active,stoch_flipped,resolved_yes,would_win,would_pnl,logged_at_parsed,cmf_raw,cmf_score,stoch_k_4h,p_up_v2,bp_5m,bp_1h,chg_1h,chg_2h,chg_3h,body_15m,dir_15m,p_gbdt,smc_4h,smc_1h,choch_1h,choch_4h,supply_pct,demand_pct,in_supply_zone,in_demand_zone,squeeze_1h,kc_pct_1h,kc_bo_1h,adx_1h,rvol_1h,pm_drift_5m,hour_utc,liq_score,liq_bias,ls_long_pct,oi_chg_pct,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,cg_spot_cb_ratio_4h,cg_liq_ratio_4h,cg_liq_total_4h,hl_ls_ratio,hl_squeeze_idx,hl_liq_ratio_4h,all_liq_ratio_1h,all_liq_ratio_4h,max_pain_nearest,max_pain_dist_pct,opt_pc_ratio,arima_forecast_1h,markov_regime_daily,markov_regime_7state,ob_imbalance,ob_path_ask_usd,ob_path_bid_usd,ob_ask_frac,ob_bid_wall_pct,ob_ask_wall_pct,hmm_vol_state,hmm_r1_prob,hmm_vol_k10,hmm_time_in_state,ou_z_score,ou_halflife_min,ou_tau_drift,hs_pattern_type,hs_bars_since_break,hs_r2,hs_neck_slope,hs_head_height,hs_head_width,flag_signal,flag_bull_bars_ago,flag_bear_bars_ago,flag_bull_tip_y,flag_bear_tip_y,flag_bull_pole_pct,flag_bear_pole_pct,pip_last_slope,pip_up_frac,pip_n_turns,v_hawk,hawk_vol_regime,pc1_rsi,ou_theta,hurst_exponent,autocorr1_15,autocorr1_30,kalman_velocity,kalman_residual,hmm_ms_state,hmm_ms_prob,hmm_of_state,hmm_of_prob,hmm_vd_state,hmm_vd_prob,hmm_pnl_state,hmm_ps_state,hmm_gd_state,hmm_zdrift_state,spot_at_expiry,price_move_pct,miss_pct,loss_margin_pct,loss_category,p_up_v3,pup_v3_hmm_state,eth_p_up_v1,p_eth,week,yw,be,agree,macro_bull,macro_sideways,macro_bear,garch_ratio,macd_hist_1h_recon,donch_1h_recon,hmm_ms_state_recon,hmm_vd_state_recon,hmm_of_state_recon
2026-04-19 21:17:39+00:00,2026-04-19 21:00,KXETHD-26APR1918-T2289.99,2026-04-19T22:00:00Z,2282.95,2289.99,0.3082,0.315,real,0.241329,0.702,0.00110316,0.00068246,0.00098222,0.6948,0.01,0.00080236,-1.0,0.0,1.0,1.0,1.0,0.103,2.0,0.0,0.7776,-1.0,6.67e-05,-1.0,0.0,0.0,1.0,1.0,-0.8249,False,False,1.0,0.0,33.03,24.05,False,-1.0,bearish,0.0,0.0,0.057592,0.029211,trade,no,False,False,35.0,42.3,,0.182831,0.05,50.0,1000.0,-4.0,8.0,0.548,0.0938,0.0342,0.0368,False,,False,True,22.99,2026-04-19 21:17:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5927044369195836,16,2026-W16,0.685,False,0.9999429165872187,6.089952736744317e-07,5.647441748527793e-05,0.5416423688805836,-3.3764942277296583,0.01582753445217431,1,0,
2026-04-20 00:00:45+00:00,2026-04-20 00:00,KXETHD-26APR1921-T2269.99,2026-04-20T01:00:00Z,2264.53,2269.99,0.2411,0.305,real,0.245766,0.6879,0.00070918,0.00058862,0.00061349,0.9595,0.17,0.00059857,-1.0,-1.0,0.0,2.0,-1.0,-0.1471,2.0,0.0,0.5054,-1.0,6.009e-05,0.0,0.0,0.0,0.0,0.0,,False,False,1.0,0.0,23.95,25.7,False,-1.0,bearish,0.0,0.0,0.04287,0.01433,trade,no,False,False,34.0,59.2,,0.140556,0.05,50.0,1000.0,-4.0,8.0,0.548,-0.1792,-0.1836,-0.1875,False,,True,False,-50.0,2026-04-20 00:00:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5173863055329253,17,2026-W17,0.6950000000000001,False,0.1001959872455597,5.885697215313209e-05,0.8997451557822611,0.4461690213584217,-3.0651558745322767,0.2926055220564878,6,0,
2026-04-20 00:36:47+00:00,2026-04-20 00:00,KXETHD-26APR1921-T2289.99,2026-04-20T01:00:00Z,2277.06,2289.99,0.5678,0.21,real,0.124886,1.1509,0.00076089,0.00073083,0.00145833,0.5011,0.14,0.00102183,-1.0,0.0,1.0,0.0,1.0,0.1042,2.0,-1.0,0.9826,0.0,3.856e-05,0.0,0.0,0.0,0.0,0.0,,False,False,-1.0,0.0,62.84,58.86,False,0.0,bearish,0.0,0.0,0.1476,0.128505,trade,no,False,False,35.0,23.18,,0.702857,0.05,50.0,1000.0,-4.0,0.0,0.3156,0.2435,0.1267,-0.1251,False,,False,True,13.29,2026-04-20 00:36:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5173863055329253,17,2026-W17,0.79,False,0.1001959872455597,5.885697215313209e-05,0.8997451557822611,0.4461690213584217,-3.0651558745322767,0.2926055220564878,6,0,
2026-04-20 01:02:12+00:00,2026-04-20 01:00,KXETHD-26APR1922-T2289.99,2026-04-20T02:00:00Z,2283.19,2289.99,0.2976,0.235,real,0.183456,0.9023,0.00075109,0.00058964,0.00054129,1.0893,0.15,0.0005703,-1.0,-1.0,0.0,0.0,0.0,-0.0285,2.0,-1.0,0.8614,0.0,3.18e-05,1.0,0.0,0.0,0.0,0.0,0.078,False,False,-1.0,0.0,75.06,71.12,False,0.0,bearish,0.0,0.0,0.135831,0.114578,trade,no,False,False,35.0,57.74,,0.578005,0.05,50.0,1000.0,-4.0,0.0,0.3156,0.1106,-0.0053,-0.0289,False,,False,True,15.36,2026-04-20 01:02:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5155617486837107,17,2026-W17,0.765,False,0.0002924354298967786,2.7789852925466194e-05,0.9996797747171631,0.6304200315128321,-1.6925070946740028,0.3415846821114979,0,0,
2026-04-20 02:00:28+00:00,2026-04-20 02:00,KXETHD-26APR1923-T2289.99,2026-04-20T03:00:00Z,2287.07,2289.99,0.1276,0.52,real,0.390942,0.2769,0.00075251,0.00064926,,,0.04,0.00064926,-1.0,-1.0,0.0,0.0,0.0,-0.0725,2.0,0.0,0.7416,0.0,8.4e-06,1.0,0.0,0.0,-1.0,-1.0,0.2519,False,False,-1.0,0.0,76.48,82.3,True,0.0,bearish,0.0,0.0,0.26566,0.237385,trade,no,False,False,35.0,59.48,,0.510885,0.05,50.0,1000.0,-3.0,0.0,0.3156,-0.0131,-0.304,-0.1769,False,,False,True,54.17,2026-04-20 02:00:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5526507748969921,17,2026-W17,0.48,False,0.00012885120278373244,3.4010663177094764e-05,0.9998371381340573,0.535373083939702,-0.9713785233898982,0.2769491166825323,0,0,
2026-04-20 05:09:57+00:00,2026-04-20 05:00,KXETHD-26APR2002-T2279.99,2026-04-20T06:00:00Z,2274.63,2279.99,0.2355,0.2,real,0.195868,0.8565,0.00037852,0.00050702,0.00039517,1.2831,0.16,0.00046228,-1.0,-1.0,0.0,1.0,-1.0,-0.2343,2.0,0.0,0.5508,0.0,-1.3e-06,0.0,0.0,0.0,0.0,0.0,-0.1025,False,False,1.0,0.0,25.19,39.3,False,0.0,bearish,0.0,0.0,0.092606,0.070895,trade,no,False,False,37.0,50.01,,0.463028,0.05,50.0,1000.0,-4.0,0.0,0.3156,-0.1096,-0.3334,0.0,False,,False,True,12.5,2026-04-20 05:09:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5605142281147337,17,2026-W17,0.8,False,9.11996420493512e-06,1.9656362818584742e-05,0.9999712236729569,0.39903605642211737,0.6496351288260875,0.19570506717444155,0,0,
2026-04-20 06:04:02+00:00,2026-04-20 06:00,KXETHD-26APR2003-T2299.99,2026-04-20T07:00:00Z,2276.15,2299.99,1.0475,0.165,real,0.014821,2.1748,0.00053764,0.00045145,0.00143057,0.3156,0.15,0.0008431,-1.0,-1.0,0.0,1.0,-1.0,-0.1284,2.0,0.0,0.5773,0.0,9.07e-06,0.0,0.0,0.0,0.0,0.0,-0.1867,False,False,0.0,0.0,45.93,30.92,False,0.0,bearish,0.0,0.0,0.135,0.117963,trade,no,False,False,38.0,55.92,,0.818182,0.026827,26.83,1000.0,-4.0,0.0,0.3156,0.3452,0.2122,0.1677,False,,False,True,5.3,2026-04-20 06:04:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5156864488260259,17,2026-W17,0.835,False,2.1329558548963942e-05,3.054735557181381e-05,0.9999481230858572,0.5053849147863693,1.279620177805974,0.306569343065693,0,0,
2026-04-20 06:09:19+00:00,2026-04-20 06:00,KXETHD-26APR2003-T2279.99,2026-04-20T07:00:00Z,2274.41,2279.99,0.2455,0.345,real,0.263389,0.6329,0.00056224,0.00050426,0.00086394,0.5837,0.01,0.00064813,-1.0,-1.0,0.0,1.0,-1.0,-0.2346,2.0,0.0,0.58,0.0,1.028e-05,0.0,0.0,0.0,1.0,1.0,-0.2726,False,False,0.0,0.0,37.08,27.97,False,-1.0,bearish,0.0,0.0,0.190415,0.166266,trade,no,False,False,38.0,50.64,,0.551927,0.05,50.0,1000.0,-4.0,0.0,0.3156,0.185,0.0814,-0.1182,False,,True,False,-50.0,2026-04-20 06:09:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5156864488260259,17,2026-W17,0.655,False,2.1329558548963942e-05,3.054735557181381e-05,0.9999481230858572,0.5053849147863693,1.279620177805974,0.306569343065693,0,0,
2026-04-20 07:46:45+00:00,2026-04-20 07:00,KXETHD-26APR2004-T2299.99,2026-04-20T08:00:00Z,2301.21,2299.99,-0.0529,0.46,real,0.547192,-0.1186,0.00134167,0.00122733,,,0.1,0.00122733,-1.0,-1.0,0.0,1.0,-1.0,-0.2731,2.0,0.0,0.648,0.0,8.89e-06,0.0,0.0,0.0,-1.0,-1.0,0.3797,False,False,-1.0,0.0,45.18,56.67,False,1.0,bearish,0.0,0.0,0.097108,0.06472,trade,yes,False,False,39.0,13.2,,0.17983,0.036865,36.86,1000.0,0.0,0.0,0.5125,0.3024,-0.2126,-0.1192,False,,False,False,-36.86,2026-04-20 07:46:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4950640079015753,17,2026-W17,0.46,False,0.00019704807324096376,4.981916063203947e-05,0.999753132766121,0.5213950792623667,2.082971728063793,0.35956839098699,0,0,
2026-04-20 08:33:22+00:00,2026-04-20 08:00,KXETHD-26APR2005-T2299.99,2026-04-20T09:00:00Z,2300.44,2299.99,-0.0194,0.48,real,0.514792,-0.0371,0.001106,0.00101442,,,0.1,0.00101442,0.0,-1.0,0.0,0.0,0.0,-0.0288,2.0,0.0,0.6574,0.0,-2.071e-05,1.0,0.0,0.0,-1.0,-1.0,0.4829,False,False,-1.0,0.0,50.54,50.38,False,1.0,bearish,0.0,0.0,0.044782,0.01231,trade,yes,False,False,39.0,26.59,,0.086118,0.042709,42.71,1000.0,0.0,0.0,0.5125,0.0561,-0.1277,0.1581,False,,False,False,-42.71,2026-04-20 08:33:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4979196771700824,17,2026-W17,0.48,False,0.00022171831561905466,6.895171064614985e-05,0.9997093299737521,0.4636598178956342,3.0964050520393815,0.4373214852427807,0,0,
2026-04-20 11:03:27+00:00,2026-04-20 11:00,KXETHD-26APR2008-T2299.99,2026-04-20T12:00:00Z,2305.51,2299.99,-0.2395,0.655,real,0.691053,-0.4988,0.00075859,0.00062522,0.00079969,0.7818,0.21,0.00069501,1.0,0.0,1.0,0.0,1.0,0.1162,2.0,0.0,0.5111,0.0,-8.57e-06,0.0,0.0,0.0,-1.0,-1.0,0.454,False,False,1.0,0.0,47.04,52.45,False,0.0,bearish,0.0,0.0,0.044829,0.01401,trade,yes,False,False,38.0,56.51,,0.129938,0.012637,12.64,1000.0,0.0,0.0,0.5125,-0.3182,-0.2245,-0.2245,False,,True,True,6.66,2026-04-20 11:03:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4744396948751194,17,2026-W17,0.655,False,0.001253905753651403,7.393641758089025e-05,0.9986721578287944,0.45000591556216313,6.000859904707896,0.7578933912821162,0,0,
2026-04-20 13:04:01+00:00,2026-04-20 13:00,KXETHD-26APR2010-T2319.99,2026-04-20T14:00:00Z,2316.2,2319.99,0.1638,0.395,real,0.363555,0.349,0.00082643,0.00069635,0.00082168,0.8475,0.05,0.00074648,1.0,0.0,1.0,0.0,1.0,0.1245,2.0,0.0,0.6953,0.0,1.824e-05,0.0,0.0,0.0,-1.0,-1.0,0.8365,False,False,0.0,0.0,66.74,66.1,False,1.0,bearish,0.0,0.0,0.043274,0.012313,trade,no,False,False,40.0,55.94,,0.109555,0.05,50.0,1000.0,0.0,-1.0,0.4842,-0.1229,-0.0669,-0.1634,False,,False,True,32.64,2026-04-20 13:04:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5000538313672798,17,2026-W17,0.605,False,0.00032149011906665,0.0001684488427484313,0.9995100610382056,0.4255120464428761,6.424254403524058,0.77527802633261,0,0,
2026-04-20 14:05:27+00:00,2026-04-20 14:00,KXETHD-26APR2011-T2319.99,2026-04-20T15:00:00Z,2307.53,2319.99,0.5399,0.29,real,0.238137,0.7123,0.00128549,0.00115293,0.00131796,0.8748,0.04,0.00121894,1.0,-1.0,0.0,1.0,-1.0,-0.1776,2.0,0.0,0.5722,0.0,2.68e-05,0.0,0.0,0.0,0.0,0.0,0.1905,False,False,1.0,0.0,26.37,41.2,False,0.0,bearish,0.0,0.0,0.044033,0.01605,trade,no,False,False,40.0,54.51,,0.151838,0.05,50.0,1000.0,0.0,0.0,0.5125,-0.296,0.0889,0.0,False,,False,True,20.42,2026-04-20 14:05:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.537806937204038,17,2026-W17,0.71,False,2.7785007610673264e-07,0.00010964062211060954,0.9998900815278264,0.4196653818219647,4.543705576455306,0.47411478972261456,0,0,
2026-04-20 16:02:15+00:00,2026-04-20 16:00,KXETHD-26APR2013-T2319.99,2026-04-20T17:00:00Z,2311.39,2319.99,0.3722,0.31,real,0.261262,0.6395,0.00126388,0.00085999,0.00098637,0.8719,0.04,0.00091054,0.0,-1.0,0.0,1.0,0.0,-0.0319,2.0,1.0,0.9522,-1.0,5.23e-05,1.0,0.0,0.0,0.0,0.0,0.2088,False,False,-1.0,0.0,69.43,71.32,False,1.0,bearish,0.0,0.0,0.05552,0.02724,trade,no,False,False,40.0,57.71,,0.179098,0.040274,40.27,1000.0,0.0,0.0,0.5125,0.0251,0.1898,-0.0355,False,,False,True,18.09,2026-04-20 16:02:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5298831388044936,17,2026-W17,0.69,False,4.4578678039470314e-06,0.0006453979274936974,0.9993501442046776,0.798079644226917,3.760337812969148,0.6055221781925078,0,2,
2026-04-20 17:19:48+00:00,2026-04-20 17:00,KXETHD-26APR2014-T2319.99,2026-04-20T18:00:00Z,2320.22,2319.99,-0.01,0.395,real,0.507828,-0.0196,0.00099342,0.00081445,,,0.05,0.00081445,0.0,0.0,1.0,1.0,1.0,0.1221,2.0,0.0,,-1.0,6.628e-05,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,0.0,,,False,0.0,bearish,0.0,0.0,0.097828,0.0661,trade,yes,False,False,40.0,39.03,,0.1617,0.05,50.0,1000.0,0.0,0.0,0.509,0.0,0.0,0.0,False,,False,False,-50.0,2026-04-20 17:19:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4612352628715535,17,2026-W17,0.395,False,6.832264629895531e-06,0.0009211770517722832,0.9990719906835756,0.6872331242682449,4.2604643248811405,0.8547871660488288,0,1,
2026-04-20 23:15:14+00:00,2026-04-20 23:00,KXETHD-26APR2020-T2319.99,2026-04-21T00:00:00Z,2311.76,2319.99,0.356,0.2,real,0.136415,1.0966,0.00066184,0.00045688,0.00063127,0.7237,0.14,0.00052663,0.0,0.0,1.0,1.0,-1.0,-0.203,2.0,0.0,0.647,0.0,8.28e-06,0.0,0.0,0.0,0.0,0.0,-0.3141,False,False,1.0,1.0,1.32,5.9,False,0.0,bearish,0.0,0.0,0.040581,0.0162,trade,no,False,False,39.0,44.73,,0.202903,0.05,50.0,1000.0,0.0,4.0,0.5496,-0.3954,-0.0743,0.0195,False,,False,True,12.5,2026-04-20 23:15:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5447203196005221,17,2026-W17,0.8,False,1.7935174730253241e-07,0.002635212489649758,0.9973646081585973,0.5102527434477391,2.271827658963355,0.5963200790318591,0,1,
2026-04-21 00:03:44+00:00,2026-04-21 00:00,KXETHD-26APR2021-T2319.99,2026-04-21T01:00:00Z,2316.78,2319.99,0.1384,0.425,real,0.335936,0.4236,0.00042349,0.00030475,0.00097536,0.3124,0.15,0.00057299,1.0,0.0,1.0,0.0,1.0,0.2879,2.0,0.0,0.723,0.0,9.7e-06,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,0.0,23.42,19.03,False,0.0,bearish,0.0,0.0,0.235298,0.209538,trade,no,False,False,39.0,56.21,,0.553643,0.035906,35.91,1000.0,0.0,0.0,0.5125,0.2922,0.0894,0.1314,False,,True,False,-35.91,2026-04-21 00:03:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5164731503960005,17,2026-W17,0.575,False,3.219726225106158e-06,0.0008209640597258277,0.9991758162140364,0.4653298340954993,1.673241620110904,0.6728821931341099,0,1,
2026-04-21 06:03:10+00:00,2026-04-21 06:00,KXETHD-26APR2103-T2309.99,2026-04-21T07:00:00Z,2312.77,2309.99,-0.1204,0.71,real,0.801636,-0.8475,0.00038907,0.00022101,0.00028879,0.7653,0.1,0.00024813,1.0,-1.0,0.0,1.0,-1.0,-0.1173,2.0,0.0,0.7558,0.0,4.315e-05,0.0,0.0,0.0,-1.0,-1.0,0.1911,False,False,0.0,0.0,73.28,75.41,False,0.0,bearish,0.0,0.0,0.058398,0.028985,trade,yes,False,False,41.0,56.79,,0.201373,0.05,50.0,1000.0,0.0,0.0,0.5125,0.0246,0.0436,0.0,False,,True,True,20.42,2026-04-21 06:03:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4956858642526118,17,2026-W17,0.71,False,1.4776078222742176e-05,0.0003415336737559073,0.999643690248021,0.3228712890239713,-0.32014248714734395,0.6173333333333344,0,2,
2026-04-21 12:01:26+00:00,2026-04-21 12:00,KXETHD-26APR2109-T2329.99,2026-04-21T13:00:00Z,2321.32,2329.99,0.3737,0.225,real,0.124708,1.1518,0.0005912,0.00040965,0.00064545,0.6347,0.01,0.00050397,1.0,-1.0,0.0,0.0,0.0,-0.0283,2.0,0.0,0.7019,0.0,-1.635e-05,0.0,0.0,0.0,-1.0,-1.0,0.2952,False,False,1.0,0.0,25.96,29.36,False,0.0,bearish,0.0,0.0,0.058091,0.033357,trade,no,False,False,42.0,58.51,,0.258181,0.05,50.0,1000.0,1.0,0.0,0.5963,-0.2476,-0.1506,0.0177,False,,False,True,14.52,2026-04-21 12:01:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5307063398976815,17,2026-W17,0.775,False,0.00010216775515798367,9.960231659853116e-05,0.9997982299282366,0.43223893527047325,-0.42080319572417046,0.32908950617284044,0,2,
2026-04-21 13:05:03+00:00,2026-04-21 13:00,KXETHD-26APR2110-T2309.99,2026-04-21T14:00:00Z,2304.97,2309.99,0.2177,0.375,real,0.358325,0.3629,0.00074543,0.00085083,0.00092101,0.9238,0.01,0.0008789,0.0,-1.0,0.0,0.0,0.0,0.0432,2.0,1.0,0.9101,0.0,-1.056e-05,-1.0,0.0,0.0,0.0,0.0,-0.2474,False,False,1.0,0.0,24.78,24.47,True,0.0,bearish,0.0,0.0,0.117461,0.089076,trade,no,False,False,42.0,54.9,,0.313229,0.05,50.0,1000.0,0.0,1.0,0.5245,-0.4263,-0.1412,-0.1594,False,,True,False,-50.0,2026-04-21 13:05:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5293744908015243,17,2026-W17,0.625,False,0.00015123884813563558,0.00010537478993932383,0.999743386361914,0.3974218310221117,-0.9203488838224607,0.34702932098765216,0,2,
2026-04-21 17:11:58+00:00,2026-04-21 17:00,KXETHD-26APR2114-T2309.99,2026-04-21T18:00:00Z,2300.96,2309.99,0.3923,0.235,real,0.169133,0.7002,0.00085387,0.00082378,0.00078222,1.0531,0.03,0.00080715,0.0,-1.0,0.0,1.0,-1.0,-0.1038,2.0,0.0,0.7055,0.0,6.43e-06,-1.0,0.0,0.0,1.0,1.0,-0.4571,False,False,1.0,0.0,26.37,44.99,False,-1.0,bearish,0.0,0.0,0.065867,0.04103,trade,no,False,False,42.0,47.99,,0.280284,0.05,50.0,1000.0,0.0,0.0,0.5125,-0.7357,-0.3297,-0.1766,False,,False,True,15.36,2026-04-21 17:11:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5205404122813367,17,2026-W17,0.765,False,0.31349172512049,0.0003436879830220335,0.686164586896474,0.3292086258022869,-2.1783538033830947,0.3582032003084628,1,0,
2026-04-21 19:08:29+00:00,2026-04-21 19:00,KXETHD-26APR2117-T2329.99,2026-04-21T21:00:00Z,2319.65,2329.99,0.4457,0.285,real,0.081165,0.6052,0.00059824,0.00076646,0.00074151,1.0336,0.05,0.00075648,0.0,-1.0,0.0,1.0,0.0,-0.057,2.0,1.0,0.8621,0.0,1.932e-05,0.0,0.0,0.0,-1.0,-1.0,0.3489,False,False,-1.0,-1.0,84.45,68.32,False,0.0,bearish,0.0,0.0,0.203835,0.183615,trade,no,False,False,66.0,111.47,,0.715212,0.023839,23.84,1000.0,1.0,-1.0,0.5038,0.3685,0.2994,-0.0573,False,,False,True,9.5,2026-04-21 19:08:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5306868236834175,17,2026-W17,0.7150000000000001,False,0.9998270992869888,7.183797811452377e-07,0.00017218233321941804,0.32613227712226683,-2.3125983193688158,0.2049354154617338,1,0,
2026-04-21 19:09:32+00:00,2026-04-21 19:00,KXETHD-26APR2116-T2329.99,2026-04-21T20:00:00Z,2319.4,2329.99,0.4566,0.215,real,0.079411,0.9167,0.00059707,0.00072612,0.00081314,0.893,0.03,0.00076093,0.0,-1.0,0.0,1.0,0.0,-0.0651,2.0,1.0,0.8621,0.0,1.811e-05,0.0,0.0,0.0,-1.0,-1.0,0.3489,False,False,-1.0,-1.0,84.45,68.32,False,0.0,bearish,0.0,0.0,0.135589,0.115471,trade,no,False,False,66.0,50.4,,0.630644,0.023839,23.84,1000.0,1.0,-1.0,0.5038,0.3685,0.2994,-0.0664,False,,False,True,6.53,2026-04-21 19:09:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5306868236834175,17,2026-W17,0.785,False,0.9998270992869888,7.183797811452377e-07,0.00017218233321941804,0.32613227712226683,-2.3125983193688158,0.2049354154617338,1,0,
