feature,split,n,wr,edge,pnl,n_weeks,worst_wk_share
p_market,>=0.2(q0.2),414,0.8405797101449275,0.1640942028985507,4646.5,12,21.20790986823959
p_market,<0.2(q0.2),86,0.8604651162790697,0.08965116279069774,83.66000000000001,9,27.890587673196364
p_market,>=0.22(q0.3),360,0.8277777777777777,0.16912499999999997,4188.92,12,21.97381283603414
p_market,<0.22(q0.3),140,0.8857142857142857,0.10542857142857154,541.24,11,23.667008459369388
p_market,>=0.25(q0.4),307,0.8175895765472313,0.17280130293159612,3710.96,12,22.346441731052476
p_market,<0.25(q0.4),193,0.8860103626943006,0.11707253886010383,1019.1999999999998,12,23.374431894883678
p_market,>=0.29(q0.5),255,0.8,0.17347058823529427,3162.45,12,25.940327001725212
p_market,<0.29(q0.5),245,0.889795918367347,0.12820408163265318,1567.7099999999998,12,19.61766354601606
p_market,>=0.33(q0.6),202,0.7970297029702971,0.18581683168316832,2664.35,12,28.22009475003014
p_market,<0.33(q0.6),298,0.8758389261744967,0.1278859060402685,2065.81,12,20.065450603825255
p_market,>=0.375(q0.7),151,0.8079470198675497,0.20543046357615902,2136.5,12,32.63566504888513
p_market,<0.375(q0.7),349,0.8595988538681948,0.12786532951289398,2593.6600000000003,12,17.076926374757058
p_market,>=0.46(q0.8),103,0.883495145631068,0.2679126213592232,1939.3600000000001,11,31.639696184984455
p_market,<0.46(q0.8),397,0.8337531486146096,0.12103274559193955,2790.8,12,14.14370111224793
p_market,>=0.62(q0.9),51,0.9215686274509803,0.22401960784313701,712.1899999999999,7,52.42842499894691
p_market,<0.62(q0.9),449,0.8351893095768375,0.14302895322939868,4017.9700000000003,12,15.130772694112524
p_yes_model,>=0.03711(q0.1),450,0.8288888888888889,0.1520555555555555,4317.8,12,19.786515828847733
p_yes_model,<0.03711(q0.1),50,0.98,0.14440000000000008,412.35999999999996,7,52.98283053642447
p_yes_model,>=0.09122(q0.2),400,0.8175,0.1570625000000001,3989.42,12,21.334590167162183
p_yes_model,<0.09122(q0.2),100,0.95,0.12819999999999987,740.74,12,39.770916097723436
p_yes_model,>=0.1373(q0.3),350,0.8114285714285714,0.15804285714285704,3719.6800000000003,12,24.46709794431352
p_yes_model,<0.1373(q0.3),150,0.92,0.1355333333333335,1010.4799999999999,12,27.381699821558385
p_yes_model,>=0.1738(q0.4),300,0.8033333333333333,0.1601166666666668,3316.5299999999997,12,27.398141129067945
p_yes_model,<0.1738(q0.4),200,0.905,0.13805000000000012,1413.63,12,22.671538925244388
p_yes_model,>=0.2112(q0.5),250,0.796,0.1673,2821.84,12,26.683809808651326
p_yes_model,<0.2112(q0.5),250,0.892,0.13527999999999996,1908.32,12,22.471230121783172
p_yes_model,>=0.2478(q0.6),200,0.82,0.20074999999999998,2812.6400000000003,12,26.782550637262677
p_yes_model,<0.2478(q0.6),300,0.86,0.11831666666666663,1917.52,12,18.93798754038664
p_yes_model,>=0.3017(q0.7),150,0.8466666666666667,0.23770000000000013,2582.9400000000005,12,31.00425275178056
p_yes_model,<0.3017(q0.7),350,0.8428571428571429,0.11425714285714283,2147.22,12,19.559746007311908
p_yes_model,>=0.4873(q0.8),100,0.87,0.25395,1745.13,11,34.73863063158733
p_yes_model,<0.4873(q0.8),400,0.8375,0.125625,2985.03,12,14.909640018276143
p_yes_model,>=0.7081(q0.9),50,0.92,0.22340000000000004,672.87,8,37.55810082728181
p_yes_model,<0.7081(q0.9),450,0.8355555555555556,0.14327777777777784,4057.29,12,15.050646704656707
z_score,>=-0.4153(q0.1),450,0.8311111111111111,0.1381,3825.7000000000003,12,14.773599386032235
z_score,<-0.4153(q0.1),50,0.96,0.27000000000000013,904.4599999999999,9,46.883223138668384
z_score,>=0.08046(q0.2),400,0.8375,0.1254249999999999,2971.74,12,15.61673577843839
z_score,<0.08046(q0.2),100,0.87,0.2547499999999999,1758.4200000000003,11,34.495212586468696
z_score,>=0.3876(q0.3),350,0.86,0.12904285714285701,2527.7699999999995,12,16.372600340083686
z_score,<0.3876(q0.3),150,0.8066666666666666,0.20319999999999994,2202.3900000000003,12,30.343542819571525
z_score,>=0.5183(q0.4),300,0.88,0.13546666666666674,2175.66,12,17.61887030711198
z_score,<0.5183(q0.4),200,0.79,0.1750250000000001,2554.5,12,29.023404138083038
z_score,>=0.6828(q0.5),251,0.9043824701195219,0.14428286852589656,1977.71,12,19.696322144625054
z_score,<0.6828(q0.5),249,0.7831325301204819,0.15835341365461852,2752.45,12,26.869319255754114
z_score,>=0.8005(q0.6),200,0.925,0.1488750000000001,1591.75,12,20.406577052617624
z_score,<0.8005(q0.6),300,0.79,0.15290000000000004,3138.41,12,24.463890271489845
z_score,>=0.92(q0.7),150,0.92,0.14093333333333347,1054.1200000000001,11,26.262757468918167
z_score,<0.92(q0.7),350,0.8114285714285714,0.15572857142857133,3676.0400000000004,12,22.74674929565942
z_score,>=1.09(q0.8),100,0.93,0.1403000000000001,622.9300000000001,9,46.314995264315414
z_score,<1.09(q0.8),400,0.8225,0.15403750000000005,4107.2300000000005,12,22.236890338130685
z_score,>=1.535(q0.9),50,0.94,0.1109,301.09,9,47.72991464346209
z_score,<1.535(q0.9),450,0.8333333333333334,0.1557777777777779,4429.07,12,19.80461199331802
vol_60m,>=0.0002833(q0.1),450,0.8377777777777777,0.14832222222222213,4122.74,12,22.70405362181155
vol_60m,<0.0002833(q0.1),50,0.9,0.17800000000000005,607.4200000000001,9,34.24160131815824
vol_60m,>=0.0003613(q0.2),400,0.83,0.1434375,3461.9,12,22.605639790279156
vol_60m,<0.0003613(q0.2),100,0.9,0.18269999999999986,1268.26,10,29.698703393881452
vol_60m,>=0.000417(q0.3),350,0.8142857142857143,0.13091428571428565,2722.0600000000004,12,26.551103397330618
vol_60m,<0.000417(q0.3),150,0.9133333333333333,0.1988333333333333,2008.1000000000001,11,22.99289467986695
vol_60m,>=0.0004914(q0.4),300,0.8133333333333334,0.12865000000000015,2317.3099999999995,12,26.617905134896304
vol_60m,<0.0004914(q0.4),200,0.89,0.18525000000000003,2412.8500000000004,11,21.819839608761423
vol_60m,>=0.0005645(q0.5),250,0.792,0.12078000000000011,1727.39,12,22.98465872090382
vol_60m,<0.0005645(q0.5),250,0.896,0.18179999999999996,3002.7700000000004,11,16.44914528918299
vol_60m,>=0.0006359(q0.6),200,0.79,0.11922500000000014,1369.18,12,26.96508446606158
vol_60m,<0.0006359(q0.6),300,0.88,0.17266666666666675,3360.98,12,15.297026462519861
vol_60m,>=0.000728(q0.7),150,0.7933333333333333,0.1384333333333334,1188.8400000000001,12,25.926809548424718
vol_60m,<0.000728(q0.7),350,0.8657142857142858,0.15680000000000005,3541.32,12,15.93760051463493
vol_60m,>=0.0008403(q0.8),100,0.75,0.10550000000000015,469.57000000000005,12,24.192873915700762
vol_60m,<0.0008403(q0.8),400,0.8675,0.16273749999999998,4260.59,12,18.68614440722999
vol_60m,>=0.0011(q0.9),50,0.7,0.054300000000000015,77.59000000000003,11,21.088997742050907
vol_60m,<0.0011(q0.9),450,0.86,0.16206666666666658,4652.57,12,17.84905976696751
vol_60m_model,>=0.0002293(q0.1),450,0.8355555555555556,0.1471,4102.9800000000005,12,20.83687085989476
vol_60m_model,<0.0002293(q0.1),50,0.92,0.18900000000000006,627.1800000000001,8,35.93037898776685
vol_60m_model,>=0.0002966(q0.2),400,0.8225,0.14029999999999998,3427.79,12,21.410259693330257
vol_60m_model,<0.0002966(q0.2),100,0.93,0.19524999999999992,1302.37,9,28.221626726659853
vol_60m_model,>=0.0003592(q0.3),350,0.8114285714285714,0.1339285714285714,2820.33,12,22.493444593391594
vol_60m_model,<0.0003592(q0.3),150,0.92,0.19180000000000008,1909.8299999999997,10,22.432665808346393
vol_60m_model,>=0.0004204(q0.4),300,0.81,0.13065000000000015,2385.1099999999997,12,24.517099895366744
vol_60m_model,<0.0004204(q0.4),200,0.895,0.1822499999999999,2345.05,12,21.501886953369866
vol_60m_model,>=0.000488(q0.5),250,0.784,0.11110000000000009,1764.6700000000003,12,27.313180002074265
vol_60m_model,<0.000488(q0.5),250,0.904,0.1914800000000001,2965.49,12,17.91272268663863
vol_60m_model,>=0.0005765(q0.6),200,0.785,0.12522499999999992,1472.97,12,19.852580866461373
vol_60m_model,<0.0005765(q0.6),300,0.8833333333333333,0.16866666666666674,3257.19,12,18.897270346525683
vol_60m_model,>=0.0006948(q0.7),150,0.74,0.10050000000000014,812.83,12,22.76702946757694
vol_60m_model,<0.0006948(q0.7),350,0.8885714285714286,0.1730571428571428,3917.3300000000004,12,19.733083503304545
vol_60m_model,>=0.0008138(q0.8),100,0.71,0.07555,384.0599999999999,12,23.394341716750784
vol_60m_model,<0.0008138(q0.8),400,0.8775,0.17022499999999985,4346.1,12,18.73633832631555
vol_60m_model,>=0.00103(q0.9),50,0.68,0.058599999999999985,181.31000000000006,11,23.346640135457474
vol_60m_model,<0.00103(q0.9),450,0.8622222222222222,0.16158888888888878,4548.85,12,18.08413115402794
vol_implied_kalshi,>=0.0003218(q0.1),429,0.8461538461538461,0.14386946386946375,3867.52,12,21.70271679431432
vol_implied_kalshi,<0.0003218(q0.1),48,0.8958333333333334,0.17583333333333329,456.65999999999997,9,32.76215310113615
vol_implied_kalshi,>=0.0004226(q0.2),381,0.84251968503937,0.14073490813648293,3314.83,12,22.733354483633804
vol_implied_kalshi,<0.0004226(q0.2),96,0.8854166666666666,0.1722916666666665,1009.3499999999999,10,23.14459800861941
vol_implied_kalshi,>=0.0004898(q0.3),334,0.8413173652694611,0.14080838323353295,2900.9300000000003,12,22.01070829779575
vol_implied_kalshi,<0.0004898(q0.3),143,0.8741258741258742,0.16174825174825191,1423.25,10,21.464254347444232
vol_implied_kalshi,>=0.0005505(q0.4),286,0.8391608391608392,0.13678321678321692,2507.49,12,27.50753204699844
vol_implied_kalshi,<0.0005505(q0.4),191,0.8691099476439791,0.16251308900523553,1816.6899999999998,11,18.446269145074083
vol_implied_kalshi,>=0.0006365(q0.5),239,0.8410041841004184,0.1473012552301255,2299.41,12,25.832660079133262
vol_implied_kalshi,<0.0006365(q0.5),238,0.8613445378151261,0.14686974789915963,2024.77,11,18.058267405253996
vol_implied_kalshi,>=0.0007145(q0.6),191,0.8219895287958116,0.14013089005235613,1643.47,12,28.04881305241796
vol_implied_kalshi,<0.0007145(q0.6),286,0.8706293706293706,0.15173076923076922,2680.71,12,16.48854221456256
vol_implied_kalshi,>=0.0007957(q0.7),143,0.8041958041958042,0.1302447552447552,1117.52,12,29.87626751145791
vol_implied_kalshi,<0.0007957(q0.7),334,0.8712574850299402,0.15429640718562876,3206.66,12,16.766530535897996
vol_implied_kalshi,>=0.0009155(q0.8),96,0.7916666666666666,0.13072916666666667,830.7700000000001,12,24.871014233206267
vol_implied_kalshi,<0.0009155(q0.8),381,0.8661417322834646,0.15120734908136468,3493.41,12,16.846662543413103
vol_implied_kalshi,>=0.001164(q0.9),48,0.8125,0.15166666666666662,541.0,11,26.39731955045375
vol_implied_kalshi,<0.001164(q0.9),429,0.8554778554778555,0.14657342657342654,3783.18,12,19.06794698376288
vol_ratio,>=0.403(q0.1),429,0.8391608391608392,0.13454545454545463,3523.45,12,18.405261973084656
vol_ratio,<0.403(q0.1),48,0.9583333333333334,0.25916666666666666,800.73,9,28.598903500555746
vol_ratio,>=0.5432(q0.2),381,0.8346456692913385,0.130275590551181,2902.0099999999998,12,16.443672883614997
vol_ratio,<0.5432(q0.2),96,0.9166666666666666,0.2138020833333334,1422.17,10,25.534921985416652
vol_ratio,>=0.637(q0.3),334,0.8383233532934131,0.13914670658682615,2718.78,12,17.383877134516524
vol_ratio,<0.637(q0.3),143,0.8811188811188811,0.16562937062937066,1605.3999999999999,12,26.138657032515265
vol_ratio,>=0.7332(q0.4),286,0.8181818181818182,0.12286713286713302,1942.85,12,13.417263626810247
vol_ratio,<0.7332(q0.4),191,0.900523560209424,0.18335078534031402,2381.33,12,22.311585437392033
vol_ratio,>=0.8052(q0.5),239,0.799163179916318,0.10882845188284507,1333.39,12,15.275510026205843
vol_ratio,<0.8052(q0.5),238,0.9033613445378151,0.18550420168067216,2990.79,12,22.25365204511182
vol_ratio,>=0.8888(q0.6),191,0.7853403141361257,0.09183246073298412,782.81,12,20.088487964299024
vol_ratio,<0.8888(q0.6),286,0.8951048951048951,0.183986013986014,3541.370000000001,12,23.383671343926366
vol_ratio,>=0.9586(q0.7),143,0.7622377622377622,0.07737762237762236,356.89,12,23.205738081477197
vol_ratio,<0.9586(q0.7),334,0.8892215568862275,0.17693113772455094,3967.29,12,21.20711713002411
vol_ratio,>=1.066(q0.8),96,0.7395833333333334,0.08072916666666663,178.67999999999995,11,16.94747756212941
vol_ratio,<1.066(q0.8),381,0.8792650918635171,0.1638057742782152,4145.5,12,22.638492559488714
vol_ratio,>=1.253(q0.9),48,0.7083333333333334,0.06885416666666666,39.040000000000006,5,51.32786354312858
vol_ratio,<1.253(q0.9),429,0.8671328671328671,0.15583916083916083,4285.14,12,19.918469393851655
spread,>=0.02(q0.2),409,0.8386308068459658,0.14321515892420533,3567.7,12,24.745443813177896
spread,<0.02(q0.2),91,0.8681318681318682,0.18758241758241767,1162.46,12,20.75569705093834
spread,>=0.03(q0.3),358,0.840782122905028,0.14579608938547484,3163.0199999999995,12,27.0937520736938
spread,<0.03(q0.3),142,0.852112676056338,0.1651408450704226,1567.1399999999999,12,16.65900940566892
spread,>=0.03(q0.4),358,0.840782122905028,0.14579608938547484,3163.0199999999995,12,27.0937520736938
spread,<0.03(q0.4),142,0.852112676056338,0.1651408450704226,1567.1399999999999,12,16.65900940566892
spread,>=0.04(q0.5),288,0.84375,0.142673611111111,2383.2699999999995,12,28.799730573853637
spread,<0.04(q0.5),212,0.8443396226415094,0.1629952830188679,2346.89,12,15.096333500753392
spread,>=0.05(q0.6),221,0.832579185520362,0.12723981900452497,1582.5100000000002,11,32.82073840551818
spread,<0.05(q0.6),279,0.8530465949820788,0.17034050179211468,3147.6499999999996,12,16.519785621566736
spread,>=0.07(q0.7),158,0.8417721518987342,0.13620253164556972,1232.16,10,45.16374467809561
spread,<0.07(q0.7),342,0.8450292397660819,0.1582602339181287,3498.0,12,15.759296370518816
spread,>=0.12(q0.8),103,0.8640776699029126,0.13383495145631064,779.5,7,43.83708910481703
spread,<0.12(q0.8),397,0.8387909319899244,0.15581863979848853,3950.66,12,15.054788587246032
spread,>=0.17(q0.9),56,0.8928571428571429,0.13250000000000006,470.84000000000003,7,35.88998920840474
spread,<0.17(q0.9),444,0.8378378378378378,0.15365990990990974,4259.32,12,16.277924695787256
vol_eff,>=0.0003384(q0.1),450,0.8333333333333334,0.1459111111111111,4088.9799999999996,12,19.072668556495124
vol_eff,<0.0003384(q0.1),50,0.94,0.1997,641.1800000000001,7,33.31531110266826
vol_eff,>=0.0004071(q0.2),400,0.8375,0.15028750000000002,3826.1400000000003,12,21.836856739792683
vol_eff,<0.0004071(q0.2),100,0.87,0.1553,904.02,9,29.002500639927543
vol_eff,>=0.0004739(q0.3),350,0.8314285714285714,0.14818571428571425,3259.08,12,24.137920665848785
vol_eff,<0.0004739(q0.3),150,0.8733333333333333,0.15853333333333341,1471.08,10,26.886369198140148
vol_eff,>=0.0005221(q0.4),300,0.8166666666666667,0.14178333333333337,2649.51,12,27.804470363865967
vol_eff,<0.0005221(q0.4),200,0.885,0.16555000000000009,2080.65,11,19.136327589935835
vol_eff,>=0.0005854(q0.5),250,0.808,0.13440000000000007,2110.11,12,21.411917353097294
vol_eff,<0.0005854(q0.5),250,0.88,0.1681800000000001,2620.05,12,18.030571935650084
vol_eff,>=0.0006685(q0.6),200,0.79,0.13022500000000015,1611.1000000000001,12,20.102896884590166
vol_eff,<0.0006685(q0.6),300,0.88,0.16533333333333333,3119.0600000000004,12,16.670727719248745
vol_eff,>=0.0007437(q0.7),150,0.76,0.11670000000000003,943.6200000000001,12,18.186441769136678
vol_eff,<0.0007437(q0.7),350,0.88,0.16611428571428566,3786.54,12,18.85679274482773
vol_eff,>=0.0008456(q0.8),100,0.71,0.07979999999999998,430.24,12,23.944153577661428
vol_eff,<0.0008456(q0.8),400,0.8775,0.1691625,4299.92,12,20.913877467487772
vol_eff,>=0.001052(q0.9),50,0.74,0.13119999999999998,421.18000000000006,12,18.052602483415544
vol_eff,<0.001052(q0.9),450,0.8555555555555555,0.153522222222222,4308.98,12,17.64942051251108
structure_bias,==0.0,223,0.8295964125560538,0.13717488789237653,1813.78,12,19.572558020913032
structure_bias,==1.0,118,0.864406779661017,0.18288135593220312,1373.04,12,19.823630043990658
structure_bias,==-1.0,159,0.8490566037735849,0.14764150943396237,1543.34,11,27.12040120777016
confirmation_bias,==-1.0,315,0.8698412698412699,0.1793015873015874,3577.25,12,21.767544012737314
confirmation_bias,==0.0,137,0.8248175182481752,0.1296715328467153,1081.0299999999997,12,14.122827458196399
confirmation_bias,==1.0,48,0.7291666666666666,0.029166666666666563,71.87999999999997,11,19.970988150581984
confirmation_score,==0.0,315,0.8698412698412699,0.1793015873015874,3577.25,12,21.767544012737314
confirmation_score,==1.0,137,0.8248175182481752,0.1296715328467153,1081.0299999999997,12,14.122827458196399
confirmation_score,==2.0,45,0.7333333333333333,0.03888888888888886,87.02999999999997,11,18.82444030772779
no_score,==1.0,246,0.8373983739837398,0.12504065040650403,2039.3500000000001,12,24.464535972516774
no_score,==2.0,117,0.8547008547008547,0.17316239316239312,1355.4399999999998,12,19.869318025004837
no_score,==0.0,110,0.8363636363636363,0.17181818181818165,966.4900000000001,11,24.231212529177604
no_score,==3.0,26,0.8846153846153846,0.20538461538461517,337.58000000000004,10,21.39621456763545
obi_score,==0.0,289,0.8581314878892734,0.16022491349480972,2940.6499999999996,12,18.964858609432028
obi_score,==-1.0,159,0.8301886792452831,0.13927672955974835,1308.87,12,21.19489476447596
obi_score,==1.0,52,0.8076923076923077,0.1383653846153846,480.64000000000004,12,25.584265212224626
obi_raw,>=-0.1777(q0.1),450,0.8422222222222222,0.1495777777777778,4222.09,12,18.794738818607197
obi_raw,<-0.1777(q0.1),50,0.86,0.16669999999999996,508.07000000000005,10,18.80016413623308
obi_raw,>=-0.1389(q0.2),400,0.845,0.15159999999999996,3812.24,12,20.2489683561372
obi_raw,<-0.1389(q0.2),100,0.84,0.1500499999999999,917.9200000000001,11,18.974304523253345
obi_raw,>=-0.1075(q0.3),350,0.8542857142857143,0.16024285714285713,3612.65,12,18.48773206201237
obi_raw,<-0.1075(q0.3),150,0.82,0.13039999999999985,1117.51,12,17.963072157770974
obi_raw,>=-0.07292(q0.4),300,0.8433333333333334,0.15115000000000012,2848.1499999999996,12,16.82107267857541
obi_raw,<-0.07292(q0.4),200,0.845,0.15149999999999986,1882.0099999999998,12,20.40563649003161
obi_raw,>=-0.0458(q0.5),250,0.832,0.13837999999999995,2061.1,12,19.961052048625927
obi_raw,<-0.0458(q0.5),250,0.856,0.1642,2669.06,12,18.98051846384397
obi_raw,>=-0.01904(q0.6),200,0.845,0.14715,1791.08,12,15.803103462506703
obi_raw,<-0.01904(q0.6),300,0.8433333333333334,0.15405000000000013,2939.08,12,20.870850782013033
obi_raw,>=0.01886(q0.7),150,0.8266666666666667,0.1325666666666666,1136.87,12,17.061529929151142
obi_raw,<0.01886(q0.7),350,0.8514285714285714,0.15931428571428563,3593.29,12,22.33493671938896
obi_raw,>=0.05504(q0.8),100,0.81,0.13190000000000013,818.1099999999999,12,19.225993184258435
obi_raw,<0.05504(q0.8),400,0.8525,0.15613750000000015,3912.0499999999993,12,21.44656635360228
obi_raw,>=0.1031(q0.9),50,0.8,0.13360000000000005,432.65,12,24.722856091277144
obi_raw,<0.1031(q0.9),450,0.8488888888888889,0.15325555555555548,4297.51,12,21.326541484458765
vpin_score,==0.0,428,0.8481308411214953,0.15207943925233636,4030.4700000000003,12,21.271464618270326
vpin_score,==1.0,29,0.8620689655172413,0.15189655172413807,289.47,9,30.834245921433183
vpin_score,==-1.0,43,0.7906976744186046,0.14302325581395336,410.22,7,36.89473684210526
vpin_raw,>=0.3343(q0.1),449,0.8351893095768375,0.14070155902004444,3873.83,12,17.219650836510638
vpin_raw,<0.3343(q0.1),50,0.94,0.2573,906.3299999999999,10,27.007950756604256
vpin_raw,>=0.4351(q0.2),399,0.8395989974937343,0.14315789473684215,3518.38,12,15.50436867873836
vpin_raw,<0.4351(q0.2),100,0.87,0.18920000000000003,1261.78,12,26.335517547756552
vpin_raw,>=0.5022(q0.3),349,0.8510028653295129,0.15210601719197703,3365.4,12,16.901632273150355
vpin_raw,<0.5022(q0.3),150,0.8333333333333334,0.15303333333333347,1414.76,12,23.895188305044364
vpin_raw,>=0.547(q0.4),299,0.8494983277591973,0.1531772575250836,2912.37,12,18.98879659727285
vpin_raw,<0.547(q0.4),200,0.84,0.1511999999999999,1867.79,12,19.697216686210687
vpin_raw,>=0.5905(q0.5),250,0.844,0.14679999999999993,2309.33,12,22.154884270805915
vpin_raw,<0.5905(q0.5),249,0.8473895582329317,0.15799196787148595,2470.83,12,20.84724566238875
vpin_raw,>=0.6403(q0.6),200,0.85,0.15502499999999997,2066.31,12,23.12014793659619
vpin_raw,<0.6403(q0.6),299,0.842809364548495,0.15061872909699003,2713.8500000000004,12,20.157341046852256
vpin_raw,>=0.6977(q0.7),150,0.8466666666666667,0.15149999999999997,1552.3999999999999,12,33.59744416021616
vpin_raw,<0.6977(q0.7),349,0.8452722063037249,0.15276504297994264,3227.76,12,19.364203038639797
vpin_raw,>=0.7622(q0.8),100,0.84,0.16184999999999994,1142.9799999999998,11,38.29238451109421
vpin_raw,<0.7622(q0.8),399,0.8471177944862155,0.1500125313283207,3637.18,12,18.941322673059897
vpin_raw,>=0.8621(q0.9),51,0.803921568627451,0.14911764705882347,516.86,9,34.90378354915721
vpin_raw,<0.8621(q0.9),448,0.8504464285714286,0.15275669642857148,4263.3,12,21.132232011074343
funding_bias,==-1.0,252,0.8492063492063492,0.13208333333333333,2243.1899999999996,12,22.999535481279057
funding_bias,==0.0,242,0.8347107438016529,0.16646694214876023,2326.07,12,28.301668641838685
avg_funding_rate,>=-1.201e-05(q0.1),450,0.8488888888888889,0.1517777777777778,4287.15,12,19.216495807237916
avg_funding_rate,<-1.201e-05(q0.1),50,0.8,0.14690000000000003,443.01,7,53.884782862576955
avg_funding_rate,>=1.056e-05(q0.2),400,0.86,0.15398750000000005,4063.0299999999997,12,21.680617667110507
avg_funding_rate,<1.056e-05(q0.2),100,0.78,0.14049999999999996,667.1300000000001,9,33.49153699299281
avg_funding_rate,>=2.537e-05(q0.3),350,0.8571428571428571,0.1454428571428571,3450.2400000000002,12,18.84796419959191
avg_funding_rate,<2.537e-05(q0.3),150,0.8133333333333334,0.16493333333333327,1279.92,9,37.86926881432964
avg_funding_rate,>=3.902e-05(q0.4),300,0.8566666666666667,0.13923333333333343,2885.76,12,19.012349949839138
avg_funding_rate,<3.902e-05(q0.4),200,0.825,0.16937499999999994,1844.3999999999996,10,36.504871641916004
avg_funding_rate,>=5.044e-05(q0.5),250,0.848,0.13112000000000001,2223.45,12,23.191114974491846
avg_funding_rate,<5.044e-05(q0.5),250,0.84,0.17146000000000006,2506.71,12,28.158178890780327
avg_funding_rate,>=6.63e-05(q0.6),200,0.87,0.14992500000000009,2104.15,12,18.973223668539564
avg_funding_rate,<6.63e-05(q0.6),300,0.8266666666666667,0.1522,2626.01,12,25.865875064162164
avg_funding_rate,>=7.908e-05(q0.7),150,0.8466666666666667,0.13483333333333347,1430.0200000000002,12,20.509359619343666
avg_funding_rate,<7.908e-05(q0.7),350,0.8428571428571429,0.15834285714285712,3300.14,12,23.014914291438572
avg_funding_rate,>=9.387e-05(q0.8),100,0.86,0.15089999999999992,1068.84,10,25.086462231523683
avg_funding_rate,<9.387e-05(q0.8),400,0.84,0.1513875,3661.32,12,21.74706677363946
avg_funding_rate,>=0.0001148(q0.9),50,0.82,0.12360000000000004,469.61,9,24.213139101951132
avg_funding_rate,<0.0001148(q0.9),450,0.8466666666666667,0.15436666666666665,4260.55,12,20.34918519689663
vol_score,==0.0,354,0.867231638418079,0.16526836158192082,3846.1600000000003,12,16.51829357073029
vol_score,==-1.0,75,0.7866666666666666,0.10413333333333319,445.03000000000003,11,20.205634861980887
vol_score,==1.0,71,0.7887323943661971,0.13140845070422535,438.97,11,26.907072025331345
vwap_score,==0.0,385,0.8545454545454545,0.15588311688311685,3614.6600000000003,12,17.93708758826575
vwap_score,==-1.0,64,0.78125,0.061562499999999964,282.03,12,18.793799786089426
vwap_score,==1.0,51,0.8431372549019608,0.22921568627450972,833.4700000000001,10,30.78087003512564
vwap_signal,==0.0,385,0.8545454545454545,0.15588311688311685,3614.6600000000003,12,17.93708758826575
vwap_signal,==1.0,64,0.78125,0.061562499999999964,282.03,12,18.793799786089426
vwap_signal,==-1.0,51,0.8431372549019608,0.22921568627450972,833.4700000000001,10,30.78087003512564
vwap_total,==-1.0,64,0.828125,0.195078125,683.96,9,34.540031580794206
vwap_total,==0.0,227,0.8546255506607929,0.15389867841409688,2129.6800000000003,12,16.748049757537423
vwap_total,==2.0,64,0.78125,0.061562499999999964,282.03,12,18.793799786089426
vwap_total,==-2.0,51,0.8431372549019608,0.22921568627450972,833.4700000000001,10,30.78087003512564
vwap_total,==1.0,94,0.8723404255319149,0.1339893617021275,801.02,12,18.726752153484732
vwap_stretch_score,==-1.0,64,0.828125,0.195078125,683.96,9,34.540031580794206
vwap_stretch_score,==0.0,234,0.8589743589743589,0.15591880341880338,2233.4700000000003,12,16.55078798847812
vwap_stretch_score,==2.0,59,0.7627118644067796,0.05118644067796596,224.3,12,20.21559710291393
vwap_stretch_score,==-2.0,49,0.8367346938775511,0.22571428571428576,787.4100000000002,9,32.393453064752784
vwap_stretch_score,==1.0,94,0.8723404255319149,0.1339893617021275,801.02,12,18.726752153484732
vwap_distance_pct,>=-0.9156(q0.1),424,0.8514150943396226,0.15965801886792463,4310.52,12,22.040064678404597
vwap_distance_pct,<-0.9156(q0.1),47,0.8297872340425532,0.12627659574468098,384.39000000000004,8,50.12097088894092
vwap_distance_pct,>=-0.5745(q0.2),377,0.8594164456233422,0.17192307692307707,4098.89,12,22.214805293793212
vwap_distance_pct,<-0.5745(q0.2),94,0.8085106382978723,0.09377659574468089,596.02,11,21.016554578375583
vwap_distance_pct,>=-0.321(q0.3),329,0.8571428571428571,0.17583586626139813,3559.11,12,22.602672269459312
vwap_distance_pct,<-0.321(q0.3),142,0.8309859154929577,0.11112676056338033,1135.8000000000002,12,18.732137996733805
vwap_distance_pct,>=-0.1602(q0.4),283,0.8692579505300353,0.1956890459363957,3494.0199999999995,12,22.9908020914922
vwap_distance_pct,<-0.1602(q0.4),188,0.8191489361702128,0.09707446808510645,1200.8899999999999,12,21.965427529031622
vwap_distance_pct,>=-0.0415(q0.5),236,0.8601694915254238,0.19385593220338992,2814.95,11,22.769955323301236
vwap_distance_pct,<-0.0415(q0.5),235,0.8382978723404255,0.11863829787234037,1879.96,12,19.55963340457011
vwap_distance_pct,>=0.0487(q0.6),188,0.8404255319148937,0.18941489361702135,2136.2799999999997,11,23.650499688494786
vwap_distance_pct,<0.0487(q0.6),283,0.8551236749116607,0.13434628975265017,2558.63,12,16.609973221393936
vwap_distance_pct,>=0.1614(q0.7),142,0.8169014084507042,0.18158450704225348,1515.9,10,27.14615688186271
vwap_distance_pct,<0.1614(q0.7),329,0.8632218844984803,0.1454255319148936,3179.01,12,16.099901097174335
vwap_distance_pct,>=0.3662(q0.8),95,0.8,0.18047368421052634,949.5499999999998,10,29.419138433342273
vwap_distance_pct,<0.3662(q0.8),376,0.8617021276595744,0.1502260638297872,3745.36,12,17.652336330916377
vwap_distance_pct,>=0.6372(q0.9),48,0.7916666666666666,0.19354166666666672,606.8,9,28.707313436015426
