feature,split,n,wr,edge,pnl,n_weeks,worst_wk_share
vwap_distance_pct,<0.6372(q0.9),423,0.8557919621749409,0.15210401891252967,4088.1100000000006,12,17.348503264969153
ema_stretch_score,==0.0,182,0.8901098901098901,0.17164835164835146,2074.95,12,20.040000963878647
ema_stretch_score,==-1.0,123,0.8292682926829268,0.17154471544715422,1236.5900000000001,11,34.08107836233779
ema_stretch_score,==1.0,195,0.8102564102564103,0.11951282051282053,1418.62,12,22.77619794296649
stoch_bias,==0.0,286,0.8566433566433567,0.16405594405594404,2941.45,12,19.92282717707253
stoch_bias,==-1.0,100,0.9,0.21719999999999984,1502.6400000000003,10,30.548799576179352
stoch_bias,==1.0,114,0.7631578947368421,0.061447368421052584,286.06999999999994,12,16.339325955230606
stoch_k,>=9.586(q0.1),449,0.8530066815144766,0.16125835189309567,4556.88,12,21.70862504291445
stoch_k,<9.586(q0.1),50,0.78,0.0727000000000001,223.27999999999997,11,18.541933217932314
stoch_k,>=18.84(q0.2),399,0.8671679197994987,0.17718045112781944,4520.79,12,21.975362713154116
stoch_k,<18.84(q0.2),100,0.76,0.053449999999999886,259.37,12,14.583786689878519
stoch_k,>=28.24(q0.3),349,0.8653295128939829,0.17779369627507158,4026.2000000000007,12,24.13129592633134
stoch_k,<28.24(q0.3),150,0.8,0.09326666666666672,753.96,12,16.54036695451252
stoch_k,>=35.19(q0.4),299,0.862876254180602,0.17682274247491636,3395.7799999999997,12,21.130997317104327
stoch_k,<35.19(q0.4),200,0.82,0.1158499999999999,1384.38,12,17.867472509481843
stoch_k,>=43.01(q0.5),250,0.856,0.17699999999999994,2804.7700000000004,12,24.247379244620554
stoch_k,<43.01(q0.5),249,0.8353413654618473,0.12767068273092363,1975.39,12,18.978502942306832
stoch_k,>=55.05(q0.6),200,0.865,0.18789999999999996,2362.1099999999997,12,27.063883637605834
stoch_k,<55.05(q0.6),299,0.8327759197324415,0.128628762541806,2418.0499999999997,12,15.701495006306738
stoch_k,>=66.65(q0.7),150,0.8666666666666667,0.18756666666666677,1815.25,11,30.507899747576296
stoch_k,<66.65(q0.7),349,0.836676217765043,0.1372636103151862,2964.91,12,13.91913600812796
stoch_k,>=76.94(q0.8),100,0.87,0.18569999999999975,1210.28,10,34.630166101349474
stoch_k,<76.94(q0.8),399,0.8395989974937343,0.1440350877192983,3569.8799999999997,12,13.563390971488912
stoch_k,>=87.07(q0.9),50,0.86,0.20510000000000006,737.72,9,29.578808006462616
stoch_k,<87.07(q0.9),449,0.844097995545657,0.1465144766146994,4042.4400000000005,12,16.224957654342624
stoch_d,>=13.71(q0.1),449,0.8596881959910914,0.16720489977728292,4777.23,12,20.973241815864004
stoch_d,<13.71(q0.1),50,0.72,0.019300000000000206,2.9299999999999784,11,16.70361515612548
stoch_d,>=21.23(q0.2),399,0.8646616541353384,0.1723934837092731,4469.16,12,22.634902308263747
stoch_d,<21.23(q0.2),100,0.77,0.07255,310.9999999999999,12,15.035119062186435
stoch_d,>=30.21(q0.3),349,0.8653295128939829,0.17995702005730663,4063.3500000000004,12,22.324593006924683
stoch_d,<30.21(q0.3),150,0.8,0.0882333333333335,716.81,12,16.761815329783488
stoch_d,>=38.02(q0.4),299,0.8729096989966555,0.19071906354515045,3714.48,12,24.07734741721359
stoch_d,<38.02(q0.4),200,0.805,0.09507500000000002,1065.6799999999998,12,21.486922375709977
stoch_d,>=45.52(q0.5),250,0.876,0.19844000000000006,3193.7200000000003,12,23.99457199710344
stoch_d,<45.52(q0.5),249,0.8152610441767069,0.10614457831325308,1586.44,12,16.776863551768052
stoch_d,>=56.53(q0.6),200,0.885,0.20805000000000007,2683.9,12,25.651803841404288
stoch_d,<56.53(q0.6),299,0.8193979933110368,0.11515050167224083,2096.2599999999998,12,16.30573361982115
stoch_d,>=65.72(q0.7),151,0.8807947019867549,0.19731788079470203,2048.62,12,26.93874708360901
stoch_d,<65.72(q0.7),348,0.8304597701149425,0.13288793103448282,2731.5400000000004,12,14.678076552753863
stoch_d,>=75.34(q0.8),100,0.87,0.18864999999999998,1365.5700000000002,11,36.865069071705534
stoch_d,<75.34(q0.8),399,0.8395989974937343,0.1432957393483708,3414.59,12,12.750780331936276
stoch_d,>=85.13(q0.9),50,0.82,0.1523,467.94999999999993,10,27.187083439423667
stoch_d,<85.13(q0.9),449,0.8485523385300668,0.1523942093541203,4312.21,12,17.78816619127114
stoch_crossover_active,==False,363,0.8347107438016529,0.1466666666666666,3251.2799999999997,12,19.992086084501718
stoch_crossover_active,==True,137,0.8686131386861314,0.16354014598540156,1478.88,12,17.114402313450988
ema_stack_bias,==1.0,95,0.8210526315789474,0.18210526315789466,1071.59,9,25.47556852501196
ema_stack_bias,==0.0,245,0.8653061224489796,0.17326530612244895,2517.92,12,19.587782046655775
ema_stack_bias,==-1.0,160,0.825,0.09934374999999995,1140.65,12,26.12020853907811
ema_alignment,==bullish,121,0.8099173553719008,0.20165289256198338,1307.9,10,24.562230879639124
ema_alignment,==neutral,65,0.8461538461538461,0.11299999999999999,477.64,10,30.818263147804963
ema_alignment,==bearish,314,0.856687898089172,0.13980891719745236,2944.62,12,17.533331974923755
raw_edge,>=0.04462(q0.1),450,0.8377777777777777,0.14874444444444446,4169.87,12,19.39853673243469
raw_edge,<0.04462(q0.1),50,0.9,0.17420000000000002,560.2900000000001,11,16.71866915442387
raw_edge,>=0.05167(q0.2),400,0.845,0.155625,3907.6,12,20.125150085442833
raw_edge,<0.05167(q0.2),100,0.84,0.1339499999999998,822.56,12,20.685934489402698
raw_edge,>=0.0609(q0.3),350,0.8514285714285714,0.15445714285714274,3415.18,12,22.138218190549257
raw_edge,<0.0609(q0.3),150,0.8266666666666667,0.14390000000000003,1314.98,12,22.222901053546213
raw_edge,>=0.07404(q0.4),300,0.8633333333333333,0.15569999999999995,2877.34,12,22.32374345749895
raw_edge,<0.07404(q0.4),200,0.815,0.144675,1852.8200000000002,12,20.044853921687476
raw_edge,>=0.0876(q0.5),250,0.86,0.15024000000000004,2118.86,11,27.027569136223967
raw_edge,<0.0876(q0.5),250,0.828,0.15234000000000014,2611.3,12,22.66328092908622
raw_edge,>=0.1028(q0.6),200,0.875,0.16789999999999994,1966.7000000000003,10,35.35788563993959
raw_edge,<0.1028(q0.6),300,0.8233333333333334,0.14021666666666666,2763.46,12,23.845430838922145
raw_edge,>=0.1171(q0.7),150,0.8533333333333334,0.16046666666666665,1350.24,9,42.72975488675147
raw_edge,<0.1171(q0.7),350,0.84,0.14735714285714274,3379.92,12,23.12419484001253
raw_edge,>=0.1356(q0.8),100,0.82,0.16149999999999987,987.1600000000001,8,49.94899457487752
raw_edge,<0.1356(q0.8),400,0.85,0.14873749999999997,3743.0,12,22.94912851742965
raw_edge,>=0.1778(q0.9),50,0.8,0.18400000000000005,624.72,7,43.765156659229795
raw_edge,<0.1778(q0.9),450,0.8488888888888889,0.14765555555555543,4105.44,12,21.07745850950614
net_edge,>=0.01657(q0.1),450,0.8422222222222222,0.1492,4222.4400000000005,12,18.558590516731705
net_edge,<0.01657(q0.1),50,0.86,0.17010000000000003,507.72,12,21.527349900732524
net_edge,>=0.0229(q0.2),400,0.845,0.1521,3806.41,12,20.813528407026983
net_edge,<0.0229(q0.2),100,0.84,0.1480499999999999,923.75,12,24.24640507685001
net_edge,>=0.03287(q0.3),350,0.8542857142857143,0.15528571428571425,3350.42,12,20.672632087917336
net_edge,<0.03287(q0.3),150,0.82,0.14196666666666669,1379.74,12,18.40935035973133
net_edge,>=0.04607(q0.4),300,0.86,0.15039999999999998,2689.2599999999998,11,23.606865829261583
net_edge,<0.04607(q0.4),200,0.82,0.152625,2040.8999999999999,12,19.114889183557487
net_edge,>=0.06154(q0.5),250,0.852,0.13994000000000006,1948.7199999999998,11,28.019014661353115
net_edge,<0.06154(q0.5),250,0.836,0.16264000000000012,2781.44,12,22.408393140545783
net_edge,>=0.08214(q0.6),200,0.875,0.16157500000000002,1811.2600000000002,10,37.63511945013575
net_edge,<0.08214(q0.6),300,0.8233333333333334,0.1444333333333333,2918.8999999999996,12,24.289733712945903
net_edge,>=0.09551(q0.7),150,0.86,0.15899999999999992,1324.3999999999999,9,47.45910220349886
net_edge,<0.09551(q0.7),350,0.8371428571428572,0.14798571428571416,3405.76,12,23.485180108053306
net_edge,>=0.1151(q0.8),100,0.83,0.16174999999999995,967.48,9,48.67282031661007
net_edge,<0.1151(q0.8),400,0.8475,0.1486750000000001,3762.68,12,23.474386829900137
net_edge,>=0.158(q0.9),50,0.8,0.18400000000000005,624.72,7,43.765156659229795
net_edge,<0.158(q0.9),450,0.8488888888888889,0.14765555555555543,4105.44,12,21.07745850950614
tau_minutes,>=24.31(q0.1),450,0.86,0.16588888888888886,4819.4,12,18.96937378096859
tau_minutes,<24.31(q0.1),50,0.7,0.01990000000000003,-89.24,12,23.200093501636285
tau_minutes,>=34.39(q0.2),400,0.8675,0.17127500000000007,4422.79,12,17.85413405789736
tau_minutes,<34.39(q0.2),100,0.75,0.07134999999999991,307.37,12,20.89501607935194
tau_minutes,>=43.49(q0.3),350,0.8714285714285714,0.16921428571428576,3787.46,12,21.966907897504946
tau_minutes,<43.49(q0.3),150,0.78,0.10946666666666682,942.7,12,22.624507510465403
tau_minutes,>=50(q0.4),300,0.8733333333333333,0.16876666666666662,3174.67,12,18.62391964713959
tau_minutes,<50(q0.4),200,0.8,0.12507499999999994,1555.49,12,17.86756226784073
tau_minutes,>=53.58(q0.5),250,0.872,0.16174,2526.2799999999997,12,22.192230958807656
tau_minutes,<53.58(q0.5),250,0.816,0.14083999999999997,2203.88,12,18.719855889360222
tau_minutes,>=55.65(q0.6),200,0.865,0.15469999999999995,1918.4499999999998,12,23.186563464757075
tau_minutes,<55.65(q0.6),300,0.83,0.14901666666666658,2811.71,12,18.44261877856845
tau_minutes,>=56.83(q0.7),150,0.86,0.14800000000000002,1346.85,12,24.86462623043547
tau_minutes,<56.83(q0.7),350,0.8371428571428572,0.15269999999999995,3383.31,12,18.852304639075275
tau_minutes,>=58.4(q0.8),100,0.86,0.13995000000000002,793.29,11,23.3763884366294
tau_minutes,<58.4(q0.8),400,0.84,0.15412499999999996,3936.87,12,21.469820721351677
tau_minutes,>=59.34(q0.9),50,0.82,0.13039999999999985,244.70000000000002,10,28.89440308795148
tau_minutes,<59.34(q0.9),450,0.8466666666666667,0.15361111111111103,4485.46,12,19.832119963269374
composite_trend,>=-4(q0.1),472,0.8432203389830508,0.14973516949152532,4322.92,12,21.194116896608286
composite_trend,<-4(q0.1),23,0.8260869565217391,0.1406521739130434,319.09000000000003,5,39.34173705424765
composite_trend,>=-3(q0.2),410,0.8560975609756097,0.1656097560975609,4154.3,12,21.303513468691516
composite_trend,<-3(q0.2),85,0.7764705882352941,0.07070588235294128,487.7100000000001,9,25.63634751099117
composite_trend,>=-2(q0.3),365,0.8575342465753425,0.1733150684931507,3880.92,12,24.023560020978806
composite_trend,<-2(q0.3),130,0.8,0.08192307692307699,761.09,11,25.340109702810746
composite_trend,>=-1(q0.4),321,0.8535825545171339,0.17722741433021805,3456.57,12,22.904004801853738
composite_trend,<-1(q0.4),174,0.8218390804597702,0.09781609195402308,1185.44,12,28.313064926549796
composite_trend,>=0(q0.5),292,0.8561643835616438,0.18530821917808227,3223.9999999999995,12,23.358033301368668
composite_trend,<0(q0.5),203,0.8226600985221675,0.09753694581280792,1418.01,12,29.607193893555472
composite_trend,>=0(q0.6),292,0.8561643835616438,0.18530821917808227,3223.9999999999995,12,23.358033301368668
composite_trend,<0(q0.6),203,0.8226600985221675,0.09753694581280792,1418.01,12,29.607193893555472
composite_trend,>=0(q0.7),292,0.8561643835616438,0.18530821917808227,3223.9999999999995,12,23.358033301368668
composite_trend,<0(q0.7),203,0.8226600985221675,0.09753694581280792,1418.01,12,29.607193893555472
composite_trend,>=1(q0.8),119,0.7815126050420168,0.1678571428571426,985.36,10,31.01534828807556
composite_trend,<1(q0.8),376,0.8617021276595744,0.14344414893617008,3656.6499999999996,12,19.083327737863424
composite_trend,>=3(q0.9),70,0.6857142857142857,0.12814285714285722,382.4200000000001,7,42.079551185073115
composite_trend,<3(q0.9),425,0.8682352941176471,0.15280000000000005,4259.59,12,16.861025521301656
composite_rev,>=-5(q0.1),448,0.8482142857142857,0.14654017857142854,4098.889999999999,12,15.036886416724085
composite_rev,<-5(q0.1),47,0.7872340425531915,0.17574468085106376,543.1199999999999,8,46.17768595041322
composite_rev,>=-2(q0.2),416,0.8485576923076923,0.1440745192307692,3794.14,12,13.922978496350439
composite_rev,<-2(q0.2),79,0.810126582278481,0.17689873417721524,847.87,10,37.10720844599894
composite_rev,>=0(q0.3),354,0.8389830508474576,0.13124293785310737,2850.24,12,12.604430926164511
composite_rev,<0(q0.3),141,0.851063829787234,0.1946808510638297,1791.77,10,33.12679658382672
composite_rev,>=0(q0.4),354,0.8389830508474576,0.13124293785310737,2850.24,12,12.604430926164511
composite_rev,<0(q0.4),141,0.851063829787234,0.1946808510638297,1791.77,10,33.12679658382672
composite_rev,>=0(q0.5),354,0.8389830508474576,0.13124293785310737,2850.24,12,12.604430926164511
composite_rev,<0(q0.5),141,0.851063829787234,0.1946808510638297,1791.77,10,33.12679658382672
composite_rev,>=0(q0.6),354,0.8389830508474576,0.13124293785310737,2850.24,12,12.604430926164511
composite_rev,<0(q0.6),141,0.851063829787234,0.1946808510638297,1791.77,10,33.12679658382672
composite_rev,>=2(q0.7),161,0.7888198757763976,0.07260869565217398,702.74,12,25.749413168122526
composite_rev,<2(q0.7),334,0.8682634730538922,0.18628742514970043,3939.27,12,24.933404503449303
composite_rev,>=3(q0.8),122,0.7704918032786885,0.04778688524590158,360.63,12,26.570634932681653
composite_rev,<3(q0.8),373,0.8659517426273459,0.1825201072386059,4281.38,12,22.822396616018256
composite_rev,>=6(q0.9),61,0.7377049180327869,0.02442622950819695,77.84,12,28.486821213083513
composite_rev,<6(q0.9),434,0.8571428571428571,0.16686635944700445,4564.17,12,20.180815762408173
composite_p_up,>=0.359(q0.1),451,0.8425720620842572,0.1523725055432371,4233.38,12,21.145214628905254
composite_p_up,<0.359(q0.1),44,0.8409090909090909,0.11795454545454565,408.63000000000005,9,26.914232007518947
composite_p_up,>=0.4121(q0.2),400,0.8375,0.15193749999999995,3699.41,12,22.756976216207605
composite_p_up,<0.4121(q0.2),95,0.8631578947368421,0.13826315789473687,942.5999999999999,9,28.05343109369404
composite_p_up,>=0.47(q0.3),355,0.828169014084507,0.14856338028169014,3148.17,12,23.256521098547665
composite_p_up,<0.47(q0.3),140,0.8785714285714286,0.15121428571428575,1493.84,11,23.666815308344045
composite_p_up,>=0.4799(q0.4),323,0.826625386996904,0.13955108359133128,2537.7300000000005,12,19.41044894731333
composite_p_up,<0.4799(q0.4),172,0.872093023255814,0.16764534883720938,2104.2799999999997,11,30.258538589382084
composite_p_up,>=0.5125(q0.5),255,0.8352941176470589,0.15531372549019606,2231.9300000000003,12,22.686195355589113
composite_p_up,<0.5125(q0.5),240,0.85,0.14293750000000005,2410.08,11,33.32230551364088
composite_p_up,>=0.5144(q0.6),208,0.8269230769230769,0.15137019230769233,1722.7700000000002,12,16.292946824010173
composite_p_up,<0.5144(q0.6),287,0.8536585365853658,0.147822299651568,2919.24,11,30.775435613540676
composite_p_up,>=0.542(q0.7),150,0.8266666666666667,0.15580000000000005,1290.7399999999998,12,19.58882177425224
composite_p_up,<0.542(q0.7),345,0.8492753623188406,0.14649275362318837,3351.27,12,25.143587790091633
composite_p_up,>=0.5563(q0.8),99,0.8484848484848485,0.18166666666666664,929.52,12,23.7452911465108
composite_p_up,<0.5563(q0.8),396,0.8409090909090909,0.14122474747474734,3712.49,12,25.94559257134471
composite_p_up,>=0.6103(q0.9),57,0.8245614035087719,0.16280701754385973,436.51,11,21.93074882825273
composite_p_up,<0.6103(q0.9),438,0.8447488584474886,0.1475570776255708,4205.5,12,22.539055998097734
chg_30m,>=-0.4312(q0.1),419,0.863961813842482,0.16109785202863958,4319.63,12,19.505500119197627
chg_30m,<-0.4312(q0.1),47,0.7021276595744681,0.02021276595744692,44.86000000000001,10,20.92251210748321
chg_30m,>=-0.2556(q0.2),373,0.8659517426273459,0.16400804289544246,3914.9,12,19.286379181253412
chg_30m,<-0.2556(q0.2),93,0.7741935483870968,0.07822580645161292,449.59000000000003,12,23.18090503592223
chg_30m,>=-0.1452(q0.3),326,0.8619631901840491,0.16013803680981598,3293.4300000000003,12,19.652421906332158
chg_30m,<-0.1452(q0.3),140,0.8142857142857143,0.11603571428571435,1071.06,12,22.415777184789864
chg_30m,>=-0.0753(q0.4),281,0.8469750889679716,0.14839857651245547,2623.3,12,23.370587384259256
chg_30m,<-0.0753(q0.4),185,0.8486486486486486,0.14459459459459456,1741.19,12,16.194960867699695
chg_30m,>=-0.0172(q0.5),233,0.8283261802575107,0.1321888412017168,1895.0500000000002,12,25.46910464804816
chg_30m,<-0.0172(q0.5),233,0.8669527896995708,0.1615879828326181,2469.4399999999996,12,18.50130767793761
chg_30m,>=0.03(q0.6),186,0.8333333333333334,0.1370698924731183,1589.44,12,27.839587751380478
chg_30m,<0.03(q0.6),280,0.8571428571428571,0.15341071428571418,2775.05,12,19.48487852385176
chg_30m,>=0.1(q0.7),140,0.8428571428571429,0.1486428571428572,1347.6399999999999,11,33.08368704762572
chg_30m,<0.1(q0.7),326,0.8496932515337423,0.14613496932515335,3016.8500000000004,12,18.35300538991608
chg_30m,>=0.1741(q0.8),94,0.8191489361702128,0.13218085106382982,833.85,11,39.61895048362691
chg_30m,<0.1741(q0.8),372,0.8548387096774194,0.15060483870967734,3530.64,12,18.811846274033243
chg_30m,>=0.3431(q0.9),47,0.8297872340425532,0.15031914893617027,471.68999999999994,9,38.455048279741256
chg_30m,<0.3431(q0.9),419,0.8496420047732697,0.14650357995226726,3892.8,12,16.63093331210888
chg_10m,>=-0.3135(q0.1),406,0.8620689655172413,0.1606773399014778,4178.93,11,17.836639652049875
chg_10m,<-0.3135(q0.1),46,0.7391304347826086,0.0491304347826087,119.02000000000004,11,17.415465345950885
chg_10m,>=-0.1791(q0.2),361,0.8698060941828255,0.1659279778393351,3816.57,11,18.760039786469
chg_10m,<-0.1791(q0.2),91,0.7692307692307693,0.08346153846153859,481.37999999999994,11,30.156067307203493
chg_10m,>=-0.1062(q0.3),316,0.870253164556962,0.16333860759493668,3376.89,11,20.666815272426202
chg_10m,<-0.1062(q0.3),136,0.8014705882352942,0.1167647058823531,921.0600000000001,11,25.81065667264135
chg_10m,>=-0.05658(q0.4),271,0.8634686346863468,0.15728782287822873,2803.08,11,20.617046631389293
chg_10m,<-0.05658(q0.4),181,0.8287292817679558,0.1374033149171271,1494.8700000000001,11,18.841546722587612
chg_10m,>=-0.022(q0.5),226,0.8539823008849557,0.15522123893805306,2246.8399999999997,11,23.22119717936483
chg_10m,<-0.022(q0.5),226,0.8451327433628318,0.1434292035398229,2051.11,11,15.215160300217075
chg_10m,>=0(q0.6),198,0.8484848484848485,0.15547979797979783,1881.65,11,21.502700116555456
chg_10m,<0(q0.6),254,0.8503937007874016,0.14452755905511816,2416.2999999999997,11,15.243782882912324
chg_10m,>=0.03599(q0.7),136,0.8308823529411765,0.1472058823529412,1163.56,11,26.306382578429993
chg_10m,<0.03599(q0.7),316,0.8575949367088608,0.15023734177215198,3134.39,11,18.490479033027288
chg_10m,>=0.08948(q0.8),91,0.8791208791208791,0.17664835164835158,937.1399999999999,11,35.814527181361356
chg_10m,<0.08948(q0.8),361,0.8421052631578947,0.14243767313019384,3360.8099999999995,11,17.70685928099525
chg_10m,>=0.2159(q0.9),46,0.8043478260869565,0.12989130434782614,345.7200000000001,9,25.03481638935718
chg_10m,<0.2159(q0.9),406,0.854679802955665,0.1515270935960591,3952.23,11,16.284287489838224
chg_5m,>=-0.2054(q0.1),405,0.8567901234567902,0.15581481481481496,4070.2300000000005,11,19.411841126241573
chg_5m,<-0.2054(q0.1),45,0.7777777777777778,0.08766666666666656,198.61999999999998,11,20.91229545307548
chg_5m,>=-0.1208(q0.2),360,0.8555555555555555,0.15580555555555553,3584.27,11,18.763719724593372
chg_5m,<-0.1208(q0.2),90,0.8222222222222222,0.12177777777777787,684.5799999999999,11,24.804995570536505
chg_5m,>=-0.07425(q0.3),315,0.8507936507936508,0.1521904761904762,3071.99,11,22.77820631897108
chg_5m,<-0.07425(q0.3),135,0.8444444444444444,0.14155555555555566,1196.8600000000001,11,22.086960880971876
chg_5m,>=-0.04416(q0.4),270,0.8407407407407408,0.14283333333333337,2503.38,11,24.026736585545994
chg_5m,<-0.04416(q0.4),180,0.8611111111111112,0.15825,1765.47,11,19.17166533557636
chg_5m,>=0(q0.5),227,0.8281938325991189,0.1297136563876652,1934.4899999999998,11,28.115061832502764
chg_5m,<0(q0.5),223,0.8699551569506726,0.16863228699551558,2334.36,11,18.414897445124147
chg_5m,>=0(q0.6),227,0.8281938325991189,0.1297136563876652,1934.4899999999998,11,28.115061832502764
chg_5m,<0(q0.6),223,0.8699551569506726,0.16863228699551558,2334.36,11,18.414897445124147
chg_5m,>=0.01127(q0.7),135,0.7925925925925926,0.10985185185185198,849.58,11,22.676970455755583
chg_5m,<0.01127(q0.7),315,0.873015873015873,0.1657777777777778,3419.2699999999995,11,14.980683011286036
chg_5m,>=0.057(q0.8),91,0.7802197802197802,0.111043956043956,599.9800000000001,11,34.553010580620516
chg_5m,<0.057(q0.8),359,0.8662952646239555,0.1586211699164345,3668.87,11,17.52719502190048
chg_5m,>=0.1358(q0.9),45,0.7555555555555555,0.10499999999999998,366.04,10,23.573025505315506
chg_5m,<0.1358(q0.9),405,0.8592592592592593,0.15388888888888885,3902.8100000000004,11,17.247848129647853
sharp_move_active,==False,445,0.849438202247191,0.14576404494382023,4133.360000000001,12,18.67249617467872
sharp_move_active,==True,21,0.8095238095238095,0.1707142857142857,231.13,6,38.37835735262655
cmf_raw,>=0.05854(q0.4),17,0.8823529411764706,0.24352941176470588,222.88,1,100.0
cmf_raw,<0.05854(q0.4),12,0.75,0.019166666666666665,9.879999999999995,1,100.0
cmf_raw,>=0.124(q0.5),15,0.8666666666666667,0.2300000000000001,173.34999999999997,1,100.0
cmf_raw,<0.124(q0.5),14,0.7857142857142857,0.06571428571428573,59.41,1,100.0
cmf_raw,>=0.1296(q0.6),13,0.9230769230769231,0.3061538461538462,193.88,1,100.0
cmf_raw,<0.1296(q0.6),16,0.75,0.024375000000000036,38.88,1,100.0
cmf_score,==1.0,18,0.8333333333333334,0.19444444444444453,192.88,1,100.0
cmf_score,==0.0,221,0.8506787330316742,0.13339366515837092,2070.32,8,26.584055556595477
p_up_v2,>=0.3256(q0.1),107,0.8504672897196262,0.14476635514018688,1169.6600000000003,6,40.875947733505406
p_up_v2,<0.3256(q0.1),12,0.6666666666666666,-0.02750000000000008,-4.280000000000001,6,33.81577167590964
p_up_v2,>=0.3641(q0.2),95,0.8736842105263158,0.16473684210526307,1134.0200000000002,6,31.22807297314537
p_up_v2,<0.3641(q0.2),24,0.6666666666666666,-0.02041666666666664,31.360000000000014,6,32.51761022697626
p_up_v2,>=0.3915(q0.3),83,0.8674698795180723,0.16096385542168679,957.32,6,34.04673955413658
p_up_v2,<0.3915(q0.3),36,0.75,0.04999999999999993,208.06,6,26.53869375288561
p_up_v2,>=0.4347(q0.4),71,0.9014084507042254,0.19873239436619727,1003.5100000000001,6,31.15204912561741
p_up_v2,<0.4347(q0.4),48,0.7291666666666666,0.021874999999999867,161.87,6,24.13793103448276
p_up_v2,>=0.4758(q0.5),60,0.9,0.20000000000000007,859.87,6,27.61910592749054
p_up_v2,<0.4758(q0.5),59,0.7627118644067796,0.05355932203389835,305.51,6,27.743327346865005
p_up_v2,>=0.5061(q0.6),48,0.8958333333333334,0.1924999999999999,643.28,6,23.960076222346167
p_up_v2,<0.5061(q0.6),71,0.7887323943661971,0.083380281690141,522.1,6,34.33585619678335
p_up_v2,>=0.5208(q0.7),36,0.8611111111111112,0.1611111111111111,391.87,6,30.08551778474468
p_up_v2,<0.5208(q0.7),83,0.8192771084337349,0.1127710843373495,773.51,6,37.12819376124264
p_up_v2,>=0.5653(q0.8),24,0.8333333333333334,0.14,204.85000000000002,6,29.509672514853857
p_up_v2,<0.5653(q0.8),95,0.8315789473684211,0.12421052631578944,960.5300000000001,6,33.701910546310415
p_up_v2,>=0.6052(q0.9),12,0.6666666666666666,-0.02083333333333337,-59.849999999999994,5,57.76284728527329
p_up_v2,<0.6052(q0.9),107,0.8504672897196262,0.144018691588785,1225.2300000000002,6,33.610378480610535
bp_5m,>=0.09562(q0.3),83,0.8554216867469879,0.1478313253012048,935.23,6,41.157990490748645
bp_5m,<0.09562(q0.3),36,0.7777777777777778,0.08027777777777778,230.15,6,47.6933170309844
bp_5m,>=0.2947(q0.4),71,0.8309859154929577,0.12,649.2499999999999,6,29.985621059617294
bp_5m,<0.2947(q0.4),48,0.8333333333333334,0.13833333333333342,516.1300000000001,6,45.837892433296865
bp_5m,>=0.5(q0.5),62,0.8387096774193549,0.13064516129032266,612.94,6,25.849646736853867
bp_5m,<0.5(q0.5),57,0.8245614035087719,0.12385964912280711,552.44,6,45.34202311189002
bp_5m,>=0.5(q0.6),62,0.8387096774193549,0.13064516129032266,612.94,6,25.849646736853867
bp_5m,<0.5(q0.6),57,0.8245614035087719,0.12385964912280711,552.44,6,45.34202311189002
bp_5m,>=0.5(q0.7),62,0.8387096774193549,0.13064516129032266,612.94,6,25.849646736853867
bp_5m,<0.5(q0.7),57,0.8245614035087719,0.12385964912280711,552.44,6,45.34202311189002
bp_5m,>=0.6402(q0.8),24,0.7916666666666666,0.09166666666666679,162.23000000000002,4,49.25122101109422
bp_5m,<0.6402(q0.8),95,0.8421052631578947,0.13642105263157867,1003.15,6,43.15007725664158
bp_5m,>=1(q0.9),17,0.8823529411764706,0.1641176470588236,244.37,4,40.04930930713172
bp_5m,<1(q0.9),102,0.8235294117647058,0.1212745098039214,921.0099999999999,6,40.44881576006142
chg_1h,==0.0,41,0.7804878048780488,0.08243902439024398,313.78999999999996,3,87.78884828728411
chg_2h,==0.0,41,0.7804878048780488,0.08243902439024398,313.78999999999996,3,87.78884828728411
chg_3h,==0.0,41,0.7804878048780488,0.08243902439024398,313.78999999999996,3,87.78884828728411
body_15m,>=0.1056(q0.1),107,0.822429906542056,0.11822429906542065,957.3700000000001,6,43.209607900573296
body_15m,<0.1056(q0.1),12,0.9166666666666666,0.2091666666666666,208.01,5,38.507764049805296
body_15m,>=0.2156(q0.2),95,0.8210526315789474,0.11484210526315786,827.56,6,35.61238691718859
body_15m,<0.2156(q0.2),24,0.875,0.17708333333333337,337.81999999999994,6,25.0255613267351
body_15m,>=0.3785(q0.3),83,0.8795180722891566,0.17325301204819277,1059.5,6,44.0093686085637
body_15m,<0.3785(q0.3),36,0.7222222222222222,0.021666666666666612,105.88000000000001,6,35.187936822409334
body_15m,>=0.5261(q0.4),71,0.8732394366197183,0.17084507042253527,895.6300000000001,6,37.31270001315155
body_15m,<0.5261(q0.4),48,0.7708333333333334,0.0631250000000001,269.75,6,27.72473575532067
body_15m,>=0.6202(q0.5),60,0.85,0.15200000000000014,680.0399999999998,6,34.32797093928386
body_15m,<0.6202(q0.5),59,0.8135593220338984,0.10237288135593225,485.34000000000003,6,28.205528436825972
body_15m,>=0.7418(q0.6),48,0.8541666666666666,0.15312499999999996,549.47,6,36.88164942402231
body_15m,<0.7418(q0.6),71,0.8169014084507042,0.11000000000000021,615.9100000000002,6,34.508972931556706
body_15m,>=0.8144(q0.7),36,0.8333333333333334,0.12250000000000005,311.52,6,32.63894256782871
body_15m,<0.8144(q0.7),83,0.8313253012048193,0.12951807228915668,853.86,6,34.84213271282997
