decision_time,ticker,win,would_pnl,net_move_pct,mae_pct,touched_strike,path_rv,reversals,n_bars,monotonic_frac,pre_rv5,pre_rv15,pre_rev5,pre_rev15,pre_maxdd5,episode
2026-07-06 00:18:19.831855+00:00,KXBTC15M-26JUL052030-30,0.0,-84.37,-0.1377737819706687,-0.2136100782926028,True,0.0004312184299814,10,12,0.4166666666666667,0.0010959619648625717,0.0008293915706939937,3,11,-0.00237667870641004,50
2026-07-06 00:48:47.547552+00:00,KXBTC15M-26JUL052100-00,1.0,16.74,0.0891135779996547,-0.0189760696728054,False,0.0003475390353607,4,12,0.5833333333333334,0.0009696216369608815,0.0006320288085138033,4,10,-0.017640258528838857,50
2026-07-06 01:09:07.373422+00:00,KXBTC15M-26JUL052115-15,1.0,25.84,-0.0037294806423183,-0.0037294806423183,False,0.0002134120191703,5,6,0.5,0.0008788536825022496,0.0005316507992878135,4,10,-0.02568486165321172,50
2026-07-06 01:33:36.860271+00:00,KXBTC15M-26JUL052145-45,1.0,16.74,-0.0903524439104482,-0.1150836804126707,False,0.0005962179634533,9,12,0.4166666666666667,0.0011632389792036232,0.0007960879871110471,4,8,0.0,50
2026-07-06 02:04:05.500228+00:00,KXBTC15M-26JUL052215-15,0.0,-85.34,-0.1847027777760629,-0.2526972993486402,True,0.0005471109094648,9,11,0.2727272727272727,0.0006386117723749924,0.00038444504275473126,4,10,0.0,50
2026-07-06 02:19:21.477727+00:00,KXBTC15M-26JUL052230-30,1.0,17.63,0.2198298780497851,0.0939369764181025,False,0.0006622556936353,5,11,0.3636363636363636,0.0002991265553664349,0.0005184739117637416,5,13,0.0,50
2026-07-06 11:38:20.289212+00:00,KXBTC15M-26JUL060745-45,1.0,25.2,0.161665637120315,0.0549529683914193,False,0.000342350643594,3,6,0.6666666666666666,0.0003872833004544427,0.00039657442523352685,3,11,-0.10155910295123981,51
2026-07-06 16:02:21.406341+00:00,KXBTC15M-26JUL061215-15,1.0,64.61,0.410350631003604,-0.1226643070124982,True,0.0010827402289418,6,13,0.4615384615384615,0.0010331395370598404,0.0021559280056646793,4,10,0.0,52
2026-07-06 16:32:51.430459+00:00,KXBTC15M-26JUL061245-45,1.0,57.27,0.3893875952136328,0.0758172922177405,False,0.0011477983062077,9,13,0.3846153846153846,0.0005133341140955267,0.0009506876578697327,2,8,0.0,52
2026-07-06 17:18:34.947165+00:00,KXBTC15M-26JUL061330-30,1.0,46.97,0.0893541766502173,0.0216343297976831,False,0.0001998889694246,9,12,0.3333333333333333,0.00023387228721692381,0.0006158998203821531,2,9,0.0,53
2026-07-06 19:20:28.049774+00:00,KXBTC15M-26JUL061530-30,1.0,20.96,0.0136454553925783,0.0136454553925783,False,0.0002924953956129,8,10,0.2,0.00035719426407946914,0.0002892516400176689,4,12,0.0,54
2026-07-06 20:21:24.907151+00:00,KXBTC15M-26JUL061630-30,1.0,15.75,0.3464324235993149,0.0826179892290879,False,0.0005965329475985,7,9,0.3333333333333333,0.00012824611122407966,0.00012464567802862592,3,7,0.0,55
2026-07-06 20:31:36.005421+00:00,KXBTC15M-26JUL061645-45,1.0,10.89,0.0614096409346714,0.0614096409346714,False,0.0002595005076532,5,14,0.0714285714285714,0.0006201575657545643,0.0005043700644222741,4,11,-0.01890922192552628,55
2026-07-06 21:32:44.693824+00:00,KXBTC15M-26JUL061745-45,0.0,-42.3,-0.0025907831483312,-0.0623385589638053,True,0.0003892462230224,9,13,0.1538461538461538,0.00033952949044714685,0.0006990857907192205,4,11,-0.035386354224727794,56
2026-07-06 22:18:29.676100+00:00,KXBTC15M-26JUL061830-30,0.0,-93.77,-0.3039187440634657,-0.3039187440634657,True,0.0002677929177414,7,12,0.5,0.000588458212952604,0.00046025432658776736,4,13,-0.03037483950277073,57
2026-07-06 23:04:11.820958+00:00,KXBTC15M-26JUL061915-15,1.0,41.6,0.0130069590755684,-0.0239503761613213,False,0.00027323163496,6,11,0.3636363636363636,0.0003892624134795045,0.0004028839428592325,3,10,0.0,58
2026-07-06 23:34:38.145835+00:00,KXBTC15M-26JUL061945-45,0.0,-61.65,-0.0298276756385093,-0.0298276756385093,True,0.0002880131983191,7,11,0.4545454545454545,0.00016765827569400267,0.00026096229374929496,2,11,0.0,58
2026-07-06 23:54:54.761546+00:00,KXBTC15M-26JUL062000-00,0.0,-63.6,0.0442415660118855,-0.0505200916551173,True,0.0005596016160015,5,6,0.5,0.00015368553365993143,0.0003188747838101346,3,9,-0.012342165393124051,58
2026-07-07 00:50:47.808789+00:00,KXBTC15M-26JUL062100-00,1.0,30.13,0.1038631037401326,0.1038631037401326,False,0.0004401681932086,6,10,0.4,0.00025683864369544754,0.0005277042407548603,4,8,0.0,59
2026-07-07 01:46:41.562980+00:00,KXBTC15M-26JUL062200-00,0.0,-80.62,-0.121575284149018,-0.1734184545331386,True,0.0005095228329292,8,14,0.5714285714285714,0.0006356367877207311,0.0007619592353886249,5,12,-0.006215840278271057,60
2026-07-07 09:03:49.620130+00:00,KXBTC15M-26JUL070515-15,1.0,49.34,0.2142960828513599,0.0951548264005737,False,0.000214806038538,5,12,0.25,0.0006785146441456723,0.000489255927621465,2,8,-0.11311588239812675,61
2026-07-07 09:39:20.542483+00:00,KXBTC15M-26JUL070545-45,1.0,20.65,0.2461955582245948,0.1111307939575214,False,0.0004173968691035,4,6,0.5,0.0003115121705575123,0.0002446756743237998,2,6,0.0,61
2026-07-07 10:19:58.164408+00:00,KXBTC15M-26JUL070630-30,0.0,-115.73,-0.0777229256655533,-0.0777229256655533,False,0.0003747484934729,7,10,0.3,0.0002042045191101802,0.0002825879260936711,3,10,0.0,61
2026-07-07 11:20:53.733379+00:00,KXBTC15M-26JUL070730-30,1.0,37.46,0.1170313291054058,0.094916559493077,False,0.000175271234967,4,10,0.1,0.00030985487343441185,0.0004049631654794289,3,11,0.0,62
2026-07-07 11:46:17.123752+00:00,KXBTC15M-26JUL070800-00,1.0,32.85,0.2272831672742973,0.1129253056846168,False,0.0004819989961546,10,14,0.2857142857142857,0.0007053062623118498,0.0006959915823743035,2,10,0.0,62
2026-07-07 13:33:05.373926+00:00,KXBTC15M-26JUL070945-45,1.0,34.06,0.0057383071327026,-0.2086267442107241,True,0.0010789406668974,10,11,0.3636363636363636,0.0011125378606218648,0.0008245769444112584,4,9,-0.02752962287268737,63
2026-07-07 16:23:42.870177+00:00,KXBTC15M-26JUL071230-30,1.0,14.13,0.1254595041977033,0.0578368420671408,False,0.0006742182526056,7,7,0.4285714285714285,0.00034969642938232324,0.0006344316986916163,1,7,0.0,64
2026-07-07 16:54:04.882192+00:00,KXBTC15M-26JUL071300-00,0.0,-78.49,-0.0868409924313554,-0.15208346507445,True,0.0006622694481995,3,6,0.6666666666666666,0.0009692769089677493,0.0005774582068010102,4,10,0.0,64
2026-07-07 19:36:43.334366+00:00,KXBTC15M-26JUL071545-45,1.0,17.49,0.2600944727743653,0.0761053890288137,False,0.0004691893992678,7,9,0.4444444444444444,0.0005767412614012594,0.0005571073771226358,2,9,0.0,65
2026-07-07 19:46:54.650187+00:00,KXBTC15M-26JUL071600-00,1.0,39.34,0.0269558173067573,-0.0653004588079498,False,0.0004064844824841,12,14,0.2857142857142857,0.0006053544475404825,0.0004876836343333488,4,10,0.0,65
2026-07-07 20:17:19.023078+00:00,KXBTC15M-26JUL071630-30,0.0,-85.05,-0.068121503666041,-0.088508336351531,True,0.0001750622596308,9,13,0.1538461538461538,0.0003928159149361146,0.0005360522878265935,5,12,-0.02968250073108688,65
2026-07-09 01:02:05.471782+00:00,KXBTC15M-26JUL082115-15,1.0,25.15,0.4241271173725892,0.0239725744400007,False,0.001871646933492,7,13,0.2307692307692307,0.0005581801152177912,0.00046823803698371774,3,7,-0.021720778347745898,66
2026-07-09 01:22:30.115005+00:00,KXBTC15M-26JUL082130-30,1.0,19.55,-0.2089398468613963,-0.2089398468613963,True,0.0004942994234531,4,8,0.625,0.0006749946794445022,0.0017613276836254712,4,8,0.0,66
2026-07-09 06:02:05.371243+00:00,KXBTC15M-26JUL090215-15,0.0,-108.77,-0.1738374629447759,-0.2106025351015273,True,0.0005904626405499,10,12,0.4166666666666667,0.0008741144605914432,0.0005786864932293749,3,11,0.0,67
2026-07-09 09:35:12.028503+00:00,KXBTC15M-26JUL090545-45,0.0,-107.55,-0.173956126985074,-0.173956126985074,True,0.0006026649091027,4,10,0.3,0.0001615957428207883,0.00023698477319490194,4,10,0.0,68
2026-07-09 09:50:25.383720+00:00,KXBTC15M-26JUL090600-00,1.0,18.75,0.1521943831445754,0.0857557045299756,False,0.0002201794784881,7,10,0.3,0.00018563113257205586,0.0005361104787051907,3,7,0.0,68
2026-07-09 10:36:13.947343+00:00,KXBTC15M-26JUL090645-45,1.0,15.12,-0.0614965003053523,-0.0614965003053523,False,0.00022271332765,4,9,0.2222222222222222,0.00020483609457178445,0.000668447678183831,3,6,0.0,69
2026-07-09 11:52:27.285137+00:00,KXBTC15M-26JUL090800-00,1.0,20.46,0.2028620829046366,0.1315437060397794,False,0.0002547239619308,6,8,0.375,0.0004481712137019598,0.00031631754274359116,4,8,-0.05911985613370966,70
2026-07-09 12:38:16.693656+00:00,KXBTC15M-26JUL090845-45,0.0,-133.65,-0.653090874856797,-0.653090874856797,True,0.000813418388565,1,7,1.0,0.0007129299944427808,0.0006779897292836927,4,11,0.0,71
2026-07-09 14:40:16.233347+00:00,KXBTC15M-26JUL091045-45,1.0,11.71,0.1723646631848066,0.0784838851378171,False,0.0006016189833544,4,5,0.4,0.0015176666036281815,0.0009682888851710637,4,11,-0.09758846192721683,72
2026-07-09 20:22:26.438314+00:00,KXBTC15M-26JUL091630-30,1.0,11.25,0.1270482223928661,0.0672915807147326,False,0.0004330841314247,7,8,0.25,0.00010684641511597134,0.00014113052542497452,2,8,0.0,73
2026-07-09 20:37:39.086787+00:00,KXBTC15M-26JUL091645-45,1.0,46.23,0.0886390573254926,0.0732424831972876,False,5.4395269419381224e-05,3,8,0.125,0.0,0.00031244685266572933,1,9,0.0,73
2026-07-09 21:03:02.647953+00:00,KXBTC15M-26JUL091715-15,1.0,40.01,-0.0143723894556485,-0.0517510560653743,False,0.000354781279272,10,12,0.3333333333333333,0.0003405376123735255,0.00034867554817763556,4,12,0.0,73
2026-07-09 21:51:15.868636+00:00,KXBTC15M-26JUL091800-00,1.0,50.76,0.0779807711219179,0.0652769701978398,False,0.0001756144003904,5,9,0.2222222222222222,0.0005480901932330641,0.00030142558620432664,4,9,-0.07234648510729814,74
2026-07-10 00:17:41.718411+00:00,KXBTC15M-26JUL092030-30,0.0,-75.06,-0.1149065598917449,-0.1210504320027231,True,0.0005338475615208,8,13,0.3076923076923077,0.000322640202229233,0.0003838081634396378,3,7,0.0,75
2026-07-10 01:18:40.449011+00:00,KXBTC15M-26JUL092130-30,1.0,19.47,0.411913037926873,0.2059753730810906,False,0.0007299638186788,8,12,0.5833333333333334,0.0004292720497314755,0.0005365683159418739,4,11,0.0,76
2026-07-10 02:04:21.427179+00:00,KXBTC15M-26JUL092215-15,1.0,38.69,0.2621522406852692,0.0699361185793743,False,0.0002870420798001,7,11,0.6363636363636364,0.0009938264938992155,0.000958033046639126,5,10,0.0,77
2026-07-10 02:19:37.748133+00:00,KXBTC15M-26JUL092230-30,0.0,-76.23,-0.0483704482839002,-0.0483704482839002,True,0.000254978482473,9,10,0.5,0.00038803531924570594,0.00032093238733102506,4,10,-0.01915335889306416,77
2026-07-10 02:50:03.348498+00:00,KXBTC15M-26JUL092300-00,1.0,21.96,0.0570849093237265,0.0464331638681878,False,0.0002595239142177,7,10,0.2,0.0002940828351586828,0.00032374486158900484,3,9,0.0,77
2026-07-10 03:51:00.031336+00:00,KXBTC15M-26JUL100000-00,1.0,25.34,0.0138801008140953,-0.068512620465596,False,0.0004803016816938,7,9,0.2222222222222222,0.0003050461909564029,0.000299091449367516,5,9,0.0,78
2026-07-10 04:06:13.962729+00:00,KXBTC15M-26JUL100015-15,1.0,20.59,-0.0165506870229524,-0.0220682079120971,False,0.0003232022525906,7,9,0.3333333333333333,0.0003076068205371999,0.0004426140268059886,3,11,0.0,78
2026-07-10 04:21:30.402602+00:00,KXBTC15M-26JUL100030-30,0.0,-88.7,-0.1037670527907082,-0.1037670527907082,True,0.0005305680748774,5,9,0.3333333333333333,0.0003379802875809248,0.0003436020369124597,3,11,0.0,78
2026-07-10 04:51:41.154865+00:00,KXBTC15M-26JUL100100-00,0.0,-90.39,-0.0885830083830856,-0.0885830083830856,True,0.0002214540589702,7,9,0.5555555555555556,0.0001692222826319281,0.00019748660727459853,3,5,0.0,78
2026-07-10 05:32:20.757924+00:00,KXBTC15M-26JUL100145-45,1.0,36.99,0.3195234141237404,-0.0009986318243762,False,0.000524451583821,7,13,0.5384615384615384,0.0,6.14396004231009e-05,1,10,0.0,78
2026-07-10 06:02:50.629500+00:00,KXBTC15M-26JUL100215-15,0.0,-93.67,-0.1195685157522456,-0.1195685157522456,True,0.0003958934107793,11,13,0.3076923076923077,0.0001115875327027266,0.00017872860443682653,4,6,0.0,78
2026-07-10 06:33:15.910063+00:00,KXBTC15M-26JUL100245-45,0.0,-90.94,0.0495189776851182,0.0197523773168961,False,0.0001415985830703,6,12,0.1666666666666666,0.0002654091139495369,0.0001954977246651689,4,7,-0.0442268895735246,78
2026-07-10 08:16:29.670412+00:00,KXBTC15M-26JUL100430-30,1.0,19.3,0.4640615336265647,0.3047921334694624,False,0.0004939859775012,8,14,0.2857142857142857,0.0015355027963665484,0.0009172337544053502,3,5,-0.03499240008810814,79
2026-07-10 09:17:21.757325+00:00,KXBTC15M-26JUL100530-30,1.0,44.73,0.384194205100536,0.151704392628875,False,0.0002752264491618,8,13,0.6923076923076923,0.0005830162665126567,0.00043254222374085777,3,7,-0.08280971268548923,80
2026-07-10 09:32:33.903105+00:00,KXBTC15M-26JUL100545-45,1.0,49.14,0.1129296623281524,0.0130013888120209,False,0.0002891084723721,6,13,0.3076923076923077,0.00023204495377055978,0.00033589521222603157,2,9,0.0,80
2026-07-10 10:23:18.987110+00:00,KXBTC15M-26JUL100630-30,1.0,50.09,0.2063042372587109,0.0722359942330538,False,0.000422907811109,4,7,0.2857142857142857,0.00027241550540600944,0.00015756828874147771,3,5,0.0,81
2026-07-10 10:33:26.997001+00:00,KXBTC15M-26JUL100645-45,1.0,61.15,-0.0331588379049748,-0.0578839692177341,False,0.0004067612052435,7,11,0.3636363636363636,0.00027268166963068265,0.0003587620619489626,4,9,0.0,81
2026-07-10 11:03:54.470412+00:00,KXBTC15M-26JUL100715-15,1.0,153.47,0.0780490864865751,0.0777540119200016,False,0.0001796053458839,4,11,0.0909090909090909,0.00022080174006595626,0.0003117075984956082,3,8,0.0,81
2026-07-10 11:49:28.589602+00:00,KXBTC15M-26JUL100800-00,1.0,47.88,-0.0025947724893402,-0.0025947724893402,False,0.0002860112181356,7,11,0.3636363636363636,0.0005899498432396741,0.00036953208766282193,3,8,-0.005481916353719389,82
2026-07-10 13:35:57.466429+00:00,KXBTC15M-26JUL100945-45,1.0,32.9,0.4092600343396144,0.0027142484073177,False,0.0008416336368219,7,10,0.5,0.0007155135992664449,0.000489475957427611,4,10,0.0,83
