decision_time,ticker,win,would_pnl,net_move_pct,mae_pct,touched_strike,path_rv,reversals,n_bars,monotonic_frac,pre_rv5,pre_rv15,pre_rev5,pre_rev15,pre_maxdd5,episode
2026-07-01 18:36:33.894226+00:00,KXBTC15M-26JUL011445-45,1.0,13.49,0.1031251539053481,0.1031251539053481,False,6.316770634597317e-05,4,9,0.0,0.0005441109159637271,0.0004659236062482507,4,11,0.0,5
2026-07-01 18:51:47.111949+00:00,KXBTC15M-26JUL011500-00,0.0,-65.56,-0.0313054568261009,-0.1203261069863666,True,0.0005578743647335,6,9,0.3333333333333333,0.0007674839687987332,0.0004310293998122822,3,8,-0.0840160711667049,5
2026-07-01 19:01:54.526898+00:00,KXBTC15M-26JUL011515-15,1.0,38.32,0.2531852899423334,0.1535348460076697,False,0.0002169226045414,10,13,0.4615384615384615,0.0001720952201183869,0.0006901090210184505,3,10,-0.021895822436681263,5
2026-07-01 19:17:04.860595+00:00,KXBTC15M-26JUL011530-30,0.0,-76.95,-0.150143597875631,-0.150143597875631,True,0.0002961633629757,5,13,0.3076923076923077,0.00021677978063439025,0.00022767077529549658,4,11,0.0,5
2026-07-01 19:32:14.696304+00:00,KXBTC15M-26JUL011545-45,1.0,24.48,0.0656505581920089,0.0575707350321381,False,0.0002236286712643,10,13,0.1538461538461538,4.264886259173857e-05,0.0002848473442402116,2,7,0.0,5
2026-07-01 20:48:09.218809+00:00,KXBTC15M-26JUL011700-00,1.0,38.63,0.2305070350623814,0.1826248369361566,False,0.0003409231461615,9,12,0.25,0.00011474539714063558,0.00029056937378926074,2,7,0.0,6
2026-07-01 21:03:22.769130+00:00,KXBTC15M-26JUL011715-15,1.0,51.76,0.5030415876338539,0.0938034246059917,False,0.0009013238319337,9,11,0.4545454545454545,0.0001567654285984029,0.0003756455257996641,3,10,0.0,6
2026-07-01 21:18:32.520204+00:00,KXBTC15M-26JUL011730-30,1.0,45.36,0.3708176733270268,0.0195754097872845,False,0.0010653568107678,11,12,0.5,0.0012423403175833968,0.0009722422184722888,3,12,-0.1564299301938015,6
2026-07-01 21:33:43.601352+00:00,KXBTC15M-26JUL011745-45,1.0,17.76,0.3298739281366832,0.0869355060848639,False,0.0004286839354227,7,12,0.5,0.0007551862371984894,0.0009916686905068548,3,12,-0.06885452710674322,6
2026-07-02 01:31:47.152848+00:00,KXBTC15M-26JUL012145-45,1.0,12.63,0.1739616643657007,0.0520158481301976,False,0.000671636960867,10,14,0.3571428571428571,0.001036435505139126,0.0008125954227659073,3,12,-0.0278318304144861,7
2026-07-02 05:10:06.883018+00:00,KXBTC15M-26JUL020115-15,1.0,33.0,0.0169347570523584,0.0169347570523584,False,0.000575291205627,4,5,0.2,0.0008340199402282311,0.0006589076011731342,4,7,0.0,8
2026-07-02 05:35:30.314669+00:00,KXBTC15M-26JUL020145-45,0.0,-77.77,-0.195471528259194,-0.195471528259194,True,0.000702192681208,7,10,0.5,0.00033779773866070295,0.00030093314750187077,4,11,0.0,8
2026-07-02 06:21:10.931777+00:00,KXBTC15M-26JUL020230-30,1.0,17.36,0.1121673762600359,0.0884186344530709,False,0.0003709545235684,5,9,0.2222222222222222,0.0008744169446070375,0.0005311036741836027,5,12,-0.04425809534335348,9
2026-07-02 06:31:22.448911+00:00,KXBTC15M-26JUL020245-45,1.0,23.85,-0.0080219581047017,-0.0080219581047017,False,0.0006093395542532,10,14,0.3571428571428571,0.0,0.0005653893248893967,1,11,0.0,9
2026-07-02 09:54:26.362313+00:00,KXBTC15M-26JUL020600-00,1.0,22.22,-0.0730501024973561,-0.0730501024973561,False,0.0008329475740372,3,5,0.8,0.0007320406865006625,0.0011492666458286032,2,6,0.0,10
2026-07-02 10:35:10.675548+00:00,KXBTC15M-26JUL020645-45,1.0,25.38,0.0318404377519722,-0.0857264673746642,False,0.0007737083240163,6,10,0.4,0.00029075476729498184,0.0004684042437453818,2,9,0.0,10
2026-07-02 10:50:25.053854+00:00,KXBTC15M-26JUL020700-00,1.0,32.45,0.0929546454257824,0.0838048103124308,False,0.0004029654135948,8,10,0.5,0.0005418159075790903,0.0006535315384322514,4,10,0.0,10
2026-07-02 11:26:02.827296+00:00,KXBTC15M-26JUL020730-30,1.0,47.79,0.1230255400843511,0.0702971360040641,False,0.0004807256720036,4,4,0.5,0.0002355370886567222,0.0002926749807725441,4,10,-0.052647313396831145,10
2026-07-02 12:32:08.290340+00:00,KXBTC15M-26JUL020845-45,1.0,26.8,0.1677594740652812,0.0142885434332139,False,0.0006485381286163,12,13,0.3846153846153846,0.001399846353537652,0.001142245539368272,3,12,-0.012295549745783936,11
2026-07-02 12:47:23.004579+00:00,KXBTC15M-26JUL020900-00,1.0,23.89,0.2833332870425891,0.1180068549166732,False,0.0008761225861337,11,13,0.5384615384615384,0.0003639694909676817,0.0009595751234152369,5,14,0.0,11
2026-07-02 13:07:38.922568+00:00,KXBTC15M-26JUL020915-15,1.0,13.35,0.184718196391249,-0.017833833513997,False,0.0004013029968528,3,7,0.8571428571428571,0.00021500714175582474,0.0007208688958832656,2,11,0.0,11
2026-07-02 13:17:48.283993+00:00,KXBTC15M-26JUL020930-30,0.0,-63.52,0.3667592910971236,-0.0301117179806097,False,0.0014864975538489,7,13,0.5384615384615384,0.0006776548630829434,0.0005806299731019977,4,7,0.0,11
2026-07-02 13:33:03.498183+00:00,KXBTC15M-26JUL020945-45,1.0,44.24,0.3959451823167222,0.300638989917019,False,0.0009356097910437,5,12,0.4166666666666667,0.002524663934551644,0.0014443564133829539,4,9,-0.32576656140399723,11
2026-07-02 13:48:15.405920+00:00,KXBTC15M-26JUL021000-00,0.0,-62.73,0.0123687715323135,-0.1574999967705571,True,0.0005923910385607,10,12,0.4166666666666667,0.0014092472024513467,0.0010784440687578677,4,7,-0.17699816972381882,11
2026-07-02 14:03:28.971376+00:00,KXBTC15M-26JUL021015-15,1.0,29.25,0.3279948649461627,-0.1207493091478522,False,0.0014111072700618,9,12,0.5,0.001802906624328407,0.0010831076967152988,4,12,0.0,11
2026-07-02 14:49:14.273153+00:00,KXBTC15M-26JUL021100-00,1.0,17.08,0.4259256781353883,0.1535772464562492,False,0.0009740382041543,6,11,0.5454545454545454,0.0009129690439905456,0.0013709406021366432,4,10,0.0,12
2026-07-02 16:05:34.747407+00:00,KXBTC15M-26JUL021215-15,1.0,44.15,-0.0966745252810032,-0.0966745252810032,True,0.0012061184632549,8,9,0.2222222222222222,0.0011781055332774819,0.0007163524151658788,3,11,-0.15176048327080321,13
2026-07-02 16:46:10.979761+00:00,KXBTC15M-26JUL021300-00,1.0,14.18,0.3860127470617814,0.1778318116593743,False,0.0007551918209255,8,14,0.2857142857142857,0.0005969542132995509,0.0004991255546268728,3,11,-0.045726233716737494,13
2026-07-02 17:06:29.710185+00:00,KXBTC15M-26JUL021315-15,1.0,9.57,0.0744513569168301,-0.0540644009744047,False,0.0005419586886766,6,9,0.2222222222222222,0.000522891341160335,0.00044307654659600786,2,9,0.0,13
2026-07-02 17:16:39.105658+00:00,KXBTC15M-26JUL021330-30,1.0,27.81,0.0792357042426007,0.0573099914980789,False,0.0006194789963526,10,14,0.3571428571428571,0.0005724407034833479,0.0005388845107100401,5,8,-0.023523869112680423,13
2026-07-02 18:02:23.464853+00:00,KXBTC15M-26JUL021415-15,1.0,31.16,0.2233129238048634,0.0830248073411349,False,0.0003639276564094,8,13,0.3846153846153846,0.0002466130122317358,0.0003863749027690891,4,12,-0.02819261962935771,14
2026-07-02 20:09:33.978504+00:00,KXBTC15M-26JUL021615-15,0.0,-78.24,0.0305341530399962,-0.0093728609818205,False,0.0003121045028142,4,6,0.1666666666666666,0.00034969750329892917,0.0009115131006882639,2,6,0.0,15
2026-07-02 21:54:51.964158+00:00,KXBTC15M-26JUL021800-00,1.0,37.13,0.0984167290586225,0.0567017059800891,False,0.0002306806860339,5,6,0.3333333333333333,0.0004889548600590175,0.00030614231997390867,4,10,-0.019391497096721135,16
2026-07-03 01:03:08.695626+00:00,KXBTC15M-26JUL022115-15,1.0,41.21,0.4487547143077744,0.2346038837247244,False,0.0009718555718408,9,12,0.5,0.0004295750382398409,0.0003221397904894824,3,9,-0.058500817528141465,17
2026-07-03 02:19:22.606533+00:00,KXBTC15M-26JUL022230-30,0.0,-73.98,-0.267690275048541,-0.267690275048541,True,0.0006512467115268,8,11,0.4545454545454545,0.0002918674867550367,0.0005744460435381746,5,12,-0.03518105078729046,18
2026-07-03 02:49:47.999063+00:00,KXBTC15M-26JUL022300-00,1.0,44.02,0.2437350530879794,0.1026282908698326,False,0.0005222643161643,3,10,0.1,0.00022400794181240354,0.0003738560703606149,3,10,-0.050089698539237684,18
2026-07-03 05:37:32.329693+00:00,KXBTC15M-26JUL030145-45,1.0,18.37,0.0696583679312633,0.0696583679312633,False,0.0002182094986731,2,7,0.0,0.0006927442517248092,0.00044981921964244026,4,11,0.0,19
2026-07-03 05:50:50.396155+00:00,KXBTC15M-26JUL030200-00,1.0,40.95,0.099577359996751,0.0778243862411506,False,8.939370077605986e-05,4,9,0.1111111111111111,0.0,0.00023858965052800526,1,5,0.0,19
