logged_at,contract_ticker,spot,strike,p_market,tau_minutes,resolved_yes,pu_ts,p_up_v2,rv_ts,rv_ann,vol_imp,vol_real,vol_eff,sigma_tau,z_strike,tau_scale,p_model_yes,p_model_no,edge_yes,edge_no,best_side,best_edge,win,cost,day
2026-07-02 01:06:22+00:00,KXBTC15M-26JUL012115-15,59676.62,59677.17,0.675,8.6,1.0,2026-07-02 01:06:10+00:00,0.5052,2026-07-02 01:05:00+00:00,0.4259946723109947,,0.0005875928321963589,0.0005875928321963589,0.0017231604375267644,0.005348484676359881,0.37859388972001823,0.4988506369043732,0.5015431096329002,-0.17614936309562684,0.1765431096329002,no,0.1765431096329002,0.0,0.32499999999999996,2026-07-02
2026-07-03 08:12:59+00:00,KXBTC15M-26JUL030415-15,61687.82,61694.29,0.575,2.0,0.0,2026-07-03 08:05:26+00:00,0.6358,2026-07-03 08:10:00+00:00,0.20725328416990726,,0.000285873397351992,0.000285873397351992,0.0004042860356568599,0.25941395980649234,0.18257418583505536,0.40993425890380575,0.5949876001621394,-0.1650657410961942,0.16998760016213932,no,0.16998760016213932,1.0,0.42500000000000004,2026-07-03
2026-07-04 14:24:12+00:00,KXBTC15M-26JUL041030-30,62625.88,62617.0,0.415,5.8,0.0,2026-07-04 14:17:03+00:00,0.4899,2026-07-04 14:20:00+00:00,0.1954037720860443,,0.00026952885405587544,0.00026952885405587544,0.0006491114375654659,-0.21845935886670867,0.3109126351029605,0.5849304845500506,0.4144557966079422,0.1699304845500506,-0.17054420339205778,yes,0.1699304845500506,0.0,0.415,2026-07-04
2026-07-05 20:55:09+00:00,KXBTC15M-26JUL051700-00,62690.49,62690.47,0.665,4.8,0.0,2026-07-05 20:20:58+00:00,0.4336,2026-07-05 20:55:00+00:00,0.14662492824622964,3.4170184150827483e-07,0.0002022460900541322,7.100823771592665e-05,0.00015557125426280855,-0.0020506854376106704,0.282842712474619,0.4913846155043279,0.5048422716028944,-0.17361538449567215,0.16984227160289445,no,0.16984227160289445,1.0,0.33499999999999996,2026-07-05
2026-07-05 21:46:05+00:00,KXBTC15M-26JUL051800-00,62979.72,62957.71,0.405,13.9,1.0,2026-07-05 21:16:57+00:00,0.3497,2026-07-05 21:45:00+00:00,0.24296578781715464,,0.00033513319454398443,0.00033513319454398443,0.001249467161387229,-0.2797501768624047,0.4813176359397884,0.5741008658187386,0.4113806954721895,0.16910086581873862,-0.1836193045278105,yes,0.16910086581873862,1.0,0.405,2026-07-05
2026-07-04 01:26:30+00:00,KXBTC15M-26JUL032130-30,62432.13,62462.17,0.0985,3.5,0.0,2026-07-04 01:02:06+00:00,0.7114,2026-07-04 01:25:00+00:00,0.5061117241155849,0.00019930328630977763,0.0006981017386145919,0.00037388274461646264,0.0006994705665907512,0.6877298422613537,0.24152294576982397,0.2674946622424441,0.7412929501888015,0.1689946622424441,-0.1602070498111985,yes,0.1689946622424441,0.0,0.0985,2026-07-04
2026-07-03 04:31:24+00:00,KXBTC15M-26JUL030045-45,61346.46,61356.89,0.645,13.6,1.0,2026-07-03 04:02:13+00:00,0.6404,2026-07-03 04:30:00+00:00,0.33951964077895763,,0.00046831409000804334,0.00046831409000804334,0.0017270570291223273,0.0984353764840966,0.4760952285695233,0.4948735130546313,0.518777052035925,-0.15012648694536873,0.16377705203592496,no,0.16377705203592496,0.0,0.355,2026-07-03
2026-07-09 06:07:10+00:00,KXBTC15M-26JUL090215-15,62550.74,62533.11,0.415,7.8,0.0,2026-07-09 04:59:22+00:00,0.4743,2026-07-09 06:05:00+00:00,0.354002259789919,,0.000488290591301137,0.000488290591301137,0.0013637214056085904,-0.20670710915478424,0.36055512754639896,0.5773370015672727,0.42084424942245935,0.16233700156727277,-0.16415575057754062,yes,0.16233700156727277,0.0,0.415,2026-07-09
2026-07-02 22:35:34+00:00,KXBTC15M-26JUL021845-45,61456.24,61459.97,0.655,9.4,0.0,2026-07-02 22:32:03+00:00,0.6863,2026-07-02 22:35:00+00:00,0.20196299441102777,,0.00027857627242388954,0.00027857627242388954,0.0008540986780468272,0.071059413259404,0.39581140290126393,0.5099732991988962,0.5053546780042814,-0.1450267008011038,0.16035467800428138,no,0.16035467800428138,1.0,0.345,2026-07-02
2026-07-03 02:09:14+00:00,KXBTC15M-26JUL022215-15,61544.86,61521.83,0.855,5.8,0.0,2026-07-03 01:41:08+00:00,0.5322,2026-07-03 02:05:00+00:00,0.41905545902402447,0.00014687025020257479,0.0005780212758987516,0.00029777310919623667,0.0007171326114815059,-0.521895973594114,0.3109126351029605,0.7034873182609478,0.29825268933905325,-0.1515126817390522,0.15325268933905323,no,0.15325268933905323,1.0,0.14500000000000002,2026-07-03
2026-07-10 06:38:19+00:00,KXBTC15M-26JUL100245-45,63872.2,63872.17,0.665,6.7,0.0,2026-07-10 06:31:48+00:00,0.6112,2026-07-10 06:35:00+00:00,0.2294986599305642,4.258058439864438e-07,0.00031655740397481207,0.0001110718651897754,0.00028750239457459964,-0.0016336838481280944,0.334165627596057,0.5194709766108463,0.4880538596685092,-0.14552902338915374,0.15305385966850926,no,0.15305385966850926,1.0,0.33499999999999996,2026-07-10
2026-07-05 19:03:18+00:00,KXBTC15M-26JUL051515-15,62763.19,62766.02,0.615,11.7,1.0,2026-07-05 18:54:27+00:00,0.3583,2026-07-05 19:00:00+00:00,0.20402992380399695,,0.0002814272773188005,0.0002814272773188005,0.0009626293966543691,0.04683952860063673,0.44158804331639234,0.44947447240635124,0.5378145212080137,-0.16552552759364875,0.15281452120801364,no,0.15281452120801364,0.0,0.385,2026-07-05
2026-07-08 11:22:32+00:00,KXBTC15M-26JUL080730-30,62052.15,62061.89,0.58,7.5,0.0,2026-07-08 11:05:13+00:00,0.4282,2026-07-08 11:20:00+00:00,0.25993151052146235,,0.00035853474790145104,0.00035853474790145104,0.0009818878453752638,0.15984761360534044,0.3535533905932738,0.42393498556763487,0.5710473169499591,-0.1560650144323651,0.1510473169499591,no,0.1510473169499591,1.0,0.42000000000000004,2026-07-08
2026-07-07 01:56:50+00:00,KXBTC15M-26JUL062200-00,63897.06,63897.01,0.655,3.2,0.0,2026-07-07 01:45:22+00:00,0.5583,2026-07-07 01:55:00+00:00,0.48880017902094036,1.0967286703593377e-06,0.0006742231775127032,0.00023669098576517965,0.0004234057070659014,-0.0018481303138514326,0.23094010767585033,0.5074929025681006,0.49520919033122457,-0.14750709743189938,0.1502091903312246,no,0.1502091903312246,1.0,0.345,2026-07-07
2026-07-04 12:27:28+00:00,KXBTC15M-26JUL040830-30,62517.53,62512.75,0.835,2.5,1.0,2026-07-04 12:26:49+00:00,0.4608,2026-07-04 12:25:00+00:00,0.13788270493421298,4.96435641591524e-05,0.00019018756423329572,9.883396418510255e-05,0.00015627021850421574,-0.4892901458808801,0.2041241452319315,0.6841179528914358,0.3144544083371641,-0.15088204710856412,0.14945440833716406,no,0.14945440833716406,0.0,0.16500000000000004,2026-07-04
2026-07-04 05:40:39+00:00,KXBTC15M-26JUL040145-45,62467.86,62460.78,0.815,4.4,1.0,2026-07-04 05:08:41+00:00,0.7114,2026-07-04 05:40:00+00:00,0.18251715115704684,6.027504080471766e-05,0.0002517537817808341,0.0001272926001463584,0.00026701121068017165,-0.4244941853134409,0.27080128015453203,0.6914544478713995,0.31925466710672046,-0.12354555212860041,0.1342546671067204,no,0.1342546671067204,0.0,0.18500000000000005,2026-07-04
2026-07-04 03:23:34+00:00,KXBTC15M-26JUL032330-30,62499.29,62508.4,0.535,6.4,0.0,2026-07-04 02:01:00+00:00,0.5659,2026-07-04 03:20:00+00:00,0.16150190288770494,,0.00022276654308392064,0.00022276654308392066,0.0005635597301017753,0.25862570703581567,0.32659863237109044,0.40845272415017536,0.5957518876636327,-0.12654727584982467,0.13075188766363277,no,0.13075188766363277,1.0,0.46499999999999997,2026-07-04
2026-07-07 08:38:26+00:00,KXBTC15M-26JUL070445-45,63040.08,63035.73,0.705,6.6,0.0,2026-07-07 08:28:18+00:00,0.5397,2026-07-07 08:35:00+00:00,0.24489658168843778,4.9849280010044384e-05,0.00033779642183990325,0.00015063077965049497,0.00038697747962325327,-0.17832071383534762,0.33166247903553997,0.5772449805605605,0.4253448288101572,-0.12775501943943945,0.1303448288101572,no,0.1303448288101572,1.0,0.29500000000000004,2026-07-07
2026-07-05 12:46:37+00:00,KXBTC15M-26JUL050900-00,62662.87,62661.87,0.625,13.4,1.0,2026-07-05 12:26:10+00:00,0.3497,2026-07-05 12:45:00+00:00,0.18061526177873238,1.3681740775172618e-05,0.00024913042369922856,9.608877979859219e-05,0.0003517426876036563,-0.04536992963865623,0.47258156262526085,0.4817072694962137,0.5037394391535266,-0.14329273050378633,0.1287394391535266,no,0.1287394391535266,0.0,0.375,2026-07-05
2026-07-06 06:03:50+00:00,KXBTC15M-26JUL060215-15,63035.86,63058.9,0.545,11.2,0.0,2026-07-06 06:03:33+00:00,0.5876,2026-07-06 06:00:00+00:00,0.3382270595009127,,0.00046653117687936473,0.00046653117687936473,0.0015613119473074511,0.23405921971007082,0.43204937989385733,0.42612960098468594,0.5813567777574281,-0.1188703990153141,0.12635677775742815,no,0.12635677775742815,1.0,0.45499999999999996,2026-07-06
2026-07-08 00:21:37+00:00,KXBTC15M-26JUL072030-30,63447.6,63469.28,0.515,8.4,1.0,2026-07-08 00:06:54+00:00,0.5057,2026-07-08 00:20:00+00:00,0.30392432382477425,,0.00041921593347812685,0.00041921593347812685,0.0012150032060074052,0.2811852054523741,0.37416573867739417,0.390309633034853,0.6101006419193176,-0.12469036696514701,0.12510064191931758,no,0.12510064191931758,0.0,0.485,2026-07-08
2026-07-02 01:46:59+00:00,KXBTC15M-26JUL012200-00,60173.0,60137.47,0.825,13.0,0.0,2026-07-02 01:46:15+00:00,0.6023,2026-07-02 01:45:00+00:00,0.45116641018631487,0.0001752787695556268,0.0006223132963496426,0.00033174085393353236,0.0011961086590235605,-0.49380008231378963,0.4654746681256314,0.7102619076217335,0.29805248457634215,-0.11473809237826649,0.1230524845763421,no,0.1230524845763421,1.0,0.17500000000000004,2026-07-02
2026-07-10 04:11:19+00:00,KXBTC15M-26JUL100015-15,63900.37,63894.17,0.725,3.7,1.0,2026-07-10 04:11:07+00:00,0.4928,2026-07-10 04:10:00+00:00,0.2785012177891968,8.438817262865634e-05,0.0003841487463754497,0.000189304373440034,0.000364134232767311,-0.2664697269816599,0.248327740429189,0.6041981629590855,0.3954565348866884,-0.12080183704091452,0.1204565348866884,no,0.1204565348866884,0.0,0.275,2026-07-10
2026-07-03 03:05:05+00:00,KXBTC15M-26JUL022315-15,61366.05,61364.73,0.425,9.9,0.0,2026-07-03 03:00:25+00:00,0.6865,2026-07-03 03:05:00+00:00,0.3239407279069224,,0.000446825423289844,0.000446825423289844,0.0014059033726012853,-0.015300124325032825,0.406201920231798,0.5453802255272464,0.4702988226855275,0.12038022552724642,-0.10470117731447248,yes,0.12038022552724642,0.0,0.425,2026-07-03
2026-07-02 17:47:10+00:00,KXBTC15M-26JUL021400-00,61655.27,61726.99,0.185,12.8,0.0,2026-07-02 17:25:10+00:00,0.5738,2026-07-02 17:45:00+00:00,0.722782807839007,0.00036247263866966557,0.0009969655132468598,0.0005845451447716835,0.002091332287403104,0.5558972966472362,0.46188021535170065,0.304000404283682,0.7019844102714565,0.11900040428368203,-0.11301558972854342,yes,0.11900040428368203,0.0,0.185,2026-07-02
2026-07-04 11:11:20+00:00,KXBTC15M-26JUL040715-15,62468.46,62471.4,0.275,3.7,0.0,2026-07-04 11:07:52+00:00,0.6029,2026-07-04 11:10:00+00:00,0.1128291514553998,4.093063735652253e-05,0.00015563011691749551,8.107545520286307e-05,0.00015595175188019015,0.3017769420352249,0.248327740429189,0.39381576031131926,0.6111598427582673,0.11881576031131924,-0.11384015724173269,yes,0.11881576031131924,0.0,0.275,2026-07-04
2026-07-02 01:21:38+00:00,KXBTC15M-26JUL012130-30,59862.42,59868.56,0.605,8.4,1.0,2026-07-02 01:20:49+00:00,0.5753,2026-07-02 01:20:00+00:00,0.4630858350731669,,0.0006387542733914966,0.0006387542733914966,0.001851285764790933,0.05540109750523824,0.37416573867739417,0.492070727820607,0.5135959797486307,-0.11292927217939297,0.11859597974863068,no,0.11859597974863068,0.0,0.395,2026-07-02
2026-07-06 02:54:52+00:00,KXBTC15M-26JUL052300-00,63379.3,63361.18,0.795,5.1,1.0,2026-07-06 02:47:12+00:00,0.5062,2026-07-06 02:50:00+00:00,0.36772146593796406,0.00015367973786459648,0.0005072140842929235,0.00027741675911451094,0.0006264952489937596,-0.456409906679345,0.291547594742265,0.6767663885258552,0.3235591142560831,-0.1182336114741448,0.11855911425608312,no,0.11855911425608312,0.0,0.20499999999999996,2026-07-06
2026-07-08 13:09:45+00:00,KXBTC15M-26JUL080915-15,61909.64,61910.33,0.605,5.2,0.0,2026-07-08 13:04:13+00:00,0.4007,2026-07-08 13:05:00+00:00,0.3715489542281143,,0.0005124935040387318,0.0005124935040387318,0.0011686649976558156,0.009536705140186744,0.2943920288775949,0.4814312586425725,0.5126649804985564,-0.12356874135742746,0.11766498049855634,no,0.11766498049855634,1.0,0.395,2026-07-08
2026-07-06 17:23:39+00:00,KXBTC15M-26JUL061330-30,63854.28,63816.43,0.735,6.3,1.0,2026-07-06 15:40:58+00:00,0.4541,2026-07-06 17:20:00+00:00,1.0660609832078285,0.0003761582063353513,0.001470463912186715,0.0007591652033833286,0.0019054895376193278,-0.31117023660444093,0.324037034920393,0.6150432337813032,0.38210349186842874,-0.11995676621869678,0.11710349186842872,no,0.11710349186842872,0.0,0.265,2026-07-06
2026-07-02 18:27:42+00:00,KXBTC15M-26JUL021430-30,61742.67,61781.53,0.0605,2.3,1.0,2026-07-02 18:27:16+00:00,0.5328,2026-07-02 18:25:00+00:00,0.555476136944181,0.0002675592035177694,0.0007661922031884992,0.0004420807534025248,0.0006704486578527629,0.9384588423132895,0.19578900207451216,0.17608171919156246,0.8247511136523418,0.11558171919156246,-0.11474888634765823,yes,0.11558171919156246,1.0,0.0605,2026-07-02
2026-07-08 07:38:34+00:00,KXBTC15M-26JUL080345-45,62772.82,62767.92,0.395,6.4,0.0,2026-07-08 06:51:27+00:00,0.3996,2026-07-08 07:35:00+00:00,0.34378451338680216,,0.00047419681281536175,0.00047419681281536175,0.0011996335901512522,-0.0650717930692301,0.32659863237109044,0.509386760252089,0.48398776986246284,0.11438676025208894,-0.12101223013753715,yes,0.11438676025208894,0.0,0.395,2026-07-08
2026-07-02 17:11:32+00:00,KXBTC15M-26JUL021315-15,61649.45,61623.73,0.775,3.5,1.0,2026-07-02 16:29:24+00:00,0.5175,2026-07-02 17:10:00+00:00,0.7257372945149129,0.00029526551367258083,0.0010010407641981548,0.0005422868513565317,0.0010145258015642747,-0.4113100017755458,0.24152294576982397,0.661517796118383,0.3392578586908557,-0.113482203881617,0.1142578586908557,no,0.1142578586908557,0.0,0.22499999999999998,2026-07-02
2026-07-03 13:53:05+00:00,KXBTC15M-26JUL031000-00,62101.15,62093.67,0.705,6.9,0.0,2026-07-03 13:52:49+00:00,0.4778,2026-07-03 13:50:00+00:00,0.27939140216580427,8.510340534403487e-05,0.0003853766160954867,0.000190199029107043,0.0004996119770837228,-0.24109892313356468,0.3391164991562634,0.5915984113843371,0.40693566317695906,-0.11340158861566285,0.11193566317695902,no,0.11193566317695902,1.0,0.29500000000000004,2026-07-03
2026-07-06 17:08:26+00:00,KXBTC15M-26JUL061315-15,63794.52,63681.62,0.89,6.6,1.0,2026-07-06 15:40:58+00:00,0.4541,2026-07-06 17:05:00+00:00,1.0765947815715105,0.0005621415273981659,0.0014849936347786036,0.000885139764981319,0.002273965229162007,-0.7789531304231178,0.33166247903553997,0.7763222705480765,0.22139808874370726,-0.11367772945192356,0.11139808874370727,no,0.11139808874370727,0.0,0.10999999999999999,2026-07-06
2026-07-07 06:51:45+00:00,KXBTC15M-26JUL070300-00,63248.46,63212.35,0.835,8.3,1.0,2026-07-07 06:51:05+00:00,0.5218,2026-07-07 06:50:00+00:00,0.4197743251724265,0.00020349453959921118,0.0005790128389946424,0.0003349259443876121,0.0009649122873394507,-0.5918527908962986,0.3719318934070233,0.7264195441565398,0.2749356344889964,-0.10858045584346021,0.10993563448899635,no,0.10993563448899635,0.0,0.16500000000000004,2026-07-07
2026-07-04 11:51:55+00:00,KXBTC15M-26JUL040800-00,62438.8,62445.51,0.535,8.1,0.0,2026-07-04 11:39:54+00:00,0.6029,2026-07-04 11:50:00+00:00,0.12600282120626588,,0.0001738011280180283,0.0001738011280180283,0.0004946466819991279,0.2172448737442746,0.36742346141747667,0.4327717966184674,0.5747541075275362,-0.10222820338153266,0.10975410752753623,no,0.10975410752753623,1.0,0.46499999999999997,2026-07-04
2026-07-04 01:52:01+00:00,KXBTC15M-26JUL032200-00,62392.13,62391.38,0.645,8.0,1.0,2026-07-04 01:02:06+00:00,0.7114,2026-07-04 01:50:00+00:00,0.3012022307840805,1.1429156253762262e-05,0.00041546123309512404,0.00015284038314823886,0.00043229788545307935,-0.027806795965520173,0.3651483716701107,0.5515538504728965,0.46459039026484816,-0.0934461495271035,0.10959039026484818,no,0.10959039026484818,0.0,0.355,2026-07-04
2026-07-03 07:27:15+00:00,KXBTC15M-26JUL030330-30,61655.98,61639.88,0.896,2.7,1.0,2026-07-03 07:09:13+00:00,0.5103,2026-07-03 07:25:00+00:00,0.24546394706353172,0.00012623238842956246,0.00033857901338226463,0.0002005537071630082,0.00032954336821339506,-0.7924918483482685,0.21213203435596428,0.7867603107686437,0.2135583941178294,-0.1092396892313563,0.10955839411782942,no,0.10955839411782942,0.0,0.10399999999999998,2026-07-03
2026-07-09 05:11:14+00:00,KXBTC15M-26JUL090115-15,62399.53,62401.65,0.59,3.8,1.0,2026-07-09 04:59:22+00:00,0.4743,2026-07-09 05:10:00+00:00,0.29620216212823147,,0.0004085644226567961,0.0004085644226567961,0.0007964386808482799,0.04265744314758342,0.2516611478423583,0.4797547540182287,0.5189523746007079,-0.11024524598177127,0.10895237460070784,no,0.10895237460070784,0.0,0.41000000000000003,2026-07-09
2026-07-06 08:20:21+00:00,KXBTC15M-26JUL060430-30,62998.27,62989.95,0.705,9.6,1.0,2026-07-06 08:19:10+00:00,0.5917,2026-07-06 08:20:00+00:00,0.3017144410752136,7.910995509579055e-05,0.0004161677468503649,0.00019708018220989157,0.0006106306108531466,-0.21629416860353778,0.4,0.6036006924261982,0.40356716356081157,-0.10139930757380178,0.10856716356081153,no,0.10856716356081153,0.0,0.29500000000000004,2026-07-06
2026-07-08 21:22:16+00:00,KXBTC15M-26JUL081730-30,61968.24,61961.66,0.655,7.7,1.0,2026-07-08 21:11:24+00:00,0.3657,2026-07-08 21:20:00+00:00,0.3786192362789162,9.594433027576771e-05,0.0005222458491376039,0.0002451498618774104,0.0006802632591832026,-0.15609995395097392,0.3582364210034113,0.5376897435041695,0.4525548590507428,-0.11731025649583049,0.1075548590507428,no,0.1075548590507428,0.0,0.345,2026-07-08
2026-07-05 22:11:37+00:00,KXBTC15M-26JUL051815-15,63091.39,63077.64,0.765,3.4,1.0,2026-07-05 22:09:17+00:00,0.4509,2026-07-05 22:10:00+00:00,0.36765817444414,0.00016361202259601774,0.0005071267836046115,0.00028384218894902556,0.0005233791359741738,-0.41645063197575616,0.23804761428476165,0.6560713407320884,0.34176937146059183,-0.10892865926791162,0.10676937146059184,no,0.10676937146059184,0.0,0.235,2026-07-05
2026-07-05 16:25:21+00:00,KXBTC15M-26JUL051230-30,62655.06,62668.14,0.195,4.7,0.0,2026-07-05 16:16:42+00:00,0.4336,2026-07-05 16:25:00+00:00,0.25084417491257044,0.00011200880323265067,0.0003460001937987428,0.00019390578993078292,0.00042037773517730493,0.4965540855748149,0.27988092706244444,0.3015476834869555,0.6951824042749977,0.10654768348695548,-0.10981759572500227,yes,0.10654768348695548,0.0,0.195,2026-07-05
2026-07-08 00:01:18+00:00,KXBTC15M-26JUL072015-15,63273.38,63300.99,0.505,13.7,1.0,2026-07-08 00:01:18+00:00,0.5363,2026-07-08 00:00:00+00:00,0.319315293625143,,0.00044044536220827084,0.00044044536220827084,0.0016302429279538729,0.2676075178632376,0.4778423728943817,0.40290387837505615,0.6004630049138233,-0.10209612162494386,0.10546300491382332,no,0.10546300491382332,0.0,0.495,2026-07-08
2026-07-01 19:42:20+00:00,KXBTC15M-26JUL011545-45,60109.11,60100.72,0.775,2.7,1.0,2026-07-01 19:42:09+00:00,0.5723,2026-07-01 19:40:00+00:00,0.2589598927478684,0.00011245647669785314,0.0003571945535832892,0.00019811480360775575,0.0003255358407350211,-0.42879840760061494,0.21213203435596428,0.6729692715321891,0.3298252930174712,-0.10203072846781092,0.10482529301747123,no,0.10482529301747123,0.0,0.22499999999999998,2026-07-01
2026-07-04 10:51:00+00:00,KXBTC15M-26JUL040700-00,62433.89,62431.55,0.45,9.0,1.0,2026-07-04 09:10:33+00:00,0.6029,2026-07-04 10:50:00+00:00,0.1110158296184411,,0.00015312892386716505,0.00015312892386716505,0.00045938677160149515,-0.0815877799820277,0.3872983346207417,0.5525486756355018,0.45545252012365534,0.1025486756355018,-0.09454747987634471,yes,0.1025486756355018,1.0,0.45,2026-07-04
2026-07-06 04:52:41+00:00,KXBTC15M-26JUL060100-00,63278.22,63268.52,0.705,7.3,0.0,2026-07-06 04:33:50+00:00,0.6212,2026-07-06 04:50:00+00:00,0.3716752088883298,0.00010530105227273872,0.0005126676525391614,0.00024787936236598667,0.0006697331569325707,-0.22890167398047098,0.3488074922742725,0.6113075505453178,0.39696997835957903,-0.09369244945468214,0.101969978359579,no,0.101969978359579,1.0,0.29500000000000004,2026-07-06
2026-07-07 07:07:00+00:00,KXBTC15M-26JUL070315-15,63304.49,63296.13,0.685,8.0,1.0,2026-07-07 06:53:54+00:00,0.5218,2026-07-07 07:05:00+00:00,0.3406573179843235,9.692919251920947e-05,0.0004698833372655258,0.00022746314318042017,0.0006433629240515268,-0.20527894713929165,0.3651483716701107,0.5852179237402175,0.41633910158335674,-0.09978207625978253,0.1013391015833568,no,0.1013391015833568,0.0,0.31499999999999995,2026-07-07
2026-07-06 03:51:41+00:00,KXBTC15M-26JUL060000-00,63155.62,63145.88,0.445,8.3,1.0,2026-07-06 03:51:39+00:00,0.5106,2026-07-06 03:50:00+00:00,0.35246905988398963,,0.0004861757825168841,0.0004861757825168841,0.0014006588447937663,-0.11011540410425752,0.3719318934070233,0.5458000878499827,0.45498338665625493,0.10080008784998268,-0.10001661334374501,yes,0.10080008784998268,1.0,0.445,2026-07-06
