logged_at,contract_ticker,spot,strike,p_market,tau_minutes,realized_vol_annual,resolved_yes,decision_time,z_drift_raw,zd,p_model_yes,p_model_no,edge_yes,edge_no,best_side,best_edge,win,cost,touched,era
2026-06-02 03:40:38+00:00,KXBTC15M-26JUN012345-45,70934.66,70867.39,0.335,4.4,0.428581,1.0,2026-06-02 03:25:28.710679+00:00,0.8441401901603571,0.25,0.8449789679779822,0.15502103202201778,0.5099789679779823,-0.5099789679779823,yes,0.5099789679779823,1.0,0.335,False,pre
2026-07-05 08:17:21+00:00,KXBTC15M-26JUL050430-30,62972.5,62968.16,0.325,12.7,0.171855,0.0,2026-07-05 08:12:15.504997+00:00,2.685255318623364,0.25,0.6298991789912455,0.3701008210087545,0.30489917899124547,-0.3048991789912455,yes,0.30489917899124547,0.0,0.325,True,post
2026-07-04 05:50:48+00:00,KXBTC15M-26JUL040200-00,62501.69,62503.42,0.255,9.2,0.136544,0.0,2026-07-04 05:40:39.264531+00:00,1.5598238498953054,0.25,0.5510051575261069,0.4489948424738931,0.2960051575261069,-0.2960051575261069,yes,0.2960051575261069,0.0,0.255,True,post
2026-07-06 23:09:15+00:00,KXBTC15M-26JUL061915-15,64233.58,64199.37,0.465,5.7,0.380874,1.0,2026-07-06 23:04:11.820958+00:00,0.534276372998486,0.25,0.7500771499168524,0.24992285008314763,0.28507714991685235,-0.2850771499168523,yes,0.28507714991685235,1.0,0.465,False,post
2026-07-05 21:46:05+00:00,KXBTC15M-26JUL051800-00,62979.72,62957.71,0.405,13.9,0.293615,1.0,2026-07-05 21:40:59.534286+00:00,1.8470303799021317,0.25,0.6849168081474528,0.3150831918525472,0.2799168081474528,-0.2799168081474528,yes,0.2799168081474528,1.0,0.405,True,post
2026-07-10 11:03:54+00:00,KXBTC15M-26JUL100715-15,64390.5,64364.97,0.485,11.1,0.19822,1.0,2026-07-10 10:53:45.448890+00:00,0.9403140766850273,0.25,0.7534369688606926,0.24656303113930744,0.26843696886069257,-0.26843696886069257,yes,0.26843696886069257,1.0,0.485,False,post
2026-05-27 14:07:56+00:00,KXBTC15M-26MAY271015-15,74973.2,74922.44,0.425,7.1,0.753359,0.0,2026-05-27 14:02:54.367558+00:00,0.6035771146416169,0.25,0.6895592847668537,0.3104407152331463,0.2645592847668537,-0.26455928476685364,yes,0.2645592847668537,0.0,0.425,False,pre
2026-07-03 13:27:41+00:00,KXBTC15M-26JUL030930-30,61980.94,61994.66,0.715,2.3,0.282511,1.0,2026-07-03 13:22:37.202990+00:00,1.6264066104109272,0.25,0.45045134832914685,0.5495486516708532,-0.2645486516708531,0.2645486516708532,no,0.2645486516708532,0.0,0.28500000000000003,True,post
2026-07-09 06:07:10+00:00,KXBTC15M-26JUL090215-15,62550.74,62533.11,0.415,7.8,0.347999,0.0,2026-07-09 06:02:05.371243+00:00,0.9102283852717594,0.25,0.6773398503638137,0.3226601496361863,0.26233985036381374,-0.2623398503638137,yes,0.26233985036381374,0.0,0.415,True,post
2026-07-08 18:01:38+00:00,KXBTC15M-26JUL081415-15,62060.97,62060.75,0.855,13.6,0.439158,1.0,2026-07-08 17:40:46.336028+00:00,0.6244166103321487,0.25,0.6004535868605073,0.3995464131394927,-0.25454641313949267,0.25454641313949267,no,0.25454641313949267,0.0,0.14500000000000002,True,post
