logged_at,contract_ticker,spot,strike,p_market,tau_minutes,realized_vol_annual,resolved_yes,decision_time,z_drift_raw,zd,p_model_yes,p_model_no,edge_yes,edge_no,best_side,best_edge,win,cost,touched,era
2026-06-02 03:40:38+00:00,KXBTC15M-26JUN012345-45,70934.66,70867.39,0.335,4.4,0.428581,1.0,2026-06-02 03:25:28.710679+00:00,0.8441401901603571,0.15,0.8199392968265582,0.1800607031734418,0.4849392968265582,-0.48493929682655823,yes,0.4849392968265582,1.0,0.335,False,pre
2026-07-03 13:27:41+00:00,KXBTC15M-26JUL030930-30,61980.94,61994.66,0.715,2.3,0.282511,1.0,2026-07-03 13:22:37.202990+00:00,1.6264066104109272,0.15,0.41117592608075615,0.5888240739192439,-0.3038240739192438,0.3038240739192438,no,0.3038240739192438,0.0,0.28500000000000003,True,post
2026-07-08 18:01:38+00:00,KXBTC15M-26JUL081415-15,62060.97,62060.75,0.855,13.6,0.439158,1.0,2026-07-08 17:40:46.336028+00:00,0.6244166103321487,0.15,0.561400653525953,0.43859934647404697,-0.29359934647404695,0.29359934647404695,no,0.29359934647404695,0.0,0.14500000000000002,True,post
2026-07-05 08:17:21+00:00,KXBTC15M-26JUL050430-30,62972.5,62968.16,0.325,12.7,0.171855,0.0,2026-07-05 08:12:15.504997+00:00,2.685255318623364,0.15,0.5915703376234048,0.40842966237659517,0.2665703376234048,-0.2665703376234049,yes,0.2665703376234048,0.0,0.325,True,post
2026-07-04 05:50:48+00:00,KXBTC15M-26JUL040200-00,62501.69,62503.42,0.255,9.2,0.136544,0.0,2026-07-04 05:40:39.264531+00:00,1.5598238498953054,0.15,0.5112491929333203,0.4887508070666797,0.25624919293332027,-0.25624919293332027,yes,0.25624919293332027,0.0,0.255,True,post
2026-07-06 23:09:15+00:00,KXBTC15M-26JUL061915-15,64233.58,64199.37,0.465,5.7,0.380874,1.0,2026-07-06 23:04:11.820958+00:00,0.534276372998486,0.15,0.7172639051608412,0.28273609483915885,0.25226390516084113,-0.2522639051608411,yes,0.25226390516084113,1.0,0.465,False,post
2026-07-05 21:46:05+00:00,KXBTC15M-26JUL051800-00,62979.72,62957.71,0.405,13.9,0.293615,1.0,2026-07-05 21:40:59.534286+00:00,1.8470303799021317,0.15,0.6485811476763235,0.35141885232367653,0.24358114767632344,-0.24358114767632344,yes,0.24358114767632344,1.0,0.405,True,post
2026-07-10 11:03:54+00:00,KXBTC15M-26JUL100715-15,64390.5,64364.97,0.485,11.1,0.19822,1.0,2026-07-10 10:53:45.448890+00:00,0.9403140766850273,0.15,0.7208422143208466,0.2791577856791534,0.23584221432084662,-0.23584221432084662,yes,0.23584221432084662,1.0,0.485,False,post
2026-07-05 08:37:41+00:00,KXBTC15M-26JUL050445-45,62866.45,62885.54,0.595,7.3,0.160524,1.0,2026-07-05 08:32:34.162289+00:00,1.8118087430697665,0.15,0.36035382580901065,0.6396461741909893,-0.23464617419098932,0.23464617419098932,no,0.23464617419098932,0.0,0.405,True,post
2026-07-04 00:05:17+00:00,KXBTC15M-26JUL032015-15,62536.08,62559.15,0.655,9.7,0.246193,1.0,2026-07-03 23:55:06.874756+00:00,0.9981139329183066,0.15,0.42123269172982886,0.5787673082701712,-0.23376730827017117,0.23376730827017123,no,0.23376730827017123,0.0,0.345,True,post
