logged_at,contract_ticker,spot,strike,p_market,tau_minutes,realized_vol_annual,resolved_yes,decision_time,z_drift_raw,zd,p_model_yes,p_model_no,edge_yes,edge_no,best_side,best_edge,win,cost,touched,era
2026-06-02 03:40:38+00:00,KXBTC15M-26JUN012345-45,70934.66,70867.39,0.335,4.4,0.428581,1.0,2026-06-02 03:25:28.710679+00:00,0.8441401901603571,0.2,0.8327610938083605,0.1672389061916395,0.4977610938083605,-0.49776109380836053,yes,0.4977610938083605,1.0,0.335,False,pre
2026-07-05 08:17:21+00:00,KXBTC15M-26JUL050430-30,62972.5,62968.16,0.325,12.7,0.171855,0.0,2026-07-05 08:12:15.504997+00:00,2.685255318623364,0.2,0.610869638949089,0.38913036105091103,0.28586963894908896,-0.285869638949089,yes,0.28586963894908896,0.0,0.325,True,post
2026-07-03 13:27:41+00:00,KXBTC15M-26JUL030930-30,61980.94,61994.66,0.715,2.3,0.282511,1.0,2026-07-03 13:22:37.202990+00:00,1.6264066104109272,0.2,0.43072797572408833,0.5692720242759117,-0.28427202427591164,0.2842720242759117,no,0.2842720242759117,0.0,0.28500000000000003,True,post
2026-07-04 05:50:48+00:00,KXBTC15M-26JUL040200-00,62501.69,62503.42,0.255,9.2,0.136544,0.0,2026-07-04 05:40:39.264531+00:00,1.5598238498953054,0.2,0.5311660291774992,0.4688339708225008,0.2761660291774992,-0.2761660291774992,yes,0.2761660291774992,0.0,0.255,True,post
2026-07-08 18:01:38+00:00,KXBTC15M-26JUL081415-15,62060.97,62060.75,0.855,13.6,0.439158,1.0,2026-07-08 17:40:46.336028+00:00,0.6244166103321487,0.2,0.5810269379997763,0.41897306200022366,-0.27397306200022364,0.27397306200022364,no,0.27397306200022364,0.0,0.14500000000000002,True,post
2026-07-06 23:09:15+00:00,KXBTC15M-26JUL061915-15,64233.58,64199.37,0.465,5.7,0.380874,1.0,2026-07-06 23:04:11.820958+00:00,0.534276372998486,0.2,0.7339266971158298,0.2660733028841702,0.2689266971158298,-0.2689266971158297,yes,0.2689266971158298,1.0,0.465,False,post
2026-07-05 21:46:05+00:00,KXBTC15M-26JUL051800-00,62979.72,62957.71,0.405,13.9,0.293615,1.0,2026-07-05 21:40:59.534286+00:00,1.8470303799021317,0.2,0.6669449116314122,0.33305508836858777,0.2619449116314122,-0.2619449116314122,yes,0.2619449116314122,1.0,0.405,True,post
2026-07-10 11:03:54+00:00,KXBTC15M-26JUL100715-15,64390.5,64364.97,0.485,11.1,0.19822,1.0,2026-07-10 10:53:45.448890+00:00,0.9403140766850273,0.2,0.7373983774580708,0.2626016225419292,0.2523983774580708,-0.2523983774580708,yes,0.2523983774580708,1.0,0.485,False,post
2026-05-27 14:07:56+00:00,KXBTC15M-26MAY271015-15,74973.2,74922.44,0.425,7.1,0.753359,0.0,2026-05-27 14:02:54.367558+00:00,0.6035771146416169,0.2,0.6716961248569406,0.32830387514305936,0.24669612485694065,-0.2466961248569406,yes,0.24669612485694065,0.0,0.425,False,pre
2026-07-09 06:07:10+00:00,KXBTC15M-26JUL090215-15,62550.74,62533.11,0.415,7.8,0.347999,0.0,2026-07-09 06:02:05.371243+00:00,0.9102283852717594,0.2,0.659197141508048,0.340802858491952,0.244197141508048,-0.24419714150804794,yes,0.244197141508048,0.0,0.415,True,post
