effective,trend,rev,p_pooled,p_rc,p_bull,p_sdwy,p_bear
2026-06-26 04:30:00+00:00,4.0,0.0,0.4511784511784512,0.4245907435052356,4.915930098343281e-65,1.0,3.082180327969931e-40
2026-06-26 04:45:00+00:00,4.0,0.0,0.4511784511784512,0.4245907435052356,4.915930098343281e-65,1.0,3.082180327969931e-40
2026-06-26 05:00:00+00:00,2.0,0.0,0.455456570155902,0.5059543770993649,3.945798146569054e-71,1.0,1.4261408472806006e-42
2026-06-26 05:15:00+00:00,2.0,0.0,0.455456570155902,0.5059543770993649,3.945798146569054e-71,1.0,1.4261408472806006e-42
2026-06-26 05:30:00+00:00,2.0,0.0,0.455456570155902,0.5059543770993649,3.945798146569054e-71,1.0,1.4261408472806006e-42
2026-06-26 05:45:00+00:00,2.0,0.0,0.455456570155902,0.5059543770993649,3.945798146569054e-71,1.0,1.4261408472806006e-42
2026-06-26 06:00:00+00:00,2.0,0.0,0.455456570155902,0.5059543770993649,5.112648597334997e-75,1.0,1.1115942612520788e-44
2026-06-26 06:15:00+00:00,-1.0,2.0,0.5001704739174906,0.5160764606156918,5.112648597334997e-75,1.0,1.1115942612520788e-44
2026-06-26 06:30:00+00:00,0.0,1.0,0.45394736842105265,0.49455723946993235,5.112648597334997e-75,1.0,1.1115942612520788e-44
2026-06-26 06:45:00+00:00,6.0,-2.0,0.4384533522525718,0.4819893412116107,5.112648597334997e-75,1.0,1.1115942612520788e-44
2026-06-26 07:00:00+00:00,4.0,-1.0,0.4189189189189189,0.43761560905666874,5.0610130199315656e-70,1.0,2.3958799324076826e-42
2026-06-26 07:15:00+00:00,6.0,-1.0,0.42933884297520664,0.4776973183216813,5.0610130199315656e-70,1.0,2.3958799324076826e-42
2026-06-26 07:30:00+00:00,5.0,-2.0,0.4349775784753363,0.4306002697186342,5.0610130199315656e-70,1.0,2.3958799324076826e-42
2026-06-26 07:45:00+00:00,2.0,-1.0,0.43465304384844616,0.48819755967672107,5.0610130199315656e-70,1.0,2.3958799324076826e-42
2026-06-26 08:00:00+00:00,1.0,-1.0,0.4862047823421214,0.48265629825126466,3.561697671702508e-68,1.0,1.551456415615705e-41
2026-06-26 08:15:00+00:00,-3.0,1.0,0.5535917901938426,0.5195404653230692,3.561697671702508e-68,1.0,1.551456415615705e-41
2026-06-26 08:30:00+00:00,-1.0,1.0,0.49562043795620436,0.5066249552993244,3.561697671702508e-68,1.0,1.551456415615705e-41
2026-06-26 08:45:00+00:00,0.0,1.0,0.45394736842105265,0.49455723946993235,3.561697671702508e-68,1.0,1.551456415615705e-41
2026-06-26 09:00:00+00:00,-1.0,2.0,0.5001704739174906,0.5160764606156918,1.3491896630860531e-70,1.0,7.25837875774891e-43
