logged_at,contract_ticker,spot,strike,p_market,tau_minutes,realized_vol_annual,resolved_yes,decision_time,z_drift_raw,zd,p_model_yes,p_model_no,edge_yes,edge_no,best_side,best_edge,win,cost,touched,era
2026-06-02 03:40:38+00:00,KXBTC15M-26JUN012345-45,70934.66,70867.39,0.335,4.4,0.428581,1.0,2026-06-02 03:25:28.710679+00:00,0.8441401901603571,0.35,0.8676034498253853,0.1323965501746147,0.5326034498253853,-0.5326034498253853,yes,0.5326034498253853,1.0,0.335,False,pre
2026-07-05 08:17:21+00:00,KXBTC15M-26JUL050430-30,62972.5,62968.16,0.325,12.7,0.171855,0.0,2026-07-05 08:12:15.504997+00:00,2.685255318623364,0.35,0.6669789527940121,0.3330210472059879,0.3419789527940121,-0.34197895279401214,yes,0.3419789527940121,0.0,0.325,True,post
2026-07-04 05:50:48+00:00,KXBTC15M-26JUL040200-00,62501.69,62503.42,0.255,9.2,0.136544,0.0,2026-07-04 05:40:39.264531+00:00,1.5598238498953054,0.35,0.5902551178770775,0.4097448821229225,0.3352551178770775,-0.3352551178770775,yes,0.3352551178770775,0.0,0.255,True,post
2026-07-06 23:09:15+00:00,KXBTC15M-26JUL061915-15,64233.58,64199.37,0.465,5.7,0.380874,1.0,2026-07-06 23:04:11.820958+00:00,0.534276372998486,0.35,0.7807511436849037,0.21924885631509627,0.3157511436849037,-0.31575114368490365,yes,0.3157511436849037,1.0,0.465,False,post
2026-07-05 21:46:05+00:00,KXBTC15M-26JUL051800-00,62979.72,62957.71,0.405,13.9,0.293615,1.0,2026-07-05 21:40:59.534286+00:00,1.8470303799021317,0.35,0.7195457735775898,0.28045422642241025,0.3145457735775897,-0.3145457735775897,yes,0.3145457735775897,1.0,0.405,True,post
2026-05-27 14:07:56+00:00,KXBTC15M-26MAY271015-15,74973.2,74922.44,0.425,7.1,0.753359,0.0,2026-05-27 14:02:54.367558+00:00,0.6035771146416169,0.35,0.7239450674249219,0.27605493257507807,0.29894506742492194,-0.2989450674249219,yes,0.29894506742492194,0.0,0.425,False,pre
2026-07-10 11:03:54+00:00,KXBTC15M-26JUL100715-15,64390.5,64364.97,0.485,11.1,0.19822,1.0,2026-07-10 10:53:45.448890+00:00,0.9403140766850273,0.35,0.7838744241488651,0.2161255758511349,0.2988744241488651,-0.2988744241488651,yes,0.2988744241488651,1.0,0.485,False,post
2026-07-09 06:07:10+00:00,KXBTC15M-26JUL090215-15,62550.74,62533.11,0.415,7.8,0.347999,0.0,2026-07-09 06:02:05.371243+00:00,0.9102283852717594,0.35,0.7123533697626574,0.2876466302373426,0.2973533697626574,-0.29735336976265736,yes,0.2973533697626574,0.0,0.415,True,post
2026-07-04 14:24:12+00:00,KXBTC15M-26JUL041030-30,62625.88,62617.0,0.415,5.8,0.295315,0.0,2026-07-04 14:19:09.187948+00:00,1.428838736649467,0.35,0.6895410975060802,0.31045890249391983,0.2745410975060802,-0.27454109750608013,yes,0.2745410975060802,0.0,0.415,False,post
2026-07-08 07:38:34+00:00,KXBTC15M-26JUL080345-45,62772.82,62767.92,0.395,6.4,0.259233,0.0,2026-07-08 07:33:28.878516+00:00,1.1890766827045018,0.35,0.6686888734963763,0.3313111265036237,0.2736888734963763,-0.2736888734963763,yes,0.2736888734963763,0.0,0.395,True,post
