decision_time,ticker,win,would_pnl,net_move_pct,mae_pct,touched_strike,path_rv,reversals,n_bars,monotonic_frac,pre_rv5,pre_rv15,pre_rev5,pre_rev15,pre_maxdd5,episode,ts,rv,ts2,er
2026-07-03 22:46:57.941841+00:00,KXBTC15M-26JUL031900-00,0.0,-96.28,-0.0423930510350852,-0.0423930510350852,False,0.0001678600903367,8,14,0.1428571428571428,9.73120346463522e-05,0.000194880557976,4,12,-0.0116761747893096,28,2026-07-03 22:46:00+00:00,0.6685412635398053,2026-07-03 22:46:00+00:00,0.06263186099618431
2026-07-03 23:34:47.633916+00:00,KXBTC15M-26JUL031945-45,1.0,24.81,0.1458852502418295,0.0913018010151794,False,0.0002265640740499,8,11,0.3636363636363636,0.0003901208879194,0.0004511768479964,3,10,0.0,29,2026-07-03 23:34:00+00:00,0.5267558575395671,2026-07-03 23:34:00+00:00,0.07477831435314228
2026-07-04 00:50:58.100757+00:00,KXBTC15M-26JUL032100-00,1.0,16.33,-0.0087555723178001,-0.0087555723178001,False,0.0003892576682063,8,10,0.5,0.0005415703323328,0.0003707920241987,4,9,0.0,30,2026-07-04 00:50:00+00:00,0.6985938615454563,2026-07-04 00:50:00+00:00,0.10205982406024616
2026-07-04 01:21:26.516947+00:00,KXBTC15M-26JUL032130-30,0.0,-81.8,0.0664079443911388,-0.0956520418006686,True,0.0006961510337862,7,9,0.4444444444444444,0.0003096994922577,0.0003491238937591,4,12,0.0,30,2026-07-04 01:21:00+00:00,0.739816110043379,2026-07-04 01:21:00+00:00,0.04860082428933138
2026-07-04 01:31:37.800042+00:00,KXBTC15M-26JUL032145-45,0.0,-62.02,-0.0175798403179584,-0.0661512492028437,False,0.0003250894545713,11,14,0.3571428571428571,0.0003584973037086,0.0005682614497498,4,10,-0.0278046477781855,30,2026-07-04 01:31:00+00:00,0.7762808326427473,2026-07-04 01:31:00+00:00,0.06614753097436839
2026-07-04 03:03:16.735019+00:00,KXBTC15M-26JUL032315-15,1.0,51.48,0.0858102149458095,-0.015947161337778,False,0.0002702073848839,5,11,0.1818181818181818,0.0,0.0001427671925407,1,5,0.0,31,2026-07-04 03:03:00+00:00,0.49065326787718655,2026-07-04 03:03:00+00:00,0.004204044172070075
2026-07-04 03:18:29.449532+00:00,KXBTC15M-26JUL032330-30,0.0,-91.59,0.078972025746233,0.0609797843461758,False,6.286653742176886e-05,5,12,0.25,0.0002900383465101,0.0002290282163845,3,7,0.0,31,2026-07-04 03:18:00+00:00,0.4677570363852922,2026-07-04 03:18:00+00:00,0.01600115079667608
2026-07-04 04:09:16.817907+00:00,KXBTC15M-26JUL040015-15,1.0,28.42,0.1477858501371877,0.1458211501635685,False,9.463082309763704e-05,3,6,0.1666666666666666,0.000261438604835,0.0003190810757009,2,10,-0.0323681206571156,32,2026-07-04 04:09:00+00:00,0.40950180010520004,2026-07-04 04:09:00+00:00,0.15244657195123282
2026-07-04 04:24:30.402729+00:00,KXBTC15M-26JUL040030-30,1.0,56.62,0.0758037890237973,0.0758037890237973,False,0.0003499644407522,5,6,0.1666666666666666,0.0003634991461837,0.0004363986486066,3,8,0.0,32,2026-07-04 04:24:00+00:00,0.440880898413544,2026-07-04 04:24:00+00:00,0.20634571378278072
2026-07-04 06:31:24.796429+00:00,KXBTC15M-26JUL040245-45,1.0,23.87,0.0844915770944528,0.0508094941677955,False,8.773364049399196e-05,6,14,0.1428571428571428,0.0004714697337616,0.0005013086109088,2,5,0.0,33,2026-07-04 06:31:00+00:00,0.4473537092981367,2026-07-04 06:31:00+00:00,0.1931210268086608
2026-07-04 07:22:13.861934+00:00,KXBTC15M-26JUL040330-30,1.0,31.39,0.1065513265956177,0.1065513265956177,False,0.0003060859673762,6,8,0.125,2.8825019394176565e-05,0.0001265511199774,3,6,0.0,34,2026-07-04 07:22:00+00:00,0.39102608063834055,2026-07-04 07:22:00+00:00,0.005549420209824728
2026-07-04 07:47:39.660636+00:00,KXBTC15M-26JUL040400-00,1.0,22.57,0.1734982772899154,0.0579087199299342,False,0.0002300192751004,10,13,0.3076923076923077,0.0001485020085083,0.0003333158953269,4,8,0.0,34,2026-07-04 07:47:00+00:00,0.45097854348185323,2026-07-04 07:47:00+00:00,0.07527526373436695
2026-07-04 08:23:19.538958+00:00,KXBTC15M-26JUL040430-30,1.0,19.57,0.0732674374975977,0.035708912041271,False,0.0001419072092904,3,7,0.1428571428571428,0.0,1.7217685541646435e-05,1,3,0.0,34,2026-07-04 08:23:00+00:00,0.3657374757648066,2026-07-04 08:23:00+00:00,0.2684821480916885
2026-07-04 09:49:54.171042+00:00,KXBTC15M-26JUL040600-00,1.0,18.81,0.1082153786901642,0.1082153786901642,False,8.149892305207564e-05,4,11,0.0909090909090909,0.0001607305715059,0.0001880286937291,2,10,-0.0004003264742462,35,2026-07-04 09:49:00+00:00,0.4324041305617762,2026-07-04 09:49:00+00:00,0.07690283533977983
2026-07-04 11:16:26.005637+00:00,KXBTC15M-26JUL040730-30,0.0,-108.12,0.0024868847081457,-0.0019145395082232,False,0.0002118236179196,6,14,0.0714285714285714,0.0002474015018015,0.0001586626419629,3,6,0.0,36,2026-07-04 11:16:00+00:00,0.2574559341427958,2026-07-04 11:16:00+00:00,0.10381864410808084
2026-07-04 11:41:46.335446+00:00,KXBTC15M-26JUL040745-45,1.0,23.63,0.0746838213057523,0.0746838213057523,False,0.0002178269062093,4,4,0.25,0.0001374640864039,0.0002988612622629,4,10,-0.037389998958897,36,2026-07-04 11:41:00+00:00,0.2899399383660132,2026-07-04 11:41:00+00:00,0.11444343393752074
