logged_at,contract_ticker,spot,strike,p_market,tau_minutes,realized_vol_annual,resolved_yes,pu_ts,p_up_v2,p_model_yes,p_model_no,edge_yes,edge_no,best_side,best_edge,win,cost,day
2026-07-10 03:40:51+00:00,KXBTC15M-26JUL092345-45,63827.71,63823.31,0.695,4.1,0.313853,1.0,2026-07-10 03:35:45+00:00,0.5104,0.5706731306277633,0.4298621659977113,-0.12432686937223669,0.12486216599771127,no,0.12486216599771127,0.0,0.30500000000000005,2026-07-10
2026-07-05 22:11:37+00:00,KXBTC15M-26JUL051815-15,63091.39,63077.64,0.765,3.4,0.436864,1.0,2026-07-05 22:09:17+00:00,0.4509,0.6397936601973333,0.35801049736529833,-0.1252063398026667,0.12301049736529834,no,0.12301049736529834,0.0,0.235,2026-07-05
2026-07-08 07:38:34+00:00,KXBTC15M-26JUL080345-45,62772.82,62767.92,0.395,6.4,0.259233,0.0,2026-07-08 06:51:27+00:00,0.3996,0.5178487531510636,0.4755317435510852,0.12284875315106358,-0.1294682564489148,yes,0.12284875315106358,0.0,0.395,2026-07-08
2026-07-03 13:53:05+00:00,KXBTC15M-26JUL031000-00,62101.15,62093.67,0.705,6.9,0.328706,0.0,2026-07-03 13:52:49+00:00,0.4778,0.5811502862918284,0.4173751072871539,-0.12384971370817155,0.12237510728715384,no,0.12237510728715384,1.0,0.29500000000000004,2026-07-03
2026-07-02 01:21:38+00:00,KXBTC15M-26JUL012130-30,59862.42,59868.56,0.605,8.4,0.41209,1.0,2026-07-02 01:20:49+00:00,0.5753,0.489336389312671,0.5163291369775389,-0.115663610687329,0.12132913697753889,no,0.12132913697753889,0.0,0.395,2026-07-02
2026-07-10 04:11:19+00:00,KXBTC15M-26JUL100015-15,63900.37,63894.17,0.725,3.7,0.281423,1.0,2026-07-10 04:11:07+00:00,0.4928,0.603438687496557,0.3962158308511947,-0.12156131250344293,0.1212158308511947,no,0.1212158308511947,0.0,0.275,2026-07-10
2026-07-03 03:05:05+00:00,KXBTC15M-26JUL022315-15,61366.05,61364.73,0.425,9.9,0.303705,0.0,2026-07-03 03:00:25+00:00,0.6865,0.5457842658119554,0.4698932679131056,0.1207842658119554,-0.10510673208689436,yes,0.1207842658119554,0.0,0.425,2026-07-03
2026-07-07 08:38:26+00:00,KXBTC15M-26JUL070445-45,63040.08,63035.73,0.705,6.6,0.20442,0.0,2026-07-07 08:28:18+00:00,0.5397,0.5876218701192839,0.41495387664891403,-0.11737812988071605,0.11995387664891399,no,0.11995387664891399,1.0,0.29500000000000004,2026-07-07
2026-07-06 02:54:52+00:00,KXBTC15M-26JUL052300-00,63379.3,63361.18,0.795,5.1,0.371711,1.0,2026-07-06 02:47:12+00:00,0.5062,0.6756355025214179,0.324690468350499,-0.11936449747858213,0.11969046835049901,no,0.11969046835049901,0.0,0.20499999999999996,2026-07-06
2026-07-03 02:09:14+00:00,KXBTC15M-26JUL022215-15,61544.86,61521.83,0.855,5.8,0.319194,0.0,2026-07-03 01:41:08+00:00,0.5322,0.7373757764092428,0.26426501267088165,-0.1176242235907572,0.11926501267088163,no,0.11926501267088163,1.0,0.14500000000000002,2026-07-03
2026-07-08 13:09:45+00:00,KXBTC15M-26JUL080915-15,61909.64,61910.33,0.605,5.2,0.410758,0.0,2026-07-08 13:04:13+00:00,0.4007,0.4817940417304867,0.5123019894142846,-0.1232059582695133,0.1173019894142846,no,0.1173019894142846,1.0,0.395,2026-07-08
2026-07-08 00:01:18+00:00,KXBTC15M-26JUL072015-15,63273.38,63300.99,0.505,13.7,0.288534,1.0,2026-07-08 00:01:18+00:00,0.5363,0.3918937428660564,0.6114478156708757,-0.11310625713394362,0.1164478156708757,no,0.1164478156708757,0.0,0.495,2026-07-08
2026-07-04 11:51:55+00:00,KXBTC15M-26JUL040800-00,62438.8,62445.51,0.535,8.1,0.11886,0.0,2026-07-04 11:39:54+00:00,0.6029,0.42764346822840127,0.5798642392164992,-0.10735653177159876,0.11486423921649924,no,0.11486423921649924,1.0,0.46499999999999997,2026-07-04
2026-07-04 11:11:20+00:00,KXBTC15M-26JUL040715-15,62468.46,62471.4,0.275,3.7,0.10697,0.0,2026-07-04 11:07:52+00:00,0.6029,0.38962493509632523,0.6153354215355515,0.11462493509632521,-0.10966457846444844,yes,0.11462493509632521,0.0,0.275,2026-07-04
2026-07-03 18:55:38+00:00,KXBTC15M-26JUL031500-00,62162.73,62173.98,0.505,4.4,0.214011,0.0,2026-07-03 18:51:43+00:00,0.5819,0.3957932927445433,0.6085143084109405,-0.10920670725545673,0.11351430841094046,no,0.11351430841094046,1.0,0.495,2026-07-03
2026-07-08 11:32:49+00:00,KXBTC15M-26JUL080745-45,62066.38,62047.28,0.495,12.2,0.20409,1.0,2026-07-08 11:32:47+00:00,0.4282,0.6072731716936904,0.38646719468410284,0.11227317169369044,-0.11853280531589716,yes,0.11227317169369044,1.0,0.495,2026-07-08
2026-07-05 22:16:43+00:00,KXBTC15M-26JUL051830-30,63193.13,63156.72,0.775,13.3,0.477148,1.0,2026-07-05 22:13:18+00:00,0.4681,0.6600316732023338,0.33721094150045805,-0.11496832679766622,0.11221094150045807,no,0.11221094150045807,0.0,0.22499999999999998,2026-07-05
2026-07-06 03:51:41+00:00,KXBTC15M-26JUL060000-00,63155.62,63145.88,0.445,8.3,0.281999,1.0,2026-07-06 03:51:39+00:00,0.5106,0.5566868442871569,0.4440938792206145,0.11168684428715686,-0.11090612077938544,yes,0.11168684428715686,1.0,0.445,2026-07-06
2026-07-04 10:51:00+00:00,KXBTC15M-26JUL040700-00,62433.89,62431.55,0.45,9.0,0.086571,1.0,2026-07-04 09:10:33+00:00,0.6029,0.5616449006371877,0.4463317222943617,0.11164490063718774,-0.10366827770563836,yes,0.11164490063718774,1.0,0.45,2026-07-04
2026-07-04 01:52:01+00:00,KXBTC15M-26JUL032200-00,62392.13,62391.38,0.645,8.0,0.367631,1.0,2026-07-04 01:02:06+00:00,0.7114,0.5496453856303768,0.46650717295296174,-0.09535461436962323,0.11150717295296175,no,0.11150717295296175,0.0,0.355,2026-07-04
2026-07-09 05:11:14+00:00,KXBTC15M-26JUL090115-15,62399.53,62401.65,0.59,3.8,0.272736,1.0,2026-07-09 04:59:22+00:00,0.4743,0.4782925655561002,0.5204148049566144,-0.11170743444389974,0.11041480495661438,no,0.11041480495661438,0.0,0.41000000000000003,2026-07-09
2026-07-02 17:11:32+00:00,KXBTC15M-26JUL021315-15,61649.45,61623.73,0.775,3.5,0.694221,1.0,2026-07-02 16:29:24+00:00,0.5175,0.6658500361060266,0.33492174665986685,-0.10914996389397347,0.10992174665986687,no,0.10992174665986687,0.0,0.22499999999999998,2026-07-02
2026-07-05 21:40:59+00:00,KXBTC15M-26JUL051745-45,62887.74,62873.6,0.785,4.0,0.289188,1.0,2026-07-05 21:16:57+00:00,0.3497,0.6679771578944774,0.324815807811219,-0.1170228421055226,0.10981580781121902,no,0.10981580781121902,0.0,0.21499999999999997,2026-07-05
2026-07-05 16:25:21+00:00,KXBTC15M-26JUL051230-30,62655.06,62668.14,0.195,4.7,0.252087,0.0,2026-07-05 16:16:42+00:00,0.4336,0.30208170769327913,0.6946458020800756,0.10708170769327913,-0.11035419791992429,yes,0.10708170769327913,0.0,0.195,2026-07-05
2026-07-04 17:48:59+00:00,KXBTC15M-26JUL041400-00,63162.33,63105.72,0.895,11.0,0.402848,1.0,2026-07-04 17:48:11+00:00,0.4904,0.7889195055794285,0.2104852460104334,-0.10608049442057155,0.10548524601043341,no,0.10548524601043341,0.0,0.10499999999999998,2026-07-04
2026-07-03 20:41:58+00:00,KXBTC15M-26JUL031645-45,62587.08,62565.84,0.775,3.0,0.565157,1.0,2026-07-03 20:25:25+00:00,0.4904,0.670471093576583,0.32913945537514055,-0.10452890642341706,0.10413945537514058,no,0.10413945537514058,0.0,0.22499999999999998,2026-07-03
2026-07-05 16:55:56+00:00,KXBTC15M-26JUL051300-00,62590.97,62570.59,0.885,4.1,0.237431,1.0,2026-07-05 16:16:42+00:00,0.4336,0.780966813524632,0.21645996059025974,-0.10403318647536797,0.10145996059025975,no,0.10145996059025975,0.0,0.11499999999999999,2026-07-05
2026-07-09 20:22:26+00:00,KXBTC15M-26JUL091630-30,63189.63,63172.18,0.775,7.6,0.281489,1.0,2026-07-09 20:05:43+00:00,0.4991,0.6738902912062776,0.3260518348863892,-0.10110970879372239,0.10105183488638925,no,0.10105183488638925,0.0,0.22499999999999998,2026-07-09
2026-07-05 20:39:50+00:00,KXBTC15M-26JUL051645-45,62683.44,62670.45,0.815,5.2,0.186663,1.0,2026-07-05 20:20:58+00:00,0.4336,0.711557647453207,0.28509001730197725,-0.1034423525467929,0.1000900173019772,no,0.1000900173019772,0.0,0.18500000000000005,2026-07-05
2026-07-07 11:41:11+00:00,KXBTC15M-26JUL070745-45,63115.78,63123.16,0.525,3.8,0.236375,1.0,2026-07-07 11:32:54+00:00,0.4767,0.4241394351656831,0.5747081127037376,-0.10086056483431693,0.09970811270373758,no,0.09970811270373758,0.0,0.475,2026-07-07
2026-07-02 16:36:03+00:00,KXBTC15M-26JUL021245-45,61217.75,61122.75,0.865,9.0,0.853021,1.0,2026-07-02 16:29:24+00:00,0.5175,0.7675010404936999,0.2335385689347117,-0.09749895950630005,0.09853856893471169,no,0.09853856893471169,0.0,0.135,2026-07-02
2026-07-04 05:40:39+00:00,KXBTC15M-26JUL040145-45,62467.86,62460.78,0.815,4.4,0.131186,1.0,2026-07-04 05:08:41+00:00,0.7114,0.7266107834489023,0.28352505101295367,-0.08838921655109766,0.09852505101295361,no,0.09852505101295361,0.0,0.18500000000000005,2026-07-04
2026-07-05 15:54:47+00:00,KXBTC15M-26JUL051200-00,62694.64,62658.4,0.895,5.2,0.335704,1.0,2026-07-05 15:52:00+00:00,0.3497,0.7901531461694526,0.20335774612313529,-0.10484685383054737,0.0983577461231353,no,0.0983577461231353,0.0,0.10499999999999998,2026-07-05
2026-07-08 05:31:29+00:00,KXBTC15M-26JUL080145-45,62720.1,62709.23,0.475,13.5,0.242154,0.0,2026-07-08 05:30:16+00:00,0.5725,0.5732176502896325,0.43359234500285393,0.09821765028963247,-0.09140765499714609,yes,0.09821765028963247,0.0,0.475,2026-07-08
2026-07-08 21:22:16+00:00,KXBTC15M-26JUL081730-30,61968.24,61961.66,0.655,7.7,0.309717,1.0,2026-07-08 21:11:24+00:00,0.3657,0.5474103571035616,0.44286269090202146,-0.10758964289643846,0.09786269090202149,no,0.09786269090202149,0.0,0.345,2026-07-08
2026-07-05 20:09:21+00:00,KXBTC15M-26JUL051615-15,62755.88,62728.25,0.961,5.6,0.210515,1.0,2026-07-05 19:51:30+00:00,0.515,0.8640526983203194,0.13644924854713225,-0.09694730167968058,0.09744924854713222,no,0.09744924854713222,0.0,0.039000000000000035,2026-07-05
2026-07-09 20:32:35+00:00,KXBTC15M-26JUL091645-45,63240.68,63241.15,0.595,12.4,0.281084,1.0,2026-07-09 20:05:43+00:00,0.4991,0.4976237878657204,0.5022943843768178,-0.09737621213427955,0.09729438437681781,no,0.09729438437681781,0.0,0.405,2026-07-09
2026-07-02 17:47:10+00:00,KXBTC15M-26JUL021400-00,61655.27,61726.99,0.185,12.8,0.589174,0.0,2026-07-02 17:25:10+00:00,0.5738,0.28032418645245294,0.725435543316002,0.09532418645245294,-0.08956445668399793,yes,0.09532418645245294,0.0,0.185,2026-07-02
2026-07-03 14:38:42+00:00,KXBTC15M-26JUL031045-45,61855.16,61862.55,0.355,6.3,0.619956,1.0,2026-07-03 14:36:49+00:00,0.4968,0.44997040314130204,0.5498238370964686,0.09497040314130206,-0.09517616290353137,yes,0.09497040314130206,1.0,0.355,2026-07-03
2026-07-02 19:49:11+00:00,KXBTC15M-26JUL021600-00,61489.05,61525.77,0.195,10.8,0.287947,0.0,2026-07-02 19:43:23+00:00,0.6869,0.28979835315381697,0.7241799279639912,0.09479835315381696,-0.08082007203600872,yes,0.09479835315381696,0.0,0.195,2026-07-02
2026-07-09 13:39:15+00:00,KXBTC15M-26JUL090945-45,62676.5,62653.31,0.475,5.7,0.568683,1.0,2026-07-09 13:36:36+00:00,0.4336,0.5682162013629458,0.4277354675352779,0.09321620136294584,-0.09726453246472211,yes,0.09321620136294584,1.0,0.475,2026-07-09
2026-07-09 01:27:34+00:00,KXBTC15M-26JUL082130-30,62338.1,62353.43,0.525,2.4,0.752413,1.0,2026-07-09 01:24:18+00:00,0.3859,0.4278168538235241,0.5676263370889647,-0.09718314617647594,0.09262633708896473,no,0.09262633708896473,0.0,0.475,2026-07-09
2026-07-07 15:19:54+00:00,KXBTC15M-26JUL071130-30,63519.2,63495.48,0.665,10.1,0.942859,1.0,2026-07-07 14:35:12+00:00,0.4916,0.5717852630211059,0.42753670437648783,-0.09321473697889415,0.09253670437648787,no,0.09253670437648787,0.0,0.33499999999999996,2026-07-07
2026-07-04 12:42:42+00:00,KXBTC15M-26JUL040845-45,62563.0,62547.73,0.9605,2.3,0.174129,1.0,2026-07-04 12:35:18+00:00,0.4899,0.8682562970715393,0.13153214113859235,-0.09224370292846074,0.09203214113859237,no,0.09203214113859237,0.0,0.03949999999999998,2026-07-04
2026-07-02 20:04:29+00:00,KXBTC15M-26JUL021615-15,61403.52,61403.97,0.445,10.5,0.478529,0.0,2026-07-02 19:43:23+00:00,0.6869,0.5368580971057831,0.47935631894012887,0.09185809710578313,-0.07564368105987107,yes,0.09185809710578313,0.0,0.445,2026-07-02
2026-07-06 08:20:21+00:00,KXBTC15M-26JUL060430-30,62998.27,62989.95,0.705,9.6,0.230192,1.0,2026-07-06 08:19:10+00:00,0.5917,0.6211958706924345,0.3858815461371772,-0.08380412930756542,0.09088154613717714,no,0.09088154613717714,0.0,0.29500000000000004,2026-07-06
2026-07-07 03:48:34+00:00,KXBTC15M-26JUL070000-00,63138.4,63158.17,0.505,11.4,0.304908,0.0,2026-07-07 03:47:56+00:00,0.526,0.4182950880153467,0.5839240949185434,-0.0867049119846533,0.08892409491854336,no,0.08892409491854336,1.0,0.495,2026-07-07
2026-07-03 06:16:10+00:00,KXBTC15M-26JUL030230-30,61661.72,61671.49,0.535,13.8,0.218061,0.0,2026-07-03 06:15:19+00:00,0.5259,0.449781132077551,0.552684148460552,-0.08521886792244904,0.08768414846055206,no,0.08768414846055206,1.0,0.46499999999999997,2026-07-03
2026-07-06 16:53:09+00:00,KXBTC15M-26JUL061300-00,63689.61,63684.85,0.415,6.8,0.847341,0.0,2026-07-06 15:40:58+00:00,0.4541,0.5020399160127031,0.49486291849674313,0.08703991601270317,-0.09013708150325683,yes,0.08703991601270317,0.0,0.415,2026-07-06
2026-07-05 17:46:57+00:00,KXBTC15M-26JUL051400-00,62570.28,62568.67,0.585,13.0,0.244843,1.0,2026-07-05 17:30:14+00:00,0.3497,0.4845163635785848,0.501146827383371,-0.10048363642141517,0.08614682738337098,no,0.08614682738337098,0.0,0.41500000000000004,2026-07-05
2026-07-09 03:55:01+00:00,KXBTC15M-26JUL090000-00,61920.53,61905.93,0.715,5.0,0.34815,1.0,2026-07-09 03:33:46+00:00,0.3472,0.6211560648246095,0.370245950087567,-0.09384393517539047,0.08524595008756697,no,0.08524595008756697,0.0,0.28500000000000003,2026-07-09
2026-07-10 02:39:54+00:00,KXBTC15M-26JUL092245-45,63860.57,63793.14,0.901,5.1,0.579839,1.0,2026-07-10 02:28:32+00:00,0.4928,0.816926439338774,0.1827945986614633,-0.08407356066122607,0.08379459866146333,no,0.08379459866146333,0.0,0.09899999999999998,2026-07-10
2026-07-09 23:42:04+00:00,KXBTC15M-26JUL091945-45,63219.03,63199.04,0.835,2.9,0.319884,1.0,2026-07-09 23:39:43+00:00,0.5848,0.7551311991387079,0.24783817631970373,-0.07986880086129211,0.0828381763197037,no,0.0828381763197037,0.0,0.16500000000000004,2026-07-09
2026-07-08 01:48:07+00:00,KXBTC15M-26JUL072200-00,63150.14,63106.61,0.73,11.9,0.661494,0.0,2026-07-08 01:29:54+00:00,0.5056,0.6477691451811848,0.35269514726356477,-0.0822308548188152,0.08269514726356475,no,0.08269514726356475,1.0,0.27,2026-07-08
2026-07-05 18:37:47+00:00,KXBTC15M-26JUL051445-45,62664.52,62644.4,0.805,7.2,0.205648,1.0,2026-07-05 18:17:45+00:00,0.3497,0.7135367884686674,0.27742815660898024,-0.09146321153133263,0.08242815660898029,no,0.08242815660898029,0.0,0.19499999999999995,2026-07-05
2026-07-10 03:56:04+00:00,KXBTC15M-26JUL100000-00,63886.61,63880.21,0.675,3.9,0.291345,1.0,2026-07-10 03:54:09+00:00,0.4928,0.5930924088742523,0.40655052236232037,-0.08190759112574775,0.08155052236232041,no,0.08155052236232041,0.0,0.32499999999999996,2026-07-10
2026-07-07 07:07:00+00:00,KXBTC15M-26JUL070315-15,63304.49,63296.13,0.685,8.0,0.246766,1.0,2026-07-07 06:53:54+00:00,0.5218,0.6050145043430918,0.39652364046235977,-0.07998549565690827,0.08152364046235983,no,0.08152364046235983,0.0,0.31499999999999995,2026-07-07
2026-07-03 15:04:07+00:00,KXBTC15M-26JUL031115-15,62125.45,62122.92,0.595,10.9,0.576101,1.0,2026-07-03 14:59:02+00:00,0.4928,0.5142617132591476,0.4851249006136037,-0.08073828674085237,0.08012490061360367,no,0.08012490061360367,0.0,0.405,2026-07-03
2026-07-06 14:10:34+00:00,KXBTC15M-26JUL061015-15,61861.68,61760.12,0.875,4.4,1.054845,1.0,2026-07-06 12:34:53+00:00,0.5042,0.7951308808870534,0.20503110436199812,-0.07986911911294658,0.08003110436199812,no,0.08003110436199812,0.0,0.125,2026-07-06
2026-07-02 18:27:42+00:00,KXBTC15M-26JUL021430-30,61742.67,61781.53,0.0605,2.3,0.430754,1.0,2026-07-02 18:27:16+00:00,0.5328,0.14043321247334772,0.8602844299198087,0.07993321247334773,-0.07921557008019131,yes,0.07993321247334773,1.0,0.0605,2026-07-02
2026-07-02 21:34:33+00:00,KXBTC15M-26JUL021745-45,61464.07,61474.09,0.375,10.4,0.273904,0.0,2026-07-02 21:26:41+00:00,0.6863,0.4547233805217102,0.5612555118732803,0.07972338052171019,-0.06374448812671973,yes,0.07972338052171019,0.0,0.375,2026-07-02
2026-07-03 10:24:55+00:00,KXBTC15M-26JUL030630-30,61657.63,61663.75,0.515,5.1,0.165837,1.0,2026-07-03 10:19:35+00:00,0.6358,0.44373220454013806,0.5642532070766384,-0.07126779545986195,0.07925320707663841,no,0.07925320707663841,0.0,0.485,2026-07-03
2026-07-05 07:46:54+00:00,KXBTC15M-26JUL050400-00,62865.77,62870.71,0.525,13.1,0.15249,1.0,2026-07-05 07:45:41+00:00,0.4122,0.43838857869613196,0.5534252074685246,-0.08661142130386806,0.07842520746852466,no,0.07842520746852466,0.0,0.475,2026-07-05
2026-07-09 14:40:16+00:00,KXBTC15M-26JUL091045-45,62877.62,62807.78,0.835,4.7,0.816611,1.0,2026-07-09 14:08:04+00:00,0.4991,0.7567561624196373,0.24320429491902895,-0.07824383758036269,0.07820429491902892,no,0.07820429491902892,0.0,0.16500000000000004,2026-07-09
2026-07-06 01:04:02+00:00,KXBTC15M-26JUL052115-15,63671.64,63695.38,0.505,11.0,0.454593,1.0,2026-07-06 01:02:25+00:00,0.4843,0.42556427215892817,0.5731139744357687,-0.07943572784107183,0.07811397443576873,no,0.07811397443576873,0.0,0.495,2026-07-06
2026-07-09 21:31:01+00:00,KXBTC15M-26JUL091745-45,63209.19,63203.1,0.635,14.0,0.224894,0.0,2026-07-09 21:27:26+00:00,0.4436,0.5515923901916094,0.4429913381294669,-0.08340760980839057,0.0779913381294669,no,0.0779913381294669,1.0,0.365,2026-07-09
2026-07-05 14:53:39+00:00,KXBTC15M-26JUL051100-00,62680.72,62698.84,0.185,6.4,0.242178,1.0,2026-07-05 14:18:05+00:00,0.3497,0.26270838431561727,0.7290014965668348,0.07770838431561727,-0.08599850343316517,yes,0.07770838431561727,1.0,0.185,2026-07-05
2026-07-04 11:21:29+00:00,KXBTC15M-26JUL040730-30,62454.78,62452.53,0.655,8.5,0.11225,0.0,2026-07-04 11:07:52+00:00,0.6029,0.5852491859156542,0.42242095863111184,-0.0697508140843458,0.07742095863111187,no,0.07742095863111187,1.0,0.345,2026-07-04
2026-07-02 21:24:24+00:00,KXBTC15M-26JUL021730-30,61466.77,61462.3,0.655,5.6,0.30786,1.0,2026-07-02 21:23:25+00:00,0.6863,0.5904888735044043,0.42107469019562993,-0.06451112649559576,0.07607469019562996,no,0.07607469019562996,0.0,0.345,2026-07-02
2026-07-09 15:26:05+00:00,KXBTC15M-26JUL091130-30,63068.51,63040.2,0.695,3.9,0.883344,0.0,2026-07-09 15:21:47+00:00,0.426,0.6154944537752433,0.38087566943266693,-0.0795055462247567,0.07587566943266688,no,0.07587566943266688,1.0,0.30500000000000005,2026-07-09
2026-07-09 03:19:25+00:00,KXBTC15M-26JUL082330-30,61760.83,61799.99,0.145,10.6,0.330268,1.0,2026-07-09 03:18:59+00:00,0.3657,0.22069529665620713,0.7706505995308383,0.07569529665620714,-0.08434940046916173,yes,0.07569529665620714,1.0,0.145,2026-07-09
2026-07-08 00:41:57+00:00,KXBTC15M-26JUL072045-45,63621.03,63579.66,0.947,3.0,0.374573,1.0,2026-07-08 00:06:54+00:00,0.5057,0.8714527749385543,0.1286814001587222,-0.07554722506144562,0.07568140015872216,no,0.07568140015872216,0.0,0.05300000000000005,2026-07-08
2026-07-06 17:23:39+00:00,KXBTC15M-26JUL061330-30,63854.28,63816.43,0.735,6.3,0.653139,1.0,2026-07-06 15:40:58+00:00,0.4541,0.6566336149897557,0.34062214154750203,-0.07836638501024429,0.07562214154750202,no,0.07562214154750202,0.0,0.265,2026-07-06
2026-07-08 05:06:08+00:00,KXBTC15M-26JUL080115-15,62768.37,62752.17,0.735,8.9,0.267782,1.0,2026-07-08 05:02:26+00:00,0.553,0.6631404916035631,0.3406147984230463,-0.07185950839643684,0.0756147984230463,no,0.0756147984230463,0.0,0.265,2026-07-08
2026-07-08 21:32:25+00:00,KXBTC15M-26JUL081745-45,62072.8,62056.9,0.675,12.6,0.284719,0.0,2026-07-08 21:11:24+00:00,0.3657,0.5874606982944921,0.4003356501308005,-0.08753930170550794,0.07533565013080057,no,0.07533565013080057,1.0,0.32499999999999996,2026-07-08
2026-07-06 15:47:05+00:00,KXBTC15M-26JUL061200-00,62827.0,62830.1,0.405,12.9,1.079061,1.0,2026-07-06 15:40:58+00:00,0.4541,0.4795236362720961,0.5162148698133531,0.07452363627209607,-0.0787851301866469,yes,0.07452363627209607,1.0,0.405,2026-07-06
2026-07-04 16:38:08+00:00,KXBTC15M-26JUL041245-45,62862.46,62827.58,0.815,6.9,0.355433,1.0,2026-07-04 15:57:23+00:00,0.4778,0.7392720108581569,0.25950286713261683,-0.07572798914184309,0.07450286713261678,no,0.07450286713261678,0.0,0.18500000000000005,2026-07-04
2026-07-03 20:16:37+00:00,KXBTC15M-26JUL031630-30,62354.35,62364.67,0.395,13.4,0.508085,1.0,2026-07-03 18:51:43+00:00,0.5819,0.46880740687311195,0.5389583922373936,0.07380740687311194,-0.06604160776260637,yes,0.07380740687311194,1.0,0.395,2026-07-03
2026-07-09 16:40:24+00:00,KXBTC15M-26JUL091245-45,62711.15,62646.91,0.9065,4.6,0.52218,1.0,2026-07-09 16:33:45+00:00,0.4336,0.8307411990420568,0.16693243929132362,-0.07575880095794318,0.07343243929132359,no,0.07343243929132359,0.0,0.09350000000000003,2026-07-09
2026-07-06 05:33:17+00:00,KXBTC15M-26JUL060145-45,62966.76,62963.7,0.445,11.7,0.290072,1.0,2026-07-06 05:19:53+00:00,0.5187,0.5182903534569346,0.4833602064274165,0.07329035345693463,-0.07163979357258343,yes,0.07329035345693463,1.0,0.445,2026-07-06
2026-07-07 20:32:31+00:00,KXBTC15M-26JUL071645-45,63674.59,63699.12,0.295,12.5,0.391398,0.0,2026-07-07 19:35:17+00:00,0.5057,0.3681391246785702,0.6323524320225404,0.0731391246785702,-0.07264756797745964,yes,0.0731391246785702,0.0,0.295,2026-07-07
2026-07-08 05:46:46+00:00,KXBTC15M-26JUL080200-00,62580.97,62573.85,0.465,13.2,0.268296,1.0,2026-07-08 05:38:20+00:00,0.5144,0.5370839971214281,0.46426150396690424,0.07208399712142805,-0.07073849603309568,yes,0.07208399712142805,1.0,0.465,2026-07-08
2026-07-04 14:39:26+00:00,KXBTC15M-26JUL041045-45,62580.9,62613.48,0.135,5.6,0.254785,1.0,2026-07-04 14:29:33+00:00,0.6358,0.2067822396191254,0.7992245566698182,0.07178223961912539,-0.06577544333018182,yes,0.07178223961912539,1.0,0.135,2026-07-04
2026-07-04 13:53:44+00:00,KXBTC15M-26JUL041000-00,62519.45,62552.72,0.125,6.3,0.241684,0.0,2026-07-04 13:44:01+00:00,0.6029,0.1965028295518464,0.8081461240213309,0.07150282955184639,-0.0668538759786691,yes,0.07150282955184639,0.0,0.125,2026-07-04
2026-07-06 01:23:28+00:00,KXBTC15M-26JUL052130-30,63697.38,63745.54,0.17,6.5,0.426229,0.0,2026-07-06 01:18:48+00:00,0.5598,0.2412381219326833,0.7618388349028973,0.07123812193268328,-0.06816116509710268,yes,0.07123812193268328,0.0,0.17,2026-07-06
2026-07-09 06:37:36+00:00,KXBTC15M-26JUL090245-45,62745.62,62750.64,0.545,7.4,0.361734,1.0,2026-07-09 04:59:22+00:00,0.4743,0.471992662743488,0.5262051509783161,-0.07300733725651204,0.07120515097831615,no,0.07120515097831615,0.0,0.45499999999999996,2026-07-09
2026-07-05 13:06:56+00:00,KXBTC15M-26JUL050915-15,62697.77,62685.11,0.735,8.1,0.193646,1.0,2026-07-05 13:06:56+00:00,0.4928,0.6633968252854735,0.336119218096926,-0.07160317471452649,0.071119218096926,no,0.071119218096926,0.0,0.265,2026-07-05
2026-07-06 04:52:41+00:00,KXBTC15M-26JUL060100-00,63278.22,63268.52,0.705,7.3,0.236613,0.0,2026-07-06 04:33:50+00:00,0.6212,0.6422324896939509,0.36583616871538727,-0.0627675103060491,0.07083616871538723,no,0.07083616871538723,1.0,0.29500000000000004,2026-07-06
2026-07-05 22:52:28+00:00,KXBTC15M-26JUL051900-00,63542.73,63500.59,0.745,7.5,0.595237,1.0,2026-07-05 22:13:18+00:00,0.4681,0.6722269044750665,0.3257314466100607,-0.0727730955249335,0.0707314466100607,no,0.0707314466100607,0.0,0.255,2026-07-05
2026-07-08 02:23:38+00:00,KXBTC15M-26JUL072230-30,62850.18,62864.59,0.525,6.4,0.581738,1.0,2026-07-08 02:18:52+00:00,0.494,0.4540686706912443,0.5455419746918484,-0.07093132930875573,0.07054197469184842,no,0.07054197469184842,0.0,0.475,2026-07-08
2026-07-09 15:31:11+00:00,KXBTC15M-26JUL091145-45,62929.06,62946.99,0.535,13.8,0.912417,0.0,2026-07-09 15:30:49+00:00,0.426,0.45792147459874344,0.5349729057337878,-0.07707852540125659,0.06997290573378778,no,0.06997290573378778,1.0,0.46499999999999997,2026-07-09
2026-07-03 07:27:15+00:00,KXBTC15M-26JUL030330-30,61655.98,61639.88,0.896,2.7,0.18128,1.0,2026-07-03 07:09:13+00:00,0.5103,0.8264033513307171,0.17387774467605155,-0.06959664866928295,0.06987774467605157,no,0.06987774467605157,0.0,0.10399999999999998,2026-07-03
2026-07-08 14:41:20+00:00,KXBTC15M-26JUL081045-45,61896.37,61976.48,0.097,3.7,0.776887,0.0,2026-07-08 14:20:41+00:00,0.4282,0.16665961664626283,0.8310851712744648,0.06965961664626283,-0.07191482872553523,yes,0.06965961664626283,0.0,0.097,2026-07-08
