logged_at,contract_ticker,spot,strike,p_market,tau_minutes,realized_vol_annual,resolved_yes,pu_ts,p_up_v2,p_model_yes,p_model_no,edge_yes,edge_no,best_side,best_edge,win,cost,day
2026-07-06 11:07:53+00:00,KXBTC15M-26JUL060715-15,62771.9,62769.4,0.625,7.1,0.163578,0.0,2026-07-06 11:07:37+00:00,0.5105,0.5560958445819603,0.44461956763717436,-0.06890415541803974,0.06961956763717436,no,0.06961956763717436,1.0,0.375,2026-07-06
2026-07-05 07:02:26+00:00,KXBTC15M-26JUL050315-15,62734.99,62728.74,0.665,12.6,0.130958,0.0,2026-07-05 07:02:14+00:00,0.4336,0.5895511420448094,0.4045000725172563,-0.07544885795519063,0.06950007251725632,no,0.06950007251725632,1.0,0.33499999999999996,2026-07-05
2026-07-04 14:49:37+00:00,KXBTC15M-26JUL041100-00,62627.98,62640.68,0.315,10.4,0.275419,1.0,2026-07-04 14:48:20+00:00,0.4899,0.38439849024155326,0.6147957413012135,0.06939849024155326,-0.07020425869878655,yes,0.06939849024155326,1.0,0.315,2026-07-04
2026-07-02 11:10:47+00:00,KXBTC15M-26JUL020715-15,61236.07,61195.19,0.9025,4.2,0.358251,1.0,2026-07-02 09:30:46+00:00,0.4905,0.8328590019070758,0.16682575439558245,-0.06964099809292412,0.06932575439558242,no,0.06932575439558242,0.0,0.09750000000000003,2026-07-02
2026-07-03 22:21:39+00:00,KXBTC15M-26JUL031830-30,62606.52,62562.39,0.845,8.4,0.337868,1.0,2026-07-03 22:04:12+00:00,0.4843,0.7750526178674557,0.2240650158431965,-0.06994738213254426,0.06906501584319646,no,0.06906501584319646,0.0,0.15500000000000003,2026-07-03
2026-07-04 01:41:47+00:00,KXBTC15M-26JUL032145-45,62391.32,62417.23,0.235,3.2,0.39808,0.0,2026-07-04 01:02:06+00:00,0.7114,0.3034731657113207,0.705465651740724,0.06847316571132073,-0.05953434825927606,yes,0.06847316571132073,0.0,0.235,2026-07-04
2026-07-05 18:22:31+00:00,KXBTC15M-26JUL051430-30,62641.36,62606.43,0.88,7.5,0.221613,1.0,2026-07-05 18:17:45+00:00,0.3497,0.8048177402259094,0.18773870705222506,-0.07518225977409065,0.06773870705222507,no,0.06773870705222507,0.0,0.12,2026-07-05
2026-07-06 10:32:19+00:00,KXBTC15M-26JUL060645-45,62814.08,62819.98,0.505,12.7,0.139348,1.0,2026-07-06 10:20:22+00:00,0.4461,0.4331758486174697,0.5619143151620334,-0.07182415138253029,0.06691431516203339,no,0.06691431516203339,0.0,0.495,2026-07-06
2026-07-04 04:34:38+00:00,KXBTC15M-26JUL040045-45,62659.53,62624.65,0.595,10.4,0.223305,0.0,2026-07-04 04:18:37+00:00,0.7114,0.6614916599012233,0.355647231851308,0.0664916599012233,-0.04935276814869205,yes,0.0664916599012233,0.0,0.595,2026-07-04
2026-07-03 21:46:13+00:00,KXBTC15M-26JUL031800-00,62568.08,62549.23,0.665,13.8,0.402053,1.0,2026-07-03 21:14:19+00:00,0.4916,0.5987701825030981,0.4004490789068391,-0.06622981749690193,0.06544907890683915,no,0.06544907890683915,0.0,0.33499999999999996,2026-07-03
2026-07-09 00:16:17+00:00,KXBTC15M-26JUL082030-30,62198.05,62205.61,0.525,13.7,0.239324,0.0,2026-07-09 00:16:04+00:00,0.495,0.4591932941059901,0.5403313239581984,-0.06580670589400994,0.0653313239581984,no,0.0653313239581984,1.0,0.475,2026-07-09
2026-07-07 04:08:54+00:00,KXBTC15M-26JUL070015-15,63129.95,63138.26,0.505,6.1,0.244662,1.0,2026-07-07 04:00:44+00:00,0.526,0.4413603839976905,0.560280357990264,-0.0636396160023095,0.06528035799026399,no,0.06528035799026399,0.0,0.495,2026-07-07
2026-07-10 00:02:25+00:00,KXBTC15M-26JUL092015-15,63144.06,63193.52,0.205,12.6,0.329663,0.0,2026-07-09 23:55:21+00:00,0.5848,0.2699455767818051,0.7365052684869657,0.0649455767818051,-0.058494731513034304,yes,0.0649455767818051,0.0,0.205,2026-07-10
2026-07-04 12:57:54+00:00,KXBTC15M-26JUL040900-00,62579.13,62564.07,0.95,2.1,0.150213,1.0,2026-07-04 12:35:18+00:00,0.4899,0.8849004769832092,0.11491562671388,-0.06509952301679078,0.06491562671387996,no,0.06491562671387996,0.0,0.050000000000000044,2026-07-04
2026-07-08 14:26:06+00:00,KXBTC15M-26JUL081030-30,62069.32,62039.5,0.695,3.9,0.812208,0.0,2026-07-08 14:20:41+00:00,0.4282,0.6268283374266819,0.3696834568358961,-0.06817166257331808,0.06468345683589605,no,0.06468345683589605,1.0,0.30500000000000005,2026-07-08
2026-07-07 05:50:26+00:00,KXBTC15M-26JUL070200-00,63118.9,63122.52,0.545,9.6,0.265671,0.0,2026-07-07 05:48:25+00:00,0.5057,0.4809963209805967,0.5194591645584354,-0.06400367901940335,0.06445916455843548,no,0.06445916455843548,1.0,0.45499999999999996,2026-07-07
2026-07-03 00:37:41+00:00,KXBTC15M-26JUL022045-45,61213.31,61241.48,0.245,7.3,0.273422,1.0,2026-07-03 00:15:43+00:00,0.6863,0.3093003261922891,0.7025317428188562,0.06430032619228909,-0.052468257181143785,yes,0.06430032619228909,1.0,0.245,2026-07-03
2026-07-02 02:48:03+00:00,KXBTC15M-26JUL012300-00,60393.42,60337.56,0.815,12.0,0.428052,1.0,2026-07-02 02:37:03+00:00,0.5284,0.7527578139440605,0.24925971211704323,-0.06224218605593945,0.06425971211704318,no,0.06425971211704318,0.0,0.18500000000000005,2026-07-02
2026-07-03 14:53:57+00:00,KXBTC15M-26JUL031100-00,62066.86,61986.74,0.885,6.0,0.596067,1.0,2026-07-03 14:36:49+00:00,0.4968,0.82082834844921,0.17903894930244957,-0.06417165155078997,0.06403894930244958,no,0.06403894930244958,0.0,0.11499999999999999,2026-07-03
2026-07-10 00:48:09+00:00,KXBTC15M-26JUL092100-00,63011.0,63022.95,0.535,11.8,0.397572,1.0,2026-07-10 00:47:56+00:00,0.5848,0.4787972705421729,0.5287665700797997,-0.056202729457827116,0.06376657007979969,no,0.06376657007979969,0.0,0.46499999999999997,2026-07-10
2026-07-05 14:23:07+00:00,KXBTC15M-26JUL051030-30,62659.41,62686.06,0.185,6.9,0.303334,0.0,2026-07-05 14:18:05+00:00,0.3497,0.24854144316051607,0.7430890196982993,0.06354144316051608,-0.07191098030170062,yes,0.06354144316051608,0.0,0.185,2026-07-05
2026-07-05 17:21:25+00:00,KXBTC15M-26JUL051330-30,62649.94,62649.8,0.425,8.6,0.189186,0.0,2026-07-05 17:10:14+00:00,0.4336,0.48853860755848133,0.5064115256063166,0.06353860755848134,-0.06858847439368332,yes,0.06353860755848134,0.0,0.425,2026-07-05
2026-07-04 19:17:40+00:00,KXBTC15M-26JUL041530-30,63168.02,63118.85,0.825,12.3,0.317972,1.0,2026-07-04 18:20:10+00:00,0.4778,0.7606665731510394,0.23777128303949624,-0.0643334268489606,0.0627712830394962,no,0.0627712830394962,0.0,0.17500000000000004,2026-07-04
2026-07-09 01:02:05+00:00,KXBTC15M-26JUL082115-15,62128.5,62074.96,0.765,12.9,0.399574,1.0,2026-07-09 01:01:55+00:00,0.3472,0.690053893929603,0.29721122271665545,-0.07494610607039698,0.06221122271665547,no,0.06221122271665547,0.0,0.235,2026-07-09
2026-07-08 16:24:44+00:00,KXBTC15M-26JUL081230-30,61857.71,61783.39,0.91,5.3,0.512491,1.0,2026-07-08 15:05:42+00:00,0.4282,0.8452565191333379,0.15219712992699996,-0.06474348086666215,0.062197129926999994,no,0.062197129926999994,0.0,0.08999999999999997,2026-07-08
2026-07-06 02:19:21+00:00,KXBTC15M-26JUL052230-30,63434.87,63395.83,0.765,10.6,0.384209,1.0,2026-07-06 02:13:23+00:00,0.5027,0.7030385746818884,0.29715835630261234,-0.06196142531811166,0.06215835630261235,no,0.06215835630261235,0.0,0.235,2026-07-06
2026-07-06 07:34:36+00:00,KXBTC15M-26JUL060345-45,62910.57,62916.94,0.525,10.4,0.190482,1.0,2026-07-06 07:29:51+00:00,0.5876,0.47073900879380787,0.5365896101900696,-0.054260991206192155,0.06158961019006959,no,0.06158961019006959,0.0,0.475,2026-07-06
2026-07-03 20:57:33+00:00,KXBTC15M-26JUL031700-00,62679.38,62655.63,0.755,2.4,0.520901,1.0,2026-07-03 20:25:25+00:00,0.4904,0.6933318226419828,0.30633025262514035,-0.06166817735801722,0.06133025262514036,no,0.06133025262514036,0.0,0.245,2026-07-03
2026-07-03 05:02:02+00:00,KXBTC15M-26JUL030115-15,61394.96,61387.31,0.655,13.0,0.261342,1.0,2026-07-03 05:01:09+00:00,0.6399,0.6074767685576699,0.40539663013151217,-0.04752323144233017,0.0603966301315122,no,0.0603966301315122,0.0,0.345,2026-07-03
2026-07-08 15:27:11+00:00,KXBTC15M-26JUL081130-30,61516.5,61590.95,0.0795,2.8,0.719573,1.0,2026-07-08 15:05:42+00:00,0.4282,0.13984828638857055,0.8584054707961664,0.06034828638857055,-0.062094529203833626,yes,0.06034828638857055,1.0,0.0795,2026-07-08
2026-07-04 00:56:01+00:00,KXBTC15M-26JUL032100-00,62712.07,62662.66,0.9615,4.0,0.335394,1.0,2026-07-04 00:33:28+00:00,0.5228,0.9018252173436261,0.09868704870649436,-0.05967478265637394,0.060187048706494384,no,0.060187048706494384,0.0,0.03849999999999998,2026-07-04
2026-07-02 16:46:10+00:00,KXBTC15M-26JUL021300-00,61422.53,61375.81,0.685,13.8,0.787916,1.0,2026-07-02 16:29:24+00:00,0.5175,0.6264265567889794,0.3751685638608251,-0.05857344321102065,0.06016856386082514,no,0.06016856386082514,0.0,0.31499999999999995,2026-07-02
2026-07-04 18:09:15+00:00,KXBTC15M-26JUL041415-15,63185.3,63248.42,0.0935,5.7,0.426084,1.0,2026-07-04 18:07:13+00:00,0.4778,0.1528327049095346,0.8463556306602251,0.0593327049095346,-0.06014436933977485,yes,0.0593327049095346,1.0,0.0935,2026-07-04
2026-07-03 12:57:09+00:00,KXBTC15M-26JUL030900-00,61883.34,61861.7,0.875,2.8,0.236274,1.0,2026-07-03 12:07:24+00:00,0.4928,0.8154936507056754,0.1842986177627457,-0.059506349294324634,0.0592986177627457,no,0.0592986177627457,0.0,0.125,2026-07-03
2026-07-06 17:08:26+00:00,KXBTC15M-26JUL061315-15,63794.52,63681.62,0.89,6.6,0.717213,1.0,2026-07-06 15:40:58+00:00,0.4541,0.8288780135038026,0.1691853352323438,-0.06112198649619738,0.059185335232343816,no,0.059185335232343816,0.0,0.10999999999999999,2026-07-06
2026-07-05 18:07:16+00:00,KXBTC15M-26JUL051415-15,62621.78,62578.85,0.911,7.7,0.223644,1.0,2026-07-05 17:30:14+00:00,0.3497,0.8457658075452844,0.14775598063666773,-0.06523419245471562,0.05875598063666776,no,0.05875598063666776,0.0,0.08899999999999997,2026-07-05
2026-07-05 19:38:51+00:00,KXBTC15M-26JUL051545-45,62751.96,62722.31,0.855,6.1,0.237071,1.0,2026-07-05 19:36:47+00:00,0.515,0.7969565224673827,0.20372168755474274,-0.058043477532617294,0.05872168755474272,no,0.05872168755474272,0.0,0.14500000000000002,2026-07-05
2026-07-05 16:04:58+00:00,KXBTC15M-26JUL051215-15,62697.39,62692.16,0.455,10.0,0.28173,0.0,2026-07-05 16:00:36+00:00,0.4336,0.5134620498152556,0.4810956602222961,0.058462049815255546,-0.06390433977770382,yes,0.058462049815255546,0.0,0.455,2026-07-05
2026-07-02 04:39:40+00:00,KXBTC15M-26JUL020045-45,60746.67,60769.02,0.285,5.3,0.436137,0.0,2026-07-02 03:44:25+00:00,0.5061,0.34314204121146363,0.6571921033591027,0.05814204121146366,-0.05780789664089736,yes,0.05814204121146366,0.0,0.285,2026-07-02
2026-07-07 19:57:02+00:00,KXBTC15M-26JUL071600-00,63778.09,63761.63,0.705,3.0,0.448535,1.0,2026-07-07 19:35:17+00:00,0.5057,0.6471463437149113,0.35309106204393914,-0.05785365628508865,0.0580910620439391,no,0.0580910620439391,0.0,0.29500000000000004,2026-07-07
2026-07-08 03:09:18+00:00,KXBTC15M-26JUL072315-15,62955.83,62929.95,0.705,5.7,0.46797,1.0,2026-07-08 02:54:39+00:00,0.4165,0.6423040042159898,0.3528556539812946,-0.0626959957840102,0.05785565398129455,no,0.05785565398129455,0.0,0.29500000000000004,2026-07-08
2026-07-05 14:38:22+00:00,KXBTC15M-26JUL051045-45,62661.92,62664.51,0.525,6.6,0.266745,1.0,2026-07-05 14:18:05+00:00,0.3497,0.45709335980017,0.5327347660261021,-0.06790664019983,0.05773476602610217,no,0.05773476602610217,0.0,0.475,2026-07-05
2026-07-09 00:46:49+00:00,KXBTC15M-26JUL082100-00,62189.04,62149.51,0.705,13.2,0.397701,0.0,2026-07-09 00:26:03+00:00,0.3473,0.6338504398050134,0.3523811226976551,-0.07114956019498653,0.05738112269765505,no,0.05738112269765505,1.0,0.29500000000000004,2026-07-09
2026-07-05 23:38:13+00:00,KXBTC15M-26JUL051945-45,63615.02,63657.98,0.205,6.8,0.423601,1.0,2026-07-05 23:29:12+00:00,0.4928,0.26225789706218194,0.73734601916254,0.057257897062181956,-0.057653980837460095,yes,0.057257897062181956,1.0,0.205,2026-07-05
2026-07-08 15:37:22+00:00,KXBTC15M-26JUL081145-45,61693.57,61603.89,0.82,7.6,0.709671,0.0,2026-07-08 15:05:42+00:00,0.4282,0.7591053309052006,0.23690050422094022,-0.06089466909479935,0.05690050422094017,no,0.05690050422094017,1.0,0.18000000000000005,2026-07-08
2026-07-07 02:07:02+00:00,KXBTC15M-26JUL062215-15,63780.24,63805.76,0.315,8.0,0.431486,0.0,2026-07-07 02:05:38+00:00,0.5591,0.37175918963595794,0.6323396176521197,0.05675918963595794,-0.0526603823478804,yes,0.05675918963595794,0.0,0.315,2026-07-07
2026-07-07 21:53:37+00:00,KXBTC15M-26JUL071800-00,63431.9,63366.1,0.895,6.4,0.420961,1.0,2026-07-07 21:16:23+00:00,0.5057,0.8385788056295418,0.1616496991706009,-0.05642119437045823,0.05664969917060092,no,0.05664969917060092,0.0,0.10499999999999998,2026-07-07
2026-07-02 17:31:54+00:00,KXBTC15M-26JUL021345-45,61751.4,61821.23,0.265,13.1,0.606517,0.0,2026-07-02 17:25:10+00:00,0.5738,0.3215237086675011,0.6846812262021039,0.05652370866750106,-0.050318773797896066,yes,0.05652370866750106,0.0,0.265,2026-07-02
2026-07-03 21:02:37+00:00,KXBTC15M-26JUL031715-15,62718.2,62716.97,0.445,12.4,0.48292,1.0,2026-07-03 21:00:08+00:00,0.4916,0.5014260607195232,0.4978101526238897,0.05642606071952322,-0.057189847376110214,yes,0.05642606071952322,1.0,0.445,2026-07-03
2026-07-04 17:18:37+00:00,KXBTC15M-26JUL041330-30,62839.72,62807.48,0.735,11.4,0.341965,1.0,2026-07-04 15:57:23+00:00,0.4778,0.6769893043946722,0.3212701295434023,-0.05801069560532779,0.05627012954340227,no,0.05627012954340227,0.0,0.265,2026-07-04
2026-07-04 21:49:52+00:00,KXBTC15M-26JUL041800-00,63239.96,63260.86,0.27,10.1,0.262137,1.0,2026-07-04 21:35:47+00:00,0.4778,0.326198742503567,0.6721527892344401,0.05619874250356699,-0.057847210765559876,yes,0.05619874250356699,1.0,0.27,2026-07-04
2026-07-03 17:39:46+00:00,KXBTC15M-26JUL031345-45,62180.76,62141.32,0.875,5.2,0.323397,1.0,2026-07-03 16:21:36+00:00,0.6029,0.8228712450848996,0.18114672113934294,-0.052128754915100384,0.05614672113934294,no,0.05614672113934294,0.0,0.125,2026-07-03
2026-07-02 03:38:46+00:00,KXBTC15M-26JUL012345-45,60610.38,60504.7,0.942,6.2,0.603552,1.0,2026-07-02 03:38:00+00:00,0.5009,0.8861334243496735,0.11389453259633364,-0.05586657565032649,0.05589453259633359,no,0.05589453259633359,0.0,0.05800000000000005,2026-07-02
2026-07-03 09:24:03+00:00,KXBTC15M-26JUL030530-30,61628.91,61631.73,0.545,5.9,0.227742,0.0,2026-07-03 09:14:52+00:00,0.6358,0.49779752628544616,0.5108895069873519,-0.04720247371455388,0.055889506987351956,no,0.055889506987351956,1.0,0.45499999999999996,2026-07-03
2026-07-04 11:31:38+00:00,KXBTC15M-26JUL040745-45,62428.94,62424.01,0.665,13.4,0.118021,1.0,2026-07-04 11:27:31+00:00,0.6029,0.6185438409396862,0.390888888229588,-0.04645615906031386,0.05588888822958804,no,0.05588888822958804,0.0,0.33499999999999996,2026-07-04
2026-07-10 02:04:21+00:00,KXBTC15M-26JUL092215-15,63699.13,63673.27,0.635,10.6,0.798853,1.0,2026-07-10 01:29:44+00:00,0.4965,0.5789215837827044,0.42078998780797483,-0.05607841621729559,0.05578998780797484,no,0.05578998780797484,0.0,0.365,2026-07-10
2026-07-02 05:25:22+00:00,KXBTC15M-26JUL020130-30,60735.24,60767.06,0.185,4.6,0.34899,0.0,2026-07-02 03:44:25+00:00,0.5061,0.2405249988457943,0.7597384769616379,0.055524998845794316,-0.05526152303836207,yes,0.055524998845794316,0.0,0.185,2026-07-02
2026-07-04 16:22:57+00:00,KXBTC15M-26JUL041230-30,62809.89,62756.99,0.835,7.0,0.409034,1.0,2026-07-04 15:57:23+00:00,0.4778,0.7785446651606888,0.2203265659786111,-0.0564553348393112,0.055326565978611075,no,0.055326565978611075,0.0,0.16500000000000004,2026-07-04
2026-07-03 01:33:38+00:00,KXBTC15M-26JUL022145-45,61516.99,61505.22,0.665,11.4,0.362818,1.0,2026-07-03 01:32:37+00:00,0.6863,0.6264349200498242,0.3896963683353849,-0.038565079950175885,0.05469636833538494,no,0.05469636833538494,0.0,0.33499999999999996,2026-07-03
2026-07-06 11:48:29+00:00,KXBTC15M-26JUL060800-00,62889.19,62887.92,0.475,11.5,0.182661,0.0,2026-07-06 11:44:53+00:00,0.5917,0.5296549622659648,0.4784294437444505,0.05465496226596478,-0.04657055625554951,yes,0.05465496226596478,0.0,0.475,2026-07-06
2026-07-07 03:02:53+00:00,KXBTC15M-26JUL062315-15,63288.02,63278.79,0.625,12.1,0.351355,1.0,2026-07-07 02:45:36+00:00,0.5398,0.5740780378672142,0.42944353127520896,-0.05092196213278577,0.054443531275208956,no,0.054443531275208956,0.0,0.375,2026-07-07
2026-07-03 16:18:50+00:00,KXBTC15M-26JUL031230-30,61923.29,61887.07,0.745,11.2,0.423143,1.0,2026-07-03 16:18:00+00:00,0.6029,0.6986002286410341,0.3092991414057844,-0.04639977135896589,0.0542991414057844,no,0.0542991414057844,0.0,0.255,2026-07-03
2026-07-09 20:02:11+00:00,KXBTC15M-26JUL091615-15,63203.33,63195.8,0.475,12.8,0.327121,0.0,2026-07-09 20:01:31+00:00,0.4991,0.529210574495998,0.4707065105882613,0.054210574495997976,-0.05429348941173873,yes,0.054210574495997976,0.0,0.475,2026-07-09
2026-07-02 20:40:00+00:00,KXBTC15M-26JUL021645-45,61291.61,61338.14,0.165,5.0,0.362467,0.0,2026-07-02 19:43:23+00:00,0.6869,0.21914521740350124,0.7890718770452666,0.05414521740350123,-0.045928122954733364,yes,0.05414521740350123,0.0,0.165,2026-07-02
2026-07-02 21:04:09+00:00,KXBTC15M-26JUL021715-15,61492.67,61521.82,0.355,10.8,0.375069,0.0,2026-07-02 21:02:49+00:00,0.6863,0.40905811924488356,0.6068641604960794,0.05405811924488357,-0.03813583950392063,yes,0.05405811924488357,0.0,0.355,2026-07-02
2026-07-08 12:18:51+00:00,KXBTC15M-26JUL080830-30,62297.89,62280.14,0.635,11.1,0.4405,0.0,2026-07-08 12:17:47+00:00,0.4249,0.5746093179073143,0.4190157416899223,-0.06039068209268572,0.05401574168992229,no,0.05401574168992229,1.0,0.365,2026-07-08
2026-07-03 17:24:36+00:00,KXBTC15M-26JUL031330-30,62138.85,62171.85,0.215,5.4,0.33194,0.0,2026-07-03 16:21:36+00:00,0.6029,0.26874936735789046,0.7363887003033813,0.05374936735789046,-0.048611299696618704,yes,0.05374936735789046,0.0,0.215,2026-07-03
2026-07-07 02:47:39+00:00,KXBTC15M-26JUL062300-00,63515.31,63551.8,0.285,12.3,0.384044,0.0,2026-07-07 02:45:36+00:00,0.5398,0.33846154213568613,0.6648420693031215,0.05346154213568616,-0.05015793069687857,yes,0.05346154213568616,0.0,0.285,2026-07-07
2026-07-07 16:54:04+00:00,KXBTC15M-26JUL071300-00,64084.02,64003.69,0.835,5.9,0.658157,0.0,2026-07-07 16:53:08+00:00,0.4927,0.781363399409502,0.21829814542032544,-0.05363660059049802,0.053298145420325405,no,0.053298145420325405,1.0,0.16500000000000004,2026-07-07
2026-07-03 17:54:56+00:00,KXBTC15M-26JUL031400-00,62142.63,62187.23,0.115,5.1,0.301402,0.0,2026-07-03 16:21:36+00:00,0.6029,0.1679114857268848,0.8358792202987684,0.0529114857268848,-0.04912077970123163,yes,0.0529114857268848,0.0,0.115,2026-07-03
2026-07-03 09:34:12+00:00,KXBTC15M-26JUL030545-45,61599.89,61619.7,0.305,10.8,0.204433,0.0,2026-07-03 09:14:52+00:00,0.6358,0.3577989421397384,0.6531407816401247,0.0527989421397384,-0.04185921835987538,yes,0.0527989421397384,0.0,0.305,2026-07-03
2026-07-04 14:03:57+00:00,KXBTC15M-26JUL041015-15,62573.93,62540.86,0.78,11.0,0.299316,1.0,2026-07-04 13:44:01+00:00,0.6029,0.7349375085731169,0.27243122740607617,-0.04506249142688312,0.0524312274060762,no,0.0524312274060762,0.0,0.21999999999999997,2026-07-04
2026-07-04 20:08:19+00:00,KXBTC15M-26JUL041615-15,63299.58,63255.46,0.885,6.7,0.273102,1.0,2026-07-04 20:07:24+00:00,0.4778,0.8316392973037492,0.16742660462789294,-0.05336070269625082,0.05242660462789295,no,0.05242660462789295,0.0,0.11499999999999999,2026-07-04
2026-07-08 02:08:24+00:00,KXBTC15M-26JUL072215-15,62959.88,63002.37,0.275,6.6,0.617299,0.0,2026-07-08 01:29:54+00:00,0.5056,0.3271951002926969,0.6731408844817446,0.05219510029269686,-0.051859115518255394,yes,0.05219510029269686,0.0,0.275,2026-07-08
2026-07-09 06:22:23+00:00,KXBTC15M-26JUL090230-30,62541.81,62479.8,0.9045,7.6,0.337125,1.0,2026-07-09 04:59:22+00:00,0.4743,0.8512564968754354,0.14768215304738463,-0.053243503124564606,0.052182153047384605,no,0.052182153047384605,0.0,0.09550000000000003,2026-07-09
2026-07-07 16:33:51+00:00,KXBTC15M-26JUL071245-45,63905.91,63964.66,0.285,11.1,0.714083,1.0,2026-07-07 16:33:09+00:00,0.4939,0.33688957077037185,0.6626300310306579,0.05188957077037187,-0.05236996896934221,yes,0.05188957077037187,1.0,0.285,2026-07-07
2026-07-05 15:03:50+00:00,KXBTC15M-26JUL051115-15,62828.39,62756.0,0.9095,11.2,0.312198,1.0,2026-07-05 15:02:38+00:00,0.4613,0.8558626868641245,0.14223995655233979,-0.0536373131358755,0.05173995655233976,no,0.05173995655233976,0.0,0.09050000000000002,2026-07-05
2026-07-09 09:19:56+00:00,KXBTC15M-26JUL090530-30,62824.18,62821.38,0.455,10.1,0.241508,1.0,2026-07-09 09:18:47+00:00,0.4509,0.5066968852875586,0.4892648768320873,0.051696885287558614,-0.055735123167912626,yes,0.051696885287558614,1.0,0.455,2026-07-09
2026-07-08 06:47:45+00:00,KXBTC15M-26JUL080300-00,62508.34,62489.83,0.705,12.2,0.254417,1.0,2026-07-08 06:28:31+00:00,0.5531,0.6579104924027461,0.3465219338795723,-0.04708950759725383,0.05152193387957227,no,0.05152193387957227,0.0,0.29500000000000004,2026-07-08
2026-07-03 05:17:15+00:00,KXBTC15M-26JUL030130-30,61463.37,61469.71,0.535,12.7,0.232099,1.0,2026-07-03 05:07:56+00:00,0.6399,0.4968044347007132,0.516339691145331,-0.038195565299286804,0.05133969114533099,no,0.05133969114533099,0.0,0.46499999999999997,2026-07-03
2026-07-09 20:52:50+00:00,KXBTC15M-26JUL091700-00,63234.28,63270.23,0.145,7.2,0.242902,0.0,2026-07-09 20:05:43+00:00,0.4991,0.19582918384202486,0.8041276092976095,0.050829183842024867,-0.05087239070239047,yes,0.050829183842024867,0.0,0.145,2026-07-09
2026-07-08 10:16:25+00:00,KXBTC15M-26JUL080630-30,61934.73,61925.36,0.595,13.6,0.348074,1.0,2026-07-08 09:45:20+00:00,0.4007,0.5347416835551205,0.45575035142825326,-0.060258316444879445,0.05075035142825324,no,0.05075035142825324,0.0,0.405,2026-07-08
2026-07-06 14:20:43+00:00,KXBTC15M-26JUL061030-30,61768.15,61905.0,0.195,9.3,1.035627,1.0,2026-07-06 12:34:53+00:00,0.5042,0.24512144297284422,0.7551391533739622,0.05012144297284421,-0.049860846626037736,yes,0.05012144297284421,1.0,0.195,2026-07-06
2026-07-02 21:54:51+00:00,KXBTC15M-26JUL021800-00,61512.61,61459.03,0.765,5.1,0.248458,1.0,2026-07-02 21:52:33+00:00,0.6863,0.8150982722699833,0.19254973478510795,0.05009827226998331,-0.042450265214892036,yes,0.05009827226998331,1.0,0.765,2026-07-02
2026-07-09 05:16:20+00:00,KXBTC15M-26JUL090130-30,62461.71,62452.56,0.475,13.7,0.368721,0.0,2026-07-09 04:59:22+00:00,0.4743,0.5248862374337009,0.4726612222551728,0.04988623743370091,-0.0523387777448272,yes,0.04988623743370091,0.0,0.475,2026-07-09
2026-07-01 22:54:42+00:00,KXBTC15M-26JUL011900-00,60375.66,60423.84,0.245,5.3,0.651346,0.0,2026-07-01 21:26:44+00:00,0.5034,0.29476137797601115,0.7054133279670691,0.049761377976011156,-0.04958667203293088,yes,0.049761377976011156,0.0,0.245,2026-07-01
2026-07-03 11:25:48+00:00,KXBTC15M-26JUL030730-30,61934.18,61949.5,0.265,4.2,0.264938,0.0,2026-07-03 11:07:54+00:00,0.4843,0.314700897539361,0.6845590864842098,0.049700897539360966,-0.050440913515790164,yes,0.049700897539360966,0.0,0.265,2026-07-03
2026-07-09 21:46:12+00:00,KXBTC15M-26JUL091800-00,63182.83,63188.45,0.505,13.8,0.189897,1.0,2026-07-09 21:27:26+00:00,0.4436,0.4500944328696759,0.5445158155634284,-0.05490556713032413,0.049515815563428434,no,0.049515815563428434,0.0,0.495,2026-07-09
2026-07-08 14:10:52+00:00,KXBTC15M-26JUL081015-15,61969.51,61877.39,0.903,4.1,0.654928,1.0,2026-07-08 14:10:32+00:00,0.3932,0.850579529437195,0.14614992404560256,-0.05242047056280508,0.04914992404560259,no,0.04914992404560259,0.0,0.09699999999999998,2026-07-08
2026-07-06 07:49:52+00:00,KXBTC15M-26JUL060400-00,63040.89,63041.9,0.535,10.1,0.195111,0.0,2026-07-06 07:44:05+00:00,0.4461,0.481442745990674,0.5141245902069045,-0.05355725400932604,0.04912459020690452,no,0.04912459020690452,1.0,0.46499999999999997,2026-07-06
2026-07-06 16:22:42+00:00,KXBTC15M-26JUL061230-30,63604.35,63784.86,0.115,7.3,1.092201,0.0,2026-07-06 15:40:58+00:00,0.4541,0.1640914212975254,0.8339110651422714,0.0490914212975254,-0.051088934857728585,yes,0.0490914212975254,0.0,0.115,2026-07-06
2026-07-02 17:21:44+00:00,KXBTC15M-26JUL021330-30,61807.05,61733.66,0.805,8.3,0.636464,1.0,2026-07-02 17:13:17+00:00,0.5985,0.7619278047865315,0.24385346645385897,-0.0430721952134685,0.04885346645385902,no,0.04885346645385902,0.0,0.19499999999999995,2026-07-02
2026-07-09 15:10:47+00:00,KXBTC15M-26JUL091115-15,63109.88,62965.85,0.9575,4.2,0.842569,1.0,2026-07-09 15:02:04+00:00,0.426,0.9070152478080867,0.09135306225876927,-0.050484752191913285,0.048853062258769286,no,0.048853062258769286,0.0,0.04249999999999998,2026-07-09
