decision_time,contract_ticker,side,p_market,resolved_yes,bet_amount,would_pnl,src,effective,dir15,want,action,wait_pnl,delta,episode
2026-05-26 12:00:00+00:00,KXBTCD-26MAY2609-T76999.99,no,0.74,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 12:00:00+00:00,0,-1,missed,0.0,50.0,31
2026-05-26 12:00:00+00:00,KXBTCD-26MAY2609-T76799.99,no,0.69,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 12:00:00+00:00,0,-1,missed,0.0,50.0,31
2026-05-26 12:00:00+00:00,KXBTCD-26MAY2609-T77099.99,no,0.3,False,24.72,10.59,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 12:00:00+00:00,0,-1,missed,0.0,-10.59,31
2026-05-26 13:00:00+00:00,KXBTCD-26MAY2610-T77099.99,no,0.22,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 13:00:00+00:00,0,-1,missed,0.0,50.0,31
2026-05-26 13:00:00+00:00,KXBTCD-26MAY2610-T76899.99,no,0.31,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 13:00:00+00:00,0,-1,missed,0.0,50.0,31
2026-05-26 13:00:00+00:00,KXBTCD-26MAY2610-T76799.99,no,0.33,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 13:00:00+00:00,0,-1,missed,0.0,50.0,31
2026-05-26 14:00:00+00:00,KXBTCD-26MAY2611-T76899.99,yes,0.73,False,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 14:00:00+00:00,-1,1,re-entered,-22.95,27.05,31
2026-05-26 14:00:00+00:00,KXBTCD-26MAY2611-T77599.99,yes,0.69,False,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 14:00:00+00:00,-1,1,missed,0.0,50.0,31
2026-05-26 15:00:00+00:00,KXBTCD-26MAY2612-T76899.99,no,0.16,False,24.15,4.6,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 15:00:00+00:00,1,-1,missed,0.0,-4.6,31
2026-05-26 15:00:00+00:00,KXBTCD-26MAY2612-T77199.99,no,0.25,False,50.0,16.67,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 15:00:00+00:00,1,-1,missed,0.0,-16.67,31
2026-05-26 15:00:00+00:00,KXBTCD-26MAY2612-T76799.99,no,0.28,False,50.0,19.44,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 15:00:00+00:00,1,-1,missed,0.0,-19.44,31
2026-05-26 16:00:00+00:00,KXBTCD-26MAY2613-T76499.99,no,0.36,False,37.27,20.96,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 16:00:00+00:00,1,-1,missed,0.0,-20.96,31
2026-05-26 16:00:00+00:00,KXBTCD-26MAY2613-T76599.99,no,0.36,False,50.0,28.12,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 16:00:00+00:00,1,-1,missed,0.0,-28.12,31
2026-05-26 16:00:00+00:00,KXBTCD-26MAY2613-T76299.99,no,0.6,True,33.31,-33.31,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 16:00:00+00:00,1,-1,missed,0.0,33.31,31
2026-05-26 17:00:00+00:00,KXBTCD-26MAY2614-T76299.99,no,0.58,False,50.0,69.05,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 17:00:00+00:00,1,-1,missed,0.0,-69.05,31
2026-05-26 17:00:00+00:00,KXBTCD-26MAY2614-T76599.99,no,0.25,False,50.0,16.67,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 17:00:00+00:00,1,-1,missed,0.0,-16.67,31
2026-05-26 17:00:00+00:00,KXBTCD-26MAY2614-T76499.99,no,0.33,False,50.0,24.63,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 17:00:00+00:00,1,-1,missed,0.0,-24.63,31
2026-05-26 18:00:00+00:00,KXBTCD-26MAY2615-T75699.99,yes,0.61,True,41.58,26.58,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 18:00:00+00:00,1,1,unchanged,26.58,0.0,31
2026-05-26 18:00:00+00:00,KXBTCD-26MAY2615-T75999.99,yes,0.65,False,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 18:00:00+00:00,1,1,unchanged,-50.0,0.0,31
2026-05-26 19:00:00+00:00,KXBTCD-26MAY2616-T75699.99,yes,0.6,True,50.0,33.33,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 19:00:00+00:00,1,1,unchanged,33.33,0.0,31
2026-05-26 19:00:00+00:00,KXBTCD-26MAY2617-T75749.99,yes,0.55,True,50.0,40.91,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 19:00:00+00:00,1,1,unchanged,40.91,0.0,31
2026-05-26 19:00:00+00:00,KXBTCD-26MAY2616-T75599.99,yes,0.73,True,50.0,18.49,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 19:00:00+00:00,1,1,unchanged,18.49,0.0,31
2026-05-26 19:00:00+00:00,KXBTCD-26MAY2616-T75799.99,yes,0.6,True,50.0,33.33,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 19:00:00+00:00,1,1,unchanged,33.33,0.0,31
2026-05-26 20:00:00+00:00,KXBTCD-26MAY2617-T75999.99,no,0.44,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 20:00:00+00:00,-1,-1,unchanged,-50.0,0.0,31
2026-05-26 21:00:00+00:00,KXBTCD-26MAY2618-T75899.99,no,0.69,False,32.66,72.69,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 21:00:00+00:00,-1,-1,unchanged,72.69,0.0,31
2026-05-26 21:00:00+00:00,KXBTCD-26MAY2618-T75799.99,no,0.58,False,50.0,69.05,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 21:00:00+00:00,-1,-1,unchanged,69.05,0.0,31
2026-05-26 23:00:00+00:00,KXBTCD-26MAY2620-T75699.99,yes,0.64,True,50.0,28.12,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 23:00:00+00:00,1,1,unchanged,28.12,0.0,32
2026-05-26 23:00:00+00:00,KXBTCD-26MAY2620-T75799.99,no,0.69,True,37.56,-37.56,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 23:00:00+00:00,1,-1,missed,0.0,37.56,32
2026-05-27 00:00:00+00:00,KXBTCD-26MAY2621-T75799.99,no,0.66,True,35.22,-35.22,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 00:00:00+00:00,1,-1,missed,0.0,35.22,32
2026-05-27 00:00:00+00:00,KXBTCD-26MAY2621-T75899.99,no,0.49,True,48.92,-48.92,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 00:00:00+00:00,1,-1,missed,0.0,48.92,32
2026-05-27 01:00:00+00:00,KXBTCD-26MAY2622-T75699.99,no,0.7,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 01:00:00+00:00,-1,-1,unchanged,-50.0,0.0,32
2026-05-27 01:00:00+00:00,KXBTCD-26MAY2622-T75799.99,no,0.57,False,38.95,51.63,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 01:00:00+00:00,-1,-1,unchanged,51.63,0.0,32
2026-05-27 01:00:00+00:00,KXBTCD-26MAY2622-T75899.99,no,0.58,False,50.0,69.05,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 01:00:00+00:00,-1,-1,unchanged,69.05,0.0,32
2026-05-27 02:00:00+00:00,KXBTCD-26MAY2623-T75699.99,no,0.65,True,46.07,-46.07,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 02:00:00+00:00,1,-1,missed,0.0,46.07,32
2026-05-27 02:00:00+00:00,KXBTCD-26MAY2623-T75599.99,no,0.7,True,39.45,-39.45,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 02:00:00+00:00,1,-1,missed,0.0,39.45,32
2026-05-27 03:00:00+00:00,KXBTCD-26MAY2700-T75799.99,no,0.64,False,49.97,88.84,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 03:00:00+00:00,-1,-1,unchanged,88.84,0.0,32
2026-05-27 03:00:00+00:00,KXBTCD-26MAY2700-T75699.99,no,0.65,False,50.0,92.86,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 03:00:00+00:00,-1,-1,unchanged,92.86,0.0,32
2026-05-27 03:00:00+00:00,KXBTCD-26MAY2700-T75599.99,no,0.64,False,50.0,88.89,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 03:00:00+00:00,-1,-1,unchanged,88.89,0.0,32
2026-05-27 12:00:00+00:00,KXBTCD-26MAY2709-T75699.99,no,0.31,False,50.0,22.46,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 12:00:00+00:00,1,-1,re-entered,56.88,34.42,33
2026-05-27 13:00:00+00:00,KXBTCD-26MAY2710-T75899.99,no,0.21,False,50.0,13.29,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 13:00:00+00:00,1,-1,missed,0.0,-13.29,33
2026-05-27 13:00:00+00:00,KXBTCD-26MAY2710-T75599.99,no,0.31,False,50.0,22.46,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 13:00:00+00:00,1,-1,missed,0.0,-22.46,33
2026-05-27 13:00:00+00:00,KXBTCD-26MAY2710-T75499.99,no,0.39,False,50.0,31.97,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 13:00:00+00:00,1,-1,missed,0.0,-31.97,33
2026-05-27 14:00:00+00:00,KXBTCD-26MAY2711-T74899.99,no,0.61,True,44.27,-44.27,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 14:00:00+00:00,1,-1,missed,0.0,44.27,33
2026-05-27 17:00:00+00:00,KXBTCD-26MAY2714-T74999.99,no,0.25,False,50.0,16.67,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 17:00:00+00:00,-1,-1,unchanged,16.67,0.0,34
2026-05-27 17:00:00+00:00,KXBTCD-26MAY2714-T74899.99,no,0.43,False,50.0,37.72,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 17:00:00+00:00,-1,-1,unchanged,37.72,0.0,34
2026-05-27 17:00:00+00:00,KXBTCD-26MAY2714-T75099.99,no,0.2,False,50.0,12.5,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 17:00:00+00:00,-1,-1,unchanged,12.5,0.0,34
2026-05-27 21:00:00+00:00,KXBTCD-26MAY2718-T74899.99,no,0.7,False,50.0,116.67,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 21:00:00+00:00,-1,-1,unchanged,116.67,0.0,35
2026-05-27 21:00:00+00:00,KXBTCD-26MAY2718-T75099.99,no,0.48,False,50.0,46.15,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 21:00:00+00:00,-1,-1,unchanged,46.15,0.0,35
2026-05-27 21:00:00+00:00,KXBTCD-26MAY2718-T74999.99,no,0.81,False,50.0,213.16,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 21:00:00+00:00,-1,-1,unchanged,213.16,0.0,35
2026-05-27 22:00:00+00:00,KXBTCD-26MAY2719-T74299.99,no,0.67,True,17.95,-17.95,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 22:00:00+00:00,1,-1,re-entered,-14.96,2.9899999999999984,35
2026-05-27 22:00:00+00:00,KXBTCD-26MAY2719-T74499.99,no,0.65,False,50.0,92.86,paper_trades_pre_regime_pup_20260616.csv,2026-05-27 22:00:00+00:00,1,-1,re-entered,43.57,-49.29,35
2026-05-28 00:00:00+00:00,KXBTCD-26MAY2721-T74299.99,no,0.52,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 00:00:00+00:00,0,-1,missed,0.0,50.0,36
2026-05-28 00:00:00+00:00,KXBTCD-26MAY2721-T74399.99,no,0.33,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 00:00:00+00:00,0,-1,missed,0.0,50.0,36
2026-05-28 01:00:00+00:00,KXBTCD-26MAY2722-T74599.99,no,0.27,False,50.0,18.49,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 01:00:00+00:00,-1,-1,unchanged,18.49,0.0,36
2026-05-28 01:00:00+00:00,KXBTCD-26MAY2722-T74499.99,no,0.32,False,50.0,23.53,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 01:00:00+00:00,-1,-1,unchanged,23.53,0.0,36
2026-05-28 01:00:00+00:00,KXBTCD-26MAY2722-T74399.99,no,0.21,False,50.0,13.29,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 01:00:00+00:00,-1,-1,unchanged,13.29,0.0,36
2026-05-28 02:00:00+00:00,KXBTCD-26MAY2723-T74199.99,no,0.58,False,39.47,54.51,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 02:00:00+00:00,-1,-1,unchanged,54.51,0.0,36
2026-05-28 02:00:00+00:00,KXBTCD-26MAY2723-T74099.99,no,0.69,True,49.11,-49.11,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 02:00:00+00:00,-1,-1,unchanged,-49.11,0.0,36
2026-05-28 02:00:00+00:00,KXBTCD-26MAY2723-T74299.99,no,0.42,False,50.0,36.21,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 02:00:00+00:00,-1,-1,unchanged,36.21,0.0,36
2026-05-28 03:00:00+00:00,KXBTCD-26MAY2800-T74299.99,no,0.34,False,50.0,25.76,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 03:00:00+00:00,-1,-1,unchanged,25.76,0.0,36
2026-05-28 03:00:00+00:00,KXBTCD-26MAY2800-T73399.99,no,0.23,False,50.0,14.94,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 03:00:00+00:00,-1,-1,unchanged,14.94,0.0,36
2026-05-28 03:00:00+00:00,KXBTCD-26MAY2801-T73399.99,no,0.18,False,31.57,6.93,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 03:00:00+00:00,-1,-1,unchanged,6.93,0.0,36
2026-05-28 04:00:00+00:00,KXBTCD-26MAY2801-T72899.99,no,0.32,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 04:00:00+00:00,1,-1,missed,0.0,50.0,36
2026-05-28 04:00:00+00:00,KXBTCD-26MAY2801-T72999.99,no,0.46,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 04:00:00+00:00,1,-1,missed,0.0,50.0,36
2026-05-28 12:00:00+00:00,KXBTCD-26MAY2809-T73299.99,no,0.21,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 12:00:00+00:00,-1,-1,unchanged,-50.0,0.0,37
2026-05-28 12:00:00+00:00,KXBTCD-26MAY2809-T73399.99,no,0.34,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 12:00:00+00:00,-1,-1,unchanged,-50.0,0.0,37
2026-05-28 12:00:00+00:00,KXBTCD-26MAY2809-T73499.99,no,0.26,False,50.0,17.57,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 12:00:00+00:00,-1,-1,unchanged,17.57,0.0,37
2026-05-28 13:00:00+00:00,KXBTCD-26MAY2810-T73599.99,no,0.22,False,50.0,14.1,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 13:00:00+00:00,-1,-1,unchanged,14.1,0.0,37
2026-05-28 13:00:00+00:00,KXBTCD-26MAY2810-T73499.99,no,0.18,False,50.0,10.98,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 13:00:00+00:00,-1,-1,unchanged,10.98,0.0,37
2026-05-28 14:00:00+00:00,KXBTCD-26MAY2811-T73299.99,no,0.19,False,50.0,11.73,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 14:00:00+00:00,0,-1,re-entered,24.69,12.96,37
2026-05-28 14:00:00+00:00,KXBTCD-26MAY2811-T73099.99,no,0.26,False,50.0,17.57,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 14:00:00+00:00,0,-1,re-entered,37.5,19.93,37
2026-05-28 14:00:00+00:00,KXBTCD-26MAY2811-T72999.99,no,0.27,False,45.06,16.67,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 14:00:00+00:00,0,-1,re-entered,39.2,22.53,37
2026-05-28 15:00:00+00:00,KXBTCD-26MAY2812-T73299.99,no,0.2,False,34.9,8.72,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 15:00:00+00:00,0,-1,missed,0.0,-8.72,37
2026-05-28 15:00:00+00:00,KXBTCD-26MAY2812-T72999.99,no,0.24,False,50.0,15.79,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 15:00:00+00:00,0,-1,missed,0.0,-15.79,37
2026-05-28 15:00:00+00:00,KXBTCD-26MAY2812-T72799.99,no,0.46,False,50.0,42.59,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 15:00:00+00:00,0,-1,missed,0.0,-42.59,37
2026-05-28 17:00:00+00:00,KXBTCD-26MAY2814-T73499.99,no,0.24,False,44.79,14.14,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 17:00:00+00:00,0,-1,re-entered,13.85,-0.2900000000000009,38
2026-05-28 17:00:00+00:00,KXBTCD-26MAY2814-T73299.99,no,0.54,True,43.75,-43.75,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 17:00:00+00:00,0,-1,re-entered,-40.42,3.3299999999999983,38
2026-05-28 20:00:00+00:00,KXBTCD-26MAY2817-T73499.99,no,0.8,False,43.61,174.44,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 20:00:00+00:00,1,-1,re-entered,140.64,-33.80000000000001,39
2026-05-28 21:00:00+00:00,KXBTCD-26MAY2818-T73699.99,no,0.75,True,29.59,-29.59,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 21:00:00+00:00,0,-1,re-entered,-91.73,-62.14,39
2026-05-28 21:00:00+00:00,KXBTCD-26MAY2818-T73499.99,no,0.71,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 21:00:00+00:00,0,-1,re-entered,-52.59,-2.5900000000000034,39
2026-05-28 21:00:00+00:00,KXBTCD-26MAY2818-T73399.99,no,0.74,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 21:00:00+00:00,0,-1,re-entered,-25.96,24.04,39
2026-05-28 22:00:00+00:00,KXBTCD-26MAY2819-T73599.99,no,0.85,False,50.0,283.33,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 22:00:00+00:00,-1,-1,unchanged,283.33,0.0,39
2026-05-28 22:00:00+00:00,KXBTCD-26MAY2819-T73399.99,no,0.91,False,50.0,505.56,paper_trades_pre_regime_pup_20260616.csv,2026-05-28 22:00:00+00:00,-1,-1,unchanged,505.56,0.0,39
2026-05-29 02:00:00+00:00,KXBTCD-26MAY2823-T73399.99,no,0.69,False,30.73,68.4,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 02:00:00+00:00,1,-1,missed,0.0,-68.4,40
2026-05-29 04:00:00+00:00,KXBTCD-26MAY2901-T73099.99,no,0.68,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 04:00:00+00:00,1,-1,re-entered,-2.34,47.66,41
2026-05-29 04:00:00+00:00,KXBTCD-26MAY2901-T73299.99,no,0.66,True,46.99,-46.99,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 04:00:00+00:00,1,-1,re-entered,-50.45,-3.460000000000001,41
2026-05-29 05:00:00+00:00,KXBTCD-26MAY2902-T73399.99,no,0.8,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 05:00:00+00:00,-1,-1,unchanged,-50.0,0.0,41
2026-05-29 07:00:00+00:00,KXBTCD-26MAY2904-T73599.99,no,0.72,False,50.0,128.57,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 07:00:00+00:00,-1,-1,unchanged,128.57,0.0,42
2026-05-29 07:00:00+00:00,KXBTCD-26MAY2904-T73499.99,no,0.94,False,50.0,783.33,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 07:00:00+00:00,-1,-1,unchanged,783.33,0.0,42
2026-05-29 08:00:00+00:00,KXBTCD-26MAY2905-T73599.99,no,0.69,False,30.8,68.55,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 08:00:00+00:00,1,-1,re-entered,51.66,-16.89,42
2026-05-29 09:00:00+00:00,KXBTCD-26MAY2906-T73599.99,no,0.8,True,13.56,-13.56,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 09:00:00+00:00,1,-1,re-entered,-15.93,-2.369999999999999,42
2026-05-29 09:00:00+00:00,KXBTCD-26MAY2906-T73699.99,no,0.66,False,50.0,97.06,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 09:00:00+00:00,1,-1,re-entered,77.21,-19.85000000000001,42
2026-05-29 10:00:00+00:00,KXBTCD-26MAY2907-T73499.99,no,0.66,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 10:00:00+00:00,1,-1,missed,0.0,50.0,42
2026-05-29 11:00:00+00:00,KXBTCD-26MAY2908-T73499.99,no,0.63,False,34.52,58.78,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 11:00:00+00:00,1,-1,missed,0.0,-58.78,42
2026-05-29 12:00:00+00:00,KXBTCD-26MAY2909-T73399.99,no,0.37,False,50.0,29.37,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 12:00:00+00:00,1,-1,missed,0.0,-29.37,42
2026-05-29 13:00:00+00:00,KXBTCD-26MAY2910-T73199.99,no,0.22,False,42.23,11.91,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 13:00:00+00:00,1,-1,missed,0.0,-11.91,42
2026-05-29 13:00:00+00:00,KXBTCD-26MAY2910-T73099.99,no,0.2,False,50.0,12.5,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 13:00:00+00:00,1,-1,missed,0.0,-12.5,42
2026-05-29 13:00:00+00:00,KXBTCD-26MAY2910-T72999.99,no,0.32,True,47.98,-47.98,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 13:00:00+00:00,1,-1,missed,0.0,47.98,42
2026-05-29 14:00:00+00:00,KXBTCD-26MAY2911-T73299.99,no,0.18,False,43.22,9.49,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 14:00:00+00:00,0,-1,missed,0.0,-9.49,42
2026-05-29 14:00:00+00:00,KXBTCD-26MAY2911-T73099.99,no,0.25,False,50.0,16.67,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 14:00:00+00:00,0,-1,missed,0.0,-16.67,42
2026-05-29 14:00:00+00:00,KXBTCD-26MAY2911-T73199.99,no,0.18,False,42.72,9.38,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 14:00:00+00:00,0,-1,missed,0.0,-9.38,42
2026-05-29 16:00:00+00:00,KXBTCD-26MAY2913-T73899.99,no,0.33,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 16:00:00+00:00,-1,-1,unchanged,-50.0,0.0,43
2026-05-29 16:00:00+00:00,KXBTCD-26MAY2913-T73699.99,no,0.64,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 16:00:00+00:00,-1,-1,unchanged,-50.0,0.0,43
2026-05-29 16:00:00+00:00,KXBTCD-26MAY2913-T73799.99,no,0.35,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 16:00:00+00:00,-1,-1,unchanged,-50.0,0.0,43
2026-05-29 17:00:00+00:00,KXBTCD-26MAY2914-T73799.99,no,0.75,True,32.2,-32.2,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 17:00:00+00:00,-1,-1,unchanged,-32.2,0.0,43
2026-05-29 17:00:00+00:00,KXBTCD-26MAY2914-T73699.99,no,0.71,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 17:00:00+00:00,-1,-1,unchanged,-50.0,0.0,43
2026-05-29 17:00:00+00:00,KXBTCD-26MAY2914-T73999.99,no,0.61,False,17.71,27.7,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 17:00:00+00:00,-1,-1,unchanged,27.7,0.0,43
2026-05-29 18:00:00+00:00,KXBTCD-26MAY2915-T73799.99,no,0.72,False,40.27,103.55,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 18:00:00+00:00,0,-1,re-entered,98.52,-5.030000000000001,43
2026-05-29 18:00:00+00:00,KXBTCD-26MAY2915-T73999.99,no,0.33,False,50.0,24.63,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 18:00:00+00:00,0,-1,re-entered,27.24,2.6099999999999994,43
2026-05-29 18:00:00+00:00,KXBTCD-26MAY2915-T74099.99,no,0.21,False,50.0,13.29,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 18:00:00+00:00,0,-1,re-entered,11.71,-1.5799999999999983,43
2026-05-29 19:00:00+00:00,KXBTCD-26MAY2916-T73499.99,no,0.6,False,50.0,75.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-29 19:00:00+00:00,1,-1,missed,0.0,-75.0,43
2026-05-30 02:00:00+00:00,KXBTCD-26MAY2923-T73499.99,no,0.83,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 02:00:00+00:00,-1,-1,unchanged,-50.0,0.0,44
2026-05-30 05:00:00+00:00,KXBTCD-26MAY3002-T73399.99,no,0.69,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 05:00:00+00:00,0,-1,re-entered,-69.35,-19.349999999999994,45
2026-05-30 06:00:00+00:00,KXBTCD-26MAY3003-T73599.99,yes,0.41,False,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 06:00:00+00:00,-1,1,missed,0.0,50.0,45
2026-05-30 07:00:00+00:00,KXBTCD-26MAY3004-T73399.99,no,0.68,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 07:00:00+00:00,-1,-1,unchanged,-50.0,0.0,45
2026-05-30 08:00:00+00:00,KXBTCD-26MAY3005-T73399.99,no,0.69,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 08:00:00+00:00,-1,-1,unchanged,-50.0,0.0,45
2026-05-30 10:00:00+00:00,KXBTCD-26MAY3007-T73399.99,no,0.96,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 10:00:00+00:00,-1,-1,unchanged,-50.0,0.0,46
2026-05-30 11:00:00+00:00,KXBTCD-26MAY3008-T73399.99,no,0.91,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 11:00:00+00:00,0,-1,missed,0.0,50.0,46
2026-05-30 17:00:00+00:00,KXBTCD-26MAY3014-T73799.99,no,0.95,True,48.64,-48.64,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 17:00:00+00:00,0,-1,missed,0.0,48.64,47
2026-05-30 18:00:00+00:00,KXBTCD-26MAY3015-T73999.99,no,0.32,False,50.0,23.53,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 18:00:00+00:00,-1,-1,unchanged,23.53,0.0,47
2026-05-30 18:00:00+00:00,KXBTCD-26MAY3015-T73699.99,no,0.96,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 18:00:00+00:00,-1,-1,unchanged,-50.0,0.0,47
2026-05-30 18:00:00+00:00,KXBTCD-26MAY3015-T73799.99,no,0.95,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 18:00:00+00:00,-1,-1,unchanged,-50.0,0.0,47
2026-05-30 19:00:00+00:00,KXBTCD-26MAY3017-T73999.99,yes,0.35,False,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-30 19:00:00+00:00,0,1,re-entered,-39.29,10.71,47
