logged_at,contract_ticker,spot,strike,p_market,tau_minutes,realized_vol_annual,resolved_yes,week,effective,p_sc,p_model_yes,p_model_no,edge_yes,edge_no,best_side,best_edge,win,cost,era
2026-07-05 23:38:13+00:00,KXBTC15M-26JUL051945-45,63615.02,63657.98,0.205,6.8,0.423601,1.0,2026-06-29/2026-07-05,2026-07-05 23:30:00+00:00,0.4597701149425287,0.2577282814076922,0.7400707925921508,0.05272828140769223,-0.054929207407849234,yes,0.05272828140769223,1.0,0.205,07-01+ (s23 window)
2026-05-26 00:02:04+00:00,KXBTC15M-26MAY252015-15,77215.42,77267.7,0.245,12.9,0.091284,0.0,2026-05-25/2026-05-31,2026-05-26 00:00:00+00:00,0.4491279069767442,0.18932844073691524,0.8074440471214488,-0.05567155926308476,0.05244404712144879,no,0.05244404712144879,1.0,0.755,pre-07-01 (held-out)
2026-07-03 17:04:21+00:00,KXBTC15M-26JUL031315-15,62091.16,62057.18,0.755,10.6,0.342606,1.0,2026-06-29/2026-07-05,2026-07-03 17:00:00+00:00,0.5391600454029511,0.7054193669002251,0.2974367900158661,-0.049580633099774896,0.0524367900158661,no,0.0524367900158661,0.0,0.245,07-01+ (s23 window)
2026-07-06 10:01:53+00:00,KXBTC15M-26JUL060615-15,62685.8,62608.91,0.785,13.1,0.173683,1.0,2026-07-06/2026-07-12,2026-07-06 10:00:00+00:00,0.5834564254062038,0.8372048925906148,0.1676883382641261,0.05220489259061478,-0.04731166173587387,yes,0.05220489259061478,1.0,0.785,07-01+ (s23 window)
2026-07-09 06:22:23+00:00,KXBTC15M-26JUL090230-30,62541.81,62479.8,0.9045,7.6,0.337125,1.0,2026-07-06/2026-07-12,2026-07-09 06:00:00+00:00,0.4784688995215311,0.8516879837935136,0.14742439888419234,-0.052812016206486345,0.05192439888419231,no,0.05192439888419231,0.0,0.09550000000000003,07-01+ (s23 window)
2026-07-06 17:08:26+00:00,KXBTC15M-26JUL061315-15,63794.52,63681.62,0.89,6.6,0.717213,1.0,2026-07-06/2026-07-12,2026-07-06 17:00:00+00:00,0.571072319201995,0.8409969925201182,0.16189893850961945,-0.049003007479881844,0.05189893850961946,no,0.05189893850961946,0.0,0.10999999999999999,07-01+ (s23 window)
2026-07-09 12:48:26+00:00,KXBTC15M-26JUL090900-00,62532.62,62557.44,0.445,11.6,0.531978,1.0,2026-07-06/2026-07-12,2026-07-09 12:45:00+00:00,0.7323943661971831,0.49660025435063665,0.5251369049445176,0.05160025435063664,-0.029863095055482347,yes,0.05160025435063664,1.0,0.445,07-01+ (s23 window)
2026-05-26 15:09:40+00:00,KXBTC15M-26MAY261115-15,76790.64,76834.79,0.335,5.3,0.795363,1.0,2026-05-25/2026-05-31,2026-05-26 15:00:00+00:00,0.6012759170653907,0.38655451038964395,0.6192708648059972,0.051554510389643926,-0.04572913519400279,yes,0.051554510389643926,1.0,0.335,pre-07-01 (held-out)
2026-05-23 20:17:55+00:00,KXBTC15M-26MAY231630-30,76044.85,75997.57,0.735,12.1,0.361996,0.0,2026-05-18/2026-05-24,2026-05-23 20:15:00+00:00,0.4423400673400673,0.6787961374286802,0.31655230741135454,-0.05620386257131982,0.051552307411354525,no,0.051552307411354525,1.0,0.265,pre-07-01 (held-out)
2026-07-09 15:31:11+00:00,KXBTC15M-26JUL091145-45,62929.06,62946.99,0.535,13.8,0.912417,0.0,2026-07-06/2026-07-12,2026-07-09 15:30:00+00:00,0.5543613063249276,0.4887681960422715,0.5164590111243903,-0.04623180395772852,0.05145901112439033,no,0.05145901112439033,1.0,0.46499999999999997,07-01+ (s23 window)
2026-07-09 20:52:50+00:00,KXBTC15M-26JUL091700-00,63234.28,63270.23,0.145,7.2,0.242902,0.0,2026-07-06/2026-07-12,2026-07-09 20:45:00+00:00,0.5040756439517444,0.19642687643760182,0.8037690783354132,0.051426876437601826,-0.05123092166458676,yes,0.051426876437601826,0.0,0.145,07-01+ (s23 window)
2026-05-24 16:31:41+00:00,KXBTC15M-26MAY241245-45,76497.84,76512.12,0.505,13.3,0.333924,0.0,2026-05-18/2026-05-24,2026-05-24 16:30:00+00:00,0.4853999153618282,0.4523456444315112,0.546288804127717,-0.0526543555684888,0.05128880412771697,no,0.05128880412771697,1.0,0.495,pre-07-01 (held-out)
2026-05-24 11:53:02+00:00,KXBTC15M-26MAY240800-00,77162.8,77153.82,0.655,7.0,0.199386,1.0,2026-05-18/2026-05-24,2026-05-24 11:45:00+00:00,0.5041291291291291,0.6039917576978435,0.3962807074413327,-0.0510082423021565,0.05128070744133273,no,0.05128070744133273,0.0,0.345,pre-07-01 (held-out)
2026-05-25 02:51:02+00:00,KXBTC15M-26MAY242300-00,77070.25,77063.78,0.605,9.0,0.364351,0.0,2026-05-25/2026-05-31,2026-05-25 02:45:00+00:00,0.5718540580789278,0.5594854108437832,0.44605412420226265,-0.045514589156216756,0.05105412420226263,no,0.05105412420226263,1.0,0.395,pre-07-01 (held-out)
2026-05-25 23:26:37+00:00,KXBTC15M-26MAY251930-30,77231.16,77206.87,0.81,3.4,0.235888,1.0,2026-05-25/2026-05-31,2026-05-25 23:15:00+00:00,0.4597701149425287,0.757482510916571,0.24101647040550211,-0.052517489083429014,0.05101647040550217,no,0.05101647040550217,0.0,0.18999999999999995,pre-07-01 (held-out)
2026-07-08 14:10:52+00:00,KXBTC15M-26JUL081015-15,61969.51,61877.39,0.903,4.1,0.654928,1.0,2026-07-06/2026-07-12,2026-07-08 14:00:00+00:00,0.3542234332425068,0.8474282432575841,0.14800781333687163,-0.05557175674241588,0.051007813336871655,no,0.051007813336871655,0.0,0.09699999999999998,07-01+ (s23 window)
2026-07-06 23:34:38+00:00,KXBTC15M-26JUL061945-45,64097.52,64079.15,0.685,10.4,0.32672,0.0,2026-07-06/2026-07-12,2026-07-06 17:00:00+00:00,0.571072319201995,0.6396016332454413,0.3659945757892017,-0.04539836675455877,0.050994575789201746,no,0.050994575789201746,1.0,0.31499999999999995,07-01+ (s23 window)
2026-05-23 07:05:25+00:00,KXBTC15M-26MAY230315-15,75288.07,75313.17,0.185,9.6,0.128212,0.0,2026-05-18/2026-05-24,2026-05-23 07:00:00+00:00,0.5976744186046512,0.23590971387035364,0.7701401405270318,0.050909713870353646,-0.04485985947296811,yes,0.050909713870353646,0.0,0.185,pre-07-01 (held-out)
2026-05-24 23:46:57+00:00,KXBTC15M-26MAY242000-00,77077.26,77116.79,0.305,13.0,0.423823,0.0,2026-05-18/2026-05-24,2026-05-24 23:45:00+00:00,0.4985119047619047,0.35589858434565547,0.6439720117062377,0.05089858434565547,-0.051027988293762316,yes,0.05089858434565547,0.0,0.305,pre-07-01 (held-out)
2026-07-08 11:48:21+00:00,KXBTC15M-26JUL080800-00,62238.99,62311.41,0.385,11.6,0.400331,0.0,2026-07-06/2026-07-12,2026-07-08 11:45:00+00:00,0.2983870967741935,0.3174526062313645,0.6657873632117057,-0.0675473937686355,0.05078736321170574,no,0.05078736321170574,1.0,0.615,07-01+ (s23 window)
2026-07-04 20:08:19+00:00,KXBTC15M-26JUL041615-15,63299.58,63255.46,0.885,6.7,0.273102,1.0,2026-06-29/2026-07-05,2026-07-04 20:00:00+00:00,0.5040756439517444,0.8343933540979982,0.1657765956057503,-0.05060664590200181,0.05077659560575032,no,0.05077659560575032,0.0,0.11499999999999999,07-01+ (s23 window)
2026-05-22 00:54:32+00:00,KXBTC15M-26MAY212100-00,77338.8,77384.55,0.145,5.5,0.272892,0.0,2026-05-18/2026-05-24,2026-05-22 00:45:00+00:00,0.5600873998543335,0.19577387061159363,0.80674640809773,0.050773870611593636,-0.048253591902269966,yes,0.050773870611593636,0.0,0.145,pre-07-01 (held-out)
2026-07-03 13:07:18+00:00,KXBTC15M-26JUL030915-15,61920.58,61915.84,0.595,7.7,0.30541,1.0,2026-06-29/2026-07-05,2026-07-03 13:00:00+00:00,0.4512946979038224,0.5407530742644611,0.4557684830540478,-0.05424692573553891,0.0507684830540478,no,0.0507684830540478,0.0,0.405,07-01+ (s23 window)
2026-05-24 16:01:16+00:00,KXBTC15M-26MAY241215-15,76292.81,76286.97,0.625,13.7,0.177633,1.0,2026-05-18/2026-05-24,2026-05-24 16:00:00+00:00,0.5718540580789278,0.5811798956405598,0.4255928597534133,-0.04382010435944017,0.05059285975341332,no,0.05059285975341332,0.0,0.375,pre-07-01 (held-out)
2026-07-07 01:31:25+00:00,KXBTC15M-26JUL062145-45,63902.5,63921.95,0.435,13.6,0.39976,0.0,2026-07-06/2026-07-12,2026-07-07 01:30:00+00:00,0.6962750716332379,0.48556943254183693,0.5339073072909073,0.050569432541836934,-0.03109269270909265,yes,0.050569432541836934,0.0,0.435,07-01+ (s23 window)
2026-05-26 13:18:31+00:00,KXBTC15M-26MAY260930-30,76946.52,77006.64,0.275,11.5,0.110278,0.0,2026-05-25/2026-05-31,2026-05-26 13:15:00+00:00,0.5041291291291291,0.22478261381728432,0.7754889470581222,-0.050217386182715706,0.050488947058122235,no,0.050488947058122235,1.0,0.725,pre-07-01 (held-out)
2026-06-01 23:23:14+00:00,KXBTC15M-26JUN011930-30,71295.24,71266.4,0.745,6.8,0.286842,0.0,2026-06-01/2026-06-07,2026-06-01 23:15:00+00:00,0.4085213032581453,0.6890741213567972,0.30544464688536177,-0.05592587864320275,0.050444646885361766,no,0.050444646885361766,1.0,0.255,pre-07-01 (held-out)
2026-07-06 07:49:52+00:00,KXBTC15M-26JUL060400-00,63040.89,63041.9,0.535,10.1,0.195111,0.0,2026-07-06/2026-07-12,2026-07-06 07:45:00+00:00,0.4355942750466708,0.47926615762038105,0.5154312327919623,-0.05573384237961898,0.05043123279196238,no,0.05043123279196238,1.0,0.46499999999999997,07-01+ (s23 window)
2026-05-26 19:08:14+00:00,KXBTC15M-26MAY261515-15,75732.36,75709.85,0.715,6.8,0.334334,1.0,2026-05-25/2026-05-31,2026-05-26 19:00:00+00:00,0.6332899869960988,0.6729003650171373,0.33541654418078704,-0.04209963498286262,0.050416544180787004,no,0.050416544180787004,0.0,0.28500000000000003,pre-07-01 (held-out)
2026-05-27 19:24:22+00:00,KXBTC15M-26MAY271530-30,74905.75,74898.73,0.625,5.6,0.252887,0.0,2026-05-25/2026-05-31,2026-05-27 19:15:00+00:00,0.4696969696969697,0.5728371031354172,0.4253413263327185,-0.05216289686458275,0.05034132633271848,no,0.05034132633271848,1.0,0.375,pre-07-01 (held-out)
2026-07-04 04:39:43+00:00,KXBTC15M-26JUL040045-45,62638.94,62624.65,0.725,5.3,0.216094,0.0,2026-06-29/2026-07-05,2026-07-04 04:30:00+00:00,0.4355942750466708,0.6711838550261879,0.32533812431031695,-0.05381614497381204,0.05033812431031692,no,0.05033812431031692,1.0,0.275,07-01+ (s23 window)
2026-07-03 13:42:54+00:00,KXBTC15M-26JUL030945-45,62070.67,62036.36,0.9295,2.1,0.320847,1.0,2026-06-29/2026-07-05,2026-07-03 13:30:00+00:00,0.4390243902439024,0.878103038541948,0.12073960297866604,-0.05139696145805195,0.05023960297866603,no,0.05023960297866603,0.0,0.07050000000000001,07-01+ (s23 window)
2026-07-06 19:35:42+00:00,KXBTC15M-26JUL061545-45,63763.36,63802.45,0.245,9.3,0.33253,1.0,2026-07-06/2026-07-12,2026-07-06 17:00:00+00:00,0.571072319201995,0.2948353799199791,0.7100106849789241,0.049835379919979106,-0.04498931502107595,yes,0.049835379919979106,1.0,0.245,07-01+ (s23 window)
2026-07-08 10:52:01+00:00,KXBTC15M-26JUL080700-00,62100.37,62085.73,0.645,8.0,0.278176,1.0,2026-07-06/2026-07-12,2026-07-08 10:45:00+00:00,0.3019271948608137,0.5804221197901308,0.4048294584558232,-0.06457788020986921,0.049829458455823206,no,0.049829458455823206,0.0,0.355,07-01+ (s23 window)
2026-05-27 10:20:33+00:00,KXBTC15M-26MAY270630-30,75846.39,75817.84,0.855,9.4,0.143353,1.0,2026-05-25/2026-05-31,2026-05-27 10:15:00+00:00,0.5391600454029511,0.807423517666948,0.19471323693919595,-0.047576482333052006,0.04971323693919594,no,0.04971323693919594,0.0,0.14500000000000002,pre-07-01 (held-out)
2026-05-27 13:52:47+00:00,KXBTC15M-26MAY271000-00,74918.25,74785.74,0.88,7.2,0.729081,1.0,2026-05-25/2026-05-31,2026-05-27 13:45:00+00:00,0.6332899869960988,0.8362610351242962,0.16963452640429666,-0.043738964875703834,0.049634526404296664,no,0.049634526404296664,0.0,0.12,pre-07-01 (held-out)
2026-05-25 19:48:56+00:00,KXBTC15M-26MAY251600-00,77351.37,77350.31,0.58,11.1,0.234781,1.0,2026-05-25/2026-05-31,2026-05-25 19:45:00+00:00,0.6332899869960988,0.5421045943667379,0.4695347245839241,-0.0378954056332621,0.04953472458392405,no,0.04953472458392405,0.0,0.42000000000000004,pre-07-01 (held-out)
2026-07-08 02:08:24+00:00,KXBTC15M-26JUL072215-15,62959.88,63002.37,0.275,6.6,0.617299,0.0,2026-07-06/2026-07-12,2026-07-08 02:00:00+00:00,0.4865671641791044,0.3243444756655919,0.6748517644041268,0.04934447566559186,-0.050148235595873225,yes,0.04934447566559186,0.0,0.275,07-01+ (s23 window)
2026-05-22 05:57:17+00:00,KXBTC15M-26MAY220200-00,77480.95,77513.28,0.054,2.7,0.196503,0.0,2026-05-18/2026-05-24,2026-05-22 05:45:00+00:00,0.5834564254062038,0.10331740995155347,0.8982804141646934,0.049317409951553474,-0.047719585835306555,yes,0.049317409951553474,0.0,0.054,pre-07-01 (held-out)
2026-05-25 09:21:17+00:00,KXBTC15M-26MAY250530-30,77359.02,77388.32,0.215,8.7,0.221143,1.0,2026-05-25/2026-05-31,2026-05-25 09:15:00+00:00,0.4446043165467626,0.26412471726352793,0.7323945849884466,0.049124717263527934,-0.05260541501155347,yes,0.049124717263527934,1.0,0.215,pre-07-01 (held-out)
2026-07-05 15:03:50+00:00,KXBTC15M-26JUL051115-15,62828.39,62756.0,0.9095,11.2,0.312198,1.0,2026-06-29/2026-07-05,2026-07-05 15:00:00+00:00,0.4985119047619047,0.8603953317183257,0.1395330779776094,-0.04910466828167426,0.04903307797760936,no,0.04903307797760936,0.0,0.09050000000000002,07-01+ (s23 window)
2026-05-25 15:10:37+00:00,KXBTC15M-26MAY251115-15,77669.13,77641.43,0.785,4.4,0.2578,1.0,2026-05-25/2026-05-31,2026-05-25 15:00:00+00:00,0.4417791104447776,0.7333726973838003,0.2640275069286113,-0.051627302616199744,0.04902750692861135,no,0.04902750692861135,0.0,0.21499999999999997,pre-07-01 (held-out)
2026-07-08 05:31:29+00:00,KXBTC15M-26JUL080145-45,62720.1,62709.23,0.475,13.5,0.242154,0.0,2026-07-06/2026-07-12,2026-07-08 05:30:00+00:00,0.3661270236612702,0.5239571906950146,0.4631324849779286,0.048957190695014585,-0.06186751502207144,yes,0.048957190695014585,0.0,0.475,07-01+ (s23 window)
2026-07-07 21:53:37+00:00,KXBTC15M-26JUL071800-00,63431.9,63366.1,0.895,6.4,0.420961,1.0,2026-07-06/2026-07-12,2026-07-07 21:45:00+00:00,0.6332899869960988,0.8512748893136829,0.15394242603147412,-0.043725110686317126,0.04894242603147414,no,0.04894242603147414,0.0,0.10499999999999998,07-01+ (s23 window)
2026-07-02 05:25:22+00:00,KXBTC15M-26JUL020130-30,60735.24,60767.06,0.185,4.6,0.34899,0.0,2026-06-29/2026-07-05,2026-07-02 05:15:00+00:00,0.4437627811860941,0.23382356396275666,0.7637693984303858,0.048823563962756666,-0.05123060156961412,yes,0.048823563962756666,0.0,0.185,07-01+ (s23 window)
2026-05-23 10:07:20+00:00,KXBTC15M-26MAY230615-15,74605.09,74582.48,0.76,7.7,0.170226,1.0,2026-05-18/2026-05-24,2026-05-23 10:00:00+00:00,0.3525179856115107,0.7019651471069114,0.2887016664729073,-0.05803485289308863,0.0487016664729073,no,0.0487016664729073,0.0,0.24,pre-07-01 (held-out)
2026-06-01 20:21:55+00:00,KXBTC15M-26JUN011630-30,71551.98,71489.28,0.89,8.1,0.309541,1.0,2026-06-01/2026-06-07,2026-06-01 20:15:00+00:00,0.5543613063249276,0.8438114802207004,0.15860629141605087,-0.04618851977929961,0.048606291416050884,no,0.048606291416050884,0.0,0.10999999999999999,pre-07-01 (held-out)
2026-07-02 13:02:35+00:00,KXBTC15M-26JUL020915-15,61496.76,61482.05,0.595,12.4,0.650069,1.0,2026-06-29/2026-07-05,2026-07-02 13:00:00+00:00,0.4423400673400673,0.5412514372918501,0.4535195385805991,-0.05374856270814987,0.0485195385805991,no,0.0485195385805991,0.0,0.405,07-01+ (s23 window)
2026-05-26 23:23:29+00:00,KXBTC15M-26MAY261930-30,75798.1,75803.49,0.405,6.5,0.24144,0.0,2026-05-25/2026-05-31,2026-05-26 23:15:00+00:00,0.5681818181818182,0.45341931403161934,0.5510572013156907,0.04841931403161931,-0.04394279868430928,yes,0.04841931403161931,0.0,0.405,pre-07-01 (held-out)
2026-07-07 07:52:43+00:00,KXBTC15M-26JUL070400-00,63102.51,63135.58,0.195,7.3,0.213557,0.0,2026-07-06/2026-07-12,2026-07-07 07:45:00+00:00,0.6788732394366197,0.24337516122799852,0.7666609023988268,0.04837516122799851,-0.038339097601173155,yes,0.04837516122799851,0.0,0.195,07-01+ (s23 window)
2026-07-07 04:08:54+00:00,KXBTC15M-26JUL070015-15,63129.95,63138.26,0.505,6.1,0.244662,1.0,2026-07-06/2026-07-12,2026-07-07 04:00:00+00:00,0.6962750716332379,0.46970210802784984,0.5433109734383037,-0.035297891972150164,0.048310973438303706,no,0.048310973438303706,0.0,0.495,07-01+ (s23 window)
2026-05-23 21:33:36+00:00,KXBTC15M-26MAY231745-45,76622.36,76752.63,0.215,11.4,0.858565,0.0,2026-05-18/2026-05-24,2026-05-23 21:30:00+00:00,0.4512946979038224,0.2631498902461872,0.7333560072479124,0.04814989024618718,-0.05164399275208764,yes,0.04814989024618718,0.0,0.215,pre-07-01 (held-out)
2026-07-09 15:10:47+00:00,KXBTC15M-26JUL091115-15,63109.88,62965.85,0.9575,4.2,0.842569,1.0,2026-07-06/2026-07-12,2026-07-09 15:00:00+00:00,0.4491279069767442,0.9083005439376197,0.09059037513584045,-0.0491994560623803,0.04809037513584047,no,0.04809037513584047,0.0,0.04249999999999998,07-01+ (s23 window)
2026-05-23 03:11:17+00:00,KXBTC15M-26MAY222315-15,75498.83,75484.5,0.765,3.7,0.161956,1.0,2026-05-18/2026-05-24,2026-05-23 03:00:00+00:00,0.4085213032581453,0.7130432420566388,0.2830558423190853,-0.05195675794336119,0.04805584231908533,no,0.04805584231908533,0.0,0.235,pre-07-01 (held-out)
2026-05-27 11:36:20+00:00,KXBTC15M-26MAY270745-45,75728.74,75832.27,0.088,8.7,0.43523,0.0,2026-05-25/2026-05-31,2026-05-27 11:30:00+00:00,0.4423400673400673,0.1360391418533834,0.8615353354761233,0.0480391418533834,-0.05046466452387677,yes,0.0480391418533834,0.0,0.088,pre-07-01 (held-out)
2026-07-02 21:34:33+00:00,KXBTC15M-26JUL021745-45,61464.07,61474.09,0.375,10.4,0.273904,0.0,2026-06-29/2026-07-05,2026-07-02 21:30:00+00:00,0.5391600454029511,0.42296587008919534,0.5802364473242064,0.04796587008919534,-0.04476355267579357,yes,0.04796587008919534,0.0,0.375,07-01+ (s23 window)
2026-05-22 10:24:42+00:00,KXBTC15M-26MAY220630-30,77232.92,77231.83,0.575,5.3,0.132967,1.0,2026-05-18/2026-05-24,2026-05-22 10:15:00+00:00,0.4832402234636871,0.5261739125378226,0.47283179023080535,-0.048826087462177314,0.047831790230805304,no,0.047831790230805304,0.0,0.42500000000000004,pre-07-01 (held-out)
2026-07-09 01:02:05+00:00,KXBTC15M-26JUL082115-15,62128.5,62074.96,0.765,12.9,0.399574,1.0,2026-07-06/2026-07-12,2026-07-09 01:00:00+00:00,0.4650817236255572,0.7145657346089396,0.2826794118641095,-0.05043426539106044,0.04767941186410951,no,0.04767941186410951,0.0,0.235,07-01+ (s23 window)
2026-05-24 04:47:29+00:00,KXBTC15M-26MAY240100-00,76668.78,76684.02,0.305,12.5,0.136065,1.0,2026-05-18/2026-05-24,2026-05-24 04:45:00+00:00,0.5543613063249276,0.352651466552428,0.6519719107507528,0.04765146655242802,-0.04302808924924728,yes,0.04765146655242802,1.0,0.305,pre-07-01 (held-out)
2026-05-23 06:50:17+00:00,KXBTC15M-26MAY230300-00,75315.19,75363.26,0.25,9.7,0.082472,0.0,2026-05-18/2026-05-24,2026-05-23 06:45:00+00:00,0.6012759170653907,0.20841541566844107,0.7974564794395336,-0.04158458433155893,0.04745647943953357,no,0.04745647943953357,1.0,0.75,pre-07-01 (held-out)
2026-05-25 10:52:23+00:00,KXBTC15M-26MAY250700-00,77431.6,77452.72,0.265,7.6,0.184838,1.0,2026-05-25/2026-05-31,2026-05-25 10:45:00+00:00,0.5600873998543335,0.3122993445011895,0.6914994676002069,0.0472993445011895,-0.043500532399793124,yes,0.0472993445011895,1.0,0.265,pre-07-01 (held-out)
2026-07-09 02:03:08+00:00,KXBTC15M-26JUL082215-15,61833.62,61860.02,0.355,11.9,0.617192,1.0,2026-07-06/2026-07-12,2026-07-09 02:00:00+00:00,0.487750556792873,0.40227699753662716,0.5966643295027696,0.047276997536627174,-0.04833567049723042,yes,0.047276997536627174,1.0,0.355,07-01+ (s23 window)
2026-07-02 15:09:33+00:00,KXBTC15M-26JUL021115-15,61445.19,61610.36,0.08,5.4,0.989855,0.0,2026-06-29/2026-07-05,2026-07-02 15:00:00+00:00,0.5040756439517444,0.1272135372200367,0.8729141554615878,0.0472135372200367,-0.04708584453841225,yes,0.0472135372200367,0.0,0.08,07-01+ (s23 window)
2026-05-22 12:25:50+00:00,KXBTC15M-26MAY220830-30,77395.46,77440.03,0.125,4.2,0.286809,0.0,2026-05-18/2026-05-24,2026-05-22 12:15:00+00:00,0.4985119047619047,0.17214450387694863,0.8278051419092897,0.04714450387694863,-0.047194858090710334,yes,0.04714450387694863,0.0,0.125,pre-07-01 (held-out)
2026-06-01 20:37:54+00:00,KXBTC15M-26JUN011645-45,71556.41,71511.91,0.825,7.1,0.285537,1.0,2026-06-01/2026-06-07,2026-06-01 20:30:00+00:00,0.4512946979038224,0.7753512669184273,0.2221336346783056,-0.049648733081572693,0.04713363467830556,no,0.04713363467830556,0.0,0.17500000000000004,pre-07-01 (held-out)
2026-05-23 00:24:33+00:00,KXBTC15M-26MAY222030-30,75374.99,75357.19,0.645,5.5,0.467114,1.0,2026-05-18/2026-05-24,2026-05-23 00:15:00+00:00,0.487750556792873,0.5972176856955724,0.4020627600239388,-0.04778231430442759,0.04706276002393883,no,0.04706276002393883,0.0,0.355,pre-07-01 (held-out)
2026-06-02 17:04:06+00:00,KXBTC15M-26JUN021315-15,67389.16,67317.28,0.715,10.9,0.660841,1.0,2026-06-01/2026-06-07,2026-06-02 17:00:00+00:00,0.3925925925925926,0.6595099700396845,0.3320131127736372,-0.05549002996031549,0.04701311277363718,no,0.04701311277363718,0.0,0.28500000000000003,pre-07-01 (held-out)
2026-05-22 11:55:34+00:00,KXBTC15M-26MAY220800-00,77291.34,77256.35,0.9005,4.4,0.193631,1.0,2026-05-18/2026-05-24,2026-05-22 11:45:00+00:00,0.4355942750466708,0.8514980208982508,0.14647736080124285,-0.04900197910174919,0.04697736080124282,no,0.04697736080124282,0.0,0.09950000000000003,pre-07-01 (held-out)
2026-05-25 06:23:50+00:00,KXBTC15M-26MAY250230-30,77148.12,77283.8,0.041,6.2,0.53247,0.0,2026-05-25/2026-05-31,2026-05-25 06:15:00+00:00,0.5041291291291291,0.08797332868020163,0.9121328674429485,0.04697332868020163,-0.04686713255705144,yes,0.04697332868020163,0.0,0.041,pre-07-01 (held-out)
2026-05-23 14:09:52+00:00,KXBTC15M-26MAY231015-15,75138.16,75133.39,0.465,5.1,0.400849,1.0,2026-05-18/2026-05-24,2026-05-23 14:00:00+00:00,0.4423400673400673,0.5118469975519426,0.4847810390963403,0.046846997551942604,-0.050218960903659626,yes,0.046846997551942604,1.0,0.465,pre-07-01 (held-out)
2026-05-23 13:34:32+00:00,KXBTC15M-26MAY230945-45,74897.19,74910.47,0.365,10.5,0.32183,0.0,2026-05-18/2026-05-24,2026-05-23 13:30:00+00:00,0.4784688995215311,0.4117590947058235,0.5864819981856959,0.04675909470582351,-0.0485180018143041,yes,0.04675909470582351,0.0,0.365,pre-07-01 (held-out)
2026-07-04 22:40:31+00:00,KXBTC15M-26JUL041845-45,63156.64,63158.17,0.535,4.5,0.18871,1.0,2026-06-29/2026-07-05,2026-07-04 22:30:00+00:00,0.5718540580789278,0.4923906459917957,0.5115653275189493,-0.042609354008204314,0.04656532751894937,no,0.04656532751894937,0.0,0.46499999999999997,07-01+ (s23 window)
2026-07-08 14:56:37+00:00,KXBTC15M-26JUL081100-00,61891.09,61854.4,0.695,3.4,0.817176,0.0,2026-07-06/2026-07-12,2026-07-08 14:45:00+00:00,0.3983286908077994,0.6439966646337035,0.35144202085783205,-0.05100333536629642,0.046442020857832,no,0.046442020857832,1.0,0.30500000000000005,07-01+ (s23 window)
2026-05-22 03:41:03+00:00,KXBTC15M-26MAY212345-45,77724.5,77707.75,0.75,3.9,0.196286,1.0,2026-05-18/2026-05-24,2026-05-22 03:30:00+00:00,0.4423400673400673,0.7010323614354252,0.296405294359816,-0.048967638564574756,0.046405294359815996,no,0.046405294359815996,0.0,0.25,pre-07-01 (held-out)
2026-07-03 19:51:18+00:00,KXBTC15M-26JUL031600-00,62192.02,62187.71,0.585,8.7,0.302084,0.0,2026-06-29/2026-07-05,2026-07-03 19:45:00+00:00,0.4606126914660831,0.5356433658456244,0.4613651322451702,-0.04935663415437552,0.04636513224517014,no,0.04636513224517014,1.0,0.41500000000000004,07-01+ (s23 window)
2026-06-02 19:40:30+00:00,KXBTC15M-26JUN021545-45,66684.65,66898.14,0.0315,4.5,1.113311,0.0,2026-06-01/2026-06-07,2026-06-02 19:30:00+00:00,0.487750556792873,0.0778036942972625,0.9219511694908132,0.0463036942972625,-0.04654883050918679,yes,0.0463036942972625,0.0,0.0315,pre-07-01 (held-out)
2026-07-04 07:37:29+00:00,KXBTC15M-26JUL040345-45,62429.89,62502.21,0.145,7.5,0.144046,0.0,2026-06-29/2026-07-05,2026-07-04 07:30:00+00:00,0.4832402234636871,0.09827092098387896,0.9012132129118203,-0.04672907901612103,0.046213212911820345,no,0.046213212911820345,1.0,0.855,07-01+ (s23 window)
2026-07-04 02:42:53+00:00,KXBTC15M-26JUL032245-45,62433.01,62424.82,0.705,2.1,0.243482,1.0,2026-06-29/2026-07-05,2026-07-04 02:30:00+00:00,0.5741538461538461,0.6615629143464329,0.3409994473298863,-0.043437085653567076,0.045999447329886256,no,0.045999447329886256,0.0,0.29500000000000004,07-01+ (s23 window)
2026-07-10 00:02:25+00:00,KXBTC15M-26JUL092015-15,63144.06,63193.52,0.205,12.6,0.329663,0.0,2026-07-06/2026-07-12,2026-07-10 00:00:00+00:00,0.4832402234636871,0.25089275658125726,0.7478794402792579,0.04589275658125727,-0.04712055972074214,yes,0.04589275658125727,0.0,0.205,07-01+ (s23 window)
2026-05-23 09:21:52+00:00,KXBTC15M-26MAY230530-30,74589.02,74580.02,0.645,8.1,0.146621,1.0,2026-05-18/2026-05-24,2026-05-23 09:15:00+00:00,0.3542234332425068,0.5885883908919589,0.4007546131066423,-0.056411609108041105,0.045754613106642306,no,0.045754613106642306,0.0,0.355,pre-07-01 (held-out)
2026-05-24 15:40:58+00:00,KXBTC15M-26MAY241145-45,76362.42,76361.53,0.575,4.0,0.149759,1.0,2026-05-18/2026-05-24,2026-05-24 15:30:00+00:00,0.5543613063249276,0.5321850157878474,0.4706225421209276,-0.042814984212152574,0.045622542120927534,no,0.045622542120927534,0.0,0.42500000000000004,pre-07-01 (held-out)
